StoreNames,Index,StoreName,No_Coupons,Coupons,Coupon_N_A_Offer,CashBack_Pct_Dollars,CashBack,CB_NOD_Up_To,Total,AvgCashBack,TotalPurchAmt,,
One Hanes Place,1358,One Hanes Place,6,6 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,136883,"4,106","4,562,767",,
Accor Hotels,12,Accor Hotels,6,6 Coupons,Coupons,6.00%,6.0% Cash Back,Cash Back,136998,82,"2,283,300",,
Pet360,1451,Pet360,3,3 Coupons,Coupons,9.00%,9.0% Cash Back,Cash Back,137084,"12,338","1,523,156",,
Ticket Liquidator,1865,Ticket Liquidator,2,2 Coupons,Coupons,6.00%,6.0% Cash Back,Cash Back,141079,"8,465","2,351,317",,
Alex and Ani,44,Alex and Ani,4,4 Coupons,Coupons,5.00%,5.0% Cash Back was 1.0%,Cash Back Promo,141296,"7,065","2,825,920",,
Charlotte Russe,366,Charlotte Russe,34,34 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,141610,28,"7,080,500",,
Zoro,2093,Zoro,0,No Coupons Available,N/A,2.00%,2.0% Cash Back,Cash Back,143506,"2,870","7,175,300",,
SuppliesOutlet,1805,SuppliesOutlet,3,3 Coupons,Coupons,10.00%,10.0% Cash Back,Cash Back,144159,"14,416","1,441,590",,
FedEx Office,657,FedEx Office,2,2 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,144529,72,"2,890,580",,
HomeClick,873,HomeClick,11,11 Coupons,Coupons,4.00%,Up to 4.0%,Up to Pct off,144646,58,"3,616,150",,
Select Blinds,1640,Select Blinds,2,2 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,145352,"3,634","5,814,080",,
Plow and Hearth,1482,Plow and Hearth,7,7 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,145744,"5,830","3,643,600",,
Abt Electronics,8,Abt Electronics,39,39 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,146853,29,"7,342,650",,
In The Swim,910,In The Swim,10,10 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,150131,60,"3,753,275",,
Bellacor,190,Bellacor,27,27 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,151113,76,"3,022,260",,
Dollar Rent-A-Car,540,Dollar Rent-A-Car,3,3 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,151519,61,"3,787,975",,
Wine.com,2043,Wine.com,13,13 Coupons,Coupons,5.00%,5.0% Cash Back was 2.5%,Cash Back Promo,152018,"7,601","3,040,360",,
Best Western,205,Best Western,11,11 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,152187,38,"6,087,480",,
AutoAnything,122,AutoAnything,35,35 Coupons,Coupons,$12.50 ,3.0% Cash Back,Cash Back,152805,"19,101","12,224",,
Faucet Direct,653,Faucet Direct,50,50 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,152959,31,"7,647,950",,
dressbarn,558,dressbarn,5,5 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,153028,54,"4,372,229",,
Rebecca Minkoff,1550,Rebecca Minkoff,5,5 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,153416,"6,137","3,835,400",,
HerRoom,847,HerRoom,3,3 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,154677,62,"3,866,925",,
The Walking Company,2010,The Walking Company,26,26 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,156610,"7,831","3,132,200",,
Global Industrial,764,Global Industrial,6,6 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,158256,32,"7,912,800",,
Sally Beauty Supply,1611,Sally Beauty Supply,6,6 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,158358,"6,334","3,958,950",,
Crowne Plaza,462,Crowne Plaza,6,6 Coupons,Coupons,4.50%,4.5% Cash Back,Cash Back,158453,71,"3,521,178",,
buybuy BABY,309,buybuy BABY,9,9 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,158806,32,"7,940,300",,
MLB Shop,1236,MLB Shop,7,7 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,159729,"2,396","10,648,600",,
DermStore,502,DermStore,14,14 Coupons,Coupons,4.00%,Up to 4.0%,Up to Pct off,161222,64,"4,030,550",,
ThinkGeek,1856,ThinkGeek,6,6 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,164504,"5,758","4,700,114",,
Journeys,993,Journeys,32,32 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,164522,49,"5,484,067",,
CB2,355,CB2,4,4 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,164968,17,"16,496,800",,
Gardener's Supply Company,736,Gardener's Supply Company,1,1 Coupon,Coupon,1.00%,1.0% Cash Back,Cash Back,165024,17,"16,502,400",,
CarRentals.com,342,CarRentals.com,14,14 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,167202,25,"11,146,800",,
iTunes,938,iTunes,0,No Coupons Available,N/A,7.00%,7.0% Cash Back,Cash Back,167202,117,"2,388,600",,
Medifast Diet,1205,Medifast Diet,8,8 Coupons,Coupons,7.50%,7.5% Cash Back,Cash Back,169372,"12,703","2,258,293",,
Clarisonic,396,Clarisonic,6,6 Coupons,Coupons,8.00%,8.0% Cash Back was 4.0%,Cash Back Promo,170578,"13,646","2,132,225",,
Tillys,1875,Tillys,26,26 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,171799,"5,154","5,726,633",,
Steve Madden,1770,Steve Madden,4,4 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,171842,"5,155","5,728,067",,
Villeroy and Boch,1975,Villeroy and Boch,11,11 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,172054,"4,301","6,882,160",,
GameStop,728,GameStop,1,1 Coupon,Coupon,2.50%,Up to 2.5%,Up to Pct off,172133,43,"6,885,320",,
BookIt.com,265,BookIt.com,19,19 Coupons,Coupons,2.50%,Up to 2.5%,Up to Pct off,173248,43,"6,929,920",,
Tarte Cosmetics,1828,Tarte Cosmetics,2,2 Coupons,Coupons,4.00%,Up to 4.0%,Up to Pct off,173354,"6,934","4,333,850",,
Canon,329,Canon,4,4 Coupons,Coupons,2.50%,Up to 2.5%,Up to Pct off,174657,44,"6,986,280",,
Murad Skin Care,1263,Murad Skin Care,5,5 Coupons,Coupons,7.00%,7.0% Cash Back,Cash Back,175113,"12,258","2,501,614",,
Jimmy Jazz,975,Jimmy Jazz,14,14 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,175267,70,"4,381,675",,
Fanatics,642,Fanatics,4,4 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,176589,26,"11,772,600",,
Art.com,101,Art.com,1,1 Coupon,Coupon,$16.00 ,6.0% Cash Back,Cash Back,177789,"28,446","11,112",,
Norton Security and Antivirus,1327,Norton Security and Antivirus,5,5 Coupons,Coupons,15.00%,Up to 15.0%,Up to Pct off,178614,"26,792","1,190,760",,
Nautica,1289,Nautica,4,4 Coupons,Coupons,6.00%,6.0% Cash Back,Cash Back,179731,"10,784","2,995,517",,
Paula's Choice Skincare,1421,Paula's Choice Skincare,3,3 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,181415,"6,350","5,183,286",,
Shari's Berries,1644,Shari's Berries,6,6 Coupons,Coupons,15.00%,15.0% Cash Back was 4.0%,Cash Back Promo,181721,"27,258","1,211,473",,
ModCloth,1238,ModCloth,13,13 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,182172,"3,643","9,108,600",,
FansEdge,646,FansEdge,8,8 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,183194,46,"7,327,760",,
FOSSIL,696,FOSSIL,7,7 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,183250,73,"4,581,250",,
INTERMIX,920,INTERMIX,10,10 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,184158,74,"4,603,950",,
Folica Beauty Supply,685,Folica Beauty Supply,7,7 Coupons,Coupons,5.00%,5.0% Cash Back was 2.5%,Cash Back Promo,184722,"9,236","3,694,440",,
Bealls Florida,176,Bealls Florida,2,2 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,185650,65,"5,304,286",,
The Outnet.com,1384,The Outnet.com,17,17 Offers,Offers,3.00%,3.0% Cash Back,Cash Back,186601,"5,598","6,220,033",,
Things Remembered,1855,Things Remembered,6,6 Coupons,Coupons,6.50%,6.5% Cash Back,Cash Back,187230,"12,170","2,880,462",,
Lids.com,1097,Lids.com,10,10 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,188109,"5,643","6,270,300",,
SendFlowers,1641,SendFlowers,3,3 Coupons,Coupons,21.00%,21.0% Cash Back was 16.0%,Cash Back Promo,188201,"39,522","896,195",,
Gymboree,803,Gymboree,4,4 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,188759,19,"18,875,900",,
Baby Gap,138,Baby Gap,0,No Coupons Available,N/A,$30.00 ,2.0% Cash Back,Cash Back,189790,"56,937","6,326",,
Aerie by American Eagle,26,Aerie by American Eagle,7,7 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,191272,38,"9,563,600",,
Club Monaco,404,Club Monaco,5,5 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,192313,48,"7,692,520",,
OshKosh B'gosh,1378,OshKosh B'gosh,3,3 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,194727,"4,868","7,789,080",,
Elizabeth Arden,597,Elizabeth Arden,7,7 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,195157,98,"3,903,140",,
Cafe Press,316,Cafe Press,8,8 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,195299,20,"19,529,900",,
bebe,184,bebe,7,7 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,195779,78,"4,894,475",,
Farfetch,649,Farfetch,1,1 Coupon,Coupon,3.00%,3.0% Cash Back,Cash Back,198136,59,"6,604,533",,
Gilt City,759,Gilt City,21,21 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,198728,60,"6,624,267",,
Buckle,291,Buckle,11,11 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,199887,50,"7,995,480",,
Hertz,848,Hertz,6,6 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,201879,50,"8,075,160",,
WEN Hair Care,2024,WEN Hair Care,3,3 Coupons,Coupons,15.00%,15.0% Cash Back,Cash Back,201895,"30,284","1,345,967",,
Champs Sports,363,Champs Sports,7,7 Coupons,Coupons,5.00%,5.0% Cash Back was 2.5%,Cash Back Promo,202823,"10,141","4,056,460",,
Nutrisystem,1335,Nutrisystem,3,3 Coupons,Coupons,7.50%,7.5% Cash Back,Cash Back,203010,"15,226","2,706,800",,
Tommy Hilfiger,1891,Tommy Hilfiger,6,6 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,203081,"5,077","8,123,240",,
DIRECTV,520,DIRECTV,6,6 Coupons,Coupons,$25.00 ,$25.00 Cash Back,Dollars back,206302,25,N/a,,
CheapOair,370,CheapOair,26,26 Coupons,Coupons,$12.50 ,Up to $12.50,Up to Dollars,208008,13,N/a,,
Abebooks,6,Abebooks,4,4 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,208814,52,"8,352,560",,
Cole Haan,410,Cole Haan,13,13 Coupons,Coupons,5.00%,5.0% Cash Back was 2.5%,Cash Back Promo,208859,"10,443","4,177,180",,
Cheryl's,378,Cheryl's,9,9 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,209049,105,"4,180,980",,
Starbucks Store,1760,Starbucks Store,3,3 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,209857,"5,246","8,394,280",,
Timberland,1876,Timberland,3,3 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,212283,"8,491","5,307,075",,
PacSun.com,1394,PacSun.com,1,1 Coupon,Coupon,1.00%,1.0% Cash Back,Cash Back,218143,"2,181","21,814,300",,
L'OCCITANE,1053,L'OCCITANE,7,7 Coupons,Coupons,8.00%,8.0% Cash Back was 3.0%,Cash Back Promo,220889,"17,671","2,761,113",,
Enterprise Rent a Car,607,Enterprise Rent a Car,0,No Coupons Available,N/A,2.00%,2.0% Cash Back,Cash Back,221694,44,"11,084,700",,
Sunglass Hut,1796,Sunglass Hut,2,2 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,221698,"8,868","5,542,450",,
Guitar Center,799,Guitar Center,27,27 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,222383,67,"7,412,767",,
PetFoodDirect.com,1458,PetFoodDirect.com,1,1 Coupon,Coupon,9.00%,9.0% Cash Back,Cash Back,222592,"20,033","2,473,244",,
Ancestry.com,79,Ancestry.com,0,No Coupons Available,N/A,7.50%,7.5% Cash Back,Cash Back,224768,169,"2,996,907",,
Sharper Image,1645,Sharper Image,2,2 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,225872,"2,259","22,587,200",,
LTD Commodities,1142,LTD Commodities,5,5 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,227701,"4,554","11,385,050",,
Bowflex Shop,276,Bowflex Shop,2,2 Coupons,Coupons,4.50%,4.5% Cash Back,Cash Back,230573,104,"5,123,844",,
PetCareRx,1452,PetCareRx,5,5 Coupons,Coupons,6.00%,6.0% Cash Back,Cash Back,230723,"13,843","3,845,383",,
InkCartridges.com,913,InkCartridges.com,3,3 Coupons,Coupons,14.50%,Up to 14.5%,Up to Pct off,232619,337,"1,604,269",,
Build.com,297,Build.com,109,109 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,233458,47,"11,672,900",,
Hot Topic,881,Hot Topic,2,2 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,234738,94,"5,868,450",,
philosophy,1468,philosophy,4,4 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,238984,"5,975","9,559,360",,
Perfumania,1439,Perfumania,7,7 Coupons,Coupons,7.00%,7.0% Cash Back,Cash Back,240559,"16,839","3,436,557",,
Pier 1 Imports,1474,Pier 1 Imports,29,29 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,240657,"4,813","12,032,850",,
CheapTickets,371,CheapTickets,14,14 Coupons,Coupons,5.00%,Up to 5.0%,Up to Pct off,241473,121,"4,829,460",,
T-Mobile,1819,T-Mobile,20,20 Coupons,Coupons,$37.50 ,Up to $75.00 was up to $37.50,Up to Dollars,241542,38,N/a,,
Zales,2084,Zales,15,15 Coupons,Coupons,6.00%,6.0% Cash Back was 3.0%,Cash Back Promo,242645,"14,559","4,044,083",,
Fabric.com,635,Fabric.com,3,3 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,244441,73,"8,148,033",,
Straight Talk,1777,Straight Talk,14,14 Coupons,Coupons,11.00%,Up to 11.0%,Up to Pct off,245630,"27,019","2,233,000",,
Budget Rent-A-Car,293,Budget Rent-A-Car,3,3 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,246492,74,"8,216,400",,
Etsy,619,Etsy,1,1 Offer,Offer,1.00%,1.0% Cash Back,Cash Back,246726,25,"24,672,600",,
PUMA,1511,PUMA,3,3 Coupons,Coupons,4.50%,4.5% Cash Back,Cash Back,247237,"11,126","5,494,156",,
Samsung,1619,Samsung,11,11 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,247273,"4,945","12,363,650",,
Madewell,1168,Madewell,2,2 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,247508,"3,713","16,500,533",,
Clarins,394,Clarins,2,2 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,248603,124,"4,972,060",,
AT&T Wireless,111,AT&T Wireless,11,11 Coupons,Coupons,30,Up to $150.00,Up to Dollars,248916,30,N/a,,
TicketsNow,1869,TicketsNow,1,1 Coupon,Coupon,5.00%,Up to 5.0%,Up to Pct off,251613,"12,581","5,032,260",,
Soap.com,1714,Soap.com,6,6 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,254533,"6,363","10,181,320",,
Avis,130,Avis,0,No Coupons Available,N/A,$7.50 ,3.0% Cash Back,Cash Back,255863,"19,190","34,115",,
Hilton Hotels & Resorts,856,Hilton Hotels & Resorts,12,12 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,257370,90,"7,353,429",,
Crutchfield,465,Crutchfield,13,13 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,257689,52,"12,884,450",,
Chegg,375,Chegg,2,2 Coupons,Coupons,3.00%,Up to 3.0%,Up to Pct off,262033,79,"8,734,433",,
Nine West,1318,Nine West,2,2 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,268012,"9,380","7,657,486",,
Newegg Business,1308,Newegg Business,56,56 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,271424,"4,071","18,094,933",,
Adam & Eve,20,Adam & Eve,2,2 Coupons,Coupons,7.00%,7.0% Cash Back,Cash Back,271728,190,"3,881,829",,
Yves Rocher,2081,Yves Rocher,3,3 Coupons,Coupons,7.50%,7.5% Cash Back,Cash Back,274596,"20,595","3,661,280",,
Talbots,1824,Talbots,2,2 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,274908,"5,498","13,745,400",,
Columbia Sportswear,415,Columbia Sportswear,23,23 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,275196,138,"5,503,920",,
Orvis,1376,Orvis,10,10 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,277061,"6,927","11,082,440",,
Chico's,380,Chico's,6,6 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,281741,42,"18,782,733",,
NFL Shop,1313,NFL Shop,8,8 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,282112,"4,232","18,807,467",,
Maurices,1197,Maurices,1,1 Coupon,Coupon,2.00%,2.0% Cash Back,Cash Back,284101,"5,682","14,205,050",,
Sportsman's Guide,1746,Sportsman's Guide,10,10 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,284181,"7,105","11,367,240",,
LAMPS PLUS,1065,LAMPS PLUS,8,8 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,288608,"8,658","9,620,267",,
Coastal.com,406,Coastal.com,1,1 Coupon,Coupon,6.00%,6.0% Cash Back,Cash Back,290570,174,"4,842,833",,
NET-A-PORTER,1297,NET-A-PORTER,0,No Offers Available,N/A,3.00%,3.0% Cash Back,Cash Back,290827,"8,725","9,694,233",,
Ticketmaster,1867,Ticketmaster,6,6 Coupons,Coupons,5.00%,Up to 5.0%,Up to Pct off,291046,"14,552","5,820,920",,
Gap Kids,733,Gap Kids,0,No Coupons Available,N/A,2.00%,2.0% Cash Back,Cash Back,291519,58,"14,575,950",,
H&R Block Tax Prep,806,H&R Block Tax Prep,7,7 Coupons,Coupons,10.00%,10.0% Cash Back,Cash Back,291845,292,"2,918,450",,
Lighting Direct,1104,Lighting Direct,25,25 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,292161,"14,608","5,843,220",,
Northern Tool,1325,Northern Tool,2,2 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,295472,"5,909","14,773,600",,
avenue,127,avenue,10,10 Coupons,Coupons,$7.50 ,3.5% Cash Back,Cash Back,296930,"22,270","39,591",,
CheapCaribbean,369,CheapCaribbean,25,25 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,297215,45,"19,814,333",,
Cost Plus World Market,435,Cost Plus World Market,15,15 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,301985,121,"7,549,625",,
Road Runner Sports,1579,Road Runner Sports,6,6 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,304675,"10,664","8,705,000",,
Joe's New Balance Outlet,981,Joe's New Balance Outlet,17,17 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,304751,91,"10,158,367",,
Bon-Ton,255,Bon-Ton,35,35 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,305756,61,"15,287,800",,
Bobbi Brown Cosmetics,249,Bobbi Brown Cosmetics,2,2 Coupons,Coupons,8.00%,8.0% Cash Back was 4.0%,Cash Back Promo,307234,"24,579","3,840,425",,
Oriental Trading Company,1371,Oriental Trading Company,5,5 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,309005,"6,180","15,450,250",,
MATCHESFASHION.COM,1194,MATCHESFASHION.COM,0,No Offers Available,N/A,3.50%,3.5% Cash Back,Cash Back,312225,"10,928","8,920,714",,
Godiva,771,Godiva,6,6 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,315983,126,"7,899,575",,
joann.com,977,joann.com,3,3 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,317347,32,"31,734,700",,
Patagonia,1416,Patagonia,6,6 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,319308,"6,386","15,965,400",,
Coldwater Creek,409,Coldwater Creek,2,2 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,320033,80,"12,801,320",,
Boscov's,268,Boscov's,5,5 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,321915,97,"10,730,500",,
Weight Watchers,2023,Weight Watchers,6,6 Coupons,Coupons,$5.00 ,$5.00 Cash Back,Dollars back,326381,5,N/a,,
Converse,427,Converse,0,No Coupons Available,N/A,3.00%,3.0% Cash Back was 1.5%,Cash Back Promo,327167,"9,815","10,905,567",,
Adorama,24,Adorama,17,17 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,332108,33,"33,210,800",,
Belk.com,189,Belk.com,5,5 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,346112,69,"17,305,600",,
Fingerhut,664,Fingerhut,7,7 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,349191,70,"17,459,550",,
White House Black Market,2031,White House Black Market,4,4 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,356744,"8,919","14,269,760",,
Brooks Brothers,287,Brooks Brothers,3,3 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,359411,144,"8,985,275",,
Ross-Simons,1596,Ross-Simons,4,4 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,360233,"3,602","36,023,300",,
Musician's Friend,1266,Musician's Friend,35,35 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,363425,"9,086","14,537,000",,
Sur La Table,1806,Sur La Table,32,32 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,364019,"14,561","9,100,475",,
Booking.com,264,Booking.com,12,12 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,372088,74,"18,604,400",,
MacMall,1163,MacMall,101,101 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,381565,"7,631","19,078,250",,
Blair,227,Blair,6,6 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,384748,192,"7,694,960",,
J.Jill,944,J.Jill,5,5 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,390485,78,"19,524,250",,
ValueMags,1957,ValueMags,1,1 Coupon,Coupon,20.00%,20.0% Cash Back,Cash Back,391728,"78,346","1,958,640",,
New Balance,1300,New Balance,3,3 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,393355,"19,668","7,867,100",,
Torrid,1900,Torrid,4,4 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,394671,"15,787","9,866,775",,
Dick's Sporting Goods,515,Dick's Sporting Goods,9,9 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,395529,59,"26,368,600",,
Bare Necessities,155,Bare Necessities,3,3 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,395802,59,"26,386,800",,
Justice,1009,Justice,4,4 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,397258,"7,945","19,862,900",,
Nordstrom Rack,1322,Nordstrom Rack,2,2 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,399247,"3,992","39,924,700",,
Keurig,1032,Keurig,5,5 Coupons,Coupons,4.00%,Up to 4.0%,Up to Pct off,411173,"16,447","10,279,325",,
Vitamin Shoppe,1991,Vitamin Shoppe,13,13 Coupons,Coupons,2.00%,2.0% Cash Back was 1.0%,Cash Back Promo,414167,"8,283","20,708,350",,
Babies R Us,136,Babies R Us,22,22 Coupons,Coupons,$5.00 ,1.0% Cash Back,Cash Back,418715,"20,936","83,743",,
From You Flowers,712,From You Flowers,9,9 Coupons,Coupons,26.00%,26.0% Cash Back was 13.0%,Cash Back Promo,421725,"109,649","1,622,019",,
Restaurant.com,1566,Restaurant.com,385,385 Coupons,Coupons,10.00%,Up to 10.0%,Up to Pct off,422127,"42,213","4,221,270",,
Sierra Trading Post,1675,Sierra Trading Post,11,11 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,426042,"10,651","17,041,680",,
Horchow,877,Horchow,5,5 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,433538,173,"10,838,450",,
Proactiv+,1500,Proactiv+,4,4 Coupons,Coupons,15.00%,15.0% Cash Back,Cash Back,434396,"65,159","2,895,973",,
ShoeMall,1660,ShoeMall,3,3 Coupons,Coupons,7.50%,7.5% Cash Back,Cash Back,437099,"32,782","5,827,987",,
Origins,1373,Origins,3,3 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,443771,"17,751","11,094,275",,
1-800 CONTACTS,2095,1-800 CONTACTS,4,4 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,446479,"22,324","8,929,580",,
New York & Company,1301,New York & Company,8,8 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,451887,"11,297","18,075,480",,
Moosejaw,1246,Moosejaw,8,8 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,454797,"22,740","9,095,940",,
The Container Store,426,The Container Store,5,5 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,458741,184,"11,468,525",,
Omaha Steaks,1357,Omaha Steaks,9,9 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,462972,"16,204","13,227,771",,
Michael Kors,1215,Michael Kors,3,3 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,464331,"18,573","11,608,275",,
Tire Rack,1883,Tire Rack,3,3 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,479122,"14,374","15,970,733",,
Dillard's,519,Dillard's,4,4 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,481727,145,"16,057,567",,
The North Face,1324,The North Face,0,No Coupons Available,N/A,4.00%,4.0% Cash Back,Cash Back,483445,"19,338","12,086,125",,
Shutterfly,1673,Shutterfly,9,9 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,485204,"9,704","24,260,200",,
Choice Hotels,383,Choice Hotels,25,25 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,492196,123,"19,687,840",,
PetSmart,1461,PetSmart,26,26 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,494183,"19,767","12,354,575",,
Personal Creations,1444,Personal Creations,2,2 Coupons,Coupons,8.00%,8.0% Cash Back,Cash Back,496378,"39,710","6,204,725",,
Forever 21,693,Forever 21,14,14 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,503158,101,"25,157,900",,
Coach,405,Coach,7,7 Coupons,Coupons,5.00%,5.0% Cash Back was 1.0%,Cash Back Promo,511763,"25,588","10,235,260",,
Personalization Mall,1446,Personalization Mall,2,2 Coupons,Coupons,7.50%,7.5% Cash Back,Cash Back,521671,"39,125","6,955,613",,
Bass Pro Shops,165,Bass Pro Shops,3,3 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,533533,187,"15,243,800",,
J.Crew Factory,943,J.Crew Factory,6,6 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,534393,80,"35,626,200",,
Crocs,460,Crocs,39,39 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,543881,272,"10,877,620",,
