Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,
43|74|3|13|Live While We're Young|ONE DIRECTION|2012-10-20|3|3|16|20130112,,,,
44|25|17|22|Adorn|MIGUEL|2012-08-18|82|17|33|20130112,,,,
45|40|32|25|Thinkin Bout You|FRANK OCEAN|2012-07-28|85|32|28|20130112,,,,
46|39|23|21|I Will Wait|MUMFORD & SONS|2012-08-25|23|12|39|20130112,,,,
47|47|5|26|Blow Me (One Last Kiss)|P!NK|2012-07-21|58|5|27|20130112,,,,
48|49|1|52|Somebody That I Used To Know|GOTYE featuring KIMBRA|2012-01-21|91|1|59|20130112,,,,
49|94|49|11|Ready Or Not|BRIDGIT MENDLER|2012-11-03|98|49|13|20130112,,,,
50|45|2|53|Lights|ELLIE GOULDING|2012-01-14|99|2|56|20130112,,,,
51|52|51|16|Radioactive|IMAGINE DRAGONS|2012-09-29|91|3|85|20130112,,,,
52|57|52|8|The Only Way I Know|JASON ALDEAN with LUKE BRYAN & ERIC CHURCH|2012-11-24|93|40|20|20130112,,,,
53|48|47|12|Anything Could Happen|ELLIE GOULDING|2012-10-27|75|47|20|20130112,,,,
54|55|54|13|How Country Feels|RANDY HOUSER|2012-10-20|100|42|20|20130112,,,,
55|69|55|6|Somebody's Heartbreak|HUNTER HAYES|2012-12-08|100|54|20|20130112,,,,
56|70|56|3|Love Sosa|CHIEF KEEF|2012-12-29|82|56|14|20130112,,,,
57|51|48|12|Goodbye In Her Eyes|ZAC BROWN BAND|2012-10-27|97|48|20|20130112,,,,
58|53|36|18|Feel Again|ONEREPUBLIC|2012-09-15|61|36|20|20130112,,,,
59|61|50|11|Ball|T.I. featuring LIL WAYNE|2012-11-03|50|50|20|20130112,,,,
60|54|51|16|Til My Last Day|JUSTIN MOORE|2012-09-29|98|51|20|20130112,,,,
61|56|51|15|Beer Money|KIP MOORE|2012-10-06|99|51|20|20130112,,,,
62|73|8|13|Skyfall|ADELE|2012-10-20|8|8|17|20130112,,,,
63|76|63|9|Begin Again|TAYLOR SWIFT|2012-11-17|68|63|16|20130112,,,,
64|65|29|19|Kiss Tomorrow Goodbye|LUKE BRYAN|2012-09-08|92|29|20|20130112,,,,
65|66|65|8|Tornado|LITTLE BIG TOWN|2012-11-24|97|51|20|20130112,,,,
66|64|63|6|Remember You|WIZ KHALIFA featuring THE WEEKND|2012-12-08|98|63|16|20130112,,,,
67|68|56|19|Creepin'|ERIC CHURCH|2012-09-08|95|56|20|20130112,,,,
68|58|58|9|Wicked Games|THE WEEKND|2012-11-17|96|53|20|20130112,,,,
69|NEW|69|1|I Dreamed A Dream|ANNE HATHAWAY|2013-01-12|69|69|3|20130112,,,,
70|67|67|9|Don't Judge Me|CHRIS BROWN|2012-11-17|95|67|20|20130112,,,,
71|71|68|13|Southern Comfort Zone|BRAD PAISLEY|2012-10-20|73|54|20|20130112,,,,
72|78|72|3|Guap|BIG SEAN|2012-12-29|89|71|12|20130112,,,,
73|NEW|73|1|Oath|CHER LLOYD featuring BECKY G|2013-01-12|73|73|1|20130112,,,,
74|72|72|10|Poetic Justice|KENDRICK LAMAR featuring DRAKE|2012-11-10|76|26|24|20130112,,,,
75|89|75|3|Merry Go 'Round|KACEY MUSGRAVES|2012-12-29|88|63|15|20130112,,,,
76|85|76|3|Two Black Cadillacs|CARRIE UNDERWOOD|2012-12-29|90|41|20|20130112,,,,
77|81|77|3|All Gold Everything|TRINIDAD JAMES|2012-12-29|96|36|20|20130112,,,,
78|63|60|19|Madness|MUSE|2012-09-08|84|56|25|20130112,,,,
79|75|75|5|One Of Those Nights|TIM McGRAW|2012-12-15|96|32|20|20130112,,,,
80|NEW|80|1|Red|TAYLOR SWIFT|2013-01-12|80|80|1|20130112,,,,
81|83|81|7|Celebration|GAME featuring CHRIS BROWN, TYGA, WIZ KHALIFA & LIL WAYNE|2012-12-01|100|81|11|20130112,,
82|77|71|12|Diced Pineapples|RICK ROSS featuring WALE & DRAKE|2012-10-27|88|71|15|20130112,,,,
83|NEW|83|1|Kiss You|ONE DIRECTION|2013-01-12|83|83|1|20130112,,,,
84|NEW|84|1|22|TAYLOR SWIFT|2013-01-12|84|84|1|20130112,,,,
85|80|72|12|El Cerrito Place|KENNY CHESNEY|2012-10-27|92|72|13|20130112,,,,
86|97|86|8|Young & Gettin' It|MEEK MILL featuring KIRKO BANGZ|2012-11-24|92|86|9|20130112,,,,
87|93|84|5|Tip It On Back|DIERKS BENTLEY|2012-12-15|91|66|15|20130112,,,,
88|82|82|4|Neva End|FUTURE|2012-12-22|99|52|20|20130112,,,,
89|86|66|15|Did It For The Girl|GREG BATES|2012-10-06|100|66|16|20130112,,,,
90|100|90|2|Crying On A Suitcase|CASEY JAMES|2013-01-05|100|88|9|20130112,,,,
91|95|91|2|King Wizard|KID CUDI|2013-01-05|95|91|2|20130112,,,,
92|79|79|5|Rest Of My Life|LUDACRIS featuring USHER & DAVID GUETTA|2012-12-15|83|75|9|20130112,,,,
93|NEW|93|1|Cups|ANNA KENDRICK|2013-01-12|93|6|44|20130112,,,,
94|62|62|2|When I Was Your Man|BRUNO MARS|2013-01-05|62|62|2|20130112,,,,
95|91|91|3|Who Booty|JONN HART featuring IAMSU|2012-12-29|93|66|15|20130112,,,,
96|NEW|96|1|Bellas Finals: Price Tag/Don't You (Forget About Me)/Give Me|THE BARDEN BELLAS|2013-01-12|96|85|6|20130112,,,,
97|99|97|2|C'mon|KE$HA|2013-01-05|99|27|16|20130112,,,,
98|NEW|98|1|Rock Me|ONE DIRECTION|2013-01-12|98|98|1|20130112,,,,
99|NEW|99|1|My Moment|DJ DRAMA, 2 CHAINZ, MEEK MILL, JEREMIH|2013-01-12|99|99|1|20130112,
100|96|88|10|Ice|KELLY ROWLAND featuring LIL WAYNE|2012-11-10|100|88|11|20130112,,,,
1|1|1|12|Locked Out Of Heaven|BRUNO MARS|2012-10-20|34|1|36|20130105,,,,
2|2|1|13|Diamonds|RIHANNA|2012-10-13|16|1|26|20130105,,,,
3|3|3|29|Ho Hey|THE LUMINEERS|2012-06-23|90|3|62|20130105,,,,
4|10|4|8|I Knew You Were Trouble.|TAYLOR SWIFT|2012-11-17|59|2|34|20130105,,,,
5|7|5|10|Beauty And A Beat|JUSTIN BIEBER featuring NICKI MINAJ|2012-11-03|71|5|23|20130105,,,,
6|4|2|13|Die Young|KE$HA|2012-10-13|13|2|22|20130105,,,,
7|5|1|27|One More Night|MAROON 5|2012-07-07|42|1|42|20130105,,,,
8|6|6|13|I Cry|FLO RIDA|2012-10-13|81|6|21|20130105,,,,
9|8|7|22|Home|PHILLIP PHILLIPS|2012-08-11|84|6|36|20130105,,,,
10|13|10|11|Thrift Shop|MACKLEMORE & RYAN LEWIS featuring WANZ|2012-10-27|96|1|48|20130105,,,,
11|12|11|14|Don't You Worry Child|SWEDISH HOUSE MAFIA featuring JOHN MARTIN|2012-10-06|68|6|33|20130105,,,,
12|15|12|4|Scream & Shout|WILL.I.AM featuring BRITNEY SPEARS|2012-12-15|12|3|24|20130105,,,,
13|14|13|8|Try|P!NK|2012-11-17|93|9|23|20130105,,,,
14|9|3|44|Some Nights|FUN.|2012-03-10|62|3|56|20130105,,,,
15|11|6|21|Let Me Love You (Until You Learn To Love Yourself)|NE-YO|2012-08-18|99|6|28|20130105,,,,
16|16|11|16|Girl On Fire|ALICIA KEYS featuring NICKI MINAJ|2012-09-22|37|11|30|20130105,,,,
17|17|17|24|The A Team|ED SHEERAN|2012-07-28|95|16|33|20130105,,,,
18|19|18|29|It's Time|IMAGINE DRAGONS|2012-06-23|93|15|47|20130105,,,,
19|18|2|16|Gangnam Style|PSY|2012-09-22|64|2|31|20130105,,,,
20|21|17|17|Swimming Pools (Drank)|KENDRICK LAMAR|2012-09-15|97|17|27|20130105,,,,
21|25|21|3|All I Want For Christmas Is You|MARIAH CAREY|2012-12-22|29|21|3|20130105,,,,
22|20|16|19|Cruise|FLORIDA GEORGIA LINE|2012-09-01|99|16|26|20130105,,,,
23|22|12|16|Clique|KANYE WEST JAY-Z BIG SEAN|2012-09-22|55|12|22|20130105,,,,
24|32|24|8|F**kin Problems|A$AP ROCKY featuring DRAKE, 2 CHAINZ & KENDRICK LAMAR|2012-11-17|73|8|27|20130105,,,
25|23|17|21|Adorn|MIGUEL|2012-08-18|82|17|33|20130105,,,,
26|33|26|6|Sweet Nothing|CALVIN HARRIS featuring FLORENCE WELCH|2012-12-01|97|10|26|20130105,,,,
27|30|27|9|Don't Stop The Party|PITBULL featuring TJR|2012-11-10|99|17|19|20130105,,,,
28|24|7|34|Too Close|ALEX CLARE|2012-05-19|75|7|39|20130105,,,,
29|27|1|20|We Are Never Ever Getting Back Together|TAYLOR SWIFT|2012-08-25|72|1|24|20130105,,,,
30|49|30|7|Catch My Breath|KELLY CLARKSON|2012-11-24|96|19|22|20130105,,,,
31|26|22|9|Va Va Voom|NICKI MINAJ|2012-11-10|98|22|19|20130105,,,,
32|31|31|5|Little Talks|OF MONSTERS AND MEN|2012-12-08|49|20|22|20130105,,,,
33|42|33|6|I'm Different|2 CHAINZ|2012-12-01|98|27|20|20130105,,,,
34|39|34|16|No Worries|LIL WAYNE featuring DETAIL|2012-09-22|96|29|22|20130105,,,,
35|28|6|26|As Long As You Love Me|JUSTIN BIEBER featuring BIG SEAN|2012-07-14|87|6|28|20130105,,,,
36|37|16|35|Wanted|HUNTER HAYES|2012-05-12|99|16|46|20130105,,,,
37|38|36|12|Hall Of Fame|THE SCRIPT featuring WILL.I.AM|2012-10-20|96|25|24|20130105,,,,
38|35|29|15|Bandz A Make Her Dance|JUICY J featuring LIL WAYNE & 2 CHAINZ|2012-09-29|71|29|20|20130105,,,,
39|34|23|20|I Will Wait|MUMFORD & SONS|2012-08-25|23|12|39|20130105,,,,
40|36|32|24|Thinkin Bout You|FRANK OCEAN|2012-07-28|85|32|28|20130105,,,,
41|46|41|6|Little Things|ONE DIRECTION|2012-12-01|41|33|18|20130105,,,,
42|29|10|25|Don't Wake Me Up|CHRIS BROWN|2012-07-21|88|10|27|20130105,,,,
43|45|1|44|Call Me Maybe|CARLY RAE JEPSEN|2012-03-10|38|1|50|20130105,,,,
44|41|40|8|Better Dig Two|THE BAND PERRY|2012-11-17|53|28|20|20130105,,,,
45|43|2|52|Lights|ELLIE GOULDING|2012-01-14|99|2|56|20130105,,,,
46|58|46|3|Daylight|MAROON 5|2012-12-22|77|7|25|20130105,,,,
47|44|5|25|Blow Me (One Last Kiss)|P!NK|2012-07-21|58|5|27|20130105,,,,
48|47|47|11|Anything Could Happen|ELLIE GOULDING|2012-10-27|75|47|20|20130105,,,,
49|48|1|51|Somebody That I Used To Know|GOTYE featuring KIMBRA|2012-01-21|91|1|59|20130105,,,,
50|54|50|12|Every Storm (Runs Out Of Rain)|GARY ALLAN|2012-10-20|78|26|20|20130105,,,,
51|50|48|11|Goodbye In Her Eyes|ZAC BROWN BAND|2012-10-27|97|48|20|20130105,,,,
52|55|52|15|Radioactive|IMAGINE DRAGONS|2012-09-29|91|3|85|20130105,,,,
53|52|36|17|Feel Again|ONEREPUBLIC|2012-09-15|61|36|20|20130105,,,,
54|53|51|15|Til My Last Day|JUSTIN MOORE|2012-09-29|98|51|20|20130105,,,,
55|57|55|12|How Country Feels|RANDY HOUSER|2012-10-20|100|42|20|20130105,,,,
56|51|51|14|Beer Money|KIP MOORE|2012-10-06|99|51|20|20130105,,,,
57|60|57|7|The Only Way I Know|JASON ALDEAN with LUKE BRYAN & ERIC CHURCH|2012-11-24|93|40|20|20130105,,,,
58|61|58|8|Wicked Games|THE WEEKND|2012-11-17|96|53|20|20130105,,,,
59|62|47|19|Birthday Song|2 CHAINZ featuring KANYE WEST|2012-09-01|100|47|19|20130105,,,,
60|NEW|60|1|Cry|CASSADEE POPE|2013-01-05|60|60|1|20130105,,,,
61|64|50|10|Ball|T.I. featuring LIL WAYNE|2012-11-03|50|50|20|20130105,,,,
62|NEW|62|1|When I Was Your Man|BRUNO MARS|2013-01-05|62|62|2|20130105,,,,
63|65|60|18|Madness|MUSE|2012-09-08|84|56|25|20130105,,,,
64|63|63|5|Remember You|WIZ KHALIFA featuring THE WEEKND|2012-12-08|98|63|16|20130105,,,,
65|59|29|18|Kiss Tomorrow Goodbye|LUKE BRYAN|2012-09-08|92|29|20|20130105,,,,
66|66|66|7|Tornado|LITTLE BIG TOWN|2012-11-24|97|51|20|20130105,,,,
67|68|67|8|Don't Judge Me|CHRIS BROWN|2012-11-17|95|67|20|20130105,,,,
68|56|56|18|Creepin'|ERIC CHURCH|2012-09-08|95|56|20|20130105,,,,
69|73|69|5|Somebody's Heartbreak|HUNTER HAYES|2012-12-08|100|54|20|20130105,,,,
70|82|70|2|Love Sosa|CHIEF KEEF|2012-12-29|82|56|14|20130105,,,,
71|69|68|12|Southern Comfort Zone|BRAD PAISLEY|2012-10-20|73|54|20|20130105,,,,
72|77|72|9|Poetic Justice|KENDRICK LAMAR featuring DRAKE|2012-11-10|76|26|24|20130105,,,,
73|72|8|12|Skyfall|ADELE|2012-10-20|8|8|17|20130105,,,,
74|78|3|12|Live While We're Young|ONE DIRECTION|2012-10-20|3|3|16|20130105,,,,
75|79|75|4|One Of Those Nights|TIM McGRAW|2012-12-15|96|32|20|20130105,,,,
76|75|68|8|Begin Again|TAYLOR SWIFT|2012-11-17|68|63|16|20130105,,,,
77|76|71|11|Diced Pineapples|RICK ROSS featuring WALE & DRAKE|2012-10-27|88|71|15|20130105,,,,
78|89|78|2|Guap|BIG SEAN|2012-12-29|89|71|12|20130105,,,,
79|80|79|4|Rest Of My Life|LUDACRIS featuring USHER & DAVID GUETTA|2012-12-15|83|75|9|20130105,,,,
80|74|72|11|El Cerrito Place|KENNY CHESNEY|2012-10-27|92|72|13|20130105,,,,
81|96|81|2|All Gold Everything|TRINIDAD JAMES|2012-12-29|96|36|20|20130105,,,,
82|91|82|3|Neva End|FUTURE|2012-12-22|99|52|20|20130105,,,,
83|85|83|6|Celebration|GAME featuring CHRIS BROWN, TYGA, WIZ KHALIFA & LIL WAYNE|2012-12-01|100|81|11|20130105,,
84|NEW|84|1|Over You|CASSADEE POPE|2013-01-05|84|84|1|20130105,,,,
85|90|85|2|Two Black Cadillacs|CARRIE UNDERWOOD|2012-12-29|90|41|20|20130105,,,,
86|67|66|14|Did It For The Girl|GREG BATES|2012-10-06|100|66|16|20130105,,,,
87|83|50|20|Turn On The Light|FUTURE|2012-08-25|89|50|20|20130105,,,,
88|81|81|3|Stubborn Love|THE LUMINEERS|2012-12-22|85|81|3|20130105,,,,
89|88|88|2|Merry Go 'Round|KACEY MUSGRAVES|2012-12-29|88|63|15|20130105,,,,
90|71|51|20|The One That Got Away|JAKE OWEN|2012-08-25|93|51|20|20130105,,,,
91|93|91|2|Who Booty|JONN HART featuring IAMSU|2012-12-29|93|66|15|20130105,,,,
92|86|85|17|Take A Walk|PASSION PIT|2012-09-15|99|85|17|20130105,,,,
93|84|84|4|Tip It On Back|DIERKS BENTLEY|2012-12-15|91|66|15|20130105,,,,
94|87|78|10|Ready Or Not|BRIDGIT MENDLER|2012-11-03|98|49|13|20130105,,,,
95|NEW|95|1|King Wizard|KID CUDI|2013-01-05|95|91|2|20130105,,,,
96|94|88|9|Ice|KELLY ROWLAND featuring LIL WAYNE|2012-11-10|100|88|11|20130105,,,,
97|92|88|7|Young & Gettin' It|MEEK MILL featuring KIRKO BANGZ|2012-11-24|92|86|9|20130105,,,,
98|98|97|4|Representin'|LUDACRIS featuring KELLY ROWLAND|2012-12-15|97|97|4|20130105,,,,
99|NEW|99|1|C'mon|KE$HA|2013-01-05|99|27|16|20130105,,,,
100|NEW|100|1|Crying On A Suitcase|CASEY JAMES|2013-01-05|100|88|9|20130105,,,,
1|1|1|11|Locked Out Of Heaven|BRUNO MARS|2012-10-20|34|1|36|20121229,,,,
2|2|1|12|Diamonds|RIHANNA|2012-10-13|16|1|26|20121229,,,,
3|4|3|28|Ho Hey|THE LUMINEERS|2012-06-23|90|3|62|20121229,,,,
4|3|2|12|Die Young|KE$HA|2012-10-13|13|2|22|20121229,,,,
5|5|1|26|One More Night|MAROON 5|2012-07-07|42|1|42|20121229,,,,
6|6|6|12|I Cry|FLO RIDA|2012-10-13|81|6|21|20121229,,,,
7|9|7|9|Beauty And A Beat|JUSTIN BIEBER featuring NICKI MINAJ|2012-11-03|71|5|23|20121229,,,,
8|7|7|21|Home|PHILLIP PHILLIPS|2012-08-11|84|6|36|20121229,,,,
9|8|3|43|Some Nights|FUN.|2012-03-10|62|3|56|20121229,,,,
10|15|10|7|I Knew You Were Trouble.|TAYLOR SWIFT|2012-11-17|59|2|34|20121229,,,,
11|10|6|20|Let Me Love You (Until You Learn To Love Yourself)|NE-YO|2012-08-18|99|6|28|20121229,,,,
12|14|12|13|Don't You Worry Child|SWEDISH HOUSE MAFIA featuring JOHN MARTIN|2012-10-06|68|6|33|20121229,,,,
13|21|13|10|Thrift Shop|MACKLEMORE & RYAN LEWIS featuring WANZ|2012-10-27|96|1|48|20121229,,,,
14|16|14|7|Try|P!NK|2012-11-17|93|9|23|20121229,,,,
15|13|12|3|Scream & Shout|WILL.I.AM featuring BRITNEY SPEARS|2012-12-15|12|3|24|20121229,,,,
16|12|11|15|Girl On Fire|ALICIA KEYS featuring NICKI MINAJ|2012-09-22|37|11|30|20121229,,,,
17|18|17|23|The A Team|ED SHEERAN|2012-07-28|95|16|33|20121229,,,,
18|11|2|15|Gangnam Style|PSY|2012-09-22|64|2|31|20121229,,,,
19|24|19|28|It's Time|IMAGINE DRAGONS|2012-06-23|93|15|47|20121229,,,,
20|17|16|18|Cruise|FLORIDA GEORGIA LINE|2012-09-01|99|16|26|20121229,,,,
21|19|17|16|Swimming Pools (Drank)|KENDRICK LAMAR|2012-09-15|97|17|27|20121229,,,,
22|22|12|15|Clique|KANYE WEST JAY-Z BIG SEAN|2012-09-22|55|12|22|20121229,,,,
23|23|17|20|Adorn|MIGUEL|2012-08-18|82|17|33|20121229,,,,
24|20|7|33|Too Close|ALEX CLARE|2012-05-19|75|7|39|20121229,,,,
25|29|25|2|All I Want For Christmas Is You|MARIAH CAREY|2012-12-22|29|21|3|20121229,,,,
26|26|22|8|Va Va Voom|NICKI MINAJ|2012-11-10|98|22|19|20121229,,,,
27|25|1|19|We Are Never Ever Getting Back Together|TAYLOR SWIFT|2012-08-25|72|1|24|20121229,,,,
28|27|6|25|As Long As You Love Me|JUSTIN BIEBER featuring BIG SEAN|2012-07-14|87|6|28|20121229,,,,
29|28|10|24|Don't Wake Me Up|CHRIS BROWN|2012-07-21|88|10|27|20121229,,,,
30|31|30|8|Don't Stop The Party|PITBULL featuring TJR|2012-11-10|99|17|19|20121229,,,,
31|41|31|4|Little Talks|OF MONSTERS AND MEN|2012-12-08|49|20|22|20121229,,,,
32|42|32|7|F**kin Problems|A$AP ROCKY featuring DRAKE, 2 CHAINZ & KENDRICK LAMAR|2012-11-17|73|8|27|20121229,,,
33|44|33|5|Sweet Nothing|CALVIN HARRIS featuring FLORENCE WELCH|2012-12-01|97|10|26|20121229,,,,
34|33|23|19|I Will Wait|MUMFORD & SONS|2012-08-25|23|12|39|20121229,,,,
35|30|29|14|Bandz A Make Her Dance|JUICY J featuring LIL WAYNE & 2 CHAINZ|2012-09-29|71|29|20|20121229,,,,
36|32|32|23|Thinkin Bout You|FRANK OCEAN|2012-07-28|85|32|28|20121229,,,,
37|34|16|34|Wanted|HUNTER HAYES|2012-05-12|99|16|46|20121229,,,,
38|36|36|11|Hall Of Fame|THE SCRIPT featuring WILL.I.AM|2012-10-20|96|25|24|20121229,,,,
39|39|39|15|No Worries|LIL WAYNE featuring DETAIL|2012-09-22|96|29|22|20121229,,,,
40|NEW|40|1|Stupid Boy|CASSADEE POPE|2012-12-29|40|40|1|20121229,,,,
41|40|40|7|Better Dig Two|THE BAND PERRY|2012-11-17|53|28|20|20121229,,,,
42|54|42|5|I'm Different|2 CHAINZ|2012-12-01|98|27|20|20121229,,,,
43|38|2|51|Lights|ELLIE GOULDING|2012-01-14|99|2|56|20121229,,,,
44|35|5|24|Blow Me (One Last Kiss)|P!NK|2012-07-21|58|5|27|20121229,,,,
45|45|1|43|Call Me Maybe|CARLY RAE JEPSEN|2012-03-10|38|1|50|20121229,,,,
46|53|41|5|Little Things|ONE DIRECTION|2012-12-01|41|33|18|20121229,,,,
47|56|47|10|Anything Could Happen|ELLIE GOULDING|2012-10-27|75|47|20|20121229,,,,
48|46|1|50|Somebody That I Used To Know|GOTYE featuring KIMBRA|2012-01-21|91|1|59|20121229,,,,
49|52|49|6|Catch My Breath|KELLY CLARKSON|2012-11-24|96|19|22|20121229,,,,
50|48|48|10|Goodbye In Her Eyes|ZAC BROWN BAND|2012-10-27|97|48|20|20121229,,,,
51|55|51|13|Beer Money|KIP MOORE|2012-10-06|99|51|20|20121229,,,,
52|37|36|16|Feel Again|ONEREPUBLIC|2012-09-15|61|36|20|20121229,,,,
53|51|51|14|Til My Last Day|JUSTIN MOORE|2012-09-29|98|51|20|20121229,,,,
54|50|50|11|Every Storm (Runs Out Of Rain)|GARY ALLAN|2012-10-20|78|26|20|20121229,,,,
55|65|55|14|Radioactive|IMAGINE DRAGONS|2012-09-29|91|3|85|20121229,,,,
56|59|56|17|Creepin'|ERIC CHURCH|2012-09-08|95|56|20|20121229,,,,
57|62|57|11|How Country Feels|RANDY HOUSER|2012-10-20|100|42|20|20121229,,,,
58|77|58|2|Daylight|MAROON 5|2012-12-22|77|7|25|20121229,,,,
59|58|29|17|Kiss Tomorrow Goodbye|LUKE BRYAN|2012-09-08|92|29|20|20121229,,,,
60|64|60|6|The Only Way I Know|JASON ALDEAN with LUKE BRYAN & ERIC CHURCH|2012-11-24|93|40|20|20121229,,,,
61|63|61|7|Wicked Games|THE WEEKND|2012-11-17|96|53|20|20121229,,,,
62|60|47|18|Birthday Song|2 CHAINZ featuring KANYE WEST|2012-09-01|100|47|19|20121229,,,,
63|75|63|4|Remember You|WIZ KHALIFA featuring THE WEEKND|2012-12-08|98|63|16|20121229,,,,
64|70|50|9|Ball|T.I. featuring LIL WAYNE|2012-11-03|50|50|20|20121229,,,,
65|67|60|17|Madness|MUSE|2012-09-08|84|56|25|20121229,,,,
66|76|66|6|Tornado|LITTLE BIG TOWN|2012-11-24|97|51|20|20121229,,,,
67|66|66|13|Did It For The Girl|GREG BATES|2012-10-06|100|66|16|20121229,,,,
68|79|68|7|Don't Judge Me|CHRIS BROWN|2012-11-17|95|67|20|20121229,,,,
69|73|68|11|Southern Comfort Zone|BRAD PAISLEY|2012-10-20|73|54|20|20121229,,,,
70|NEW|70|1|Let It Be|TERRY McDERMOTT|2012-12-29|70|70|1|20121229,,,,
71|68|51|19|The One That Got Away|JAKE OWEN|2012-08-25|93|51|20|20121229,,,,
72|61|8|11|Skyfall|ADELE|2012-10-20|8|8|17|20121229,,,,
73|81|73|4|Somebody's Heartbreak|HUNTER HAYES|2012-12-08|100|54|20|20121229,,,,
74|72|72|10|El Cerrito Place|KENNY CHESNEY|2012-10-27|92|72|13|20121229,,,,
75|78|68|7|Begin Again|TAYLOR SWIFT|2012-11-17|68|63|16|20121229,,,,
76|71|71|10|Diced Pineapples|RICK ROSS featuring WALE & DRAKE|2012-10-27|88|71|15|20121229,,,,
77|83|76|8|Poetic Justice|KENDRICK LAMAR featuring DRAKE|2012-11-10|76|26|24|20121229,,,,
78|74|3|11|Live While We're Young|ONE DIRECTION|2012-10-20|3|3|16|20121229,,,,
79|90|79|3|One Of Those Nights|TIM McGRAW|2012-12-15|96|32|20|20121229,,,,
80|86|80|3|Rest Of My Life|LUDACRIS featuring USHER & DAVID GUETTA|2012-12-15|83|75|9|20121229,,,,
81|85|81|2|Stubborn Love|THE LUMINEERS|2012-12-22|85|81|3|20121229,,,,
82|NEW|82|1|Love Sosa|CHIEF KEEF|2012-12-29|82|56|14|20121229,,,,
83|82|50|19|Turn On The Light|FUTURE|2012-08-25|89|50|20|20121229,,,,
84|89|84|3|Tip It On Back|DIERKS BENTLEY|2012-12-15|91|66|15|20121229,,,,
85|95|85|5|Celebration|GAME featuring CHRIS BROWN, TYGA, WIZ KHALIFA & LIL WAYNE|2012-12-01|100|81|11|20121229,,
86|91|85|16|Take A Walk|PASSION PIT|2012-09-15|99|85|17|20121229,,,,
87|97|78|9|Ready Or Not|BRIDGIT MENDLER|2012-11-03|98|49|13|20121229,,,,
88|NEW|88|1|Merry Go 'Round|KACEY MUSGRAVES|2012-12-29|88|63|15|20121229,,,,
89|NEW|89|1|Guap|BIG SEAN|2012-12-29|89|71|12|20121229,,,,
90|NEW|90|1|Two Black Cadillacs|CARRIE UNDERWOOD|2012-12-29|90|41|20|20121229,,,,
91|99|91|2|Neva End|FUTURE|2012-12-22|99|52|20|20121229,,,,
92|88|88|6|Young & Gettin' It|MEEK MILL featuring KIRKO BANGZ|2012-11-24|92|86|9|20121229,,,,
93|NEW|93|1|Who Booty|JONN HART featuring IAMSU|2012-12-29|93|66|15|20121229,,,,
94|94|88|8|Ice|KELLY ROWLAND featuring LIL WAYNE|2012-11-10|100|88|11|20121229,,,,
95|98|78|15|Dance For You|BEYONCE|2012-09-22|100|78|15|20121229,,,,
96|NEW|96|1|All Gold Everything|TRINIDAD JAMES|2012-12-29|96|36|20|20121229,,,,
97|57|57|2|Love And War|TAMAR BRAXTON|2012-12-22|57|57|2|20121229,,,,
98|100|97|3|Representin'|LUDACRIS featuring KELLY ROWLAND|2012-12-15|97|97|4|20121229,,,,
99|80|27|3|My Life|50 CENT featuring EMINEM & ADAM LEVINE|2012-12-15|27|27|3|20121229,,,,
100|92|24|14|Finally Found You|ENRIQUE IGLESIAS featuring SAMMY ADAMS|2012-09-29|94|24|14|20121229,,,,
1|2|1|10|Locked Out Of Heaven|BRUNO MARS|2012-10-20|34|1|36|20121222,,,,
2|1|1|11|Diamonds|RIHANNA|2012-10-13|16|1|26|20121222,,,,
3|3|2|11|Die Young|KE$HA|2012-10-13|13|2|22|20121222,,,,
4|5|4|27|Ho Hey|THE LUMINEERS|2012-06-23|90|3|62|20121222,,,,
5|4|1|25|One More Night|MAROON 5|2012-07-07|42|1|42|20121222,,,,
6|8|6|11|I Cry|FLO RIDA|2012-10-13|81|6|21|20121222,,,,
7|7|7|20|Home|PHILLIP PHILLIPS|2012-08-11|84|6|36|20121222,,,,
8|6|3|42|Some Nights|FUN.|2012-03-10|62|3|56|20121222,,,,
9|14|9|8|Beauty And A Beat|JUSTIN BIEBER featuring NICKI MINAJ|2012-11-03|71|5|23|20121222,,,,
10|9|6|19|Let Me Love You (Until You Learn To Love Yourself)|NE-YO|2012-08-18|99|6|28|20121222,,,,
11|10|2|14|Gangnam Style|PSY|2012-09-22|64|2|31|20121222,,,,
12|11|11|14|Girl On Fire|ALICIA KEYS featuring NICKI MINAJ|2012-09-22|37|11|30|20121222,,,,
13|12|12|2|Scream & Shout|WILL.I.AM featuring BRITNEY SPEARS|2012-12-15|12|3|24|20121222,,,,
14|21|14|12|Don't You Worry Child|SWEDISH HOUSE MAFIA featuring JOHN MARTIN|2012-10-06|68|6|33|20121222,,,,
15|32|15|6|I Knew You Were Trouble.|TAYLOR SWIFT|2012-11-17|59|2|34|20121222,,,,
16|20|16|6|Try|P!NK|2012-11-17|93|9|23|20121222,,,,
17|16|16|17|Cruise|FLORIDA GEORGIA LINE|2012-09-01|99|16|26|20121222,,,,
18|23|18|22|The A Team|ED SHEERAN|2012-07-28|95|16|33|20121222,,,,
19|17|17|15|Swimming Pools (Drank)|KENDRICK LAMAR|2012-09-15|97|17|27|20121222,,,,
