Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,,,
96|NEW|96|1|Tears|ISLEY BROTHERS|1997-01-11|96|55|11|19970111,,,,,,
97|98|97|2|The Sound Of My Tears|DEBORAH COX|1997-01-04|98|97|4|19970111,,,,,,
98|97|70|12|You Can Make History (Young Again)|ELTON JOHN|1996-10-26|72|70|17|19970111,,,,,,
99|94|53|17|Let's Get The Mood Right|JOHNNY GILL|1996-09-21|74|53|18|19970111,,,,,,
100|99|43|16|Birmingham|AMANDA MARSHALL|1996-09-28|74|43|20|19970111,,,,,,
1|1|1|11|Un-Break My Heart|TONI BRAXTON|1996-10-26|22|1|42|19970104,,,,,,
2|2|2|4|I Believe I Can Fly|R. KELLY|1996-12-14|26|2|34|19970104,,,,,,
3|3|3|9|Don't let Go (Love)|EN VOGUE|1996-11-09|25|2|35|19970104,,,,,,
4|4|1|13|No Diggity|BLACKSTREET|1996-10-12|48|1|31|19970104,,,,,,
5|5|3|14|Nobody|KEITH SWEAT featuring ATHENA CAGE|1996-10-05|37|3|35|19970104,,,,,,
6|7|6|2|I Believe In You And Me|WHITNEY HOUSTON|1996-12-28|7|4|20|19970104,,,,,,
7|6|4|18|Mouth|MERRIL BAINBRIDGE|1996-09-07|67|4|30|19970104,,,,,,
8|9|8|9|I'm Still In Love With You|NEW EDITION|1996-11-09|16|7|20|19970104,,,,,,
9|10|8|7|I Finally Found Someone|BARBRA STREISAND & BRYAN ADAMS|1996-11-23|28|8|20|19970104,,,,,,
10|12|1|35|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19970104,,,,,,
11|8|2|21|It's All Coming Back To Me Now|CELINE DION|1996-08-17|27|2|30|19970104,,,,,,
12|11|6|18|Pony|GINUWINE|1996-09-07|73|6|27|19970104,,,,,,
13|17|13|3|Fly Like An Eagle|SEAL|1996-12-21|17|10|20|19970104,,,,,,
14|16|9|20|Last Night|AZ YET|1996-08-24|64|9|29|19970104,,,,,,
15|15|12|11|When You Love A Woman|JOURNEY|1996-10-26|17|12|22|19970104,,,,,,
16|14|11|16|If It Makes You Happy|SHERYL CROW|1996-09-21|44|10|27|19970104,,,,,,
17|13|5|27|Where Do You Go|NO MERCY|1996-07-06|68|5|39|19970104,,,,,,
18|19|17|18|What Kind Of Man Would I Be|MINT CONDITION|1996-09-07|89|17|24|19970104,,,,,,
19|20|19|9|No Time|LIL' KIM featuring PUFF DADDY|1996-11-09|59|18|20|19970104,,,,,,
20|18|2|29|I Love You Always Forever|DONNA LEWIS|1996-06-22|95|2|41|19970104,,,,,,
21|21|6|11|This Is For The Lover In You|BABYFACE feat LL COOL J, HOWARD HEWETT, JODY WATLEY & JEF|1996-10-26|8|6|20|19970104,,,,
22|22|18|14|Falling|MONTELL JORDAN|1996-10-05|76|18|20|19970104,,,,,,
23|27|23|9|Street Dreams|NAS|1996-11-09|39|22|17|19970104,,,,,,
24|28|18|8|You Must Love Me|MADONNA|1996-11-16|22|18|20|19970104,,,,,,
25|23|2|29|Twisted|KEITH SWEAT|1996-06-22|24|2|38|19970104,,,,,,
26|31|26|6|Cold Rock A Party|MC LYTE|1996-11-30|67|11|20|19970104,,,,,,
27|24|18|19|Tell Me|DRU HILL|1996-08-31|91|18|23|19970104,,,,,,
28|33|28|6|You Were Meant For Me / Foolish Games|JEWEL|1996-11-30|61|2|65|19970104,,,,,,
29|25|5|25|Change The World|ERIC CLAPTON|1996-07-20|9|5|43|19970104,,,,,,
30|26|25|30|This Is Your Night|AMBER|1996-06-15|98|24|40|19970104,,,,,,
31|34|31|6|Ooh Aah... Just A Little Bit|GINA G|1996-11-30|77|12|30|19970104,,,,,,
32|30|1|31|You're Makin' Me High / Let It Flow|TONI BRAXTON|1996-06-08|7|1|41|19970104,,,,,,
33|39|33|9|Come See Me|112|1996-11-09|90|33|20|19970104,,,,,,
34|29|29|8|Just Between You And Me|DC TALK|1996-11-16|39|29|19|19970104,,,,,,
35|36|32|17|Steelo|702|1996-09-14|74|32|20|19970104,,,,,,
36|40|36|6|Atliens|OUTKAST|1996-11-30|62|35|17|19970104,,,,,,
37|32|15|40|Counting Blue Cars|DISHWALLA|1996-04-06|98|15|48|19970104,,,,,,
38|41|33|9|Never Leave Me Alone|NATE DOGG featuring SNOOP DOGGY DOGG|1996-11-09|50|33|19|19970104,,,,,,
39|35|14|19|Key West Intermezzo (I Saw You First)|JOHN MELLENCAMP|1996-08-31|47|14|24|19970104,,,,,,
40|37|6|24|You Learn / You Oughta Know|ALANIS MORISSETTE|1996-07-27|6|6|30|19970104,,,,,,
41|56|41|3|Space Jam|QUAD CITY DJ'S|1996-12-21|67|37|20|19970104,,,,,,
42|44|42|7|Free To Decide / When You're Gone|CRANBERRIES|1996-11-23|66|22|20|19970104,,,,,,
43|42|24|19|Let's Make A Night To Remember|BRYAN ADAMS|1996-08-31|68|24|23|19970104,,,,,,
44|45|21|15|Bow Down|WESTSIDE CONNECTION|1996-09-28|47|21|20|19970104,,,,,,
45|38|31|27|My Boo|GHOST TOWN DJs|1996-07-06|65|31|31|19970104,,,,,,
46|47|46|4|Nothin' But The Cavi Hit|MACK 10 & THA DOGG POUND|1996-12-14|65|38|20|19970104,,,,,,
47|49|47|6|33|SMASHING PUMPKINS|1996-11-30|71|39|20|19970104,,,,,,
48|43|3|27|Loungin'|LL COOL J|1996-07-06|87|3|29|19970104,,,,,,
49|51|49|10|Knocks Me Off My Feet|DONELL JONES|1996-11-02|89|49|20|19970104,,,,,,
50|54|25|20|Missing You|BRANDY, TAMIA, GLADYS KNIGHT & CHAKA KHAN|1996-08-24|62|25|20|19970104,,,,
51|53|11|19|If Your Girl Only Knew|AALIYAH|1996-08-31|34|11|20|19970104,,,,,,
52|52|52|4|Without Love|DONNA LEWIS|1996-12-14|60|41|15|19970104,,,,,,
53|59|53|5|I Like It|BLACKOUT ALLSTARS|1996-12-07|83|25|22|19970104,,,,,,
54|57|54|5|I'm Not Giving You Up|GLORIA ESTEFAN|1996-12-07|79|40|19|19970104,,,,,,
55|55|55|8|If We Fall In Love Tonight|ROD STEWART|1996-11-16|78|54|20|19970104,,,,,,
56|63|56|4|It's Your Body|JOHNNY GILL featuring ROGER TROUTMAN|1996-12-14|83|43|19|19970104,,,,,,
57|66|57|3|Macarena Christmas|LOS DEL RIO|1996-12-21|83|57|4|19970104,,,,,,
58|60|58|8|Little Bitty|ALAN JACKSON|1996-11-16|83|58|10|19970104,,,,,,
59|61|50|11|Do You Think About Us? / When Boy Meets Girl|TOTAL|1996-10-26|82|50|17|19970104,,,,,,
60|58|53|8|How Could You|K-CI & JOJO OF JODECI|1996-11-16|58|53|15|19970104,,,,,,
61|98|61|2|Ain't Nobody|LL COOL J|1996-12-28|98|46|11|19970104,,,,,,
62|62|62|6|Barely Breathing|DUNCAN SHEIK|1996-11-30|85|16|55|19970104,,,,,,
63|64|63|3|Desperately Wanting|BETTER THAN EZRA|1996-12-21|70|48|20|19970104,,,,,,
64|65|64|9|I Fell In Love|ROCKELL|1996-11-09|100|61|18|19970104,,,,,,
65|67|30|13|Sittin' On Top Of The World|DA BRAT|1996-10-12|34|30|16|19970104,,,,,,
66|73|66|9|Hero Of The Day|METALLICA|1996-11-09|89|60|18|19970104,,,,,,
67|68|42|12|Bohemian Rhapsody|THE BRAIDS|1996-10-19|55|42|17|19970104,,,,,,
68|69|63|8|The Moment|KENNY G|1996-11-16|84|63|14|19970104,,,,,,
69|79|69|3|Naked Eye|LUSCIOUS JACKSON|1996-12-21|96|36|26|19970104,,,,,,
70|78|70|4|Sugar Honey Ice Tea|GOODFELLAZ|1996-12-14|88|64|10|19970104,,,,,,
71|87|3|19|Hit Me Off|NEW EDITION|1996-08-31|3|3|20|19970104,,,,,,
72|72|72|21|Jellyhead|CRUSH|1996-08-17|97|72|21|19970104,,,,,,
73|70|46|8|Bittersweet Me|R.E.M.|1996-11-16|53|46|12|19970104,,,,,,
74|74|74|6|Let's Ride|RICHIE RICH|1996-11-30|91|67|13|19970104,,,,,,
75|80|75|2|God Bless The Child|SHANIA TWAIN|1996-12-28|80|75|5|19970104,,,,,,
76|76|70|26|All Along|BLESSED UNION OF SOULS|1996-07-13|83|68|28|19970104,,,,,,
77|77|40|13|Nowhere To Go|MELISSA ETHERIDGE|1996-10-12|40|40|19|19970104,,,,,,
78|86|78|7|Every Light In The House|TRACE ADKINS|1996-11-23|97|78|9|19970104,,,,,,
79|89|79|2|Friends|JOHN MICHAEL MONTGOMERY|1996-12-28|89|69|12|19970104,,,,,,
80|83|80|3|I Can Make It Better|LUTHER VANDROSS|1996-12-21|90|80|10|19970104,,,,,,
81|81|63|15|At Night I Pray|WILD ORCHID|1996-09-28|91|63|20|19970104,,,,,,
82|82|82|6|All I Want|SUSANNA HOFFS|1996-11-30|95|77|12|19970104,,,,,,
83|71|66|12|I Luv U Baby|THE ORIGINAL|1996-10-19|88|66|16|19970104,,,,,,
84|NEW|84|1|Da' Dip|FREAK NASTY|1997-01-04|84|15|33|19970104,,,,,,
85|88|54|14|One And One|ROBERT MILES featuring MARIA NAYLER|1996-10-05|90|54|19|19970104,,,,,,
86|85|41|13|That Thing You Do!|THE WONDERS|1996-10-12|92|41|15|19970104,,,,,,
87|91|32|16|What's Love Got To Do With It|WARREN G featuring ADINA HOWARD|1996-09-21|79|32|19|19970104,,,,,,
88|92|88|5|Leavin'|TONY RICH PROJECT|1996-12-07|95|88|8|19970104,,,,,,
89|84|45|11|Dance Into The Light|PHIL COLLINS|1996-10-26|47|45|16|19970104,,,,,,
90|NEW|90|1|Luchini Aka (This Is It)|CAMP LO|1997-01-04|90|50|17|19970104,,,,,,
91|100|51|14|Music Makes Me High|LOST BOYZ|1996-10-05|62|51|16|19970104,,,,,,
92|NEW|92|1|Get Up|LOST BOYZ|1997-01-04|92|60|17|19970104,,,,,,
93|75|47|15|Floatin' On Your Love|ISLEY BROTHERS featuring ANGELA WINBUSH|1996-09-28|73|47|18|19970104,,,,,,
94|93|53|16|Let's Get The Mood Right|JOHNNY GILL|1996-09-21|74|53|18|19970104,,,,,,
95|NEW|95|1|Lady|MISTA|1997-01-04|95|90|3|19970104,,,,,,
96|NEW|96|1|You Don't Have To Love Me|MONIFAH|1997-01-04|96|82|9|19970104,,,,,,
97|90|70|11|You Can Make History (Young Again)|ELTON JOHN|1996-10-26|72|70|17|19970104,,,,,,
98|NEW|98|1|The Sound Of My Tears|DEBORAH COX|1997-01-04|98|97|4|19970104,,,,,,
99|94|43|15|Birmingham|AMANDA MARSHALL|1996-09-28|74|43|20|19970104,,,,,,
100|95|95|2|That's How It Is (It's Like That)|REDMAN featuring K-SOLO|1996-12-28|95|95|2|19970104,,,,,,
1|1|1|10|Un-Break My Heart|TONI BRAXTON|1996-10-26|22|1|42|19961228,,,,,,
2|2|2|3|I Believe I Can Fly|R. KELLY|1996-12-14|26|2|34|19961228,,,,,,
3|4|3|8|Don't let Go (Love)|EN VOGUE|1996-11-09|25|2|35|19961228,,,,,,
4|3|1|12|No Diggity|BLACKSTREET|1996-10-12|48|1|31|19961228,,,,,,
5|5|3|13|Nobody|KEITH SWEAT featuring ATHENA CAGE|1996-10-05|37|3|35|19961228,,,,,,
6|6|4|17|Mouth|MERRIL BAINBRIDGE|1996-09-07|67|4|30|19961228,,,,,,
7|NEW|7|1|I Believe In You And Me|WHITNEY HOUSTON|1996-12-28|7|4|20|19961228,,,,,,
8|7|2|20|It's All Coming Back To Me Now|CELINE DION|1996-08-17|27|2|30|19961228,,,,,,
9|10|9|8|I'm Still In Love With You|NEW EDITION|1996-11-09|16|7|20|19961228,,,,,,
10|8|8|6|I Finally Found Someone|BARBRA STREISAND & BRYAN ADAMS|1996-11-23|28|8|20|19961228,,,,,,
11|9|6|17|Pony|GINUWINE|1996-09-07|73|6|27|19961228,,,,,,
12|11|1|34|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19961228,,,,,,
13|12|5|26|Where Do You Go|NO MERCY|1996-07-06|68|5|39|19961228,,,,,,
14|13|11|15|If It Makes You Happy|SHERYL CROW|1996-09-21|44|10|27|19961228,,,,,,
15|14|12|10|When You Love A Woman|JOURNEY|1996-10-26|17|12|22|19961228,,,,,,
16|16|9|19|Last Night|AZ YET|1996-08-24|64|9|29|19961228,,,,,,
17|17|17|2|Fly Like An Eagle|SEAL|1996-12-21|17|10|20|19961228,,,,,,
18|15|2|28|I Love You Always Forever|DONNA LEWIS|1996-06-22|95|2|41|19961228,,,,,,
19|19|17|17|What Kind Of Man Would I Be|MINT CONDITION|1996-09-07|89|17|24|19961228,,,,,,
20|22|20|8|No Time|LIL' KIM featuring PUFF DADDY|1996-11-09|59|18|20|19961228,,,,,,
21|18|6|10|This Is For The Lover In You|BABYFACE feat LL COOL J, HOWARD HEWETT, JODY WATLEY & JEF|1996-10-26|8|6|20|19961228,,,,
22|20|18|13|Falling|MONTELL JORDAN|1996-10-05|76|18|20|19961228,,,,,,
23|21|2|28|Twisted|KEITH SWEAT|1996-06-22|24|2|38|19961228,,,,,,
24|23|18|18|Tell Me|DRU HILL|1996-08-31|91|18|23|19961228,,,,,,
25|24|5|24|Change The World|ERIC CLAPTON|1996-07-20|9|5|43|19961228,,,,,,
26|25|25|29|This Is Your Night|AMBER|1996-06-15|98|24|40|19961228,,,,,,
27|27|27|8|Street Dreams|NAS|1996-11-09|39|22|17|19961228,,,,,,
28|30|18|7|You Must Love Me|MADONNA|1996-11-16|22|18|20|19961228,,,,,,
29|29|29|7|Just Between You And Me|DC TALK|1996-11-16|39|29|19|19961228,,,,,,
30|26|1|30|You're Makin' Me High / Let It Flow|TONI BRAXTON|1996-06-08|7|1|41|19961228,,,,,,
31|40|31|5|Cold Rock A Party|MC LYTE|1996-11-30|67|11|20|19961228,,,,,,
32|28|15|39|Counting Blue Cars|DISHWALLA|1996-04-06|98|15|48|19961228,,,,,,
33|36|33|5|You Were Meant For Me / Foolish Games|JEWEL|1996-11-30|61|2|65|19961228,,,,,,
34|38|34|5|Ooh Aah... Just A Little Bit|GINA G|1996-11-30|77|12|30|19961228,,,,,,
35|31|14|18|Key West Intermezzo (I Saw You First)|JOHN MELLENCAMP|1996-08-31|47|14|24|19961228,,,,,,
36|32|32|16|Steelo|702|1996-09-14|74|32|20|19961228,,,,,,
37|33|6|23|You Learn / You Oughta Know|ALANIS MORISSETTE|1996-07-27|6|6|30|19961228,,,,,,
38|34|31|26|My Boo|GHOST TOWN DJs|1996-07-06|65|31|31|19961228,,,,,,
39|39|39|8|Come See Me|112|1996-11-09|90|33|20|19961228,,,,,,
40|43|40|5|Atliens|OUTKAST|1996-11-30|62|35|17|19961228,,,,,,
41|37|33|8|Never Leave Me Alone|NATE DOGG featuring SNOOP DOGGY DOGG|1996-11-09|50|33|19|19961228,,,,,,
42|35|24|18|Let's Make A Night To Remember|BRYAN ADAMS|1996-08-31|68|24|23|19961228,,,,,,
43|42|3|26|Loungin'|LL COOL J|1996-07-06|87|3|29|19961228,,,,,,
44|45|44|6|Free To Decide / When You're Gone|CRANBERRIES|1996-11-23|66|22|20|19961228,,,,,,
45|47|21|14|Bow Down|WESTSIDE CONNECTION|1996-09-28|47|21|20|19961228,,,,,,
46|41|3|42|C'mon N Ride It|QUAD CITY DJ'S|1996-03-16|97|3|42|19961228,,,,,,
47|54|47|3|Nothin' But The Cavi Hit|MACK 10 & THA DOGG POUND|1996-12-14|65|38|20|19961228,,,,,,
48|48|3|39|Give Me One Reason|TRACY CHAPMAN|1996-04-06|60|3|39|19961228,,,,,,
49|50|49|5|33|SMASHING PUMPKINS|1996-11-30|71|39|20|19961228,,,,,,
50|49|49|23|Do You Miss Me|JOCELYN ENRIQUEZ|1996-07-27|95|49|23|19961228,,,,,,
51|51|51|9|Knocks Me Off My Feet|DONELL JONES|1996-11-02|89|49|20|19961228,,,,,,
52|56|52|3|Without Love|DONNA LEWIS|1996-12-14|60|41|15|19961228,,,,,,
53|52|11|18|If Your Girl Only Knew|AALIYAH|1996-08-31|34|11|20|19961228,,,,,,
54|53|25|19|Missing You|BRANDY, TAMIA, GLADYS KNIGHT & CHAKA KHAN|1996-08-24|62|25|20|19961228,,,,
55|55|55|7|If We Fall In Love Tonight|ROD STEWART|1996-11-16|78|54|20|19961228,,,,,,
56|67|56|2|Space Jam|QUAD CITY DJ'S|1996-12-21|67|37|20|19961228,,,,,,
57|59|57|4|I'm Not Giving You Up|GLORIA ESTEFAN|1996-12-07|79|40|19|19961228,,,,,,
58|57|53|7|How Could You|K-CI & JOJO OF JODECI|1996-11-16|58|53|15|19961228,,,,,,
59|68|59|4|I Like It|BLACKOUT ALLSTARS|1996-12-07|83|25|22|19961228,,,,,,
60|64|60|7|Little Bitty|ALAN JACKSON|1996-11-16|83|58|10|19961228,,,,,,
61|58|50|10|Do You Think About Us? / When Boy Meets Girl|TOTAL|1996-10-26|82|50|17|19961228,,,,,,
62|66|62|5|Barely Breathing|DUNCAN SHEIK|1996-11-30|85|16|55|19961228,,,,,,
63|71|63|3|It's Your Body|JOHNNY GILL featuring ROGER TROUTMAN|1996-12-14|83|43|19|19961228,,,,,,
64|70|64|2|Desperately Wanting|BETTER THAN EZRA|1996-12-21|70|48|20|19961228,,,,,,
65|65|65|8|I Fell In Love|ROCKELL|1996-11-09|100|61|18|19961228,,,,,,
66|83|66|2|Macarena Christmas|LOS DEL RIO|1996-12-21|83|57|4|19961228,,,,,,
67|60|30|12|Sittin' On Top Of The World|DA BRAT|1996-10-12|34|30|16|19961228,,,,,,
68|61|42|11|Bohemian Rhapsody|THE BRAIDS|1996-10-19|55|42|17|19961228,,,,,,
69|63|63|7|The Moment|KENNY G|1996-11-16|84|63|14|19961228,,,,,,
70|62|46|7|Bittersweet Me|R.E.M.|1996-11-16|53|46|12|19961228,,,,,,
71|73|66|11|I Luv U Baby|THE ORIGINAL|1996-10-19|88|66|16|19961228,,,,,,
72|72|72|20|Jellyhead|CRUSH|1996-08-17|97|72|21|19961228,,,,,,
73|76|73|8|Hero Of The Day|METALLICA|1996-11-09|89|60|18|19961228,,,,,,
74|74|74|5|Let's Ride|RICHIE RICH|1996-11-30|91|67|13|19961228,,,,,,
75|69|47|14|Floatin' On Your Love|ISLEY BROTHERS featuring ANGELA WINBUSH|1996-09-28|73|47|18|19961228,,,,,,
76|79|70|25|All Along|BLESSED UNION OF SOULS|1996-07-13|83|68|28|19961228,,,,,,
77|75|40|12|Nowhere To Go|MELISSA ETHERIDGE|1996-10-12|40|40|19|19961228,,,,,,
78|86|78|3|Sugar Honey Ice Tea|GOODFELLAZ|1996-12-14|88|64|10|19961228,,,,,,
79|96|79|2|Naked Eye|LUSCIOUS JACKSON|1996-12-21|96|36|26|19961228,,,,,,
80|NEW|80|1|God Bless The Child|SHANIA TWAIN|1996-12-28|80|75|5|19961228,,,,,,
81|84|63|14|At Night I Pray|WILD ORCHID|1996-09-28|91|63|20|19961228,,,,,,
82|82|82|5|All I Want|SUSANNA HOFFS|1996-11-30|95|77|12|19961228,,,,,,
83|90|83|2|I Can Make It Better|LUTHER VANDROSS|1996-12-21|90|80|10|19961228,,,,,,
84|77|45|10|Dance Into The Light|PHIL COLLINS|1996-10-26|47|45|16|19961228,,,,,,
85|78|41|12|That Thing You Do!|THE WONDERS|1996-10-12|92|41|15|19961228,,,,,,
86|88|86|6|Every Light In The House|TRACE ADKINS|1996-11-23|97|78|9|19961228,,,,,,
87|87|3|18|Hit Me Off|NEW EDITION|1996-08-31|3|3|20|19961228,,,,,,
88|85|54|13|One And One|ROBERT MILES featuring MARIA NAYLER|1996-10-05|90|54|19|19961228,,,,,,
89|NEW|89|1|Friends|JOHN MICHAEL MONTGOMERY|1996-12-28|89|69|12|19961228,,,,,,
90|81|70|10|You Can Make History (Young Again)|ELTON JOHN|1996-10-26|72|70|17|19961228,,,,,,
91|94|32|15|What's Love Got To Do With It|WARREN G featuring ADINA HOWARD|1996-09-21|79|32|19|19961228,,,,,,
92|92|92|4|Leavin'|TONY RICH PROJECT|1996-12-07|95|88|8|19961228,,,,,,
93|91|53|15|Let's Get The Mood Right|JOHNNY GILL|1996-09-21|74|53|18|19961228,,,,,,
94|89|43|14|Birmingham|AMANDA MARSHALL|1996-09-28|74|43|20|19961228,,,,,,
95|NEW|95|1|That's How It Is (It's Like That)|REDMAN featuring K-SOLO|1996-12-28|95|95|2|19961228,,,,,,
96|99|66|14|Everything Falls Apart / Small Wonders|DOG'S EYE VIEW|1996-09-28|66|66|14|19961228,,,,,,
97|98|22|20|Use Your Heart|SWV|1996-08-17|52|22|20|19961228,,,,,,
98|NEW|98|1|Ain't Nobody|LL COOL J|1996-12-28|98|46|11|19961228,,,,,,
99|95|69|11|I Don't Need Your Love|ANGELINA|1996-10-19|97|69|11|19961228,,,,,,
100|97|51|13|Music Makes Me High|LOST BOYZ|1996-10-05|62|51|16|19961228,,,,,,
1|1|1|9|Un-Break My Heart|TONI BRAXTON|1996-10-26|22|1|42|19961221,,,,,,
2|26|2|2|I Believe I Can Fly|R. KELLY|1996-12-14|26|2|34|19961221,,,,,,
3|2|1|11|No Diggity|BLACKSTREET|1996-10-12|48|1|31|19961221,,,,,,
4|4|4|7|Don't let Go (Love)|EN VOGUE|1996-11-09|25|2|35|19961221,,,,,,
5|3|3|12|Nobody|KEITH SWEAT featuring ATHENA CAGE|1996-10-05|37|3|35|19961221,,,,,,
6|5|4|16|Mouth|MERRIL BAINBRIDGE|1996-09-07|67|4|30|19961221,,,,,,
7|6|2|19|It's All Coming Back To Me Now|CELINE DION|1996-08-17|27|2|30|19961221,,,,,,
8|8|8|5|I Finally Found Someone|BARBRA STREISAND & BRYAN ADAMS|1996-11-23|28|8|20|19961221,,,,,,
9|7|6|16|Pony|GINUWINE|1996-09-07|73|6|27|19961221,,,,,,
10|9|9|7|I'm Still In Love With You|NEW EDITION|1996-11-09|16|7|20|19961221,,,,,,
11|13|1|33|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19961221,,,,,,
12|10|5|25|Where Do You Go|NO MERCY|1996-07-06|68|5|39|19961221,,,,,,
13|11|11|14|If It Makes You Happy|SHERYL CROW|1996-09-21|44|10|27|19961221,,,,,,
14|12|12|9|When You Love A Woman|JOURNEY|1996-10-26|17|12|22|19961221,,,,,,
15|14|2|27|I Love You Always Forever|DONNA LEWIS|1996-06-22|95|2|41|19961221,,,,,,
16|15|9|18|Last Night|AZ YET|1996-08-24|64|9|29|19961221,,,,,,
17|NEW|17|1|Fly Like An Eagle|SEAL|1996-12-21|17|10|20|19961221,,,,,,
18|16|6|9|This Is For The Lover In You|BABYFACE feat LL COOL J, HOWARD HEWETT, JODY WATLEY & JEF|1996-10-26|8|6|20|19961221,,,,
19|17|17|16|What Kind Of Man Would I Be|MINT CONDITION|1996-09-07|89|17|24|19961221,,,,,,
20|18|18|12|Falling|MONTELL JORDAN|1996-10-05|76|18|20|19961221,,,,,,
21|19|2|27|Twisted|KEITH SWEAT|1996-06-22|24|2|38|19961221,,,,,,
22|23|22|7|No Time|LIL' KIM featuring PUFF DADDY|1996-11-09|59|18|20|19961221,,,,,,
23|20|18|17|Tell Me|DRU HILL|1996-08-31|91|18|23|19961221,,,,,,
24|21|5|23|Change The World|ERIC CLAPTON|1996-07-20|9|5|43|19961221,,,,,,
25|25|25|28|This Is Your Night|AMBER|1996-06-15|98|24|40|19961221,,,,,,
26|22|1|29|You're Makin' Me High / Let It Flow|TONI BRAXTON|1996-06-08|7|1|41|19961221,,,,,,
27|27|27|7|Street Dreams|NAS|1996-11-09|39|22|17|19961221,,,,,,
28|28|15|38|Counting Blue Cars|DISHWALLA|1996-04-06|98|15|48|19961221,,,,,,
29|29|29|6|Just Between You And Me|DC TALK|1996-11-16|39|29|19|19961221,,,,,,
30|24|18|6|You Must Love Me|MADONNA|1996-11-16|22|18|20|19961221,,,,,,
31|30|14|17|Key West Intermezzo (I Saw You First)|JOHN MELLENCAMP|1996-08-31|47|14|24|19961221,,,,,,
32|32|32|15|Steelo|702|1996-09-14|74|32|20|19961221,,,,,,
33|31|6|22|You Learn / You Oughta Know|ALANIS MORISSETTE|1996-07-27|6|6|30|19961221,,,,,,
34|36|31|25|My Boo|GHOST TOWN DJs|1996-07-06|65|31|31|19961221,,,,,,
35|35|24|17|Let's Make A Night To Remember|BRYAN ADAMS|1996-08-31|68|24|23|19961221,,,,,,
36|41|36|4|You Were Meant For Me / Foolish Games|JEWEL|1996-11-30|61|2|65|19961221,,,,,,
37|33|33|7|Never Leave Me Alone|NATE DOGG featuring SNOOP DOGGY DOGG|1996-11-09|50|33|19|19961221,,,,,,
38|50|38|4|Ooh Aah... Just A Little Bit|GINA G|1996-11-30|77|12|30|19961221,,,,,,
39|39|39|7|Come See Me|112|1996-11-09|90|33|20|19961221,,,,,,
40|42|40|4|Cold Rock A Party|MC LYTE|1996-11-30|67|11|20|19961221,,,,,,
41|34|3|41|C'mon N Ride It|QUAD CITY DJ'S|1996-03-16|97|3|42|19961221,,,,,,
42|37|3|25|Loungin'|LL COOL J|1996-07-06|87|3|29|19961221,,,,,,
43|43|43|4|Atliens|OUTKAST|1996-11-30|62|35|17|19961221,,,,,,
44|45|9|46|Follow You Down / Til' I Hear It From You|GIN BLOSSOMS|1996-02-10|12|9|46|19961221,,,,,,
45|48|45|5|Free To Decide / When You're Gone|CRANBERRIES|1996-11-23|66|22|20|19961221,,,,,,
46|40|11|30|Who Will Save Your Soul|JEWEL|1996-06-01|39|11|30|19961221,,,,,,
47|38|21|13|Bow Down|WESTSIDE CONNECTION|1996-09-28|47|21|20|19961221,,,,,,
48|44|3|38|Give Me One Reason|TRACY CHAPMAN|1996-04-06|60|3|39|19961221,,,,,,
49|49|49|22|Do You Miss Me|JOCELYN ENRIQUEZ|1996-07-27|95|49|23|19961221,,,,,,
50|55|50|4|33|SMASHING PUMPKINS|1996-11-30|71|39|20|19961221,,,,,,
51|51|51|8|Knocks Me Off My Feet|DONELL JONES|1996-11-02|89|49|20|19961221,,,,,,
52|46|11|17|If Your Girl Only Knew|AALIYAH|1996-08-31|34|11|20|19961221,,,,,,
53|47|25|18|Missing You|BRANDY, TAMIA, GLADYS KNIGHT & CHAKA KHAN|1996-08-24|62|25|20|19961221,,,,
54|65|54|2|Nothin' But The Cavi Hit|MACK 10 & THA DOGG POUND|1996-12-14|65|38|20|19961221,,,,,,
55|57|55|6|If We Fall In Love Tonight|ROD STEWART|1996-11-16|78|54|20|19961221,,,,,,
56|60|56|2|Without Love|DONNA LEWIS|1996-12-14|60|41|15|19961221,,,,,,
57|58|53|6|How Could You|K-CI & JOJO OF JODECI|1996-11-16|58|53|15|19961221,,,,,,
58|54|50|9|Do You Think About Us? / When Boy Meets Girl|TOTAL|1996-10-26|82|50|17|19961221,,,,,,
59|61|59|3|I'm Not Giving You Up|GLORIA ESTEFAN|1996-12-07|79|40|19|19961221,,,,,,
60|56|30|11|Sittin' On Top Of The World|DA BRAT|1996-10-12|34|30|16|19961221,,,,,,
61|53|42|10|Bohemian Rhapsody|THE BRAIDS|1996-10-19|55|42|17|19961221,,,,,,
62|59|46|6|Bittersweet Me|R.E.M.|1996-11-16|53|46|12|19961221,,,,,,
63|63|63|6|The Moment|KENNY G|1996-11-16|84|63|14|19961221,,,,,,
64|67|64|6|Little Bitty|ALAN JACKSON|1996-11-16|83|58|10|19961221,,,,,,
65|70|65|7|I Fell In Love|ROCKELL|1996-11-09|100|61|18|19961221,,,,,,
66|71|66|4|Barely Breathing|DUNCAN SHEIK|1996-11-30|85|16|55|19961221,,,,,,
