Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,
1|1|1|14|This Is How We Do It|MONTELL JORDAN|1995-02-25|93|1|29|19950527,,
2|2|2|7|Have You Ever Really Loved A Woman|BRYAN ADAMS|1995-04-15|66|1|24|19950527,,
3|6|3|5|Water Runs Dry|BOYZ II MEN|1995-04-29|38|2|28|19950527,,
4|4|4|4|I'll Be There For You / You're All I Need To Get By|METHOD MAN / MARY J. BLIGE|1995-05-06|68|3|20|19950527,,
5|3|2|16|Freak Like Me|ADINA HOWARD|1995-02-11|54|2|30|19950527,,
6|8|6|9|Total Eclipse Of The Heart|NICKI FRENCH|1995-04-01|88|2|27|19950527,,
7|5|4|18|I Know|DIONNE FARRIS|1995-01-28|61|4|38|19950527,,
8|7|2|13|Red Light Special|TLC|1995-03-04|39|2|22|19950527,,
9|9|8|15|I Believe|BLESSED UNION OF SOULS|1995-02-18|85|8|31|19950527,,
10|22|10|5|Don't Take It Personal|MONICA|1995-04-29|82|2|29|19950527,,
11|10|9|12|Dear Mama / Old School|2PAC|1995-03-11|31|9|20|19950527,,
12|11|3|12|Run Away|REAL McCOY|1995-03-11|30|3|20|19950527,,
13|16|13|12|Let Her Cry|HOOTIE AND THE BLOWFISH|1995-03-11|90|9|35|19950527,,
14|15|14|8|Can't You See|TOTAL|1995-04-08|66|13|20|19950527,,
15|17|10|11|Keep Their Heads Ringin'|DR. DRE|1995-03-18|96|10|20|19950527,,
16|14|13|12|Believe|ELTON JOHN|1995-03-11|52|13|20|19950527,,
17|12|5|22|Strong Enough|SHERYL CROW|1994-12-31|81|5|26|19950527,,
18|20|16|18|Hold On|JAMIE WALTERS|1995-01-28|88|16|27|19950527,,
19|18|14|24|In The House Of Stone And Light|MARTIN PAGE|1994-12-17|87|14|35|19950527,,
20|19|19|10|Ask Of You|RAPHAEL SAADIQ|1995-03-25|90|19|20|19950527,,
21|21|1|24|Take A Bow|MADONNA|1994-12-17|45|1|30|19950527,,
22|13|2|21|Candy Rain|SOUL FOR REAL|1995-01-07|71|2|25|19950527,,
23|27|23|12|No More I Love You's|ANNIE LENNOX|1995-03-11|78|23|21|19950527,,
24|24|10|34|Hold My Hand|HOOTIE AND THE BLOWFISH|1994-10-08|95|10|44|19950527,,
25|32|25|4|Every Little Thing I Do|SOUL FOR REAL|1995-05-06|66|17|26|19950527,,
26|25|25|12|Cotton Eye Joe|REDNEX|1995-03-11|94|25|23|19950527,,
27|26|26|7|Give It 2 You|DA BRAT|1995-04-15|77|26|18|19950527,,
28|23|6|20|Big Poppa / Warning|NOTORIOUS B.I.G.|1995-01-14|82|6|24|19950527,,
29|28|4|17|Baby|BRANDY|1995-02-04|60|4|20|19950527,,
30|39|30|10|Run-Around|BLUES TRAVELLER|1995-03-25|80|8|49|19950527,,
31|41|31|9|Shy Guy|DIANA KING|1995-04-01|92|13|29|19950527,,
32|33|32|10|Can't Stop Lovin' You|VAN HALEN|1995-03-25|75|30|20|19950527,,
33|30|5|39|You Gotta Be|DES'REE|1994-09-03|90|5|44|19950527,,
34|31|26|14|I Live My Life For You|FIREHOUSE|1995-02-25|76|26|20|19950527,,
35|42|35|5|Someone To Love|JON B featuring BABYFACE|1995-04-29|69|10|30|19950527,,
36|35|1|29|Creep|TLC|1994-11-12|71|1|32|19950527,,
37|29|8|25|If You Love Me|BROWNSTONE|1994-12-10|79|8|27|19950527,,
38|38|34|16|Dream About You / Funky Melody|STEVIE B|1995-02-11|76|29|23|19950527,,
39|37|3|40|Another Night|MC SAR & THE REAL McCOY|1994-08-27|77|3|45|19950527,,
40|43|40|9|Wonderful|ADAM ANT|1995-04-01|90|39|19|19950527,,
41|36|16|15|Like The Way I Do / If I Wanted To|MELISSA ETHERIDGE|1995-02-18|25|16|20|19950527,,
42|34|15|17|This Lil Game We Play|SUBWAY|1995-02-04|64|15|20|19950527,,
43|51|43|3|December|COLLECTIVE SOUL|1995-05-13|58|20|39|19950527,,
44|40|22|8|I'm Goin' Down|MARY J BLIGE|1995-04-08|42|22|14|19950527,,
45|47|44|12|I'd Rather Be Alone|IV XAMPLE|1995-03-11|92|44|20|19950527,,
46|49|46|6|Freedom|VARIOUS ARTISTS|1995-04-22|72|45|13|19950527,,
47|44|39|10|I'll Be Around|RAPPIN' 4-TAY feat. THE SPINNERS|1995-03-25|68|39|16|19950527,,
48|50|48|11|Close To You|FUN FACTORY|1995-03-18|93|46|20|19950527,,
49|54|49|7|I Like|KUT KLOSE|1995-04-15|85|34|20|19950527,,
50|60|50|5|Strange Currencies|R.E.M.|1995-04-29|80|47|15|19950527,,
51|48|42|11|Until The End Of Time|FOREIGNER|1995-03-18|89|42|16|19950527,,
52|52|21|14|Thank You|BOYZ II MEN|1995-02-25|73|21|20|19950527,,
53|56|53|10|Connection|ELASTICA|1995-03-25|70|53|17|19950527,,
54|55|54|6|Emotions|H-TOWN|1995-04-22|92|51|15|19950527,,
55|59|55|7|Crazy Love|BRIAN McKNIGHT|1995-04-15|88|45|20|19950527,,
56|58|56|5|Grapevyne|BROWNSTONE|1995-04-29|75|49|15|19950527,,
57|53|43|9|Joy|BLACKSTREET|1995-04-01|79|43|13|19950527,,
58|45|31|10|Tell Me When|HUMAN LEAGUE|1995-03-25|63|31|12|19950527,,
59|57|27|18|Everlasting Love|GLORIA ESTEFAN|1995-01-28|77|27|20|19950527,,
60|63|58|15|Think Of You|USHER|1995-02-18|94|58|19|19950527,,
61|NEW|61|1|Sick Of Myself|MATTHEW SWEET|1995-05-27|61|58|20|19950527,,
62|62|54|16|Move It Like This|K7|1995-02-11|92|54|20|19950527,,
63|68|63|5|Secret Garden|BRUCE SPRINGSTEEN|1995-04-29|84|63|7|19950527,,
64|61|51|7|Craziest|NAUGHTY BY NATURE|1995-04-15|84|51|10|19950527,,
65|65|65|5|I Wish|SKEE-LO|1995-04-29|96|13|27|19950527,,
66|77|66|3|When You Say Nothing At All|ALISON KRAUSS & UNION STATION|1995-05-13|98|53|18|19950527,,
67|64|56|10|Here And Now|LETTERS TO CLEO|1995-03-25|83|56|13|19950527,,
68|74|68|3|Baby Baby|CORONA|1995-05-13|81|57|17|19950527,,
69|66|42|13|Mr. Personality|20 FINGERS feat GILLETTE|1995-03-04|84|42|18|19950527,,
70|72|70|5|It's Good To Be King|TOM PETTY|1995-04-29|95|68|8|19950527,,
71|78|71|4|The Way That You Love Me|VANESSA WILLIAMS|1995-05-06|95|67|7|19950527,,
72|67|67|9|Feel So High|DES'REE|1995-04-01|93|67|11|19950527,,
73|73|73|5|The I.N.C. Ride|MASTA ACE INCORPORATED|1995-04-29|90|69|16|19950527,,
74|76|72|10|Lick It|20 FINGERS feat. ROULA|1995-03-25|92|72|15|19950527,,
75|69|53|13|Never Find Someone Like You|KEITH MARTIN|1995-03-04|85|53|16|19950527,,
76|94|76|2|Boombastic|SHAGGY|1995-05-20|94|3|29|19950527,,
77|NEW|77|1|I Kissed A Girl|JILL SOBULE|1995-05-27|77|67|11|19950527,,
78|83|33|15|You Got It|BONNIE RAITT|1995-02-18|74|33|17|19950527,,
79|70|53|13|For Your Love|STEVIE WONDER|1995-03-04|71|53|14|19950527,,
80|96|80|2|Shimmy Shimmy Ya|OL' DIRTY BASTARD|1995-05-20|96|62|15|19950527,,
81|84|81|4|Freak Me Baby|DIS'N'DAT|1995-05-06|96|60|18|19950527,,
82|75|42|6|Bedtime Story|MADONNA|1995-04-22|74|42|7|19950527,,
83|81|69|17|Fat Boy|MAX-A-MILLION|1995-02-04|89|69|20|19950527,,
84|79|17|15|If You Think You're Lonely Now|K-CI HAILEY OF JODECI|1995-02-18|52|17|16|19950527,,
85|80|54|14|Brooklyn Zoo|OL' DIRTY BASTARD|1995-02-25|65|54|16|19950527,,
86|85|77|16|Rodeo|95 SOUTH|1995-02-11|89|77|18|19950527,,
87|NEW|87|1|Whose Bed Have Your Boots Been Under / Any Man Of Mine|SHANIA TWAIN|1995-05-27|87|31|19|19950527,,
88|82|81|9|Safe And Sound|DJ QUIK|1995-04-01|98|81|10|19950527,,
89|NEW|89|1|Froggy Style|NUTTIN' NYCE|1995-05-27|89|63|13|19950527,,
90|98|90|2|What Mattered Most|TY HERNDON|1995-05-20|98|90|3|19950527,,
91|92|87|9|Your Loving Arms|BILLIE RAY MARTIN|1995-04-01|91|87|10|19950527,,
92|NEW|92|1|I Wanna Love Like That|TONY THOMPSON|1995-05-27|92|59|16|19950527,,
93|87|71|14|1-Luv|E-40|1995-02-25|92|71|14|19950527,,
94|93|83|7|Move It To The Rhythm|TECHNOTRONIC|1995-04-15|94|83|7|19950527,,
95|91|91|3|Lifestyles Of The Rich And Shameless|LOST BOYZ|1995-05-13|97|91|6|19950527,,
96|90|84|6|Universal Heartbeat|JULIANA HATFIELD|1995-04-22|85|84|6|19950527,,
97|88|88|2|Just Roll|FABU|1995-05-20|88|88|2|19950527,,
98|89|41|14|Foe Tha Love Of $|BONE THUGS-N-HARMONY featuring EAZY-E|1995-02-25|48|41|14|19950527,,
99|95|95|2|I Don't Mind|IMMATURE|1995-05-20|95|95|2|19950527,,
100|86|86|3|Dreamer|LIVIN' JOY|1995-05-13|91|86|4|19950527,,
1|1|1|13|This Is How We Do It|MONTELL JORDAN|1995-02-25|93|1|29|19950520,,
2|5|2|6|Have You Ever Really Loved A Woman|BRYAN ADAMS|1995-04-15|66|1|24|19950520,,
3|2|2|15|Freak Like Me|ADINA HOWARD|1995-02-11|54|2|30|19950520,,
4|12|4|3|I'll Be There For You / You're All I Need To Get By|METHOD MAN / MARY J. BLIGE|1995-05-06|68|3|20|19950520,,
5|4|4|17|I Know|DIONNE FARRIS|1995-01-28|61|4|38|19950520,,
6|7|6|4|Water Runs Dry|BOYZ II MEN|1995-04-29|38|2|28|19950520,,
7|3|2|12|Red Light Special|TLC|1995-03-04|39|2|22|19950520,,
8|16|8|8|Total Eclipse Of The Heart|NICKI FRENCH|1995-04-01|88|2|27|19950520,,
9|8|8|14|I Believe|BLESSED UNION OF SOULS|1995-02-18|85|8|31|19950520,,
10|9|9|11|Dear Mama / Old School|2PAC|1995-03-11|31|9|20|19950520,,
11|6|3|11|Run Away|REAL McCOY|1995-03-11|30|3|20|19950520,,
12|10|5|21|Strong Enough|SHERYL CROW|1994-12-31|81|5|26|19950520,,
13|11|2|20|Candy Rain|SOUL FOR REAL|1995-01-07|71|2|25|19950520,,
14|13|13|11|Believe|ELTON JOHN|1995-03-11|52|13|20|19950520,,
15|23|15|7|Can't You See|TOTAL|1995-04-08|66|13|20|19950520,,
16|22|16|11|Let Her Cry|HOOTIE AND THE BLOWFISH|1995-03-11|90|9|35|19950520,,
17|18|10|10|Keep Their Heads Ringin'|DR. DRE|1995-03-18|96|10|20|19950520,,
18|14|14|23|In The House Of Stone And Light|MARTIN PAGE|1994-12-17|87|14|35|19950520,,
19|21|19|9|Ask Of You|RAPHAEL SAADIQ|1995-03-25|90|19|20|19950520,,
20|19|16|17|Hold On|JAMIE WALTERS|1995-01-28|88|16|27|19950520,,
21|15|1|23|Take A Bow|MADONNA|1994-12-17|45|1|30|19950520,,
22|37|22|4|Don't Take It Personal|MONICA|1995-04-29|82|2|29|19950520,,
23|17|6|19|Big Poppa / Warning|NOTORIOUS B.I.G.|1995-01-14|82|6|24|19950520,,
24|20|10|33|Hold My Hand|HOOTIE AND THE BLOWFISH|1994-10-08|95|10|44|19950520,,
25|25|25|11|Cotton Eye Joe|REDNEX|1995-03-11|94|25|23|19950520,,
26|28|26|6|Give It 2 You|DA BRAT|1995-04-15|77|26|18|19950520,,
27|29|27|11|No More I Love You's|ANNIE LENNOX|1995-03-11|78|23|21|19950520,,
28|24|4|16|Baby|BRANDY|1995-02-04|60|4|20|19950520,,
29|27|8|24|If You Love Me|BROWNSTONE|1994-12-10|79|8|27|19950520,,
30|30|5|38|You Gotta Be|DES'REE|1994-09-03|90|5|44|19950520,,
31|31|26|13|I Live My Life For You|FIREHOUSE|1995-02-25|76|26|20|19950520,,
32|38|32|3|Every Little Thing I Do|SOUL FOR REAL|1995-05-06|66|17|26|19950520,,
33|34|33|9|Can't Stop Lovin' You|VAN HALEN|1995-03-25|75|30|20|19950520,,
34|26|15|16|This Lil Game We Play|SUBWAY|1995-02-04|64|15|20|19950520,,
35|33|1|28|Creep|TLC|1994-11-12|71|1|32|19950520,,
36|32|16|14|Like The Way I Do / If I Wanted To|MELISSA ETHERIDGE|1995-02-18|25|16|20|19950520,,
37|35|3|39|Another Night|MC SAR & THE REAL McCOY|1994-08-27|77|3|45|19950520,,
38|36|34|15|Dream About You / Funky Melody|STEVIE B|1995-02-11|76|29|23|19950520,,
39|41|39|9|Run-Around|BLUES TRAVELLER|1995-03-25|80|8|49|19950520,,
40|39|22|7|I'm Goin' Down|MARY J BLIGE|1995-04-08|42|22|14|19950520,,
41|47|41|8|Shy Guy|DIANA KING|1995-04-01|92|13|29|19950520,,
42|48|42|4|Someone To Love|JON B featuring BABYFACE|1995-04-29|69|10|30|19950520,,
43|45|43|8|Wonderful|ADAM ANT|1995-04-01|90|39|19|19950520,,
44|43|39|9|I'll Be Around|RAPPIN' 4-TAY feat. THE SPINNERS|1995-03-25|68|39|16|19950520,,
45|40|31|9|Tell Me When|HUMAN LEAGUE|1995-03-25|63|31|12|19950520,,
46|42|1|27|On Bended Knee|BOYZ II MEN|1994-11-19|14|1|27|19950520,,
47|46|44|11|I'd Rather Be Alone|IV XAMPLE|1995-03-11|92|44|20|19950520,,
48|49|42|10|Until The End Of Time|FOREIGNER|1995-03-18|89|42|16|19950520,,
49|53|49|5|Freedom|VARIOUS ARTISTS|1995-04-22|72|45|13|19950520,,
50|52|50|10|Close To You|FUN FACTORY|1995-03-18|93|46|20|19950520,,
51|58|51|2|December|COLLECTIVE SOUL|1995-05-13|58|20|39|19950520,,
52|44|21|13|Thank You|BOYZ II MEN|1995-02-25|73|21|20|19950520,,
53|51|43|8|Joy|BLACKSTREET|1995-04-01|79|43|13|19950520,,
54|68|54|6|I Like|KUT KLOSE|1995-04-15|85|34|20|19950520,,
55|74|55|5|Emotions|H-TOWN|1995-04-22|92|51|15|19950520,,
56|57|56|9|Connection|ELASTICA|1995-03-25|70|53|17|19950520,,
57|54|27|17|Everlasting Love|GLORIA ESTEFAN|1995-01-28|77|27|20|19950520,,
58|61|58|4|Grapevyne|BROWNSTONE|1995-04-29|75|49|15|19950520,,
59|69|59|6|Crazy Love|BRIAN McKNIGHT|1995-04-15|88|45|20|19950520,,
60|66|60|4|Strange Currencies|R.E.M.|1995-04-29|80|47|15|19950520,,
61|63|51|6|Craziest|NAUGHTY BY NATURE|1995-04-15|84|51|10|19950520,,
62|59|54|15|Move It Like This|K7|1995-02-11|92|54|20|19950520,,
63|60|58|14|Think Of You|USHER|1995-02-18|94|58|19|19950520,,
64|56|56|9|Here And Now|LETTERS TO CLEO|1995-03-25|83|56|13|19950520,,
65|71|65|4|I Wish|SKEE-LO|1995-04-29|96|13|27|19950520,,
66|62|42|12|Mr. Personality|20 FINGERS feat GILLETTE|1995-03-04|84|42|18|19950520,,
67|67|67|8|Feel So High|DES'REE|1995-04-01|93|67|11|19950520,,
68|64|64|4|Secret Garden|BRUCE SPRINGSTEEN|1995-04-29|84|63|7|19950520,,
69|55|53|12|Never Find Someone Like You|KEITH MARTIN|1995-03-04|85|53|16|19950520,,
70|72|53|12|For Your Love|STEVIE WONDER|1995-03-04|71|53|14|19950520,,
71|70|57|20|(She's Got) Skillz|ALL-4-ONE|1995-01-07|93|57|20|19950520,,
72|78|72|4|It's Good To Be King|TOM PETTY|1995-04-29|95|68|8|19950520,,
73|73|73|4|The I.N.C. Ride|MASTA ACE INCORPORATED|1995-04-29|90|69|16|19950520,,
74|81|74|2|Baby Baby|CORONA|1995-05-13|81|57|17|19950520,,
75|65|42|5|Bedtime Story|MADONNA|1995-04-22|74|42|7|19950520,,
76|77|72|9|Lick It|20 FINGERS feat. ROULA|1995-03-25|92|72|15|19950520,,
77|98|77|2|When You Say Nothing At All|ALISON KRAUSS & UNION STATION|1995-05-13|98|53|18|19950520,,
78|82|78|3|The Way That You Love Me|VANESSA WILLIAMS|1995-05-06|95|67|7|19950520,,
79|76|17|14|If You Think You're Lonely Now|K-CI HAILEY OF JODECI|1995-02-18|52|17|16|19950520,,
80|79|54|13|Brooklyn Zoo|OL' DIRTY BASTARD|1995-02-25|65|54|16|19950520,,
81|80|69|16|Fat Boy|MAX-A-MILLION|1995-02-04|89|69|20|19950520,,
82|85|81|8|Safe And Sound|DJ QUIK|1995-04-01|98|81|10|19950520,,
83|75|33|14|You Got It|BONNIE RAITT|1995-02-18|74|33|17|19950520,,
84|90|84|3|Freak Me Baby|DIS'N'DAT|1995-05-06|96|60|18|19950520,,
85|94|77|15|Rodeo|95 SOUTH|1995-02-11|89|77|18|19950520,,
86|91|86|2|Dreamer|LIVIN' JOY|1995-05-13|91|86|4|19950520,,
87|86|71|13|1-Luv|E-40|1995-02-25|92|71|14|19950520,,
88|NEW|88|1|Just Roll|FABU|1995-05-20|88|88|2|19950520,,
89|88|41|13|Foe Tha Love Of $|BONE THUGS-N-HARMONY featuring EAZY-E|1995-02-25|48|41|14|19950520,,
90|84|84|5|Universal Heartbeat|JULIANA HATFIELD|1995-04-22|85|84|6|19950520,,
91|97|91|2|Lifestyles Of The Rich And Shameless|LOST BOYZ|1995-05-13|97|91|6|19950520,,
92|87|87|8|Your Loving Arms|BILLIE RAY MARTIN|1995-04-01|91|87|10|19950520,,
93|83|83|6|Move It To The Rhythm|TECHNOTRONIC|1995-04-15|94|83|7|19950520,,
94|NEW|94|1|Boombastic|SHAGGY|1995-05-20|94|3|29|19950520,,
95|NEW|95|1|I Don't Mind|IMMATURE|1995-05-20|95|95|2|19950520,,
96|NEW|96|1|Shimmy Shimmy Ya|OL' DIRTY BASTARD|1995-05-20|96|62|15|19950520,,
97|93|93|3|Rainy Days|GENERAL PUBLIC|1995-05-06|98|93|3|19950520,,
98|NEW|98|1|What Mattered Most|TY HERNDON|1995-05-20|98|90|3|19950520,,
99|96|84|7|So Help Me Girl|JOE DIFFIE|1995-04-08|97|84|7|19950520,,
100|95|95|2|How Did I Get By Without You|JOHN WAITE|1995-05-13|95|95|2|19950520,,
1|1|1|12|This Is How We Do It|MONTELL JORDAN|1995-02-25|93|1|29|19950513,,
2|2|2|14|Freak Like Me|ADINA HOWARD|1995-02-11|54|2|30|19950513,,
3|3|2|11|Red Light Special|TLC|1995-03-04|39|2|22|19950513,,
4|4|4|16|I Know|DIONNE FARRIS|1995-01-28|61|4|38|19950513,,
5|12|5|5|Have You Ever Really Loved A Woman|BRYAN ADAMS|1995-04-15|66|1|24|19950513,,
6|5|3|10|Run Away|REAL McCOY|1995-03-11|30|3|20|19950513,,
7|10|7|3|Water Runs Dry|BOYZ II MEN|1995-04-29|38|2|28|19950513,,
8|8|8|13|I Believe|BLESSED UNION OF SOULS|1995-02-18|85|8|31|19950513,,
9|9|9|10|Dear Mama / Old School|2PAC|1995-03-11|31|9|20|19950513,,
10|7|5|20|Strong Enough|SHERYL CROW|1994-12-31|81|5|26|19950513,,
11|6|2|19|Candy Rain|SOUL FOR REAL|1995-01-07|71|2|25|19950513,,
12|68|12|2|I'll Be There For You / You're All I Need To Get By|METHOD MAN / MARY J. BLIGE|1995-05-06|68|3|20|19950513,,
13|14|13|10|Believe|ELTON JOHN|1995-03-11|52|13|20|19950513,,
14|16|14|22|In The House Of Stone And Light|MARTIN PAGE|1994-12-17|87|14|35|19950513,,
15|11|1|22|Take A Bow|MADONNA|1994-12-17|45|1|30|19950513,,
16|33|16|7|Total Eclipse Of The Heart|NICKI FRENCH|1995-04-01|88|2|27|19950513,,
17|13|6|18|Big Poppa / Warning|NOTORIOUS B.I.G.|1995-01-14|82|6|24|19950513,,
18|15|10|9|Keep Their Heads Ringin'|DR. DRE|1995-03-18|96|10|20|19950513,,
19|19|16|16|Hold On|JAMIE WALTERS|1995-01-28|88|16|27|19950513,,
20|17|10|32|Hold My Hand|HOOTIE AND THE BLOWFISH|1994-10-08|95|10|44|19950513,,
21|22|21|8|Ask Of You|RAPHAEL SAADIQ|1995-03-25|90|19|20|19950513,,
22|24|22|10|Let Her Cry|HOOTIE AND THE BLOWFISH|1995-03-11|90|9|35|19950513,,
23|29|23|6|Can't You See|TOTAL|1995-04-08|66|13|20|19950513,,
24|18|4|15|Baby|BRANDY|1995-02-04|60|4|20|19950513,,
25|28|25|10|Cotton Eye Joe|REDNEX|1995-03-11|94|25|23|19950513,,
26|23|15|15|This Lil Game We Play|SUBWAY|1995-02-04|64|15|20|19950513,,
27|27|8|23|If You Love Me|BROWNSTONE|1994-12-10|79|8|27|19950513,,
28|32|28|5|Give It 2 You|DA BRAT|1995-04-15|77|26|18|19950513,,
29|31|29|10|No More I Love You's|ANNIE LENNOX|1995-03-11|78|23|21|19950513,,
30|21|5|37|You Gotta Be|DES'REE|1994-09-03|90|5|44|19950513,,
31|26|26|12|I Live My Life For You|FIREHOUSE|1995-02-25|76|26|20|19950513,,
32|25|16|13|Like The Way I Do / If I Wanted To|MELISSA ETHERIDGE|1995-02-18|25|16|20|19950513,,
33|20|1|27|Creep|TLC|1994-11-12|71|1|32|19950513,,
34|36|34|8|Can't Stop Lovin' You|VAN HALEN|1995-03-25|75|30|20|19950513,,
35|35|3|38|Another Night|MC SAR & THE REAL McCOY|1994-08-27|77|3|45|19950513,,
36|34|34|14|Dream About You / Funky Melody|STEVIE B|1995-02-11|76|29|23|19950513,,
37|57|37|3|Don't Take It Personal|MONICA|1995-04-29|82|2|29|19950513,,
38|66|38|2|Every Little Thing I Do|SOUL FOR REAL|1995-05-06|66|17|26|19950513,,
39|30|22|6|I'm Goin' Down|MARY J BLIGE|1995-04-08|42|22|14|19950513,,
40|40|31|8|Tell Me When|HUMAN LEAGUE|1995-03-25|63|31|12|19950513,,
41|45|41|8|Run-Around|BLUES TRAVELLER|1995-03-25|80|8|49|19950513,,
42|38|1|26|On Bended Knee|BOYZ II MEN|1994-11-19|14|1|27|19950513,,
43|39|39|8|I'll Be Around|RAPPIN' 4-TAY feat. THE SPINNERS|1995-03-25|68|39|16|19950513,,
44|37|21|12|Thank You|BOYZ II MEN|1995-02-25|73|21|20|19950513,,
45|47|45|7|Wonderful|ADAM ANT|1995-04-01|90|39|19|19950513,,
46|48|44|10|I'd Rather Be Alone|IV XAMPLE|1995-03-11|92|44|20|19950513,,
47|50|47|7|Shy Guy|DIANA KING|1995-04-01|92|13|29|19950513,,
48|55|48|3|Someone To Love|JON B featuring BABYFACE|1995-04-29|69|10|30|19950513,,
49|42|42|9|Until The End Of Time|FOREIGNER|1995-03-18|89|42|16|19950513,,
50|41|11|27|Rhythm Of The Night|CORONA|1994-11-12|84|11|27|19950513,,
51|43|43|7|Joy|BLACKSTREET|1995-04-01|79|43|13|19950513,,
52|53|52|9|Close To You|FUN FACTORY|1995-03-18|93|46|20|19950513,,
53|56|53|4|Freedom|VARIOUS ARTISTS|1995-04-22|72|45|13|19950513,,
54|51|27|16|Everlasting Love|GLORIA ESTEFAN|1995-01-28|77|27|20|19950513,,
55|58|53|11|Never Find Someone Like You|KEITH MARTIN|1995-03-04|85|53|16|19950513,,
56|60|56|8|Here And Now|LETTERS TO CLEO|1995-03-25|83|56|13|19950513,,
57|64|57|8|Connection|ELASTICA|1995-03-25|70|53|17|19950513,,
58|NEW|58|1|December|COLLECTIVE SOUL|1995-05-13|58|20|39|19950513,,
59|62|54|14|Move It Like This|K7|1995-02-11|92|54|20|19950513,,
60|61|58|13|Think Of You|USHER|1995-02-18|94|58|19|19950513,,
61|70|61|3|Grapevyne|BROWNSTONE|1995-04-29|75|49|15|19950513,,
62|52|42|11|Mr. Personality|20 FINGERS feat GILLETTE|1995-03-04|84|42|18|19950513,,
63|59|51|5|Craziest|NAUGHTY BY NATURE|1995-04-15|84|51|10|19950513,,
64|78|64|3|Secret Garden|BRUCE SPRINGSTEEN|1995-04-29|84|63|7|19950513,,
65|54|42|4|Bedtime Story|MADONNA|1995-04-22|74|42|7|19950513,,
66|74|66|3|Strange Currencies|R.E.M.|1995-04-29|80|47|15|19950513,,
67|67|67|7|Feel So High|DES'REE|1995-04-01|93|67|11|19950513,,
68|71|68|5|I Like|KUT KLOSE|1995-04-15|85|34|20|19950513,,
69|69|69|5|Crazy Love|BRIAN McKNIGHT|1995-04-15|88|45|20|19950513,,
70|65|57|19|(She's Got) Skillz|ALL-4-ONE|1995-01-07|93|57|20|19950513,,
71|83|71|3|I Wish|SKEE-LO|1995-04-29|96|13|27|19950513,,
72|73|53|11|For Your Love|STEVIE WONDER|1995-03-04|71|53|14|19950513,,
73|82|73|3|The I.N.C. Ride|MASTA ACE INCORPORATED|1995-04-29|90|69|16|19950513,,
74|91|74|4|Emotions|H-TOWN|1995-04-22|92|51|15|19950513,,
75|63|33|13|You Got It|BONNIE RAITT|1995-02-18|74|33|17|19950513,,
76|75|17|13|If You Think You're Lonely Now|K-CI HAILEY OF JODECI|1995-02-18|52|17|16|19950513,,
77|72|72|8|Lick It|20 FINGERS feat. ROULA|1995-03-25|92|72|15|19950513,,
78|90|78|3|It's Good To Be King|TOM PETTY|1995-04-29|95|68|8|19950513,,
79|76|54|12|Brooklyn Zoo|OL' DIRTY BASTARD|1995-02-25|65|54|16|19950513,,
80|80|69|15|Fat Boy|MAX-A-MILLION|1995-02-04|89|69|20|19950513,,
81|NEW|81|1|Baby Baby|CORONA|1995-05-13|81|57|17|19950513,,
82|95|82|2|The Way That You Love Me|VANESSA WILLIAMS|1995-05-06|95|67|7|19950513,,
83|84|83|5|Move It To The Rhythm|TECHNOTRONIC|1995-04-15|94|83|7|19950513,,
84|92|84|4|Universal Heartbeat|JULIANA HATFIELD|1995-04-22|85|84|6|19950513,,
85|86|81|7|Safe And Sound|DJ QUIK|1995-04-01|98|81|10|19950513,,
86|81|71|12|1-Luv|E-40|1995-02-25|92|71|14|19950513,,
87|87|87|7|Your Loving Arms|BILLIE RAY MARTIN|1995-04-01|91|87|10|19950513,,
88|79|41|12|Foe Tha Love Of $|BONE THUGS-N-HARMONY featuring EAZY-E|1995-02-25|48|41|14|19950513,,
89|77|68|7|Keeper Of The Stars|TRACY BYRD|1995-04-01|95|68|7|19950513,,
90|96|90|2|Freak Me Baby|DIS'N'DAT|1995-05-06|96|60|18|19950513,,
91|NEW|91|1|Dreamer|LIVIN' JOY|1995-05-13|91|86|4|19950513,,
92|88|38|20|Get Down|CRAIG MACK|1994-12-31|73|38|20|19950513,,
93|98|93|2|Rainy Days|GENERAL PUBLIC|1995-05-06|98|93|3|19950513,,
94|85|77|14|Rodeo|95 SOUTH|1995-02-11|89|77|18|19950513,,
95|NEW|95|1|How Did I Get By Without You|JOHN WAITE|1995-05-13|95|95|2|19950513,,
96|93|84|6|So Help Me Girl|JOE DIFFIE|1995-04-08|97|84|7|19950513,,
97|NEW|97|1|Lifestyles Of The Rich And Shameless|LOST BOYZ|1995-05-13|97|91|6|19950513,,
98|NEW|98|1|When You Say Nothing At All|ALISON KRAUSS & UNION STATION|1995-05-13|98|53|18|19950513,,
99|89|67|4|Baby It's You|BEATLES|1995-04-22|67|67|4|19950513,,
100|94|62|5|Come Back|LONDONBEAT|1995-04-15|62|62|5|19950513,,
1|1|1|11|This Is How We Do It|MONTELL JORDAN|1995-02-25|93|1|29|19950506,,
2|3|2|13|Freak Like Me|ADINA HOWARD|1995-02-11|54|2|30|19950506,,
3|2|2|10|Red Light Special|TLC|1995-03-04|39|2|22|19950506,,
4|6|4|15|I Know|DIONNE FARRIS|1995-01-28|61|4|38|19950506,,
