Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,,,
43|39|28|15|Something Like That|TIM McGRAW|1999-08-14|77|28|20|19991120,,,,,,
44|28|26|13|Vivrant Thing|Q-TIP|1999-08-28|71|26|14|19991120,,,,,,
45|37|32|11|There She Goes|SIXPENCE NONE THE RICHER|1999-09-11|63|32|20|19991120,,,,,,
46|NEW|46|1|Then The Morning Comes|SMASH MOUTH|1999-11-20|46|11|23|19991120,,,,,,
47|29|2|16|She's All I Ever Had|RICKY MARTIN|1999-08-07|63|2|20|19991120,,,,,,
48|NEW|48|1|Big Deal|LeANN RIMES|1999-11-20|48|23|15|19991120,,,,,,
49|49|49|19|American Woman|LENNY KRAVITZ|1999-07-17|77|49|21|19991120,,,,,,
50|30|2|12|Music Of My Heart|'N SYNC & GLORIA ESTEFAN|1999-09-04|66|2|18|19991120,,,,,,
51|48|45|12|What Do You Say To That|GEORGE STRAIT|1999-09-04|82|45|16|19991120,,,,,,
52|60|52|6|Learn To Fly|FOO FIGHTERS|1999-10-16|80|52|6|19991120,,,,,,
53|59|53|5|He Didn't Have To Be|BRAD PAISLEY|1999-10-23|83|53|5|19991120,,,,,,
54|53|53|8|Home To You|JOHN MICHAEL MONTGOMERY|1999-10-02|81|53|8|19991120,,,,,,
55|46|46|17|Lonely And Gone|MONTGOMERY GENTRY|1999-07-31|99|46|19|19991120,,,,,,
56|62|56|4|4-5-6|SOLE|1999-10-30|84|56|4|19991120,,,,,,
57|57|52|11|Higher|CREED|1999-09-11|81|52|20|19991120,,,,,,
58|58|58|5|Come On Over|SHANIA TWAIN|1999-10-23|74|58|10|19991120,,,,,,
59|47|42|11|I'm Already Taken|STEVE WARINER|1999-09-11|82|42|14|19991120,,,,,,
60|NEW|60|1|Girl On TV|LFO|1999-11-20|60|60|1|19991120,,,,,,
61|61|61|5|Got Your Money|OL' DIRTY BASTARD|1999-10-23|85|59|6|19991120,,,,,,
62|68|62|3|Breathe|FAITH HILL|1999-11-06|81|51|4|19991120,,,,,,
63|63|63|5|Greatest Romance Ever Sold|T.A.F.K.A. PRINCE|1999-10-23|96|63|13|19991120,,,,,,
64|64|64|10|All Things Considered|YANKEE GREY|1999-09-18|98|55|20|19991120,,,,,,
65|52|1|20|Bailamos|ENRIQUE IGLESIAS|1999-07-10|63|1|20|19991120,,,,,,
66|70|66|3|Hangin' Around|COUNTING CROWS|1999-11-06|84|60|4|19991120,,,,,,
67|69|67|5|Get It On Tonite|MONTELL JORDAN|1999-10-23|92|54|7|19991120,,,,,,
68|74|68|2|That's The Way It Is|CELINE DION|1999-11-13|74|65|3|19991120,,,,,,
69|55|41|11|Candy|MANDY MOORE|1999-09-11|88|41|14|19991120,,,,,,
70|65|65|8|I'll Go Crazy|ANDY GRIGGS|1999-10-02|82|65|10|19991120,,,,,,
71|71|71|4|What Do You Say|REBA|1999-10-30|88|51|8|19991120,,,,,,
72|NEW|72|1|Do Say You Love Me|M2M|1999-11-20|72|53|3|19991120,,,,,,
73|79|73|2|Pop A Top|ALAN JACKSON|1999-11-13|79|43|16|19991120,,,,,,
74|NEW|74|1|Shake Your Bon Bon|RICKY MARTIN|1999-11-20|74|52|3|19991120,,,,,,
75|72|70|8|Chemicals Between Us|BUSH|1999-10-02|84|67|20|19991120,,,,,,
76|80|76|3|24/7|KEVON EDMONDS|1999-11-06|83|68|4|19991120,,,,,,
77|67|16|19|So Anxious|GINUWINE|1999-07-17|68|16|20|19991120,,,,,,
78|76|76|5|Give Me What You Want|CHICO DeBARGE|1999-10-23|94|71|13|19991120,,,,,,
79|81|78|6|Dolphin's Cry|LIVE|1999-10-16|84|78|10|19991120,,,,,,
80|83|80|2|Deep Inside|MARY J. BLIGE|1999-11-13|83|63|15|19991120,,,,,,
81|75|58|19|What's My Age Again|BLINK 182|1999-07-17|78|58|20|19991120,,,,,,
82|73|51|10|Angels Would Fall|MELISSA ETHERIDGE|1999-09-18|87|51|11|19991120,,,,,,
83|84|83|2|A Man Ain't Made Of Stone|RANDY TRAVIS|1999-11-13|84|83|2|19991120,,,,,,
84|78|69|4|Guerrilla Radio|RAGE AGAINST THE MACHINE|1999-10-30|69|69|20|19991120,,,,,,
85|NEW|85|1|Angels|ROBBIE WILLIAMS|1999-11-20|85|53|19|19991120,,,,,,
86|89|86|6|Steam|TY HERNDON|1999-10-16|100|83|12|19991120,,,,,,
87|77|77|7|B-Please|SNOOP DOGG|1999-10-09|81|77|9|19991120,,,,,,
88|98|88|2|Step To This|MASTER P|1999-11-13|98|88|3|19991120,,,,,,
89|86|82|4|Cowboy|KID ROCK|1999-10-30|82|82|5|19991120,,,,,,
90|NEW|90|1|She Thinks My Tractor's Sexy|KENNY CHESNEY|1999-11-20|90|74|12|19991120,,,,,,
91|82|79|5|U Don't Know Me|BRANDY|1999-10-23|89|79|6|19991120,,,,,,
92|NEW|92|1|Got To Get It|SISQO|1999-11-20|92|58|4|19991120,,,,,,
93|87|34|20|You Had Me From Hello|KENNY CHESNEY|1999-07-10|71|34|20|19991120,,,,,,
94|94|94|3|Rockafella Skank|FATBOY SLIM|1999-11-06|94|76|12|19991120,,,,,,
95|NEW|95|1|Sexual (Li Da Di)|AMBER|1999-11-20|95|42|15|19991120,,,,,,
96|88|79|9|Beauty|DRU HILL|1999-09-25|79|79|12|19991120,,,,,,
97|85|39|18|Ready To Run|DIXIE CHICKS|1999-07-24|83|39|18|19991120,,,,,,
98|90|52|13|Girl's Best Friend|JAY-Z|1999-08-28|81|52|13|19991120,,,,,,
99|97|97|5|Simon Says|PHAROAHE MONCH|1999-10-23|100|97|5|19991120,,,,,,
100|92|17|20|Never Gonna Let You Go|FAITH EVANS|1999-07-10|79|17|20|19991120,,,,,,
1|1|1|16|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|19991113,,,,,,
2|2|2|8|Satisfy You|PUFF DADDY featuring R KELLY|1999-09-25|74|2|20|19991113,,,,,,
3|4|3|12|Mambo No. 5 (A Little Bit Of ...)|LOU BEGA|1999-08-28|63|3|22|19991113,,,,,,
4|3|1|11|Heartbreaker|MARIAH CAREY featuring JAY-Z|1999-09-04|60|1|20|19991113,,,,,,
5|5|1|21|Unpretty|TLC|1999-06-26|76|1|32|19991113,,,,,,
6|8|6|12|Back At One|BRIAN McKNIGHT|1999-08-28|75|2|37|19991113,,,,,,
7|6|6|10|I Need To Know|MARC ANTHONY|1999-09-11|77|3|40|19991113,,,,,,
8|7|7|11|My Love Is Your Love|WHITNEY HOUSTON|1999-09-04|81|4|28|19991113,,,,,,
9|10|9|14|Steal My Sunshine|LEN|1999-08-14|71|9|25|19991113,,,,,,
10|14|10|9|(You Drive Me) Crazy|BRITNEY SPEARS|1999-09-18|62|10|20|19991113,,,,,,
11|9|8|10|We Can't Be Friends|DEBORAH COX with R.L.|1999-09-11|75|8|20|19991113,,,,,,
12|11|7|20|Someday|SUGAR RAY|1999-07-03|66|7|32|19991113,,,,,,
13|20|13|8|U Know What's Up|DONELL JONES|1999-09-25|88|7|24|19991113,,,,,,
14|16|4|29|Where My Girls At?|702|1999-05-01|90|4|42|19991113,,,,,,
15|25|15|5|I Wanna Love You Forever|JESSICA SIMPSON|1999-10-16|69|3|20|19991113,,,,,,
16|18|16|13|Get Gone|IDEAL|1999-08-21|86|13|22|19991113,,,,,,
17|12|9|24|Scar Tissue|RED HOT CHILI PEPPERS|1999-06-05|89|9|29|19991113,,,,,,
18|19|18|5|Waiting For Tonight|JENNIFER LOPEZ|1999-10-16|56|8|20|19991113,,,,,,
19|15|1|20|Genie In A Bottle|CHRISTINA AGUILERA|1999-07-03|61|1|25|19991113,,,,,,
20|23|20|19|Back That Thang Up|JUVENILE feat. MANNY FRESH & LIL' WAYNE|1999-07-10|78|19|30|19991113,,,,,,
21|17|13|15|I Do (Cherish You)|98 DEGREES|1999-08-07|66|13|20|19991113,,,,,,
22|22|4|26|All Star|SMASH MOUTH|1999-05-22|75|4|30|19991113,,,,,,
23|31|23|10|Man! I Feel Like A Woman!|SHANIA TWAIN|1999-09-11|84|23|11|19991113,,,,,,
24|26|24|12|I Love You|MARTINA McBRIDE|1999-08-28|82|24|20|19991113,,,,,,
25|29|25|9|Largen Than Life|BACKSTREET BOYS|1999-09-18|70|25|19|19991113,,,,,,
26|34|26|9|Gotta Man|EVE|1999-09-18|86|26|16|19991113,,,,,,
27|28|27|9|I Want It All|WARREN G featuring MACK 10|1999-09-18|76|23|15|19991113,,,,,,
28|30|26|12|Vivrant Thing|Q-TIP|1999-08-28|71|26|14|19991113,,,,,,
29|21|2|15|She's All I Ever Had|RICKY MARTIN|1999-08-07|63|2|20|19991113,,,,,,
30|13|2|11|Music Of My Heart|'N SYNC & GLORIA ESTEFAN|1999-09-04|66|2|18|19991113,,,,,,
31|43|31|4|I Knew I Loved You|SAVAGE GARDEN|1999-10-23|71|1|33|19991113,,,,,,
32|27|16|19|Black Balloon|GOO GOO DOLLS|1999-07-10|66|16|34|19991113,,,,,,
33|38|33|8|Bug A Boo|DESTINY'S CHILD|1999-09-25|87|33|20|19991113,,,,,,
34|24|12|12|If I Could Turn Back The Hands Of Time|R KELLY|1999-08-28|72|12|17|19991113,,,,,,
35|33|14|22|She's So High|TAL BACHMAN|1999-06-19|78|14|28|19991113,,,,,,
36|41|36|9|Bling Bling|B.G. feat BABY, TURK, MANNIE FRESH & JUVENILE|1999-09-18|73|36|19|19991113,,,,
37|32|32|10|There She Goes|SIXPENCE NONE THE RICHER|1999-09-11|63|32|20|19991113,,,,,,
38|40|38|6|Stay The Night|IMX|1999-10-09|84|23|20|19991113,,,,,,
39|36|28|14|Something Like That|TIM McGRAW|1999-08-14|77|28|20|19991113,,,,,,
40|37|6|30|I Want It That Way|BACKSTREET BOYS|1999-04-24|72|6|31|19991113,,,,,,
41|47|41|2|Will 2K|WILL SMITH featuring K-CI|1999-11-06|47|25|12|19991113,,,,,,
42|50|42|2|Bring It All To Me|BLAQUE|1999-11-06|50|5|27|19991113,,,,,,
43|NEW|43|1|If You Love Me|MINT CONDITION|1999-11-13|43|30|19|19991113,,,,,,
44|39|21|20|Spend My Life With You|ERIC BENET featuring TAMIA|1999-07-03|82|21|22|19991113,,,,,,
45|48|45|2|Meet Virginia|TRAIN|1999-11-06|48|20|23|19991113,,,,,,
46|46|46|16|Lonely And Gone|MONTGOMERY GENTRY|1999-07-31|99|46|19|19991113,,,,,,
47|42|42|10|I'm Already Taken|STEVE WARINER|1999-09-11|82|42|14|19991113,,,,,,
48|45|45|11|What Do You Say To That|GEORGE STRAIT|1999-09-04|82|45|16|19991113,,,,,,
49|49|49|18|American Woman|LENNY KRAVITZ|1999-07-17|77|49|21|19991113,,,,,,
50|NEW|50|1|When I Said I Do|CLINT BLACK|1999-11-13|50|31|16|19991113,,,,,,
51|51|51|5|Big Deal|LeANN RIMES|1999-10-16|71|51|5|19991113,,,,,,
52|35|1|19|Bailamos|ENRIQUE IGLESIAS|1999-07-10|63|1|20|19991113,,,,,,
53|53|53|7|Home To You|JOHN MICHAEL MONTGOMERY|1999-10-02|81|53|8|19991113,,,,,,
54|55|54|7|15 Minutes|MARC NELSON|1999-10-02|91|54|7|19991113,,,,,,
55|44|41|10|Candy|MANDY MOORE|1999-09-11|88|41|14|19991113,,,,,,
56|59|56|3|Then The Morning Comes|SMASH MOUTH|1999-10-30|83|56|3|19991113,,,,,,
57|56|52|10|Higher|CREED|1999-09-11|81|52|20|19991113,,,,,,
58|61|58|4|Come On Over|SHANIA TWAIN|1999-10-23|74|58|10|19991113,,,,,,
59|62|59|4|He Didn't Have To Be|BRAD PAISLEY|1999-10-23|83|53|5|19991113,,,,,,
60|63|60|5|Learn To Fly|FOO FIGHTERS|1999-10-16|80|52|6|19991113,,,,,,
61|70|61|4|Got Your Money|OL' DIRTY BASTARD|1999-10-23|85|59|6|19991113,,,,,,
62|68|62|3|4-5-6|SOLE|1999-10-30|84|56|4|19991113,,,,,,
63|73|63|4|Greatest Romance Ever Sold|T.A.F.K.A. PRINCE|1999-10-23|96|63|13|19991113,,,,,,
64|66|64|9|All Things Considered|YANKEE GREY|1999-09-18|98|55|20|19991113,,,,,,
65|65|65|7|I'll Go Crazy|ANDY GRIGGS|1999-10-02|82|65|10|19991113,,,,,,
66|57|20|20|Out Of My Head|FASTBALL|1999-07-03|64|20|20|19991113,,,,,,
67|54|16|18|So Anxious|GINUWINE|1999-07-17|68|16|20|19991113,,,,,,
68|81|68|2|Breathe|FAITH HILL|1999-11-06|81|51|4|19991113,,,,,,
69|72|69|4|Get It On Tonite|MONTELL JORDAN|1999-10-23|92|54|7|19991113,,,,,,
70|84|70|2|Hangin' Around|COUNTING CROWS|1999-11-06|84|60|4|19991113,,,,,,
71|76|71|3|What Do You Say|REBA|1999-10-30|88|51|8|19991113,,,,,,
72|74|70|7|Chemicals Between Us|BUSH|1999-10-02|84|67|20|19991113,,,,,,
73|60|51|9|Angels Would Fall|MELISSA ETHERIDGE|1999-09-18|87|51|11|19991113,,,,,,
74|NEW|74|1|That's The Way It Is|CELINE DION|1999-11-13|74|65|3|19991113,,,,,,
75|67|58|18|What's My Age Again|BLINK 182|1999-07-17|78|58|20|19991113,,,,,,
76|90|76|4|Give Me What You Want|CHICO DeBARGE|1999-10-23|94|71|13|19991113,,,,,,
77|86|77|6|B-Please|SNOOP DOGG|1999-10-09|81|77|9|19991113,,,,,,
78|80|69|3|Guerrilla Radio|RAGE AGAINST THE MACHINE|1999-10-30|69|69|20|19991113,,,,,,
79|NEW|79|1|Pop A Top|ALAN JACKSON|1999-11-13|79|43|16|19991113,,,,,,
80|83|80|2|24/7|KEVON EDMONDS|1999-11-06|83|68|4|19991113,,,,,,
81|78|78|5|Dolphin's Cry|LIVE|1999-10-16|84|78|10|19991113,,,,,,
82|85|79|4|U Don't Know Me|BRANDY|1999-10-23|89|79|6|19991113,,,,,,
83|NEW|83|1|Deep Inside|MARY J. BLIGE|1999-11-13|83|63|15|19991113,,,,,,
84|NEW|84|1|A Man Ain't Made Of Stone|RANDY TRAVIS|1999-11-13|84|83|2|19991113,,,,,,
85|64|39|17|Ready To Run|DIXIE CHICKS|1999-07-24|83|39|18|19991113,,,,,,
86|82|82|3|Cowboy|KID ROCK|1999-10-30|82|82|5|19991113,,,,,,
87|79|34|19|You Had Me From Hello|KENNY CHESNEY|1999-07-10|71|34|20|19991113,,,,,,
88|92|79|8|Beauty|DRU HILL|1999-09-25|79|79|12|19991113,,,,,,
89|93|89|5|Steam|TY HERNDON|1999-10-16|100|83|12|19991113,,,,,,
90|75|52|12|Girl's Best Friend|JAY-Z|1999-08-28|81|52|13|19991113,,,,,,
91|71|5|10|Lost In You|GARTH BROOKS as CHRIS GAINES|1999-09-11|5|5|10|19991113,,,,,,
92|69|17|19|Never Gonna Let You Go|FAITH EVANS|1999-07-10|79|17|20|19991113,,,,,,
93|88|86|9|Lightning Does The Work|CHAD BROCK|1999-09-18|95|86|9|19991113,,,,,,
94|94|94|2|Rockafella Skank|FATBOY SLIM|1999-11-06|94|76|12|19991113,,,,,,
95|89|21|20|You'll Be In My Heart|PHIL COLLINS|1999-07-03|34|21|20|19991113,,,,,,
96|77|60|10|She's In Love|MARK WILLS|1999-09-11|79|60|10|19991113,,,,,,
97|99|97|4|Simon Says|PHAROAHE MONCH|1999-10-23|100|97|5|19991113,,,,,,
98|NEW|98|1|Step To This|MASTER P|1999-11-13|98|88|3|19991113,,,,,,
99|91|29|20|What Ya Want|EVE & NOKIO|1999-07-03|74|29|20|19991113,,,,,,
100|95|62|13|Meeting In My Bedroom|SILK|1999-08-21|82|62|13|19991113,,,,,,
1|1|1|15|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|19991106,,,,,,
2|2|2|7|Satisfy You|PUFF DADDY featuring R KELLY|1999-09-25|74|2|20|19991106,,,,,,
3|3|1|10|Heartbreaker|MARIAH CAREY featuring JAY-Z|1999-09-04|60|1|20|19991106,,,,,,
4|4|4|11|Mambo No. 5 (A Little Bit Of ...)|LOU BEGA|1999-08-28|63|3|22|19991106,,,,,,
5|5|1|20|Unpretty|TLC|1999-06-26|76|1|32|19991106,,,,,,
6|7|6|9|I Need To Know|MARC ANTHONY|1999-09-11|77|3|40|19991106,,,,,,
7|8|7|10|My Love Is Your Love|WHITNEY HOUSTON|1999-09-04|81|4|28|19991106,,,,,,
8|12|8|11|Back At One|BRIAN McKNIGHT|1999-08-28|75|2|37|19991106,,,,,,
9|9|8|9|We Can't Be Friends|DEBORAH COX with R.L.|1999-09-11|75|8|20|19991106,,,,,,
10|14|10|13|Steal My Sunshine|LEN|1999-08-14|71|9|25|19991106,,,,,,
11|11|7|19|Someday|SUGAR RAY|1999-07-03|66|7|32|19991106,,,,,,
12|10|9|23|Scar Tissue|RED HOT CHILI PEPPERS|1999-06-05|89|9|29|19991106,,,,,,
13|6|2|10|Music Of My Heart|'N SYNC & GLORIA ESTEFAN|1999-09-04|66|2|18|19991106,,,,,,
14|16|14|8|(You Drive Me) Crazy|BRITNEY SPEARS|1999-09-18|62|10|20|19991106,,,,,,
15|13|1|19|Genie In A Bottle|CHRISTINA AGUILERA|1999-07-03|61|1|25|19991106,,,,,,
16|15|4|28|Where My Girls At?|702|1999-05-01|90|4|42|19991106,,,,,,
17|17|13|14|I Do (Cherish You)|98 DEGREES|1999-08-07|66|13|20|19991106,,,,,,
18|21|18|12|Get Gone|IDEAL|1999-08-21|86|13|22|19991106,,,,,,
19|25|19|4|Waiting For Tonight|JENNIFER LOPEZ|1999-10-16|56|8|20|19991106,,,,,,
20|24|20|7|U Know What's Up|DONELL JONES|1999-09-25|88|7|24|19991106,,,,,,
21|20|2|14|She's All I Ever Had|RICKY MARTIN|1999-08-07|63|2|20|19991106,,,,,,
22|19|4|25|All Star|SMASH MOUTH|1999-05-22|75|4|30|19991106,,,,,,
23|22|22|18|Back That Thang Up|JUVENILE feat. MANNY FRESH & LIL' WAYNE|1999-07-10|78|19|30|19991106,,,,,,
24|18|12|11|If I Could Turn Back The Hands Of Time|R KELLY|1999-08-28|72|12|17|19991106,,,,,,
25|33|25|4|I Wanna Love You Forever|JESSICA SIMPSON|1999-10-16|69|3|20|19991106,,,,,,
26|29|26|11|I Love You|MARTINA McBRIDE|1999-08-28|82|24|20|19991106,,,,,,
27|23|16|18|Black Balloon|GOO GOO DOLLS|1999-07-10|66|16|34|19991106,,,,,,
28|28|28|8|I Want It All|WARREN G featuring MACK 10|1999-09-18|76|23|15|19991106,,,,,,
29|30|29|8|Largen Than Life|BACKSTREET BOYS|1999-09-18|70|25|19|19991106,,,,,,
30|26|26|11|Vivrant Thing|Q-TIP|1999-08-28|71|26|14|19991106,,,,,,
31|35|31|9|Man! I Feel Like A Woman!|SHANIA TWAIN|1999-09-11|84|23|11|19991106,,,,,,
32|36|32|9|There She Goes|SIXPENCE NONE THE RICHER|1999-09-11|63|32|20|19991106,,,,,,
33|31|14|21|She's So High|TAL BACHMAN|1999-06-19|78|14|28|19991106,,,,,,
34|39|34|8|Gotta Man|EVE|1999-09-18|86|26|16|19991106,,,,,,
35|27|1|18|Bailamos|ENRIQUE IGLESIAS|1999-07-10|63|1|20|19991106,,,,,,
36|34|28|13|Something Like That|TIM McGRAW|1999-08-14|77|28|20|19991106,,,,,,
37|37|6|29|I Want It That Way|BACKSTREET BOYS|1999-04-24|72|6|31|19991106,,,,,,
38|38|38|7|Bug A Boo|DESTINY'S CHILD|1999-09-25|87|33|20|19991106,,,,,,
39|32|21|19|Spend My Life With You|ERIC BENET featuring TAMIA|1999-07-03|82|21|22|19991106,,,,,,
40|43|40|5|Stay The Night|IMX|1999-10-09|84|23|20|19991106,,,,,,
41|40|40|8|Bling Bling|B.G. feat BABY, TURK, MANNIE FRESH & JUVENILE|1999-09-18|73|36|19|19991106,,,,
42|42|42|9|I'm Already Taken|STEVE WARINER|1999-09-11|82|42|14|19991106,,,,,,
43|48|43|3|I Knew I Loved You|SAVAGE GARDEN|1999-10-23|71|1|33|19991106,,,,,,
44|41|41|9|Candy|MANDY MOORE|1999-09-11|88|41|14|19991106,,,,,,
45|45|45|10|What Do You Say To That|GEORGE STRAIT|1999-09-04|82|45|16|19991106,,,,,,
46|46|46|15|Lonely And Gone|MONTGOMERY GENTRY|1999-07-31|99|46|19|19991106,,,,,,
47|NEW|47|1|Will 2K|WILL SMITH featuring K-CI|1999-11-06|47|25|12|19991106,,,,,,
48|NEW|48|1|Meet Virginia|TRAIN|1999-11-06|48|20|23|19991106,,,,,,
49|49|49|17|American Woman|LENNY KRAVITZ|1999-07-17|77|49|21|19991106,,,,,,
50|NEW|50|1|Bring It All To Me|BLAQUE|1999-11-06|50|5|27|19991106,,,,,,
51|51|51|4|Big Deal|LeANN RIMES|1999-10-16|71|51|5|19991106,,,,,,
52|58|52|4|When I Said I Do|CLINT BLACK|1999-10-16|75|52|4|19991106,,,,,,
53|53|53|6|Home To You|JOHN MICHAEL MONTGOMERY|1999-10-02|81|53|8|19991106,,,,,,
54|44|16|17|So Anxious|GINUWINE|1999-07-17|68|16|20|19991106,,,,,,
55|59|55|6|15 Minutes|MARC NELSON|1999-10-02|91|54|7|19991106,,,,,,
56|52|52|9|Higher|CREED|1999-09-11|81|52|20|19991106,,,,,,
57|56|20|19|Out Of My Head|FASTBALL|1999-07-03|64|20|20|19991106,,,,,,
58|NEW|58|1|If You Love Me|MINT CONDITION|1999-11-06|58|58|1|19991106,,,,,,
59|83|59|2|Then The Morning Comes|SMASH MOUTH|1999-10-30|83|56|3|19991106,,,,,,
60|57|51|8|Angels Would Fall|MELISSA ETHERIDGE|1999-09-18|87|51|11|19991106,,,,,,
61|67|61|3|Come On Over|SHANIA TWAIN|1999-10-23|74|58|10|19991106,,,,,,
62|73|62|3|He Didn't Have To Be|BRAD PAISLEY|1999-10-23|83|53|5|19991106,,,,,,
63|68|63|4|Learn To Fly|FOO FIGHTERS|1999-10-16|80|52|6|19991106,,,,,,
64|47|39|16|Ready To Run|DIXIE CHICKS|1999-07-24|83|39|18|19991106,,,,,,
65|65|65|6|I'll Go Crazy|ANDY GRIGGS|1999-10-02|82|65|10|19991106,,,,,,
66|71|66|8|All Things Considered|YANKEE GREY|1999-09-18|98|55|20|19991106,,,,,,
67|66|58|17|What's My Age Again|BLINK 182|1999-07-17|78|58|20|19991106,,,,,,
68|84|68|2|4-5-6|SOLE|1999-10-30|84|56|4|19991106,,,,,,
69|64|17|18|Never Gonna Let You Go|FAITH EVANS|1999-07-10|79|17|20|19991106,,,,,,
70|74|70|3|Got Your Money|OL' DIRTY BASTARD|1999-10-23|85|59|6|19991106,,,,,,
71|55|5|9|Lost In You|GARTH BROOKS as CHRIS GAINES|1999-09-11|5|5|10|19991106,,,,,,
72|80|72|3|Get It On Tonite|MONTELL JORDAN|1999-10-23|92|54|7|19991106,,,,,,
73|95|73|3|Greatest Romance Ever Sold|T.A.F.K.A. PRINCE|1999-10-23|96|63|13|19991106,,,,,,
74|75|70|6|Chemicals Between Us|BUSH|1999-10-02|84|67|20|19991106,,,,,,
75|70|52|11|Girl's Best Friend|JAY-Z|1999-08-28|81|52|13|19991106,,,,,,
76|88|76|2|What Do You Say|REBA|1999-10-30|88|51|8|19991106,,,,,,
77|62|60|9|She's In Love|MARK WILLS|1999-09-11|79|60|10|19991106,,,,,,
78|78|78|4|Dolphin's Cry|LIVE|1999-10-16|84|78|10|19991106,,,,,,
79|72|34|18|You Had Me From Hello|KENNY CHESNEY|1999-07-10|71|34|20|19991106,,,,,,
80|69|69|2|Guerrilla Radio|RAGE AGAINST THE MACHINE|1999-10-30|69|69|20|19991106,,,,,,
81|NEW|81|1|Breathe|FAITH HILL|1999-11-06|81|51|4|19991106,,,,,,
82|82|82|2|Cowboy|KID ROCK|1999-10-30|82|82|5|19991106,,,,,,
83|NEW|83|1|24/7|KEVON EDMONDS|1999-11-06|83|68|4|19991106,,,,,,
84|NEW|84|1|Hangin' Around|COUNTING CROWS|1999-11-06|84|60|4|19991106,,,,,,
85|79|79|3|U Don't Know Me|BRANDY|1999-10-23|89|79|6|19991106,,,,,,
86|77|77|5|B-Please|SNOOP DOGG|1999-10-09|81|77|9|19991106,,,,,,
87|85|37|20|I Could Not Ask For More|EDWIN McCAIN|1999-06-26|63|37|20|19991106,,,,,,
88|86|86|8|Lightning Does The Work|CHAD BROCK|1999-09-18|95|86|9|19991106,,,,,,
89|81|21|19|You'll Be In My Heart|PHIL COLLINS|1999-07-03|34|21|20|19991106,,,,,,
90|90|90|3|Give Me What You Want|CHICO DeBARGE|1999-10-23|94|71|13|19991106,,,,,,
91|76|29|19|What Ya Want|EVE & NOKIO|1999-07-03|74|29|20|19991106,,,,,,
92|93|79|7|Beauty|DRU HILL|1999-09-25|79|79|12|19991106,,,,,,
93|97|93|4|Steam|TY HERNDON|1999-10-16|100|83|12|19991106,,,,,,
94|NEW|94|1|Rockafella Skank|FATBOY SLIM|1999-11-06|94|76|12|19991106,,,,,,
95|100|62|12|Meeting In My Bedroom|SILK|1999-08-21|82|62|13|19991106,,,,,,
96|96|28|20|Jigga My Nigga|JAY-Z|1999-06-26|82|28|20|19991106,,,,,,
97|87|3|17|Summer Girls|LFO|1999-07-17|52|3|17|19991106,,,,,,
98|98|96|5|Sexual|AMBER|1999-10-09|96|96|5|19991106,,,,,,
99|99|99|3|Simon Says|PHAROAHE MONCH|1999-10-23|100|97|5|19991106,,,,,,
100|91|18|13|It's All About You (Not About Me)|TRACIE SPENCER|1999-08-14|29|18|13|19991106,,,,,,
1|1|1|14|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|19991030,,,,,,
2|6|2|6|Satisfy You|PUFF DADDY featuring R KELLY|1999-09-25|74|2|20|19991030,,,,,,
3|2|1|9|Heartbreaker|MARIAH CAREY featuring JAY-Z|1999-09-04|60|1|20|19991030,,,,,,
4|5|4|10|Mambo No. 5 (A Little Bit Of ...)|LOU BEGA|1999-08-28|63|3|22|19991030,,,,,,
5|4|1|19|Unpretty|TLC|1999-06-26|76|1|32|19991030,,,,,,
6|3|2|9|Music Of My Heart|'N SYNC & GLORIA ESTEFAN|1999-09-04|66|2|18|19991030,,,,,,
7|9|7|8|I Need To Know|MARC ANTHONY|1999-09-11|77|3|40|19991030,,,,,,
8|7|7|9|My Love Is Your Love|WHITNEY HOUSTON|1999-09-04|81|4|28|19991030,,,,,,
9|8|8|8|We Can't Be Friends|DEBORAH COX with R.L.|1999-09-11|75|8|20|19991030,,,,,,
10|10|9|22|Scar Tissue|RED HOT CHILI PEPPERS|1999-06-05|89|9|29|19991030,,,,,,
11|11|7|18|Someday|SUGAR RAY|1999-07-03|66|7|32|19991030,,,,,,
12|18|12|10|Back At One|BRIAN McKNIGHT|1999-08-28|75|2|37|19991030,,,,,,
13|12|1|18|Genie In A Bottle|CHRISTINA AGUILERA|1999-07-03|61|1|25|19991030,,,,,,
14|16|14|12|Steal My Sunshine|LEN|1999-08-14|71|9|25|19991030,,,,,,
15|15|4|27|Where My Girls At?|702|1999-05-01|90|4|42|19991030,,,,,,
16|23|16|7|(You Drive Me) Crazy|BRITNEY SPEARS|1999-09-18|62|10|20|19991030,,,,,,
17|17|13|13|I Do (Cherish You)|98 DEGREES|1999-08-07|66|13|20|19991030,,,,,,
18|14|12|10|If I Could Turn Back The Hands Of Time|R KELLY|1999-08-28|72|12|17|19991030,,,,,,
19|19|4|24|All Star|SMASH MOUTH|1999-05-22|75|4|30|19991030,,,,,,
20|13|2|13|She's All I Ever Had|RICKY MARTIN|1999-08-07|63|2|20|19991030,,,,,,
