,date,url,venue,artist,location,time
10308,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Orchestra Hall,"Esa-Pekka Salonen, Yo-Yo Ma, and Chicago Symphony Orchestra",chicago,N/A
10309,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Genesee Theatre,.38 Special and Uncle Kracker,chicago,19:30:00-0600
10310,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Metro,Jens Lekman,chicago,20:00:00-0600
10311,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Brauerhouse,Psychostick,chicago,21:00:00-0600
10312,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Schubas Tavern,Nick Hakim,chicago,N/A
10313,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Subterranean,Expire,chicago,19:00:00-0600
10314,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Beat Kitchen,The Unlikely Candidates,chicago,20:30:00-0600
10315,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Thalia Hall,Overcoats,chicago,N/A
10316,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,The Loaded Buffalo,Kip Winger,chicago,19:00:00-0600
10317,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,GMan Tavern,Bad Pop,chicago,19:00:00-0600
10318,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,The Empty Bottle,Bunny Chicago,chicago,N/A
10319,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,S.P.A.C.E.,Frank Vignola & Vinny Raniolo,chicago,19:30:00-0600
10320,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,The Mission Theater,All Caps,chicago,22:00:00-0600
10321,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Kingston Mines,Demetria Taylor Blues Band,chicago,19:30:00-0600
10322,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Hideout,Devil in a Woodpile,chicago,18:00:00-0600
10323,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Robie House,Eli Winter,chicago,N/A
10324,2017-03-09,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Elbo Room,The Roarer,chicago,20:00:00-0600
10325,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Metro,The Growlers,chicago,19:00:00-0600
10326,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Concord Music Hall,Borgore,chicago,20:00:00-0600
10327,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Double Door,The Griswolds,chicago,N/A
10328,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Chicago Theatre,Joe Bonamassa,chicago,20:00:00-0600
10329,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Orchestra Hall,"Esa-Pekka Salonen, Yo-Yo Ma, and Chicago Symphony Orchestra",chicago,N/A
10330,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Thalia Hall,Colin Hay,chicago,20:00:00-0600
10331,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Park West - Jam Productions,Keller Williams,chicago,20:00:00-0600
10332,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Bottom Lounge,Save Ferris,chicago,20:00:00-0600
10333,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Silver Creek Event Center - Four Winds Casino,.38 Special,chicago,21:00:00-0500
10334,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Joe's Bar,Corey Smith,chicago,N/A
10335,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,House of Blues,Gaelic Storm,chicago,19:30:00-0600
10336,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,S.P.A.C.E.,Delbert McClinton,chicago,20:00:00-0600
10337,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Subterranean,Polyphia,chicago,19:00:00-0600
10338,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Schubas Tavern,Slothrust,chicago,N/A
10339,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Portage Theater,Joey Fatts,chicago,19:00:00-0600
10340,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Township,Signals Midwest,chicago,19:00:00-0600
10341,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Beat Kitchen,Head North,chicago,18:00:00-0600
10342,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Joe's Live Rosemont,American English,chicago,20:30:00-0600
10343,2017-03-10,https://www.songkick.com/metro_areas/9426-us-chicago?page=16,Livewire Lounge,Void King and Black Road,chicago,N/A
10344,2017-02-19,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Black Knight Gastro Lounge,Upstream,los-angeles,02:00:00-0800
10345,2017-02-19,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Catalina Bar and Grill,Steve Tyrell,los-angeles,19:30:00-0800
10346,2017-02-19,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Florentine Gardens,Los Pescadores Del Rio Conchos,los-angeles,21:00:00-0800
10347,2017-02-19,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,BlackLight District,"Ancient Altar, Body Void, Misery Ritual, Pigeonwing, and Skulls (CA)",los-angeles,20:00:00-0800
10348,2017-02-19,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,White Oak Music & Arts (WOMA),Luxxe and Weslynn,los-angeles,18:00:00-0800
10349,2017-02-19,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,The Escondite,Ben Bostick,los-angeles,20:00:00-0800
10350,2017-02-19,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Diego's Rock N' Roll Bar & Eats,Audiolog,los-angeles,14:00:00-0800
10351,2017-02-19,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Union Nightclub - Jewel's Room,Tre Capital and Kembe X,los-angeles,21:00:00-0800
10352,2017-02-19,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Bootleg Theater,Battery,los-angeles,20:00:00-0800
10353,2017-02-19,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Genghis Cohen,"Amira B, David Rothschild, and Joe Endozo",los-angeles,18:30:00-0800
10354,2017-02-19,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,The Legacy Room,Sunlaand,los-angeles,21:15:00-0800
10355,2017-02-19,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Beatnik Lounge,The Ferdy Mayne and The Adobe Collective,los-angeles,16:00:00-0800
10356,2017-02-19,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Doll Hut,Grave Slaves,los-angeles,16:00:00-0800
10357,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Bootleg Theater,The Rural Alberta Advantage,los-angeles,20:30:00-0800
10358,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Rock City Studios,Every Time I Die and Harm's Way,los-angeles,18:30:00-0800
10359,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Belasco Theater,"Amaranthe, Failure Anthem, Citizen Zero, Cypher16, and Smash Into Pieces",los-angeles,18:00:00-0800
10360,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Constellation Room at the Observatory,Elhae,los-angeles,21:00:00-0800
10361,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Whisky A Go Go,Uli Jon Roth,los-angeles,20:00:00-0800
10362,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Echoplex,Priests - DC,los-angeles,20:00:00-0800
10363,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,The Novo by Microsoft,Baro,los-angeles,18:00:00-0800
10364,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,The Hi Hat,The Cigarette Bums,los-angeles,20:00:00-0800
10365,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,The Satellite,"Fever High, VERY SPECIAL GUESTS, and Ethan Burns",los-angeles,21:00:00-0800
10366,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,The Echo,Mind Meld,los-angeles,20:30:00-0800
10367,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,The Wayfarer,Poor Man's Change and Thin Lines,los-angeles,21:00:00-0800
10368,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Silverlake Lounge,Ride the Wave and Royce,los-angeles,20:00:00-0800
10369,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Hunnypot Radio,North By North,los-angeles,N/A
10370,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Resident,PAST HYPE (ETA),los-angeles,20:00:00-0800
10371,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Downtown Disney,Upstream,los-angeles,N/A
10372,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,SOhO,Jeff Elliott,los-angeles,19:30:00-0800
10373,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Saint Rocke,The Mondays,los-angeles,18:00:00-0800
10374,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Genghis Cohen,Jeff Young,los-angeles,20:00:00-0800
10375,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Programme Skate & Sound,Sunlaand,los-angeles,21:00:00-0800
10376,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,4th Street Vine,Rubedo,los-angeles,20:00:00-0800
10377,2017-02-20,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Hotel Cafe,Molly Kate Kestner,los-angeles,19:00:00-0800
10378,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Fonda Theatre,JoJo,los-angeles,19:00:00-0800
10379,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Masonic Lodge at Hollywood Forever,The Staves,los-angeles,20:00:00-0800
10380,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Troubadour,Frenship,los-angeles,20:00:00-0800
10381,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Hotel Cafe,Meiko,los-angeles,21:00:00-0800
10382,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Immanuel Baptist Church,The Afters,los-angeles,19:00:00-0800
10383,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,The Echo,Tash Sultana,los-angeles,20:00:00-0800
10384,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Federal Underground,Alejandro Escovedo and Jesse Malin,los-angeles,21:00:00-0800
10385,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,The Satellite,Landlady and Cassandra Jenkins,los-angeles,21:00:00-0800
10386,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Los Globos,Moth,los-angeles,19:00:00-0800
10387,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Harvard & Stone,Sam Outlaw,los-angeles,N/A
10388,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Constellation Room at the Observatory,Crystal Fairy,los-angeles,21:00:00-0800
10389,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Acerogami,Brett Newski,los-angeles,20:30:00-0800
10390,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Complex,Black Mare,los-angeles,20:00:00-0800
10391,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Jc Hyke's Songwriter Serenade,The Fallen Stars,los-angeles,18:00:00-0800
10392,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,Saint Rocke,Kira Lingman,los-angeles,19:00:00-0800
10393,2017-02-21,https://www.songkick.com/metro_areas/17835-us-los-angeles?page=16,The Love Song,Spain,los-angeles,20:30:00-0800
10394,2017-04-12,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,The Loft at Gilley's,Cashmere Cat,dallas-fort-worth,N/A
10395,2017-04-12,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Gas Monkey Bar N Grill,Y & T,dallas-fort-worth,20:00:00-0500
10396,2017-04-13,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Gas Monkey Bar N Grill,The Maine,dallas-fort-worth,19:30:00-0500
10397,2017-04-13,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Trees,Foxygen,dallas-fort-worth,20:30:00-0500
10398,2017-04-13,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Music Hall at Fair Park,Bob Weir,dallas-fort-worth,19:30:00-0500
10399,2017-04-13,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Three Links,Scott H. Biram and Jesse Dayton,dallas-fort-worth,21:00:00-0500
10400,2017-04-13,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Intrinsic Smokehouse and Brewery,Rhythm -n- Roses,dallas-fort-worth,N/A
10401,2017-04-13,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Club Dada,Wind,dallas-fort-worth,20:00:00-0500
10402,2017-04-13,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Ascension Coffee,Joel Cross,dallas-fort-worth,18:30:00-0500
10403,2017-04-14,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,House of Blues,The Revivalists and Greyhounds,dallas-fort-worth,20:00:00-0500
10404,2017-04-14,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Kessler Theater,Edie Brickell & New Bohemians,dallas-fort-worth,19:00:00-0500
10405,2017-04-14,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,South Side Music Hall,Highly Suspect,dallas-fort-worth,19:00:00-0500
10406,2017-04-14,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Trees,Amorphis,dallas-fort-worth,20:00:00-0500
10407,2017-04-14,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Granada Theater,Rebirth Brass Band,dallas-fort-worth,21:00:00-0500
10408,2017-04-14,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Gas Monkey Bar N Grill,Wayne Hancock,dallas-fort-worth,21:00:00-0500
10409,2017-04-14,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Prophet Bar Elm Street,Callahan Divide,dallas-fort-worth,19:30:00-0500
10410,2017-04-14,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Live Oak Music Hall & Lounge,Wendy Colonna,dallas-fort-worth,21:00:00-0500
10411,2017-04-14,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Grapes To Wine,Joel Cross,dallas-fort-worth,20:00:00-0500
10412,2017-04-15,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Kessler Theater,Edie Brickell & New Bohemians,dallas-fort-worth,19:00:00-0500
10413,2017-04-15,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,"Cambridge Room, House of Blues",Steve Moakler and Drew Baldridge,dallas-fort-worth,19:00:00-0500
10414,2017-04-15,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,House of Blues,THE RIDES and Shannon McNally,dallas-fort-worth,19:00:00-0500
10415,2017-04-15,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Granada Theater,Live 80,dallas-fort-worth,21:00:00-0500
10416,2017-04-15,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Crown & Harp,Monikermusic,dallas-fort-worth,N/A
10417,2017-04-16,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Gas Monkey Bar N Grill,Tarrus Riley,dallas-fort-worth,20:00:00-0500
10418,2017-04-16,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Kessler Theater,Edie Brickell & New Bohemians,dallas-fort-worth,18:00:00-0500
10419,2017-04-17,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Sundown at Granada,The Funky Knuckles,dallas-fort-worth,22:00:00-0500
10420,2017-04-18,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,House of Blues,"Anthrax, Killswitch Engage, The Devil Wears Prada, and Code Orange",dallas-fort-worth,18:00:00-0500
10421,2017-04-18,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Gas Monkey Live,Bayside,dallas-fort-worth,N/A
10422,2017-04-18,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Kessler Theater,The Lone Bellow,dallas-fort-worth,N/A
10423,2017-04-18,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Gas Monkey Bar N Grill,The Temperance Movement,dallas-fort-worth,20:00:00-0500
10424,2017-04-19,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Kessler Theater,The Lone Bellow,dallas-fort-worth,N/A
10425,2017-04-19,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Common Grounds,NF,dallas-fort-worth,N/A
10426,2017-04-19,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Club Dada,Mandolin Orange,dallas-fort-worth,19:00:00-0500
10427,2017-04-19,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Three Links,Lincoln Durham,dallas-fort-worth,21:00:00-0500
10428,2017-04-19,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,The Harvest House,Magnet School,dallas-fort-worth,19:00:00-0500
10429,2017-04-19,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Rhythm Beats Culture (RBC),Homeboy Sandman,dallas-fort-worth,21:00:00-0500
10430,2017-04-19,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Sundown at Granada,Greg Schroeder,dallas-fort-worth,22:00:00-0500
10431,2017-04-20,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Club Dada,Clap Your Hands Say Yeah,dallas-fort-worth,20:00:00-0500
10432,2017-04-20,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Kessler Theater,Los Lobos,dallas-fort-worth,19:00:00-0500
10433,2017-04-20,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Gas Monkey Bar N Grill,Anders Osborne,dallas-fort-worth,20:00:00-0500
10434,2017-04-20,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Three Links,Kawehi,dallas-fort-worth,20:00:00-0500
10435,2017-04-20,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Common Grounds,Bryce Merritt,dallas-fort-worth,20:00:00-0500
10436,2017-04-20,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Dan's Silver Leaf,The Honeycutters,dallas-fort-worth,N/A
10437,2017-04-21,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Verizon Theatre at Grand Prairie,Chris Tomlin,dallas-fort-worth,19:00:00-0500
10438,2017-04-21,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Gas Monkey Bar N Grill,Sick Puppies,dallas-fort-worth,20:00:00-0500
10439,2017-04-21,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,House of Blues,Whiskey Myers and The Steel Woods,dallas-fort-worth,19:00:00-0500
10440,2017-04-21,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Granada Theater,Drew Holcomb & the Neighbors,dallas-fort-worth,21:00:00-0500
10441,2017-04-21,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Club Dada,The Wild Reeds,dallas-fort-worth,N/A
10442,2017-04-21,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth?page=16,Prophet Bar Elm Street,River Whyless,dallas-fort-worth,19:30:00-0500
10443,2017-03-16,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Ortlieb's,Ton-Taun and Tinmouth,philadelphia,20:00:00-0400
10444,2017-03-16,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Milkboy Philly,"Kiska, Pilot to Gunner, and Easy Creatures",philadelphia,20:00:00-0400
10445,2017-03-16,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Keswick Theatre,Phil Coulter,philadelphia,N/A
10446,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Boardwalk Hall,Florida Georgia Line and Chris Lane,philadelphia,19:00:00-0400
10447,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Fillmore Philadelphia,Fabolous and Jadakiss,philadelphia,20:00:00-0400
10448,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Union Transfer,Jens Lekman,philadelphia,20:30:00-0400
10449,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Keswick Theatre,The Zombies,philadelphia,N/A
10450,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Theater of the Living Arts,"Biz Markie, Boy Wonder, and The Real Feel",philadelphia,21:30:00-0400
10451,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Coda,The Magician,philadelphia,23:00:00-0400
10452,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Boot & Saddle,LITE and Mouse on the Keys,philadelphia,N/A
10453,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Underground Arts,Fishbone,philadelphia,21:00:00-0400
10454,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,"Tropicana Showroom, Tropicana Casino",Patrizio Buanne,philadelphia,20:00:00-0400
10455,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Rumor,Shiba San and MK,philadelphia,N/A
10456,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Chris' Jazz Cafe,Nicholas Payton,philadelphia,N/A
10457,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Trocadero Theatre,Puddles Pity Party,philadelphia,21:00:00-0400
10458,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Sellersville Theater 1894,Alan Doyle,philadelphia,N/A
10459,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Johnny Brenda's,Octave Cat,philadelphia,21:15:00-0400
10460,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,St. Christopher School,Alex & The Kaleidoscope,philadelphia,13:00:00-0400
10461,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Trinity Presbyterian Church,Depue Brothers Band,philadelphia,19:00:00-0400
10462,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,World Cafe Live - Upstairs,The Peace Creeps,philadelphia,20:00:00-0400
10463,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Ortlieb's,Oldermost,philadelphia,08:00:00-0400
10464,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Johnny Brenda's,Octave Cat,philadelphia,20:00:00-0400
10465,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Wooden Match,The Groove Merchants,philadelphia,22:00:00-0400
10466,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Porter's Pub,Corinne Mammana,philadelphia,21:00:00-0400
10467,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Blast Furnace Room at SteelStacks,Church Girls,philadelphia,19:30:00-0400
10468,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,McCarthy's Red Stag Pub,The Rogue Diplomats,philadelphia,N/A
10469,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Ortlieb's,Oldermost,philadelphia,20:00:00-0400
10470,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Milkboy Philly,foxtrot and the get down,philadelphia,20:30:00-0400
10471,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Kung Fu Necktie,The Sideshow Prophets,philadelphia,19:30:00-0400
10472,2017-03-17,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Voltage Lounge,Dying Fetus,philadelphia,21:00:00-0400
10473,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Wells Fargo Center,Lionel Richie and Mariah Carey,philadelphia,19:00:00-0400
10474,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Electric Factory,"Borgore, 12th Planet, and Prince Fox",philadelphia,20:30:00-0400
10475,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Underground Arts,Tennis,philadelphia,21:00:00-0400
10476,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Coda,Alina Baraz,philadelphia,N/A
10477,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Penn's Peak,The Zombies and Odessey,philadelphia,20:00:00-0400
10478,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Union Transfer,Sunn O))),philadelphia,20:30:00-0400
10479,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Golden Nugget Hotel & Casino,Johnny Mathis,philadelphia,21:00:00-0400
10480,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,"Perelman Theater, Kimmel Center for the Performing Arts",Joey Alexander,philadelphia,N/A
10481,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,"Tropicana Showroom, Tropicana Casino",.38 Special,philadelphia,20:00:00-0400
10482,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,The Church of the Holy Trinity,Krishna Das,philadelphia,19:00:00-0400
10483,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Chris' Jazz Cafe,Nicholas Payton,philadelphia,N/A
10484,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Championship Bar & Grill,The Ongoing Concept and HEARTS LIKE LIONS,philadelphia,18:00:00-0400
10485,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Sellersville Theater 1894,Runa,philadelphia,20:00:00-0400
10486,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Philadelphia Art Alliance,"Stephan Crump, Ellery Eskelin, Tyshawn Sorey, Adam O'farrill, and Stephan Crump's Rhombal",philadelphia,N/A
10487,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Keswick Theatre,Southern Soul Assembly,philadelphia,N/A
10488,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Xfinity Live!,Go Go Gadjet,philadelphia,14:00:00-0400
10489,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,Voltage Lounge,Gavin Becker,philadelphia,16:30:00-0400
10490,2017-03-18,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=16,The Barbary,Faringwell,philadelphia,19:45:00-0400
