date,url,venue,artist
"<time datetime=""2017-06-17""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Forest Hills Stadium,Sigur Rós
"<time datetime=""2017-06-17T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Madison Square Garden,Neil Diamond
"<time datetime=""2017-06-17T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Nikon at Jones Beach Theater,Steve Miller Band and Peter Frampton
"<time datetime=""2017-06-17T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Beacon Theatre,"Duprees, Jimmy Beaumont, The Marcels, The Vogues, The Contours Featuring Sylvester Potts, Barbara Harris, and Blue Suede Orchestra"
"<time datetime=""2017-06-17T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,B.B. King Blues Club & Grill Main Room,Valerie Simpson
"<time datetime=""2017-06-17T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-06-17T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Rockwood Music Hall Stage 2,Ransom Pier
"<time datetime=""2017-06-19T22:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Union Pool,Reverend Vince Anderson
"<time datetime=""2017-06-20T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-06-20T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-06-21T19:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Pianos,"Foxanne, Cascading Elephants, and Soul Cannon"
"<time datetime=""2017-06-22T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,NYCB Theatre at Westbury,"Village People, The Trammps, Rose Royce, and Disco Ball"
"<time datetime=""2017-06-22""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,NYCB Theatre at Westbury,The Trammps Featuring Earl Young
"<time datetime=""2017-06-23""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Nikon at Jones Beach Theater,Cole Swindell
"<time datetime=""2017-06-23T23:45:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Le Poisson Rouge,I Love The 90s with The Fresh Kids of Bel-Air
"<time datetime=""2017-06-23T18:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Rockwood Music Hall,Tim McNary
"<time datetime=""2017-06-23T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Saint Vitus,Yob and Yellow Eyes
"<time datetime=""2017-06-24T19:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Nikon at Jones Beach Theater,Third Eye Blind and Silversun Pickups
"<time datetime=""2017-06-24T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Citi Field,Dead & Company
"<time datetime=""2017-06-24T18:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Mexicali Live,Ours
"<time datetime=""2017-06-24T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-06-24T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Saint Vitus,"Yob, Kings Destroy, and Pyrolatrous"
"<time datetime=""2017-06-25T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,Nikon at Jones Beach Theater,Rammstein
"<time datetime=""2017-06-25T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=68,B.B. King Blues Club & Grill Main Room,Jean-Luc Ponty
"<time datetime=""2017-06-25""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Saratoga Springs,Jack DeJohnette
"<time datetime=""2017-06-25T19:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,National Sawdust,Ashley Bathgate
"<time datetime=""2017-06-25T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Saint Vitus,"Yob, Godmaker, and STATIQBLOOM"
"<time datetime=""2017-06-26T22:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Union Pool,Reverend Vince Anderson
"<time datetime=""2017-06-27T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Barclays Center,"New Kids On The Block, Paula Abdul, and Boyz II Men"
"<time datetime=""2017-06-27T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-06-27T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-06-29T19:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Christopher Street Coffeehouse,Lara Herscovitch
"<time datetime=""2017-06-30T23:45:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Le Poisson Rouge,I Love The 90s with The Fresh Kids of Bel-Air
"<time datetime=""2017-06-30T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Mexicali Live,Shä-Key
"<time datetime=""2017-07-01""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Nikon at Jones Beach Theater,Nickelback
"<time datetime=""2017-07-01T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-07-01T18:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Pianos,Rob Williams
"<time datetime=""2017-07-02T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,The Paramount,Gipsy Kings
"<time datetime=""2017-07-03T22:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Union Pool,Reverend Vince Anderson
"<time datetime=""2017-07-04T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-07-04T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-07-07T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Nassau Veterans Memorial Coliseum,"New Kids On The Block, Paula Abdul, and Boyz II Men"
"<time datetime=""2017-07-08T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,B.B. King Blues Club & Grill Main Room,Ruben Studdard
"<time datetime=""2017-07-08T19:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Suite 36,Eric Stanley
"<time datetime=""2017-07-08T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-07-10T22:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Union Pool,Reverend Vince Anderson
"<time datetime=""2017-07-11T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-07-11T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-07-12T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,B.B. King Blues Club & Grill Main Room,Walter Trout
"<time datetime=""2017-07-13T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,B.B. King Blues Club & Grill Main Room,David Allan Coe
"<time datetime=""2017-07-15T17:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Forest Hills Stadium,My Morning Jacket
"<time datetime=""2017-07-15T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-07-17T22:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Union Pool,Reverend Vince Anderson
"<time datetime=""2017-07-18T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Nikon at Jones Beach Theater,Rod Stewart and Cyndi Lauper
"<time datetime=""2017-07-18T18:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Highline Ballroom,Punderdome 3000
"<time datetime=""2017-07-18T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-07-18T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-07-19T20:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,"SummerStage, Central Park",PJ Harvey
"<time datetime=""2017-07-20T19:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Nikon at Jones Beach Theater,Foreigner
"<time datetime=""2017-07-20T18:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Prospect Park,Conor Oberst
"<time datetime=""2017-07-20""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,92nd Street Y,Jane Monheit
"<time datetime=""2017-07-21""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Barclays Center,Iron Maiden
"<time datetime=""2017-07-21T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Madison Square Garden,Phish
"<time datetime=""2017-07-21T23:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,PlayStation Theater,MOE.
"<time datetime=""2017-07-22T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Madison Square Garden,Phish
"<time datetime=""2017-07-22T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-07-23T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Madison Square Garden,Phish
"<time datetime=""2017-07-24T22:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Union Pool,Reverend Vince Anderson
"<time datetime=""2017-07-25T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Madison Square Garden,Phish
"<time datetime=""2017-07-25T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-07-25T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-07-26T17:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=69,Forest Hills Stadium,Tom Petty And The Heartbreakers
"<time datetime=""2017-07-26T18:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Forest Hills Stadium,Tom Petty
"<time datetime=""2017-07-26T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Madison Square Garden,Phish
"<time datetime=""2017-07-27T17:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Forest Hills Stadium,Tom Petty And The Heartbreakers
"<time datetime=""2017-07-27T18:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Forest Hills Stadium,Tom Petty
"<time datetime=""2017-07-28T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Nikon at Jones Beach Theater,Doobie Brothers and Chicago
"<time datetime=""2017-07-28T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Madison Square Garden,Phish
"<time datetime=""2017-07-28T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Barclays Center,Queen + Adam Lambert
"<time datetime=""2017-07-29T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Madison Square Garden,Phish
"<time datetime=""2017-07-29T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-07-30T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Madison Square Garden,Phish
"<time datetime=""2017-08-01T19:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Nikon at Jones Beach Theater,Kings of Leon and Nathaniel Rateliff & The Night Sweats
"<time datetime=""2017-08-01T19:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Madison Square Garden,atom(bang)
"<time datetime=""2017-08-01T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-08-01T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-08-02T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Madison Square Garden,Phish
"<time datetime=""2017-08-03T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,B.B. King Blues Club & Grill Main Room,Average White Band
"<time datetime=""2017-08-04T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Madison Square Garden,Phish
"<time datetime=""2017-08-05T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Madison Square Garden,Phish
"<time datetime=""2017-08-05T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-08-06T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Madison Square Garden,Phish
"<time datetime=""2017-08-08T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-08-08T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-08-12T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-08-12T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,NYCB Theatre at Westbury,Concert
"<time datetime=""2017-08-15T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-08-15T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-08-19T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-08-22T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-08-22T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-08-22T11:15:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Brooklyn Central Public Library,Alex & The Kaleidoscope
"<time datetime=""2017-08-26""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Nikon at Jones Beach Theater,Deep Purple and Alice Cooper
"<time datetime=""2017-08-26T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-08-28T18:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,The Bitter End,Grant Maloy Smith
"<time datetime=""2017-08-29T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-08-29T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-09-02T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-09-05T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-09-05T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-09-08T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Madison Square Garden,Eric Clapton
"<time datetime=""2017-09-08T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Brooklyn Steel,Vulfpeck
"<time datetime=""2017-09-09T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Brooklyn Steel,Vulfpeck
"<time datetime=""2017-09-09T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-09-11T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Barclays Center,Roger Waters
"<time datetime=""2017-09-12T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=70,Barclays Center,Roger Waters
"<time datetime=""2017-09-12T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-09-12T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-09-15T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,Nassau Veterans Memorial Coliseum,Roger Waters
"<time datetime=""2017-09-16T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,Nassau Veterans Memorial Coliseum,Roger Waters
"<time datetime=""2017-09-16""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,Radio City Music Hall,2CELLOS
"<time datetime=""2017-09-16T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-09-17T18:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,NYCB Theatre at Westbury,"Lou Christie, The Tymes, Shirley Alston Reeves, Eddie Holman, Del, and Jimmy Beaumont"
"<time datetime=""2017-09-19T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-09-19T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-09-21T18:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,Highline Ballroom,Jen Kirkman
"<time datetime=""2017-09-22""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,Madison Square Garden,Bruno Mars
"<time datetime=""2017-09-23T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,Madison Square Garden,Bruno Mars
"<time datetime=""2017-09-23T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-09-26T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-09-26T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-09-30T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-10-02T19:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,The Bowery Ballroom,Tash Sultana
"<time datetime=""2017-10-03T19:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,Music Hall of Williamsburg,Tash Sultana
"<time datetime=""2017-10-03T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-10-03T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-10-04""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,Barclays Center,Bruno Mars
"<time datetime=""2017-10-05""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,Nassau Veterans Memorial Coliseum,Bruno Mars
"<time datetime=""2017-10-06""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,"Frederick P. Rose Hall, Jazz at Lincoln Cente",Jack DeJohnette
"<time datetime=""2017-10-07""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,"Frederick P. Rose Hall, Jazz at Lincoln Cente",Jack DeJohnette
"<time datetime=""2017-10-07T20:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,Knitting Factory,Tankcsapda
"<time datetime=""2017-10-07T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-10-10T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-10-10T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-10-14T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-10-17T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-10-17T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-10-21T07:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,People's Voice Cafe,Bill & Eli Perras
"<time datetime=""2017-10-21T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-10-24T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-10-24T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-10-27T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,Barclays Center,"Tim McGraw, Faith Hill, Soul2Soul with Tim McGraw and Faith Hill, and Margo Price"
"<time datetime=""2017-10-28T19:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,Kings Theatre,Aziza and Elena Maximova
"<time datetime=""2017-10-28T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-10-31T19:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-10-31T21:30:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-11-04T23:00:00-0400""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-11-07T19:30:00-0500""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-11-07T21:30:00-0500""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-11-11T23:00:00-0500""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-11-14T19:30:00-0500""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-11-14T21:30:00-0500""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-11-18T23:00:00-0500""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-11-21T19:30:00-0500""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-11-21T21:30:00-0500""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-11-25T23:00:00-0500""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=71,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-11-28T19:30:00-0500""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=72,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-11-28T21:30:00-0500""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=72,B.B. King Blues Club & Grill Main Room,B.B. King Blues Club All*Stars
"<time datetime=""2017-12-02T23:00:00-0500""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=72,The Bowery Electric,DJ Bobby B
"<time datetime=""2017-12-07""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=72,"Zankel Hall, Carnegie Hall",Lucas Debargue
"<time datetime=""2017-12-09T23:00:00-0500""></time>",https://www.songkick.com/metro_areas/7644-us-new-york?page=72,The Bowery Electric,DJ Bobby B
