ground_strikes_landed,strikes_avoided_pct,attempted_strikes,weight,passes,hometown,age,reach,leg_reach,fighter_name,submissions,takedowns_defended_pct,successful_takedowns,attempted_takedowns,sweeps,fight_out_of,height,standing_strikes_landed,fight_record,other_strikes_landed
37,62,665,145 lb ( 65 kg ),8,Po-Hang South Korea,29,"72""","38""",chan-Sung-Jung,4,69,5,7,0,Seoul South Korea,"5' 7"" ( 170 cm )",185,14-4-0,32
1,45,28,155 lb ( 70 kg ),0,"Temple, Texas USA",31,None,None,mike-Joy,0,N/A		,0,1,0,None,"5' 6"" ( 167 cm )",7,None,1
51,62,704,170 lb ( 77 kg ),2,"Los Angeles, California USA",35,"73""","41""",alan-Jouban,0,64,3,6,0,"Los Angeles, California USA","6' 0"" ( 182 cm )",287,15-4-0,33
87,61,533,185 lb ( 84 kg ),14,Orneta Poland,27,"77""","41""",krzysztof-Jotko,0,89,7,17,3,Orneta Poland,"6' 1"" ( 185 cm )",107,19-1-0,55
None,66,54,170 lb ( 77 kg ),0,"Hamilton, Ontario Canada",41,None,None,jeff-Joslin,1,64,0,0,0,None,"6' 0"" ( 182 cm )",None,None,None
177,65,2062,135 lb ( 61 kg ),29,"Payson, UT USA",34,"66""","37""",scott-Jorgensen,12,60,43,94,5,"Boise, ID USA","5' 5"" ( 165 cm )",526,None,130
None,60,332,155 lb ( 70 kg ),4,Rio de Janeiro Brazil,36,"74""",None,ivan-Jorge,2,75,5,31,1,"Florianopolis, Santa Catarina Brazil","5' 9"" ( 175 cm )",58,None,None
47,47,472,260 lb ( 118 kg ),14,"El Paso, Texas USA",32,"75""",None,shawn-Jordan,0,77,9,26,0,"Baton Rouge, Louisiana USA","6' 0"" ( 182 cm )",118,None,70
None,50,3,154 lb ( 70 kg ),0,"Canton, Illinois - USA USA",48,None,None,phil-Johns,0,50,0,1,0,None,"5' 2"" ( 157 cm )",1,None,None
None,59,80,135 lb ( 61 kg ),3,Swansea Wales,24,"71""","39""",brett-johns,0,N/A		,11,15,0,Swansea Wales,"5' 7"" ( 170 cm )",22,13-0-0,None
13,57,574,170 lb ( 77 kg ),6,Xinjiang China,28,"71""","40""",li-Jingliang,0,60,6,17,1,Beijing China,"6' 0"" ( 182 cm )",182,12-4-0,44
76,47,313,205 lb ( 93 kg ),3,"St. John, New Brunswick Canada",35,"73""",None,ryan-Jimmo,0,88,2,7,0,"Edmonton, Alberta Canada","6' 2"" ( 187 cm )",90,None,41
,,,196 lb ( 89 kg ),,"St. Louis, Missouri USA",None,None,None,art-Jimmerson,,,,,,None,"6' 1"" ( 185 cm )",,None,
None,51,16,170 lb ( 77 kg ),0,"Honolulu, Hawaii USA",46,None,None,ronald-Jhun,0,100,1,1,0,None,"5' 11"" ( 180 cm )",3,None,None
8,66,84,155 lb ( 70 kg ),0,Szczecin Poland,36,None,None,maciej-Jewtuszko,1,43,0,0,0,Szczecin Poland,"6' 0"" ( 182 cm )",29,None,1
,,,265 lb ( 120 kg ),,"Edina, MN USA",None,None,None,zak-Jensen,,,,,,None,"6' 4"" ( 193 cm )",,None,
,,,None,,USA,None,None,None,steve-Jennum,,,,,,None,None,,None,
,,,185 lb ( 84 kg ),,"Denver, Colorado USA",None,None,None,trent-Jenkins,,,,,,None,"6' 2"" ( 187 cm )",,None,
7,59,248,185 lb ( 84 kg ),3,"Omaha, Nebraska USA",39,None,None,ryan-Jensen,5,31,4,8,2,None,"6' 1"" ( 185 cm )",57,None,36
,,,None,,None,None,None,None,paul-Jenkins,,,,,,None,None,,None,
,,,None,,None,None,None,None,adrienna-Jenkins,,,,,,None,None,,None,
157,69,1733,115 lb ( 52 kg ),0,Olsztyn Poland,29,"65""","35""",joanna-Jedrzejczyk,0,82,2,3,0,Olsztyn Poland,"5' 6"" ( 167 cm )",657,13-0-0,16
13,56,314,145 lb ( 65 kg ),2,"Quixada, Ceara Brazil",32,"70""","40""",rony-Jason,4,48,3,9,0,"Quixada, Ceara Brazil","5' 7"" ( 170 cm )",102,"15-6-0, 1NC",22
61,59,1449,185 lb ( 84 kg ),0,"Butte, MT USA",41,None,None,keith-Jardine,0,63,3,9,0,"Albuquerque, New Mexico USA","6' 2"" ( 187 cm )",454,None,23
None,57,63,170 lb ( 77 kg ),0,"Fergus, Ontario Canada",31,None,None,brock-Jardine,1,14,0,2,0,"Orem, Utah USA","5' 11"" ( 180 cm )",None,None,None
,,,None,,None,None,None,None,gigo-Jara,,,,,,None,None,,None,
13,58,361,155 lb ( 70 kg ),11,"Portland, OR USA",37,None,None,dave-Jansen,4,38,13,36,1,None,"5' 9"" ( 175 cm )",73,None,10
6,59,78,155 lb ( 70 kg ),0,"Pikeville, Kentucky",38,None,None,joe-Jordan,0,67,0,0,0,None,"5' 6"" ( 167 cm )",12,None,2
10,56,414,115 lb ( 52 kg ),0,"San Diego, California United States",31,"64""","38""",jocelyn-jones-lybarger,0,82,1,4,0,"Glendale, Arizona United States","5' 7"" ( 170 cm )",116,6-4-0,3
,,,None,,USA,None,None,None,paul-Jones,,,,,,None,None,,None,
None,59,19,265 lb ( 120 kg ),2,"Jacksonville, Florida USA",43,None,None,marcus-Jones,1,N/A		,3,4,0,None,"6' 6"" ( 198 cm )",4,None,None
22,45,141,185 lb ( 84 kg ),0,"San Diego, California USA",29,"78""",None,justin-jones,1,46,2,13,0,"San Diego, California USA","5' 11"" ( 180 cm )",25,None,4
199,66,1836,205 lb ( 93 kg ),26,"Rochester, New York USA",29,"84""","45""",jon-Jones,10,95,36,69,0,"Albuquerque, New Mexico USA","6' 4"" ( 193 cm )",617,22-1-0,205
,,,None,,None,None,None,None,jason-Jones,,,,,,None,None,,None,
None,56,15,None,0,None,None,None,None,carlton-Jones,0,57,0,0,0,None,None,1,None,None
None,16,17,205 lb ( 93 kg ),1,"Fairfield, CA USA",32,"75""","43""",daniel-jolly,0,25,0,2,0,"Austin, TX United States","6' 1"" ( 185 cm )",1,None,None
,,,None,,USA,None,None,None,brian-Johnston,,,,,,None,None,,None,
42,50,336,265 lb ( 120 kg ),3,"Lamberton, Minnesota USA",31,"77""","42""",timothy-johnson,0,64,5,14,0,"Fargo, North Dakota USA","6' 3"" ( 190 cm )",59,10-3-0,35
71,58,1931,155 lb ( 70 kg ),0,"St. Louis, Missouri United States",30,"73""","41""",michael-Johnson,1,80,7,13,2,"Boca Raton, Florida United States","5' 10"" ( 177 cm )",580,18-11-0,32
68,55,222,240 lb ( 109 kg ),1,"Madera, California USA",39,None,None,lavar-Johnson,0,54,1,1,0,"San Jose, California USA","6' 4"" ( 193 cm )",58,None,18
14,64,246,155 lb ( 70 kg ),4,"Burns Lake, British Columbia Canada",32,"75""",None,kajan-johnson,1,82,7,20,1,"Montreal, Quebec Canada","5' 11"" ( 180 cm )",58,21-12-1,34
3,49,67,205 lb ( 93 kg ),5,"Richmond, Virginia USA",28,"79""","41""",jordan-Johnson,2,N/A		,4,5,0,"San Diego, California USA","6' 2"" ( 187 cm )",23,7-0-0,13
,,,None,,None,None,None,None,deshaun-Johnson,,,,,,None,None,,None,
375,65,1961,125 lb ( 56 kg ),50,"Madisonville, KY USA",30,"64""","34""",demetrious-Johnson,10,63,74,137,3,"Parkland, WA USA","5' 3"" ( 160 cm )",565,25-2-1,98
7,35,26,145 lb ( 65 kg ),0,"Fontana, CA USA",29,"70""",None,dashon-Johnson,1,64,1,3,1,"Escondido, CA USA","5' 7"" ( 170 cm )",8,None,3
31,51,271,155 lb ( 70 kg ),10,Busan South Korea,28,"70""","42""",dong-hyun-the-mestro-kim,0,33,6,10,1,Busan South Korea,"5' 11"" ( 180 cm )",79,14-8-3,13
20,51,355,170 lb ( 77 kg ),12,"Salt Lake City, UT USA",34,None,None,daMarques-Johnson,3,19,5,9,2,"Salt Lake City, Utah USA","6' 1"" ( 185 cm )",80,None,34
5,62,175,145 lb ( 65 kg ),9,Kagoshima Japan,35,"66""",None,katsunori-Kikuno,1,77,4,5,1,Tokyo Japan,"5' 8"" ( 172 cm )",71,23-8-2,3
,,,None,,USA,None,None,None,sinae-Kikuta,,,,,,None,None,,None,
,,,None,,None,None,None,None,alex-Khanbabian,,,,,,None,None,,None,
,,,170 lb ( 77 kg ),,"Grozny, Chechen Republic Russia",32,None,None,adam-Khaliev,,,,,,"Grozny, Chechen Republic Russia","5' 10"" ( 177 cm )",,6-0-0,
19,67,635,155 lb ( 70 kg ),8,Dagestan Russia,30,"73""","40""",rustam-Khabilov,1,63,32,65,1,Derbent Dagestan,"5' 8"" ( 172 cm )",137,21-3-0,77
None,33,19,155 lb ( 70 kg ),0,"New London, CT USA",34,None,None,will-Kerr,4,N/A		,0,0,0,"New London, CT USA","5' 10"" ( 177 cm )",3,None,None
,,,250 lb ( 113 kg ),,USA,48,None,None,mark-Kerr,,,,,,None,"6' 0"" ( 182 cm )",,None,
49,62,434,185 lb ( 84 kg ),15,"San Luis Obispo, CA United States",37,"74""","40""",tim-Kennedy,1,71,11,30,1,"Austin, TX United States","5' 11"" ( 180 cm )",119,18-6-0,32
None,46,114,170 lb ( 77 kg ),1,Watford England,33,"71""","43""",steve-kennedy,0,N/A		,3,9,0,Morley Western Australia,"6' 0"" ( 182 cm )",5,None,None
11,53,71,145 lb ( 65 kg ),0,"Surrey, British Columbia Canada",24,"71""","39""",jeremy-kennedy,0,100,5,14,0,"Surrey, British Columbia Canada","5' 11"" ( 180 cm )",15,9-0-0,1
20,66,557,185 lb ( 84 kg ),15,"Melbourne, Victoria Australia",39,"70""","43""",dan-Kelly,1,80,10,20,0,"Melbourne, Victoria Australia","6' 0"" ( 182 cm )",152,12-1-0,55
46,60,856,155 lb ( 70 kg ),17,Liverpool England,32,None,None,paul-Kelly,10,31,9,15,9,None,"5' 9"" ( 175 cm )",112,None,167
35,49,318,125 lb ( 56 kg ),8,"Dallas, TX USA",35,"68""","38""",chris-kelades,1,54,4,22,1,"Cole Harbour, Nova Scotia Canada","5' 7"" ( 170 cm )",70,9-3-0,34
2,50,16,155 lb ( 70 kg ),2,"San Francisco, California USA",30,None,None,CJ-Keith,0,63,0,1,1,"Porterville, California USA","6' 0"" ( 182 cm )",3,None,3
None,47,262,135 lb ( 61 kg ),1,"Chicago, IL USA",35,"64""",None,julie-Kedzie,0,79,2,9,0,"Albuquerque, NM USA","5' 5"" ( 165 cm )",16,None,None
10,51,291,145 lb ( 65 kg ),17,Ibaraki Japan,38,"69""","39""",tatsuya-Kawajiri,2,64,18,58,2,Ibaraki Japan,"5' 7"" ( 170 cm )",69,35-10-2,57
143,63,758,135 lb ( 61 kg ),3,"Victoria, British Columbia Canada",31,"67""","39""",sarah-Kaufman,0,81,2,5,0,"Victoria, British Columbia Canada","5' 5"" ( 165 cm )",216,"17-4-0, 1NC",22
None,49,109,155 lb ( 70 kg ),1,Kanagawa Japan,27,"67""","38""",yusuke-kasuya,0,N/A		,2,6,1,Kanagawa Japan,"5' 7"" ( 170 cm )",2,9-3-2,None
3,54,11,225 lb ( 102 kg ),0,"Shiga, Japan USA",46,None,None,tsuyoshi-Kosaka,0,33,1,1,0,None,"5' 11"" ( 180 cm )",1,None,2
1,40,79,135 lb ( 61 kg ),0,Brasilia Brazil,None,None,None,bruno-korea,0,25,0,0,0,Rio de Janerio Brazil,"5' 6"" ( 167 cm )",17,4-2-0,9
None,44,50,170 lb ( 77 kg ),1,"Simi Valley, California USA",35,None,None,jon-Koppenhaver,0,40,1,2,1,None,"5' 11"" ( 180 cm )",26,None,None
216,55,987,240 lb ( 109 kg ),12,Paris France,41,None,None,cheick-Kongo,3,52,24,38,3,None,"6' 4"" ( 193 cm )",213,None,145
None,52,7,200 lb ( 90 kg ),0,"Niigata, Japan USA",41,None,None,yuki-Kondo,0,38,0,2,0,None,"5' 11"" ( 180 cm )",None,None,None
None,50,5,170 lb ( 77 kg ),0,"Hobart, IN USA",42,None,None,john-Kolosci,0,N/A		,0,2,0,None,"5' 11"" ( 180 cm )",None,None,None
None,47,18,155 lb ( 70 kg ),0,None,None,None,None,charlie-Kohler,2,N/A		,0,1,0,None,"5' 8"" ( 172 cm )",None,None,None
,,,None,,USA,None,None,None,brad-Kohler,,,,,,None,None,,None,
56,45,481,155 lb ( 70 kg ),11,"Cedar Rapids, IA USA",28,"70""",None,erik-Koch,9,80,4,9,0,"Milwaukee, WI USA","5' 10"" ( 177 cm )",101,15-4-0,46
5,52,547,145 lb ( 65 kg ),3,"Jackson, Mississippi United States",24,"71""","39""",jason-knight,9,44,7,19,0,"D'Iberville, Mississippi United States","5' 10"" ( 177 cm )",154,19-2-0,35
None,22,0,170 lb ( 77 kg ),0,"Chicago, Illinois USA",32,None,None,kevin-Knabjian,0,100,0,0,0,None,"5' 10"" ( 177 cm )",None,None,None
29,73,110,155 lb ( 70 kg ),0,Kalamazoo Michigan ,28,"70""","39""",drakkar-klose,0,N/A		,2,2,0,"Glendale, Arizona United States","5' 8"" ( 172 cm )",36,6-0-1,3
,,,None,,USA,None,None,None,koji-Kitao,,,,,,None,None,,None,
27,53,242,115 lb ( 52 kg ),6,St. Petersburgh Russia,28,"64""","36""",justine-Kish,1,50,4,11,2,"Los Angeles, California USA","5' 5"" ( 165 cm )",90,6-0-0,6
82,51,744,205 lb ( 93 kg ),9,"San Jose, CA USA",34,"76""",None,kyle-Kingsbury,0,52,18,43,0,"San Jose, CA USA","6' 4"" ( 193 cm )",208,None,14
5,73,65,185 lb ( 84 kg ),3,"Dresden, OH USA",33,"75""",None,mike-king,2,40,1,4,0,"Simpsonville, SC USA","6' 3"" ( 190 cm )",17,None,16
7,52,301,135 lb ( 61 kg ),5,"Honolulu, Hawaii USA",27,"71""",None,dustin-Kimura,7,50,3,8,1,"Honolulu, Hawaii USA","5' 7"" ( 170 cm )",50,None,7
45,38,193,185 lb ( 84 kg ),6,"Kansas City, KS USA",36,None,None,rob-Kimmons,8,25,7,15,1,"Liberty, MO USA","5' 10"" ( 177 cm )",26,None,23
None,52,17,205 lb ( 93 kg ),0,"Burlington, Vermont United States",25,"72""","41""",jeremy-Kimball,0,N/A		,0,0,0,"Colorado Springs, Colorado United States","6' 0"" ( 182 cm )",None,14-6-0,None
,,,None,,USA,None,None,None,todd-Butler,,,,,,None,None,,None,
4,60,82,185 lb ( 84 kg ),4,"Rio De Janeiro, Brazil USA",50,None,None,murilo-Bustamante,2,55,6,29,0,None,"6' 1"" ( 185 cm )",24,None,13
1,26,18,185 lb ( 84 kg ),5,"Meridian, Mississippi USA",31,"73""",None,bubba-Bush,0,60,3,6,0,"College Station, TX USA","6' 0"" ( 182 cm )",5,"8-3-0, 1NC",4
,,,145 lb ( 65 kg ),,"Itapira, Sao Paulo Brazil",26,"70""","40""",martin-Buschkamp,,,,,,Tuttlingen Germany,"5' 9"" ( 175 cm )",,"9-0-0, 1NC",
45,56,337,170 lb ( 77 kg ),1,"Phladelphia, Pennsylvania USA",27,"76""",None,nah-Shon-Burrell,1,52,0,1,1,"Philadelphia, Pennsylvania USA","5' 11"" ( 180 cm )",104,None,28
24,53,373,170 lb ( 77 kg ),1,"Carroll, Iowa USA",36,None,None,kevin-Burns,3,48,1,2,0,None,"5' 11"" ( 180 cm )",108,None,13
29,57,426,155 lb ( 70 kg ),10,"Niteroi, Rio de Janeiro Brasil",30,"71""","39""",gilbert-Burns,5,36,9,30,0,"Boca Raton, Florida USA","5' 10"" ( 177 cm )",115,11-2-0,11
19,62,246,155 lb ( 70 kg ),25,"Muriae, Minas Gerais Brazil",33,"73""","40""",yan-cabral,4,38,11,36,1,Barcelona Spain,"5' 11"" ( 180 cm )",58,None,38
4,50,23,170 lb ( 77 kg ),0,"Compton, California - USA USA",45,None,None,chris-Brennan,1,25,0,2,0,None,"5' 8"" ( 172 cm )",3,None,1
142,57,1060,185 lb ( 84 kg ),15,"Lincolnville, Maine United States",36,"74""","42""",tim-Boetsch,11,58,21,59,2,"Sunbury, Pennsylvania United States","6' 0"" ( 182 cm )",322,20-10-0,76
None,48,133,145 lb ( 65 kg ),1,Rio de Janeiro Brazil,34,"70""","39""",fernando-bruno,1,56,4,18,0,Rio de Janeiro Brazil,"5' 6"" ( 167 cm )",13,16-4-0,None
3,63,168,185 lb ( 84 kg ),2,"Poughkeepsie, New York USA",31,"73""","38""",keith-Berish,0,N/A		,2,5,0,"Kingston, New York USA","6' 0"" ( 182 cm )",57,"5-1-0, 1NC",1
None,28,17,170 lb ( 77 kg ),0,"Rupert, Idaho USA",None,None,None,dan-Barrera,0,N/A		,1,12,1,None,"5' 9"" ( 175 cm )",6,None,None
65,51,982,170 lb ( 77 kg ),4,"Kauai, Hawaii USA",35,"74""",None,seth-Baczynski,5,48,6,36,0,"Apache Junction, Arizona USA","6' 3"" ( 190 cm )",209,18-11-0,36
11,50,70,170 lb ( 77 kg ),1,"Kabul, Afghanistan USA",39,None,None,romie-Aram,0,83,2,4,0,None,"5' 9"" ( 175 cm )",10,None,3
97,64,1902,155 lb ( 70 kg ),19,Fortaleza Brazil,33,"70""","37""",thiago-Alves,6,63,11,17,2,"Coconut Creek, Florida USA","5' 9"" ( 175 cm )",590,26-12-0,97
40,52,801,135 lb ( 61 kg ),38,Marajo Brazil,36,"71""","40""",iuri-Alcantara,7,58,14,20,1,"Soure, Para Brazil","5' 9"" ( 175 cm )",227,"33-7-0, 1NC",117
34,50,486,185 lb ( 84 kg ),11,"Soure, Para Brazil",34,"78""",None,ildemar-Alcantara,6,82,13,19,0,"Soure, Para Brazil","6' 2"" ( 187 cm )",129,None,25
None,29,62,115 lb ( 52 kg ),0,Vulcanesti Moldova Republic,26,None,None,alexandra-Albu,1,88,0,1,0,Moscow Russia,"5' 3"" ( 160 cm )",13,6-0-0,None
,,,None,,USA,None,None,None,wes-Albritton,,,,,,None,None,,None,
15,35,135,135 lb ( 61 kg ),4,"Reno, NV USA",30,None,None,john-Albert,9,50,0,3,1,"Puyallup, WA USA","5' 8"" ( 172 cm )",34,None,18
None,60,135,205 lb ( 93 kg ),1,"Ames, Iowa USA",34,None,None,razak-Al-Hassan,0,57,1,5,1,None,"6' 2"" ( 187 cm )",6,None,None
9,58,768,170 lb ( 77 kg ),10,Osaka Japan,41,"73""","42""",yoshihiro-Akiyama,1,93,12,20,0,None,"5' 10"" ( 177 cm )",239,"14-6-0, 2NC",53
None,53,161,242 lb ( 109 kg ),0,Beirut Lebanon,43,None,None,mostapha-Al-Turk,0,N/A		,0,9,0,None,"6' 2"" ( 187 cm )",3,None,None
28,58,556,170 lb ( 77 kg ),4,"Kizlyar, Dagestan Russia",29,"73""","40""",omari-Akhmedov,2,50,13,26,0,Makhachkala Russia,"6' 0"" ( 182 cm )",126,16-3-0,39
None,55,189,115 lb ( 52 kg ),0,None,None,None,None,jessica-aguilar,0,N/A		,0,3,0,None,"5' 4"" ( 162 cm )",7,19-5-0,None
,,,200 lb ( 90 kg ),,USA,None,None,None,marcello-Aguiar,,,,,,None,"6' 0"" ( 182 cm )",,None,
None,42,43,155 lb ( 70 kg ),0,USA,None,None,None,nick-Agallar,0,N/A		,0,2,0,None,"5' 7"" ( 170 cm )",1,None,None
,,,205 lb ( 93 kg ),,USA,37,None,None,sam-Adkins,,,,,,None,"6' 0"" ( 182 cm )",,None,
,,,225 lb ( 102 kg ),,"Ventura, California USA",42,None,None,scott-Adams,,,,,,None,"6' 0"" ( 182 cm )",,None,
,,,None,,None,None,None,None,ryan-Ackerman,,,,,,None,None,,None,
13,68,252,185 lb ( 84 kg ),4,"Dourados, Mato Grosso do Sul Brazil",32,"73""",None,ricardo-abreu,1,100,3,7,0,"Huntington Beach, California USA","5' 11"" ( 180 cm )",58,5-1-0,9
34,49,176,185 lb ( 84 kg ),7,Kinshasa Democratic Republic of Congo,38,"74""",None,papy-Abedi,3,50,8,14,0,Stockholm Sweden,"5' 11"" ( 180 cm )",36,None,27
43,59,294,235 lb ( 106 kg ),4,Dagestan Russia,35,"76""","41""",shamil-abdurakhimov,1,78,5,22,0,Dagestan Russia,"6' 3"" ( 190 cm )",82,17-4-0,8
7,38,31,250 lb ( 113 kg ),0,"Orange, California  USA",51,None,None,tank-Abbott,0,67,0,0,0,None,"6' 0"" ( 182 cm )",4,None,1
14,58,155,185 lb ( 84 kg ),0,Amman Jordan,33,None,None,danny-Abbadi,0,78,0,0,0,None,"5' 11"" ( 180 cm )",42,None,3
3,30,30,170 lb ( 77 kg ),0,Rio de Janeiro Brazil,37,None,None,amilcar-Alves,0,53,0,1,0,Rio Brazil,"6' 0"" ( 182 cm )",7,None,4
None,48,16,230 lb ( 104 kg ),0,USA,45,None,None,sean-Alvarez,0,N/A		,0,9,0,None,"6' 0"" ( 182 cm )",1,None,None
41,59,411,155 lb ( 70 kg ),2,"Philadelphia, Pennsylvania United States",33,"69""","40""",eddie-alvarez,0,92,10,37,0,"Boca Raton, Florida United States","5' 9"" ( 175 cm )",128,28-5-0,6
None,66,501,135 lb ( 61 kg ),0,Sao Paulo Brazil,25,"70""","38""",thomas-almeida,0,80,0,0,0,Sao Paulo Brazil,"5' 7"" ( 170 cm )",32,21-1-0,None
37,61,478,170 lb ( 77 kg ),22,"New York, New York USA",40,"74""",None,ricardo-Almeida,11,31,32,84,0,None,"6' 0"" ( 182 cm )",116,None,102
13,44,81,115 lb ( 52 kg ),2,"Sorocaba, Sao Paulo Brazil",27,"68""","38""",ericka-almeida,0,38,1,3,0,"Sorocaba, Sao Paulo Brazil","5' 6"" ( 167 cm )",16,7-2-0,3
5,59,63,170 lb ( 77 kg ),2,"Ipswich, Queensland Australia",35,"75""",None,ben-alloway,0,27,1,2,0,"Gold Coast, Queensland Australia","5' 11"" ( 180 cm )",20,None,6
7,53,176,145 lb ( 65 kg ),1,Ipswich England,23,"70""","39""",arnold-allen,1,83,5,8,0,"Trimley St. Martin, Suffolk England","5' 8"" ( 172 cm )",34,11-1-0,13
4,58,40,170 lb ( 77 kg ),3,Dagestan Russia,32,"74""","40""",sultan-aliev,0,100,2,3,1,"Coconut Creek, Florida USA","6' 0"" ( 182 cm )",10,14-2-0,9
,,,None,,USA,None,None,None,royce-Alger,,,,,,None,None,,None,
9,42,149,170 lb ( 77 kg ),0,Florianopolis Brazil,27,"75""",None,marcio-alexandre,1,72,1,5,0,Florianopolis Brazil,"6' 0"" ( 182 cm )",50,None,8
24,53,165,215 lb ( 97 kg ),0,"East St Louis, Illinois USA",44,None,None,houston-Alexander,0,33,1,1,0,None,"6' 0"" ( 182 cm )",45,None,23
41,58,595,155 lb ( 70 kg ),13,"Vancouver, British Columbia Canada",37,None,None,john-Alessio,8,72,14,37,2,"Las Vegas, Nevada USA","5' 10"" ( 177 cm )",118,None,51
21,57,335,145 lb ( 65 kg ),2,"New York, New York USA",30,"71""","40""",jim-Alers,1,80,7,17,0,"Fort Lauderdale, Florida USA","5' 9"" ( 175 cm )",102,None,12
19,55,81,115 lb ( 52 kg ),0,"Denver, Colorado USA",24,"67""","37""",jj-aldrich,0,33,0,0,0,"Westminster, Colorado USA","5' 5"" ( 165 cm )",8,4-2-0,4
21,72,1776,145 lb ( 65 kg ),18,Manaus Brazil,30,"70""","40""",jose-Aldo,3,92,13,18,0,Rio de Janeiro Brazil,"5' 7"" ( 170 cm )",630,26-2-0,121
13,58,256,135 lb ( 61 kg ),0,"Culiacan, Sinaloa Mexico",28,"68""","38""",irene-aldana,0,N/A		,1,1,0,"Gudalajara, Jalisco Mexico","5' 9"" ( 175 cm )",94,7-3-0,1
19,26,62,245 lb ( 111 kg ),2,"Phoenix, Arizona USA",None,None,None,gilbert-Aldana,0,33,2,5,0,None,"6' 2"" ( 187 cm )",6,None,9
,,,None,,USA,None,None,None,alfonso-Alcarez,,,,,,None,"6' 3"" ( 190 cm )",,None,
16,45,82,170 lb ( 77 kg ),3,Saitama Japan,31,"70""",None,shinsho-anzai,0,100,3,12,0,Tokyo Japan,"5' 7"" ( 170 cm )",37,9-2-0,1
None,45,50,170 lb ( 77 kg ),0,Inner Mongolia China,25,None,None,anying-Wang,0,33,0,0,0,Xi'an China,"6' 0"" ( 182 cm )",None,None,None
None,67,4,205 lb ( 93 kg ),1,Dagestan Russia,29,"70""","40""",gadzhimurad-Antigulov,1,N/A		,1,1,0,Makhachkala Russia,"5' 11"" ( 180 cm )",None,19-4-0,None
30,54,323,115 lb ( 52 kg ),7,"Weston, Florida USA",31,"64""","39""",nina-ansaroff,4,73,2,4,1,"Weston, FL USA","5' 5"" ( 165 cm )",113,7-5-0,20
None,25,1,198 lb ( 89 kg ),0,"Suginami Tokyo, Japan USA",49,None,None,yoji-Anjo,0,N/A		,0,1,0,None,"5' 11"" ( 180 cm )",None,None,None
16,59,126,205 lb ( 93 kg ),0,"Minot, North Dakota USA",43,None,None,reese-Andy,0,40,1,5,0,None,"5' 10"" ( 177 cm )",47,None,1
19,47,163,185 lb ( 84 kg ),5,Wellington New Zealand,37,"74""",None,dylan-Andrews,1,57,7,14,0,"Gold Coast, Queensland Australia","6' 1"" ( 185 cm )",45,None,18
,,,None,,USA,None,None,None,jermaine-Andre,,,,,,None,None,,None,
162,57,1267,115 lb ( 52 kg ),20,"Umuarama, Parana Brazil",25,"62""","35""",jessica-Andrade,5,74,17,27,0,"Niteroi, Rio de Janeiro Brazil","5' 3"" ( 160 cm )",438,16-5-0,66
,,,None,,USA,None,None,None,alex-Andrade,,,,,,None,None,,None,
,,,None,,USA,None,None,None,lowell-Anderson,,,,,,None,None,,None,
72,59,1083,205 lb ( 93 kg ),21,"Rockton, Illinois USA",27,"79""","44""",corey-anderson,0,33,29,55,0,"Robbinsville, New Jersey USA","6' 3"" ( 190 cm )",281,10-2-0,147
,,,None,,USA,None,None,None,andy-Anderson,,,,,,None,None,,None,
,,,None,,USA,None,None,None,matt-Andersen,,,,,,None,None,,None,
None,42,57,145 lb ( 65 kg ),11,Kurdistan,28,"72""","41""",makwan-amirkhani,2,N/A		,5,8,3,Turku Finland,"5' 10"" ( 177 cm )",31,13-2-0,None
76,56,601,185 lb ( 84 kg ),2,"Milwaukee, Wisconsin United States",30,"75""","42""",sam-Alvey,1,85,0,3,0,"Temecula, California United States","6' 2"" ( 187 cm )",193,"30-8-0, 1NC",25
15,79,125,170 lb ( 77 kg ),1,Chechnya Russia,30,None,None,adlan-Amagov,0,100,6,11,0,Chechnya Russia,"6' 2"" ( 187 cm )",29,None,9
21,50,396,170 lb ( 77 kg ),7,"Governador Valadares, Minas Gerais Brazil",26,"72""","42""",warlley-alves,6,75,5,9,0,Rio de Janeiro Brazil,"5' 11"" ( 180 cm )",145,11-2-0,23
6,40,55,145 lb ( 65 kg ),4,"Ornaset, Lulea Sweden",27,"74""",None,niklas-Backstrom,3,73,4,5,1,Stockholm Sweden,"6' 1"" ( 185 cm )",15,None,2
None,65,172,170 lb ( 77 kg ),0,Nuremberg Germany,24,"73""","43""",jessin-Ayari,0,N/A		,0,3,0,Nuremberg Germany,"6' 0"" ( 182 cm )",5,16-3-0,None
9,49,233,145 lb ( 65 kg ),0,"Stockton, California USA",24,"72""","39""",chris-avila,0,46,0,1,0,"Stockton, California USA","5' 10"" ( 177 cm )",60,5-4-0,2
15,60,459,155 lb ( 70 kg ),4,Fortaleza Brazil,43,None,None,marcus-Aurelio,3,28,5,35,0,None,"5' 10"" ( 177 cm )",117,None,21
12,45,125,185 lb ( 84 kg ),2,Salvador Brazil,31,"73""","41""",leonardo-Augusto-Guimaraes,2,53,0,0,0,Salvador Brazil,"6' 0"" ( 182 cm )",39,"11-3-0, 1NC",19
33,58,465,155 lb ( 70 kg ),16,"Montreal, Quebec Canada",27,"70""","41""",olivier-Aubin-Mercier,4,83,17,52,1,"Montreal, Quebec Canada","5' 9"" ( 175 cm )",186,10-2-0,29
