Ratings,Style,Name,Bros,ABV,Avg,Brewery
"3,439",,Sweetwater IPA,88,6.30,4.01,SweetWater Brewing Company
"3,408",,Stone Go To IPA,-,4.80,3.95,Stone Brewing
"3,403",,Anchor Liberty Ale,89,5.90,3.93,Anchor Brewing Company
"3,371",,Deviant Dale's IPA,87,8.00,4.02,Oskar Blues Grill & Brew
"3,323",,Julius,97,6.80,4.64,Tree House Brewing Company
"3,299",,Terrapin Hopsecutioner,-,7.30,3.81,Terrapin Beer Company
"3,282",,Snake Dog IPA,75,7.10,3.56,Flying Dog Brewery
"3,275",,Redhook Long Hammer IPA,67,6.20,3.24,Redhook Ale Brewery
"3,182",,Dark Horse Crooked Tree IPA,100,6.50,3.95,Dark Horse Brewing Company
"3,178",,Hop Hunter,-,6.20,4.02,Sierra Nevada Brewing Co.
"3,136",,Hop Ottin' IPA,100,7.00,3.99,Anderson Valley Brewing Company
"3,102",,Avery India Pale Ale (IPA),-,6.50,3.88,Avery Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
"3,091",,Sierra Nevada Southern Hemisphere Harvest Fresh Hop IPA,-,6.70,4.05,Sierra Nevada Brewing Co.
"3,026",,Inversion IPA,92,6.80,3.9,Deschutes Brewery
"3,018",,Odell IPA,100,7.00,4.24,Odell Brewing Company
"2,915",,Anti-Hero IPA,-,6.50,4.07,Revolution Brewing
"2,912",,Sixty-One (61),-,6.50,3.64,Dogfish Head Craft Brewery
"2,835",,Focal Banger,100,7.00,4.57,The Alchemist
"2,769",,Hoppy Birthday,-,5.25,4.26,Alpine Beer Company
"2,700",,Modus Hoperandi,-,6.80,4.08,Ska Brewing Co.
"2,558",,IPA (India Pale Ale),87,7.30,3.89,Southern Tier Brewing Company
"2,541",,Habanero Sculpin,96,7.00,3.75,Ballast Point Brewing Company
"2,515",,DayTime,90,4.65,3.98,Lagunitas Brewing Company
"2,348",,21st Amendment IPA,90,7.00,3.82,21st Amendment Brewery
"2,284",,Stone Delicious IPA,-,7.70,3.91,Stone Brewing
"2,256",,White Rajah,-,6.80,4.28,The Brew Kettle Taproom & Smokehouse / Production Works
"2,198",,Short's Huma Lupa Licious India Pale Ale,94,7.70,4.02,Short's Brewing Company
"2,178",,Todd The Axe Man,89,7.20,4.47,Surly Brewing Company
"2,143",,Brutal Bitter Ale,90,6.30,4.01,Rogue Ales
"2,133",,Green,91,7.60,4.58,Tree House Brewing Company
"2,132",,New Holland Mad Hatter India Pale Ale,94,7.00,3.82,New Holland Brewing Company
"2,082",,Yellow Snow IPA,-,6.50,3.79,Rogue Ales
"2,064",,Jai Alai IPA - White Oak,-,7.50,4.15,Cigar City Brewing
"1,997",,Samuel Adams Whitewater IPA,76,5.80,3.6,Boston Beer Company (Samuel Adams)
"1,993",,Hoptical Illusion,-,6.80,3.76,Blue Point Brewing Company
"1,973",,Wipeout IPA,-,7.50,4.07,Port Brewing
"1,932",,Mojo IPA,86,7.20,3.85,Boulder Beer / Wilderness Pub
"1,930",,Single-Wide IPA,84,5.70,3.78,Boulevard Brewing Co.
"1,903",,"Hop, Drop 'n Roll",-,7.20,4.22,NoDa Brewing Company
"1,898",,Another One,-,7.00,4.27,Maine Beer Company
"1,888",,Broo Doo,-,7.00,4.22,3 Floyds Brewing Co.
"1,884",,Congress Street IPA,-,7.20,4.49,Trillium Brewing Company
"1,858",,Pinner Throwback IPA,85,4.90,3.82,Oskar Blues Grill & Brew
"1,826",,Space Dust IPA,-,8.20,4.06,Elysian Brewing Company
"1,776",,Susan,-,6.20,4.49,Hill Farmstead Brewery
"1,751",,Punk IPA,90,5.60,3.75,BrewDog
"1,696",,Pineapple Sculpin,-,7.00,3.95,Ballast Point Brewing Company
"1,678",,Alter Ego,-,6.80,4.57,Tree House Brewing Company
"1,673",,Schlafly Tasmanian IPA (TIPA),-,7.20,4.25,The Schlafly Tap Room
"1,671",,Sea Hag IPA,-,6.20,3.83,New England Brewing Co.
"1,666",,Jockamo IPA,-,6.50,3.43,Abita Brewing Co.
"1,641",,Overrated West Coast IPA,-,7.30,4.06,Surly Brewing Company
"1,630",,Easy Jack Session IPA,86,4.50,3.9,Firestone Walker Brewing Co.
"1,612",,Yellow Rose,-,6.80,4.41,The Lone Pint Brewery
"1,595",,Rye Of The Tiger IPA,85,7.50,4.03,Great Lakes Brewing Co.
"1,593",,Golden Nugget IPA,-,6.00,4.19,Toppling Goliath Brewing Company
"1,592",,Rumble IPA,89,7.10,3.81,Great Divide Brewing Company
"1,520",,Wet,-,7.50,4.26,Surly Brewing Company
"1,517",,Citradelic,-,6.00,3.84,New Belgium Brewing
"1,454",,Total Domination IPA,76,6.70,3.66,Ninkasi Brewing Company
"1,449",,Hoppyum IPA,-,6.30,3.79,Foothills Brewing Company - Downtown Brewpub
"1,448",,India Pale Ale,-,6.80,4.05,Westbrook Brewing Co.
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
"1,429",,Estate Homegrown Wet Hop Ale,-,6.70,4.1,Sierra Nevada Brewing Co.
"1,428",,Full Sail IPA,88,6.00,3.53,Full Sail Brewery & Tasting Room & Pub
"1,391",,Elevated IPA,-,7.20,4.33,La Cumbre Brewing Co.
"1,380",,Big Daddy IPA,90,6.50,3.73,Speakeasy Ales & Lagers
"1,365",,Masala Mama India Pale Ale,87,6.00,4.35,Minneapolis Town Hall Brewery
"1,353",,Be Hoppy,90,6.50,4.24,Wormtown Brewery
"1,348",,Rogue Farms 7 Hop IPA,-,7.77,3.91,Rogue Ales
"1,333",,Tröegs Hop Knife Harvest Ale,-,6.20,4.05,Tröegs Brewing Company
"1,328",,The Substance,82,6.60,4.27,Bissell Brothers Brewing Co.
"1,325",,Summit Sága IPA,-,6.40,3.97,Summit Brewing Company
"1,324",,Azacca India Pale Ale,-,7.00,3.91,Founders Brewing Company
"1,320",,Alaskan Icy Bay IPA,90,6.20,3.66,Alaskan Brewing Co.
"1,318",,Hi.P.A.,82,6.70,3.73,Magic Hat Brewing Company
"1,304",,Castaway IPA,-,6.00,3.76,Kona Brewing Co.
"1,304",,IPA,100,6.90,3.92,"Lakefront Brewery, Inc."
"1,278",,Just Outstanding IPA,83,6.80,4.21,Kern River Brewing Company
"1,277",,Soul Style IPA,-,6.80,3.92,Green Flash Brewing Co.
"1,274",,Columbus IPA,-,6.30,4.23,Columbus Brewing Company
"1,270",,Wild Devil,-,6.70,3.85,Victory Brewing Company - Downingtown
"1,269",,Caldera IPA,90,6.10,3.96,Caldera Brewing Company
"1,252",,ACME California IPA,89,6.90,3.66,North Coast Brewing Co.
"1,242",,Indica India Pale Ale,-,6.50,3.8,Lost Coast Brewery and Cafe
"1,228",,Bengali,-,6.50,4,Sixpoint Brewery
"1,225",,Lucky U IPA,-,6.20,3.5,Breckenridge Brewery
"1,214",,The Immortal IPA,92,6.30,3.8,Elysian Brewing Company
"1,211",,The Corruption,93,6.50,3.86,DC Brau Brewing Co.
"1,175",,Pinedrops IPA,89,6.50,3.88,Deschutes Brewery
"1,164",,Swami's IPA,-,6.80,4.09,Pizza Port Solana Beach
"1,161",,Tasman Red IPA,90,6.75,3.79,Boston Beer Company (Samuel Adams)
"1,160",,Big Sky IPA,86,6.20,3.86,Big Sky Brewing Company
"1,158",,Islander IPA,90,7.00,3.82,Coronado Brewing Company
"1,130",,Anchor IPA,-,6.50,3.68,Anchor Brewing Company
"1,125",,GoneAway IPA,90,7.00,4.17,Half Acre Beer Company
"1,123",,OB IPA,91,6.43,3.97,Oskar Blues Grill & Brew
"1,109",,Dark Horse Smells Like A Safety Meeting,-,8.50,3.96,Dark Horse Brewing Company
"1,086",,Terrapin HI-5 IPA,-,5.90,3.88,Terrapin Beer Company
"1,084",,Schlafly American IPA,-,7.20,4.02,The Schlafly Tap Room
"1,084",,Red Racer IPA (India Pale Ale),94,6.50,4.23,Central City Brewers + Distillers
"1,078",,High Tide Fresh Hop IPA,-,6.50,4.05,Port Brewing
"1,065",,Tropicália,-,6.60,4.37,Creature Comforts
"1,057",,Big Swell IPA,67,6.80,3.83,Maui Brewing Co.
"1,047",,Bridgeport IPA,92,5.50,3.86,BridgePort Brewing Co. / Brewpub
"1,017",,Saint Arnold Elissa IPA,90,6.60,3.8,Saint Arnold Brewing Company
"1,010",,Stowaway I.P.A.,90,6.90,3.81,Baxter Brewing Co.
"1,001",,Slow Ride Session IPA,83,4.50,3.75,New Belgium Brewing
993,,He'brew Hop Manna IPA,-,6.80,3.79,Shmaltz Brewing Company
992,,Brew Free Or Die IPA,-,7.00,3.85,21st Amendment Brewery
979,,Melcher Street IPA,80,7.30,4.35,Trillium Brewing Company
979,,Lot #3 IPA,90,6.80,4.07,Evolution Craft Brewing Company
963,,ZeeLander,-,5.50,4.31,Toppling Goliath Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
960,,Double Dry Hopped Congress Street,82,7.20,4.61,Trillium Brewing Company
957,,Sap,-,7.30,4.32,Tree House Brewing Company
954,,Jade,-,7.40,4.28,Foothills Brewing Company - Downtown Brewpub
950,,Northern Lights IPA,-,6.20,3.64,Starr Hill Brewery
946,,Super Session #2,-,4.80,4.09,Lawson's Finest Liquids
937,,Saranac India Pale Ale,78,5.80,3.32,Matt Brewing Company / Saranac Brewery
930,,Luponic Distortion: Revolution No. 001,91,5.90,4.09,Firestone Walker Brewing Co.
924,,Mystic Mama,89,7.00,3.92,Jackie O's Pub & Brewery
924,,Jai Alai IPA - Cedar Aged (Humidor Series),-,7.50,4.03,Cigar City Brewing
919,,Falco,92,7.00,3.92,Evil Twin Brewing
916,,Harlan IPA,-,6.00,4.26,Hill Farmstead Brewery
910,,Hop Gun,-,7.00,3.81,Funky Buddha Brewery
908,,White Hawk Select IPA,78,7.00,3.37,Mendocino Brewing Company
905,,Tröegs Blizzard Of Hops Winter IPA,88,6.40,3.84,Tröegs Brewing Company
886,,Last Chance IPA,84,5.90,3.57,Weyerbacher Brewing Co.
885,,Ethos IPA,91,6.80,4.03,Tallgrass Brewing Company
883,,Truth,90,7.20,4.04,Rhinegeist Brewery
880,,The Pupil,-,7.80,4.43,Societe Brewing Co.
879,,Endless IPA,-,5.00,3.61,Goose Island Beer Co.
868,,Nectar IPA,-,6.70,3.8,Humboldt Brewing Co.
866,,Heavy Handed IPA,-,6.70,3.82,Two Brothers Brewing Company
862,,RPM IPA,-,7.50,4.31,Boneyard Beer Company
858,,Victory Harvest Ale,-,6.50,4.11,Victory Brewing Company - Downingtown
838,,Route 113 I.P.A.,81,7.00,3.66,Sly Fox Brewing Company
836,,Upheaval IPA,-,7.00,3.81,Widmer Brothers Brewing Company
826,,Pompeii,-,5.50,4.35,Toppling Goliath Brewing Company
817,,Hop Odyssey: Citra Session IPA,-,4.50,3.93,Green Flash Brewing Co.
815,,Pernicious IPA,-,7.30,4.28,Wicked Weed Brewing
815,,Belhaven Twisted Thistle IPA,-,6.10,3.72,Belhaven Brewery Company Ltd.
812,,Eight Point IPA,81,6.20,3.66,Devils Backbone Brewing Company
811,,Dundee India Pale Ale,84,6.30,3.31,Genesee Brewing Co. / Dundee Brewing Co.
810,,Encore,75,6.40,3.68,Magic Hat Brewing Company
807,,Hop Hog India Pale Ale,70,7.00,3.44,Lancaster Brewing Company
805,,Warrior IPA,90,7.60,3.82,Left Hand Brewing Company
803,,Double Dry Hopped Melcher Street,-,7.20,4.47,Trillium Brewing Company
803,,Mango Even Keel,-,3.80,3.72,Ballast Point Brewing Company
800,,Deep Ellum IPA,-,7.00,4.05,Deep Ellum Brewing Company
798,,Rocky Mountain IPA,90,6.20,3.67,The Fort Collins Brewery
793,,Bloodline Blood Orange Ale,-,7.00,3.86,Flying Dog Brewery
791,,Project Dank,-,7.50,4.4,La Cumbre Brewing Co.
776,,Backseat Berner,93,7.00,4.07,Otter Creek Brewing
775,,Boomsauce,87,7.80,3.9,Lord Hobo Brewing Company
768,,Head High,-,6.50,4.25,Kane Brewing Company
764,,Bitter Woman India Pale Ale,-,5.75,3.9,Tyranena Brewing Company
758,,Hopadillo IPA,82,6.60,3.76,Karbach Brewing Co.
755,,Wrought Iron IPA,-,6.90,3.87,Abita Brewing Co.
742,,Fiddlehead IPA,-,6.20,4.04,Fiddlehead Brewing Company
739,,Fuzzy Baby Ducks IPA,-,6.20,4.55,New England Brewing Co.
734,,Breaking Bud,-,6.50,4.16,Knee Deep Brewing Company
727,,Double Dry Hopped Sleeper Street,-,7.20,4.47,Trillium Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
726,,Dragonfly IPA,84,6.00,3.44,Upland Brewing Company
721,,Aroma Coma,-,6.70,4.25,Drake's Brewing Co.
721,,Peak Organic IPA,-,7.20,3.68,Peak Organic Brewing Company
718,,Apocalypse IPA,-,6.80,3.88,10 Barrel Brewing Co.
700,,Citra Dog,-,6.50,3.78,Thirsty Dog Brewing Company
699,,Stoneface IPA,-,7.20,4.23,Stoneface Brewing Co.
698,,Romantic Chemistry,-,7.20,3.78,Dogfish Head Craft Brewery
697,,Short's Controversi-ALE,85,6.50,3.82,Short's Brewing Company
693,,Juniper IPA,-,5.80,3.52,Boston Beer Company (Samuel Adams)
691,,Samuel Adams Rebel Grapefruit IPA,-,6.30,3.74,Boston Beer Company (Samuel Adams)
683,,Thunderhead IPA,-,6.70,3.4,"Pyramid Breweries, Inc."
681,,Sunshine Daydream Session IPA,-,4.90,4.07,Fat Head's Brewery & Saloon
678,,Galaxy-Hero India Pale Ale,-,7.00,4.16,Revolution Brewing
675,,Flower Child IPA,-,6.50,4.04,Cambridge Brewing Company
675,,Pop-Up Session IPA,-,4.30,3.76,Boulevard Brewing Co.
673,,Ballantine India Pale Ale,91,7.20,3.95,Pabst Brewing Company
669,,Vallejo,-,6.70,4.12,Half Acre Beer Company
669,,Rambler IPA,-,6.70,3.65,Goose Island Beer Co.
666,,Corne Du Diable,48,6.50,3.72,Brasserie Dieu du Ciel!
660,,Citra-Hero,-,7.50,4.16,Revolution Brewing
660,,Hop Commander IPA,-,6.50,3.85,Captain Lawrence Brewing Co.
659,,PsycHOPathy IPA,-,6.90,3.93,MadTree Brewing
654,,HopArt IPA,90,7.70,3.96,COAST Brewing Company
648,,Avatar Jasmine IPA,86,6.30,3.73,Elysian Brewing Company
641,,Santilli,94,6.00,4.19,Night Shift Brewing
632,,Indie Pale Ale,90,6.50,3.73,Cisco Brewers Inc.
629,,Citra Sunshine Slacker,-,4.50,3.88,Evil Twin Brewing
627,,Size 7,-,7.00,4.08,Steel Toe Brewing
625,,Mayflower IPA,84,6.10,3.88,Mayflower Brewing Company
625,,Workhorse IPA,-,7.50,4.19,Laurelwood Public House & Brewery
620,,Grassroots Legitimacy IPA,-,6.70,4.33,Grassroots Brewing
616,,Hopworks IPA,100,6.60,4.11,Hopworks Urban Brewery
614,,Mosaic IPA,92,8.60,4.19,Community Beer Company
613,,Happy Camper IPA,-,6.60,3.8,Santa Fe Brewing Company
610,,Samuel Adams Rebel Rider Session IPA,83,4.50,3.45,Boston Beer Company (Samuel Adams)
609,,Latitude  48 IPA,-,6.00,3.63,Boston Beer Company (Samuel Adams)
603,,Glacial Trail IPA,-,5.50,3.6,Central Waters Brewing Co.
602,,India Pale Ale,-,6.90,3.83,Nebraska Brewing Company
595,,Threadless IPA,88,6.00,3.57,Finch's Beer Co.
594,,Snapperhead IPA,-,6.80,3.16,Butternuts Beer & Ale
588,,The Great Return,-,7.50,3.92,Hardywood Park Craft Brewery
585,,West Sixth IPA,-,7.00,3.93,West Sixth Brewing Company
581,,Flying Monkeys Smashbomb Atomic IPA,-,6.00,3.95,Flying Monkeys Craft Brewery
580,,Fat Tug IPA,-,7.00,4.25,Driftwood Brewery
578,,Vital IPA,-,6.50,3.83,Victory Brewing Company - Downingtown
574,,Red Brick Hoplanta,-,6.70,3.67,Red Brick Brewing Company
571,,Freedom Of '78,-,7.00,4.08,Short's Brewing Company
570,,Double Dry Hopped Scaled,89,7.00,4.48,Trillium Brewing Company
569,,Grapefruit Harvest IPA,-,6.00,3.59,Abita Brewing Co.
567,,County Line IPA,-,6.60,3.92,Neshaminy Creek Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
565,,Green Monsta IPA,80,6.10,3.63,Wachusett Brewing Company
562,,Lost Gold IPA,-,6.60,3.86,Real Ale Brewing Company
561,,Henry Weinhard's Woodland Pass IPA,-,6.00,3.15,Blitz-Weinhard Brewing Co.
560,,F5 IPA,-,6.80,4.06,Coop Ale Works
558,,Hop Knot,86,6.70,4,Four Peaks Brewing Company - 8th Street Brewery
558,,Newburyport Green Head IPA,-,7.20,3.89,Newburyport Brewing Company
555,,IPA,84,7.20,3.81,Good People Brewing Company
552,,Pick Axe IPA,78,6.20,3.51,Tommyknocker Brewery
549,,Fantasy Factory,-,6.30,4.18,Karben4 Brewing
547,,Lasso,-,5.00,3.51,Great Divide Brewing Company
547,,Death By Hops,88,7.00,3.89,Olde Hickory Brewery
547,,5-Day IPA,-,6.10,3.7,O'Fallon Brewery
543,,Monkeynaut IPA,-,7.25,3.91,Straight To Ale
542,,Crystal-Hero,-,7.20,4.11,Revolution Brewing
540,,Mission IPA,-,6.80,3.68,Mission Brewery
538,,Sweetwater LowRYEder IPA,83,6.20,3.77,SweetWater Brewing Company
535,,Scurvy,-,6.50,3.9,Tyranena Brewing Company
533,,Wytchmaker Farmhouse Rye IPA,-,7.30,3.88,Jester King Brewery
531,,Blue Moon White IPA,-,5.90,3.41,Coors Brewing Company
530,,Drake's IPA,-,7.00,3.91,Drake's Brewing Co.
528,,Honeyspot Road IPA,-,6.00,3.68,Two Roads Brewing Company
527,,Booming Rollers,-,6.80,4.19,Modern Times Beer
524,,Escape To Colorado,-,6.20,3.72,Epic Brewing Company
522,,Chinooker'd IPA,-,6.90,4.25,Lawson's Finest Liquids
520,,Wobble,84,6.30,3.88,Two Brothers Brewing Company
518,,Chinookie IPA,85,7.10,3.77,Full Pint Brewing Company
517,,Diabolical India Pale Ale,85,6.66,3.64,North Peak Brewing Company
517,,Thomas Hooker Hop Meadow IPA,98,6.40,3.95,Thomas Hooker Brewing Company
514,,Golden IPA,-,5.90,3.71,Sierra Nevada Brewing Co.
513,,Harvest Wild Hop IPA - Neomexicanus Varietal,-,6.50,3.95,Sierra Nevada Brewing Co.
511,,Crank IPA,-,7.00,4.38,Peg's Cantina & Brew Pub
508,,Lil' Heaven,-,4.80,3.89,Two Roads Brewing Company
506,,Hop Showers,-,7.40,4.28,Other Half Brewing Co.
505,,Hop Stalker Fresh Hop IPA,-,7.50,4.3,Fat Head's Brewery & Saloon
503,,Saranac Legacy IPA,-,6.50,3.7,Matt Brewing Company / Saranac Brewery
498,,Wreck The Halls,85,6.50,3.81,Full Sail Brewery & Tasting Room & Pub
493,,Oak Aged Mad Hatter India Pale Ale,-,7.12,3.71,New Holland Brewing Company
491,,Heavy Lifting India Pale Ale,-,6.20,3.89,Boulevard Brewing Co.
490,,HellRazer,-,7.50,3.66,DuClaw Brewing Company
489,,Point The Way IPA,-,5.90,3.6,Golden Road Brewing
489,,Southampton IPA,-,6.50,3.62,Southampton Publick House
486,,Ipswich India Pale Ale (I.P.A.),92,6.50,3.86,Ipswich Ale Brewery
484,,Norm's Raggedy Ass IPA,-,7.20,3.78,Griffin Claw Brewing Company
484,,Tangerine Soul Style IPA,-,6.50,3.78,Green Flash Brewing Co.
482,,The Kind IPA,89,6.80,3.76,Three Heads Brewing
482,,Edacsac Dekoorc Eert,-,6.50,3.78,Dark Horse Brewing Company
481,,Space,96,7.00,4.19,Half Acre Beer Company
481,,Interurban IPA,-,6.20,3.85,Fremont Brewing Company
480,,Lucky Kat,83,5.80,3.54,Magic Hat Brewing Company
480,,Terrapin So Fresh & So Green Green,-,6.60,3.65,Terrapin Beer Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
478,,Simcoe Single Hop IPA,-,6.90,4,Mikkeller ApS
476,,Tangier,-,4.60,3.68,Southern Tier Brewing Company
475,,(512) IPA,-,7.20,4.04,(512) Brewing Company
475,,More Moro Blood Orange IPA,-,7.00,3.69,Funky Buddha Brewery
474,,Sleeper Street,80,7.20,4.27,Trillium Brewing Company
470,,Dayglow IPA,-,7.40,4.08,Elysian Brewing Company
470,,Resistance IPA,-,6.90,3.83,Two Brothers Brewing Company
470,,HopShock IPA,94,7.10,3.85,SanTan Brewing Co.
466,,Gigantic IPA,90,7.30,3.83,Gigantic Brewing Company
466,,Mosaic Session IPA,-,4.80,3.76,Blue Point Brewing Company
461,,Terrapin Mosaic Red Rye IPA,-,6.20,3.82,Terrapin Beer Company
459,,Scaled,83,7.00,4.25,Trillium Brewing Company
459,,Electric Peel Grapefruit IPA,76,6.00,3.62,Magic Hat Brewing Company
458,,In Perpetuity,-,6.70,4.59,Tree House Brewing Company
458,,Maiden The Shade,-,6.80,4,Ninkasi Brewing Company
457,,Marble IPA,-,6.80,4.05,Marble Brewery
457,,Twisted Pine Hoppy Boy IPA,-,6.00,3.35,Twisted Pine Brewing Company
456,,Descender IPA,94,7.00,4.1,GoodLife Brewing Company & Bier Hall
455,,Billy Half-Stack IPA,-,6.60,4.16,SingleCut Beersmiths
454,,Mo' Shuggie Soulbender IPA,-,7.40,4.32,SingleCut Beersmiths
453,,Hoppin' To Heaven IPA,90,6.80,3.83,Hoppin' Frog Brewery
451,,FF Dekoorc Eert,-,6.50,3.72,Dark Horse Brewing Company
447,,Does Anybody Remember Laughter?,-,7.20,4.22,SingleCut Beersmiths
447,,Conehead Wheat IPA,-,5.70,3.97,Zero Gravity Craft Brewery / American Flatbread
446,,Mosaic IPA,-,5.50,4.14,Lost Nation Brewing
445,,Breakside IPA,-,6.80,4.15,Breakside Brewery
444,,Neon Gypsy India Pale Ale,-,6.50,3.64,DuClaw Brewing Company
444,,Steal This Can,88,6.40,3.79,Lord Hobo Brewing Company
443,,Mikkeller / Grassroots Wheat Is The New Hops,-,6.00,4,Mikkeller ApS
443,,Muskoka Mad Tom IPA,-,6.40,3.89,Muskoka Brewery
443,,Easy IPA,-,4.70,3.66,Flying Dog Brewery
441,,Sisters Of The Moon,-,6.90,3.69,Mother Earth Brewing
440,,Pike India Pale Ale,90,6.50,3.75,The Pike Brewing Company
434,,Evil Twin Femme Fatale Brett,-,6.00,3.97,Evil Twin Brewing
433,,Smuttynose Stone Cluster's Last Stand,-,8.30,3.82,Smuttynose Brewing Company
432,,Hop Dish IPA,-,7.50,3.92,Lift Bridge Brewery
431,,Sockeye Red India Pale Ale,84,5.70,3.79,Midnight Sun Brewing Co.
428,,Luponic Distortion: Revolution No. 002,-,5.90,4.07,Firestone Walker Brewing Co.
426,,Tower 10 IPA,-,6.50,3.67,Karl Strauss Brewing Company
426,,Flesh & Blood,87,7.50,3.84,Dogfish Head Craft Brewery
424,,Evil Twin Bikini Beer,-,2.70,3.65,Evil Twin Brewing
423,,Stash IPA,-,7.00,3.65,Independence Brewing Co.
423,,Stone Enjoy After Brett IPA,-,7.00,3.9,Stone Brewing
421,,Frye's Leap IPA,-,6.00,3.71,Sebago Brewing Company
419,,Alien Church,-,7.00,4.32,Tired Hands Brewing Company
418,,Slumbrew Flagraiser IPA,87,7.50,3.9,Somerville Brewing Company (Slumbrew)
417,,Divided Sky Rye IPA,-,6.50,3.87,4 Hands Brewing Co.
417,,India Pale Ale,90,7.20,3.63,Upslope Brewing Company - Lee Hill
416,,Hurricane Kitty,90,5.50,3.7,Keegan Ales
415,,Hopitoulas IPA,-,6.00,3.77,New Orleans Lager & Ale Brewing Company (NOLA)
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
414,,Vortex IPA,-,7.70,4.03,Fort George Brewery + Public House
414,,Summer Street IPA,89,7.20,4.36,Trillium Brewing Company
410,,Down To Earth Session IPA,-,4.40,3.83,21st Amendment Brewery
410,,Leather Lips IPA,95,5.00,3.93,The Tap Brewing Company
408,,Half Cycle IPA,-,6.00,3.71,Flat 12 Bierwerks
407,,Fire Eagle IPA,-,6.20,3.85,Austin Beerworks
406,,Samuel Adams Latitude 48 Deconstructed IPA - Hallertau Mittelfrueh,-,6.00,3.6,Boston Beer Company (Samuel Adams)
406,,Hop Ryot,-,6.50,3.89,Jackie O's Pub & Brewery
399,,Monumental IPA,82,6.30,3.4,Port City Brewing
398,,The Apprentice,-,7.60,4.15,Societe Brewing Co.
393,,3 Floyds / Half Acre Anicca,-,7.30,4.33,3 Floyds Brewing Co.
392,,Let It Ride,92,6.80,4.08,Indeed Brewing Company
391,,Green Gold,-,7.00,3.87,Mikkeller ApS
