Ratings,Style,Name,Bros,ABV,Avg,Brewery
448,,Brownstone,95,6.00,3.9,Sixpoint Brewery
432,,Sick Day,-,6.80,3.65,Long Trail Brewing Co.
421,,"Voodoo Doughnut Pretzel, Raspberry & Chocolate Ale",-,5.40,3.58,Rogue Ales
416,,Coffee Okie,-,13.00,4.3,Prairie Artisan Ales
402,,Over Ale,-,6.00,3.83,Half Acre Beer Company
398,,SweetWater Hash Brown,-,6.20,3.86,SweetWater Brewing Company
385,,French Toast,-,8.80,4.3,Funky Buddha Brewery
371,,Madtown Nutbrown,-,5.50,3.7,Ale Asylum
371,,Onyx Black Ale,-,5.20,3.56,Stevens Point Brewery
366,,Improv (Improvisación) Oatmeal Rye India-Style Brown Ale,-,9.00,3.75,Cigar City Brewing
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
323,,Saranac Brown Ale,-,6.00,3.39,Matt Brewing Company / Saranac Brewery
316,,Blue Moon First Peach Ale,-,5.60,3.4,Coors Brewing Company
313,,Brown,79,5.80,3.85,Good People Brewing Company
312,,Blue Moon Mountain Abbey Ale,-,5.60,3.27,Coors Brewing Company
310,,Cast Iron Oatmeal Brown,-,5.50,3.86,4 Hands Brewing Co.
309,,Wynona's Big Brown Ale,-,7.30,3.8,Voodoo Brewing Company
295,,Jackie Brown,-,5.90,3.87,Mikkeller ApS
295,,Brunch. Dinner. Grub.,-,6.00,3.84,Carton Brewing Company
286,,Ode To Mercy,-,8.20,3.93,Wild Heaven Craft Beers
278,,Goose Winter Ale,-,5.30,3.71,Goose Island Beer Co.
271,,C.O.B. (Coffee Oatmeal Brown),-,8.30,3.88,Free Will Brewing Co.
270,,Smoove Opferator,-,5.50,3.95,Toppling Goliath Brewing Company
268,,The Barista,-,8.50,4.02,Clown Shoes
254,,Raspberry Brown,-,6.50,3.46,Lost Coast Brewery and Cafe
246,,Duke's Cold Nose Brown Ale,-,6.00,3.67,Bold City Brewery
234,,Kodiak Brown Ale,-,5.00,3.64,Midnight Sun Brewing Co.
230,,Mission St. Brown Ale,-,5.70,3.52,Steinhaus Brewing Co.
226,,Bear,-,6.40,4.09,Tree House Brewing Company
225,,Tavern Ale,-,5.60,3.68,AleWerks Brewing Company
219,,Ipswich Dark Ale,92,6.30,3.89,Ipswich Ale Brewery
216,,Kill Devil Brown Ale (Brothers' Reserve Series),-,9.50,3.62,Widmer Brothers Brewing Company
215,,A-Town Brown Ale,90,6.00,3.5,Red Brick Brewing Company
208,,Gnarly Brown,-,7.00,4.05,MadTree Brewing
206,,Get Up Offa That Brown,-,5.50,3.7,Golden Road Brewing
206,,Chickow!,-,10.00,4.08,Triple Digit Brewing Co.
204,,Bonfire Brown,-,5.50,3.72,Saugatuck Brewing Company
201,,Bonita Applebum,-,6.00,4.13,Funky Buddha Brewery
197,,Granola Brown,88,5.50,3.88,Black Hog Brewing Co.
193,,Bootlegger Brown Ale,-,6.00,3.55,Independence Brewing Co.
181,,Nut Brown Ale,-,6.00,3.93,Mt. Carmel Brewing Company
171,,James E. Pepper 1776 American Brown Ale,88,10.20,3.99,Georgetown Trading Co.
169,,Shotgun Wedding,-,4.80,3.81,Country Boy Brewing
166,,Evil Twin Wet Dream,-,6.00,3.87,Evil Twin Brewing
166,,Lost Trout,-,4.90,3.75,Third Street Brewhouse
165,,Lil' Griz,-,6.70,3.91,Perrin Brewery
161,,Tallgrass Ale,83,4.40,3.59,Tallgrass Brewing Company
159,,Chucktown Follicle Brown,-,6.80,3.77,Holy City Brewing
153,,Coconut Brown,-,6.80,3.83,Blackrocks Brewery
150,,Preservation Series: L'deracola,-,7.10,3.3,The Bruery
148,,Doryman's Dark Ale,-,6.20,3.85,Pelican Pub & Brewery
146,,Moe's Bender,-,5.52,4.37,Surly Brewing Company
146,,Chestnut Hill,-,7.00,3.68,Lift Bridge Brewery
144,,"Oak Cliff Coffee Ale, Coffee Ale",-,7.50,3.86,Deep Ellum Brewing Company
144,,Bolo Coconut Brown,-,5.00,3.95,Burial Beer Co.
141,,Nut Roll Ale,-,5.00,3.57,Pennsylvania Brewing Company
140,,Sand Pebbles,-,6.00,4,3 Floyds Brewing Co.
139,,Witch Hunt Spiced Harvest Ale,-,5.80,3.44,BridgePort Brewing Co. / Brewpub
139,,Obscura American Brown Ale,-,4.50,3.43,Cucapá Brewing Company
138,,Watership Brown,-,7.20,3.6,Red Hare Brewing Company
137,,Coco Loco Toasted Coconut Brown Ale,-,5.20,3.93,Kona Brewing Co.
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
134,,Face Down Brown,-,5.70,3.97,Telluride Brewing Co.
133,,Paradigm Brown Ale,-,7.00,4.17,Kelsen Brewing Company
133,,Nut Brown Ale (Pub Series),80,6.00,3.64,Full Sail Brewery & Tasting Room & Pub
133,,Muy Bonita,-,8.80,4.14,Funky Buddha Brewery
129,,Rogue Farms Fresh Roast,-,5.70,3.89,Rogue Ales
129,,Bacon Brown Ale,-,6.80,3.16,Uncommon Brewers
127,,Santa Cruz Brown Ale,-,6.40,4.01,Epic Brewing Company
127,,Attic & Eaves Toasted Brown Ale,-,7.50,4.04,Somerville Brewing Company (Slumbrew)
122,,Horny Goat Brownie Porter,-,5.60,3.23,Horny Goat Brewing Co.
121,,Imperial Brown Ale,88,7.50,4.06,Nøgne Ø - Det Kompromissløse Bryggeri A/S
121,,Davy Brown Ale,-,6.00,3.84,Figueroa Mountain Brewing Co.
119,,Brown Bird Brown Ale,-,4.80,3.75,Captain Lawrence Brewing Co.
118,,Saranac Disruptio[N2] [Nitro] Brown Ale,80,7.00,3.99,Matt Brewing Company / Saranac Brewery
117,,Bearwalker Brown,-,5.10,3.69,Jackalope Brewing Company
117,,Brown Cow Brown Ale,-,5.00,3.66,Carson's Brewery
116,,Working Man's Lunch,-,5.70,3.51,Fullsteam Brewery
115,,American Brown,-,4.80,4.02,The Civil Life Brewing Company
115,,Janet's Brown Ale,-,7.92,3.97,Russian River Brewing Company
113,,Lift Bridge Brown Ale,-,5.00,3.43,Keweenaw Brewing Company
111,,Wrath Of Rocky,-,7.50,4.13,Tyranena Brewing Company
109,,Oaktown Brown Ale,-,6.70,3.51,Calicraft Brewing Co.
108,,Profanity Ale,-,6.80,3.56,The Shed Brewery
107,,Drift Line,-,5.80,3.96,Kane Brewing Company
107,,C4 Double Coffee Brown Ale,-,8.00,3.99,8 Wired Brewing Co.
106,,Peanut Butter Jelly Time,-,5.75,3.88,Catawba Brewing Co.
106,,Cooter Brown,-,6.00,3.88,Jekyll Brewing
106,,Kick-Ass Brown,-,5.00,4.11,C.H. Evans Brewing Company
105,,Trailblaze Organic Brown Ale,-,5.30,3.56,Appalachian Brewing Company
104,,Nutty Brewnette,-,5.90,3.56,BJ's Chicago Pizza & Brewery Inc.
103,,Coffee Brown,-,6.00,3.97,Saint Archer Brewing Co.
101,,Schlafly Sessions American Brown,-,5.00,3.55,The Schlafly Tap Room
100,,Noble Sorrel,-,11.00,4.25,Jackie O's Pub & Brewery
100,,(512) Bruin,-,7.60,3.92,(512) Brewing Company
99,,Don't Tell Reece,-,9.30,4.12,Funky Buddha Brewery
98,,Lahaina Town Brown,-,5.30,3.65,Maui Brewing Co.
98,,Switchback Slow-Fermented Brown Ale,-,5.50,3.83,Switchback Brewing Company
97,,Kentucky Honey Barrel Brown Ale,79,10.00,3.75,Alltech's Lexington Brewing and Distilling Co.
96,,Bravo Brown,-,13.20,4.28,Firestone Walker Brewing Co.
95,,Doomslayer,-,8.50,3.99,Greenbush Brewing Company
94,,Nut Hugger Brown,86,5.40,3.94,Upland Brewing Company
93,,Saranac India Brown Ale,-,6.00,3.56,Matt Brewing Company / Saranac Brewery
92,,Shrub Tundra,-,6.20,4.09,Half Acre Beer Company
91,,Farmer Brown Ale,-,6.20,3.9,Great River Brewery
91,,Tejas Marron,-,8.00,4.17,Fiddlehead Brewing Company
91,,Beaver Tail Brown Ale,-,5.60,3.76,Adirondack Pub & Brewery
89,,Victory Village,-,5.10,3.77,Victory Brewing Company - Downingtown
87,,Rewired,-,5.70,3.76,8 Wired Brewing Co.
87,,Rye Knot Brown,-,6.20,4.21,COAST Brewing Company
87,,High Class Broad,-, ? ,4.07,Tyranena Brewing Company
86,,Deciduous Imperial Brown Ale,-,7.50,3.92,Trillium Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
86,,Mochaccino Messiah,-,7.00,3.77,To Øl
85,,Nut Sack Imperial Brown,-,8.00,3.66,Engine 15 Brewing Company
85,,Big Muddy Monster,-,6.50,3.67,Big Muddy Brewing
83,,Mr. Brown,-,7.00,3.96,People's Brewing Company
82,,Colorado Berthô,-,8.00,3.63,Cervejaria Colorado
82,,Nutty Brewnette,-,5.90,3.44,BJ's Restaurant & Brewhouse
82,,Beejay's Weirdo Brown Ale,-,9.50,4.1,Pipeworks Brewing Company
81,,India Style Brown Ale,-,7.00,3.92,Foothills Brewing Company - Downtown Brewpub
81,,Cigar City / Rock Bros. JJ Grey's Nare Sugar,-,5.70,3.33,Cigar City Brewing
80,,Butta' Cup Peanut Butter Cup Double Brown Ale,-,8.80,4.08,Funky Buddha Brewery
80,,Revved Up,-,5.50,3.62,Revolution Brewing
78,,Thunder And Son Brown Ale,-,10.60,3.82,Half Acre Beer Company
78,,Rail Ale Nut Brown,-,5.00,3.86,Howe Sound Inn & Brewing Company
78,,OCP (Oatmeal Cream Pie),-,6.00,3.53,Pigeon Hill Brewing Company
77,,Brown Beard,-,10.80,4.13,Free Will Brewing Co.
77,,Reef Rye Brown Ale,-,5.60,3.89,Ballast Point Brewing Company
75,,Diamond Knot Brown Ale,-,5.60,3.46,Diamond Knot Brewery
75,,Dark Matter,-,5.30,3.82,Hoyne Brewing Co.
73,,Southern Belle,-,8.70,3.9,3 Stars Brewing Company
71,,KA-BAR Brown Ale,-,5.75,3.62,Railhouse Brewery
71,,Wild Brunette,-,7.20,3.88,Barley John's Brew Pub
71,,1687 Brown Ale,86,5.50,3.59,Charter Oak Brewing Co.
70,,Rye Like An Eagle,-,12.50,4.15,Beachwood BBQ & Brewing
69,,Brown Ale,-,4.80,3.88,Captain Lawrence Brewing Co.
68,,Hotbox Brown Ale,-,5.50,3.99,Perrin Brewery
68,,Anchor Argonaut Collection: Anchor Barrel Ale,-,7.50,3.92,Anchor Brewing Company
68,,How Now Brown Cow Brown Ale,-,6.00,3.81,Odd Side Ales
66,,Four Barrel Brown,-,5.20,3.64,Triton Brewing Company
66,,Oliver's 3 Lions Ale,-,7.50,3.73,Pratt Street Ale House
66,,Bitteschlappe,-,6.80,3.04,Excelsior Brewing Co.
65,,Witch's Tower,-,4.50,3.78,Surly Brewing Company
65,,Home For The Holidays,-,7.00,3.44,High & Mighty Beer Co.
64,,Coffee Brown Ale,-,6.00,4.06,Mt. Carmel Brewing Company
62,,Lazy Bird Brown,-,5.50,3.71,Birdsong Brewing
60,,Extremely Naughty Goose,-,8.60,4.16,Goose Island Beer Co.
60,,Blizzard Of 78,-,6.00,4.08,Wormtown Brewery
58,,Doc Brown Ale,-,6.40,3.76,Funky Buddha Brewery
58,,Bender - Oak Aged,-,5.10,4.04,Surly Brewing Company
58,,Hawai'i Nui Hapa Brown Ale,89,5.90,3.54,Hawai'i Nui Brewing / Mehana Brewing Company
58,,Amos Moses Brown Ale,-,6.60,4.01,Country Boy Brewing
58,,Tenaya Creek Calico Brown Ale,80,5.60,3.58,Tenaya Creek Brewery
57,,Casco Bay Brown Ale,-,5.40,3.51,Casco Bay Brewing Co.
57,,Saint Arnold Ale Wagger,-,5.30,3.77,Saint Arnold Brewing Company
57,,Savannah Brown Ale,-,6.20,3.45,Coastal Empire Beer Co.
57,,Ride That Bear,-,9.20,3.98,The Bruery
57,,Humboldt Brown Hemp Ale,-,5.70,3.25,Firestone Walker Brewing Co.
57,,Twisted Pine Honey Brown Ale,-,6.00,3.45,Twisted Pine Brewing Company
56,,Maple Brown,-,6.80,4.07,Foley Brothers Brewing
56,,Sundown Dark,-, ? ,2.86,Berghoff Brewery
55,,Grizzly Beer,-,6.20,3.98,Bellwoods Brewery
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
55,,Gator Tail Ale,-,5.30,3.68,Miami Brewing Company
55,,Pillar To Post Rye,-,5.00,3.91,Trimtab Brewing Company
54,,Red Pig Mexican Ale,-,5.60,3.19,Cerveceria Mexicana S.A. De C.V.
54,,Throwback Dippity Do American Brown,-,5.70,3.83,Throwback Brewery
53,,Backwoods Monster,-,10.00,3.52,Big Muddy Brewing
53,,Rapture,-,6.00,3.43,Rabbit Hole Brewing
53,,Gingerbread Brown,-,6.20,3.52,Triton Brewing Company
53,,Ode To Mercy Special Winter Ale,-,8.20,4.01,Wild Heaven Craft Beers
53,,Moroccan Brown Ale,-,6.00,3.59,Spearhead Brewing Company
52,,Morning Vice,-,9.00,4.04,Pipeworks Brewing Company
52,,E-Ville,-,7.30,3.58,Solemn Oath Brewery
52,,Tim's Brown,-,6.50,4.01,Cellarmaker Brewing Co.
52,,Hoppy Medium,-,7.80,3.96,Foothills Brewing Company - Downtown Brewpub
51,,Hiatus,-,6.50,3.71,Renegade Brewing Company
51,,Snow Wizard Oak Aged Brown Ale,-,7.00,3.87,Saugatuck Brewing Company
50,,Wasatch Bobsled Brown Ale,83,4.00,3.21,Utah Brewers Cooperative
50,,Pantheon,-,8.20,3.88,Ale Asylum
50,,Mutton Buster,-,5.50,3.68,Payette Brewing
50,,Little Brown,88,5.50,3.89,Full Pint Brewing Company
49,,Old Jail Ale,-,4.30,3.67,Roy Pitz Brewing Company
49,,Pecan Dream,-,6.00,3.83,Holy City Brewing
48,,"20"" Brown",84,5.30,3.61,Cascade Lakes Brewing Co.
48,,Left Field Eephus Oatmeal Brown Ale,-,5.50,3.87,Left Field Brewery
47,,Big Buck Brown Ale,-,8.00,4.04,Black Husky Brewing
47,,Union Oyster House Colonial Ale,-, ? ,3.74,Boston Beer Company (Samuel Adams)
47,,Signature Series Double Hazelnut Brown Ale,-,8.00,3.88,Dry Dock Brewing Co.
46,,Brown Ale,-,5.00,3.73,Brown's Brewing Company
46,,Pullman Brown Reserve,-,7.00,3.81,Flossmoor Station Restaurant & Brewery
46,,The Whale,-,5.90,4.06,Community Beer Works
46,,Phil Brown Ale,-,6.00,3.96,Marshall Wharf Brewing Company / Three Tides Restaurant
45,,Bucktown Brown,-,5.40,3.27,RAR Brewing (Realerevival)
44,,Yada Yada Yada,-,6.80,4.38,Barrage Brewing Company LLC
44,,Shakedown Brown,-,5.50,3.56,Black Market Brewing Co.
44,,Humboldt Brown Hemp Ale,-,5.60,3.48,Humboldt Brews
44,,Drift Wood,-,6.30,4.08,Kane Brewing Company
43,,King Street Brown Ale,-,5.50,3.8,Schooner Exact Brewing Company
43,,Pale Stout Ale,-,5.00,3.71,Free Will Brewing Co.
43,,Kama Citra (Høst Citra),-,7.00,3.79,Beer Here
42,,Neon Brown American Brown Ale,-,5.30,3.96,Wiseacre Brewing
42,,Wooly Booger Nut Brown,-,5.80,3.55,Grand Lake Brewing Company
42,,De La Vega's Pecan Beer,-,5.39,3.55,Sierra Blanca Brewing Company (Rio Grande)
42,,Hap & Harry's Tennessee Ale,-,5.40,3.42,Hap & Harry's Tennessee Beer / R. S. Lipman Company
42,,India Brown Ale,-,7.30,4.03,Minneapolis Town Hall Brewery
42,,Lyndale Brown Ale,-,7.00,3.78,Rush River Brewing Company
41,,Demshitz Brown Ale,-,5.50,3.72,Bonfire Brewing Co.
41,,Against The Grain / Amager The Great Big Kentucky Sausage Fest,-,7.70,3.76,Against The Grain Brewery & Smokehouse
41,,Hooter Brown Ale,-,8.40,3.85,Oyster City Brewing Company
41,,Barnacle Brown Ale,-,6.20,3.91,Barrier Brewing Company
40,,Big Griz,-,12.50,4.07,Perrin Brewery
40,,Lilja's Hell Hound Brown Ale,-,7.00,3.17,Sand Creek Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
40,,Joyous Almondo,-,8.00,3.8,Short's Brewing Company
40,,Missouri Brown Dark Ale,-, ? ,3.52,Trailhead Brewing Co
39,,Dunedin Bierè De Café,-,5.50,3.85,Dunedin Brewery
39,,Squeaky Bike Nut Brown Ale,-,4.00,3.59,Moab Brewery
39,,Sea Salt Caramel Brown,-,7.00,3.91,Flying Dog Brewery
39,,Hoptown Brown,-,7.30,3.72,Arbor Brewing Company
38,,Pioneer Path Of The Unknown,-,10.00,3.85,Pioneer Beer Company
38,,Bulldog Brown,-,6.00,4.03,Thr3e Wise Men
38,,Heresy Brown,-,8.10,3.82,Wicked Weed Brewing
38,,Kola Nut Brown,-,5.00,3.79,Wormtown Brewery
37,,Abe's Ale,-,8.50,3.98,Rolling Meadows Brewery
37,,Bottom Of The 9th,-,5.50,3.8,Peg's Cantina & Brew Pub
37,,American Brown Ale,-,5.50,3.82,"St. George Brewing Company, The"
37,,Farmington River Brown Ale,-,5.50,3.49,Ipswich Ale Brewery
37,,Angry Goat,-,5.80,3.46,Elevator Brewery & Draught Haus
37,,Burning Bridges,-,7.50,4.13,Spiteful Brewing
37,,John Ball Brown,-,6.20,3.84,Grand Rapids Brewing Company
36,,Working Woman,-,6.00,3.91,Revolution Brewing
36,,Working Mom,-,11.00,4.23,Revolution Brewing
36,,Brown Bear Brown Ale,-, ? ,3.7,Rock Bottom Restaurant & Brewery
36,,Easton Brown & Down,-,5.60,3.64,Weyerbacher Brewing Co.
36,,Oregon Brown Ale,-,7.10,3.95,10 Barrel Brewing Co.
36,,Aloysious,-,6.00,3.9,Tired Hands Brewing Company
36,,Fist Of Karma Brown,-,5.60,3.87,Druthers Brewing Company
35,,Silt Brown Ale,-,6.20,3.96,Brazos Valley Brewing Company
35,,Pecan Brown Ale,-,5.50,3.65,Ferguson Brewing Company
35,,Hometown Double Brown,90,7.00,3.97,Henniker Brewing Co.
35,,TexiCali Nut Brown Ale,-,6.50,3.47,Freetail Brewing Company
35,,Wintah Brown Ale,-,6.00,3.97,Wormtown Brewery
35,,Brown Ale,-,5.54,3.33,Orlando Brewing Partners
34,,Abel Brown,-,4.70,3.92,King Harbor Brewing Co.
34,,Brown Buffalo Rye'd,-,7.30,2.6,Buffalo Bayou Brewing Co
34,,Excavator,-,5.80,3.07,Big Ditch Brewing Company
34,,Fearnought,-,10.50,4.02,Lickinghole Creek Craft Brewery
34,,Creature Of Habit,-,6.00,4.03,Great Raft Brewing
33,,Double Maple Brown,-,7.90,4.28,Foley Brothers Brewing
33,,Wind & Sail Dark Ale,-,5.00,3.02,Barley Days Brewery
33,,Nut Brown Ale,-,5.60,4.05,Rooster Fish Brewing Co.
33,,Terrestrial India Brown Ale,-,5.90,3.52,Wellington County Brewery
33,,Chocolate Milk Brown,-,5.40,4.53,Fieldwork Brewing Co.
33,,German Chocolate Cake,-, ? ,4.01,Funky Buddha Brewery
33,,Newtown Brown,-,5.90,3.94,Horseheads Brewing Inc.
33,,Hop Brownie,-,5.60,3.37,Independence Brewing Co.
33,,Beach Road Brown Ale,-,4.50,3.68,Offshore Ale Company
32,,Moo Brew Dark Ale,-,5.00,3.44,Moorilla Estate
32,,American Brown Ale,-,6.20,4.05,Good Nature Farm Brewery & Tap Room
32,,Winter Woman,-,10.00,4.01,Revolution Brewing
32,,Heavy Seas / Stone Partner Ships: Brown IPA,-,9.00,4.15,Heavy Seas Beer
32,,Eclipse Brown,-,5.30,3.88,Equinox Brewing Company
32,,Flying Monkeys Deep Tracks,-,6.20,3.67,Flying Monkeys Craft Brewery
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
32,,Shake Your Money Maker,-,6.25,3.47,Acoustic Ales Brewing Experiment
32,,Peasant Bread,-,5.90,4.01,Burlington Beer Co.
32,,Runa,-,5.00,3.91,Masia Agullons - Cervesa Artesana
32,,Kuhnhenn Double Nut Brown,-,6.80,3.78,Kuhnhenn Brewing Company
31,,Helluland Batch 1000,-,13.80,3.91,Revolution Brewing
31,,Barrel-Aged Working Man's Lunch,-,5.60,4.02,Fullsteam Brewery
31,,Cheyenne Canon Pinon Nut Brown Ale,-,6.30,3.78,Bristol Brewing Company
31,,Organic Dread Brown Ale,-,5.40,3.17,Santa Cruz Mountain Brewing
31,,Boone County Brown,-,5.40,3.84,Bur Oak Brewing Company
31,,Outfoxxed,-,7.10,4.04,Goose Island Beer Co.
31,,Signature Series Double Brown Ale,-,8.00,3.7,Dry Dock Brewing Co.
31,,Betchy Brown Ale,-, ? ,3.93,Florida Avenue Brewing Co.
31,,Sweet Georgia Brown,-,5.80,3.87,Monkey Paw Pub & Brewery
30,,Boxcar Brown,-,5.28,3.14,Crabtree Brewing Company
30,,Sodo Brown,-, ? ,3.42,Two Beers Brewing Co.
30,,Downtown Piggy Brown,-,5.00,4.02,Prohibition Pig
30,,James,-,6.00,3.79,Beachwood BBQ & Brewing
30,,Taproom Brown,-,4.70,3.93,Firestone Walker Brewing Co.
30,,Black Creek Dray Horse Ale,-,5.00,3.47,Black Creek Historic Brewery
30,,'Merica,-,7.00,4.05,Burley Oak Brewery
30,,Crown Brown,-,4.10,3.68,Crown Brewing
29,,Falling Down Brown Ale,-,6.50,3.55,Old Forge Brewing Company
29,,Charlie Brown,-,6.50,3.62,FiftyFifty Brewing Co.
29,,Double Pig's Ear Double Down Brown Ale,-,8.40,3.68,Woodstock Inn Brewery
29,,Maple Surple,-,5.80,3.72,Lake Louie Brewery Company
28,,Brookie Brown Ale,-,4.60,4.09,Elk Creek Cafe + Aleworks
28,,Ballpark Brown,-, ? ,3.62,Breckenridge Brewery
28,,7 Spanish Angels,-,6.50,3.88,Brazos Valley Brewing Company
28,,Texas Brown Ale,-,7.30,3.96,Fat Head's Brewery & Saloon
28,,Battle Line,-,6.30,3.67,Texian Brewing Company
27,,Double Brown Throwdown Imperial Brown Ale,-,9.40,3.81,Rogue Ales
27,,La Brea Brown,-,6.00,3.74,Fossil Cove Brewing Co.
27,,Samuel Adams Chocolate Squirrel,-,5.50,3.87,Boston Beer Company (Samuel Adams)
27,,Squirrel's Nut Brown Ale,-,4.60,3.71,North Country Brewing
27,,Island Booty,-, ? ,4.07,Tyranena Brewing Company
27,,Edwards Portly Brown,-,5.50,3.64,Witch's Hat Brewing Co.
27,,Nut Brown Ale,-,5.80,4.08,Zipline Brewing Co
27,,Nut Hatchet Brown,-,5.70,3.27,Canal Park Brewing Co.
27,,Gros Mollet,-,7.80,3.47,Microbrasserie Du Lac-Saint-Jean
27,,Knotty Brunette,-,5.30,3.19,Twin Peaks Brewing Co.
27,,Knox Brown Mountian Ale,-,5.50,3.68,Tree Brewing
27,,Anderson's Kettle Bottom Brown Ale,-,4.70,3.81,Morgantown Brewing Company
26,,Flying Squirrel,-, ? ,3.98,Right Brain Brewery
26,,Black Widow,-,5.00,3.47,The Tin Whistle Brewing Company
26,,Brown Ale Américaine,-,7.00,4.01,Microbrasserie Pit Caribou
26,,Wake Up,-,5.30,4.16,The Hermosillo / Highland Park Brewery
26,,Alaskan Heritage Coffee Brown Ale,-,7.00,3.84,Alaskan Brewing Co.
26,,Barrel Aged Over Ale,-,6.70,4.11,Half Acre Beer Company
26,,Jug Thumper Malty Brown Ale,-,5.50,3.78,Lucky Bucket Brewing Co.
26,,Espressoself,-,5.60,3.97,MadTree Brewing
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
26,,The Remedy,-,6.20,3.63,Parkway Brewing Co.
26,,Bernie Beer,-,5.50,3.6,Hop View Brewing Co.
26,,Bricktown Brown,-, ? ,3.62,Bricktown Brewery
25,,Abracadabra Brown Ale,-,5.00,3.42,Outer Banks Brewing Station
25,,French Toast (Heaven Hill Barrel Aged),-,9.00,4.19,Funky Buddha Brewery
25,,Derailed Hemp Ale,-,5.80,3.48,Wedge Brewing Company
25,,Brownhoist Nut Brown Ale,-,4.80,3.41,Tri-City Brewing Company
25,,Buffalo Brown Ale,-,7.60,3.75,Shooting Creek Farm Brewery
25,,Coloma Brown,-,5.50,3.77,American River Brewing Company
25,,Peanut Butter & Jelly,-,5.50,4.32,Edmund's Oast
24,,Bokonon,-,6.90,3.95,Tired Hands Brewing Company
24,,Forest City Brown Ale,-,5.50,3.56,Market Garden Brewery
24,,Prairie Pirate Okie,-,11.20,4.2,Prairie Artisan Ales
24,,Devassa Negra (Tropical Dark),-,4.80,3.36,Cervejaria Devassa
24,,Jacobsen Brown Ale,-,6.00,3.57,Carlsberg Danmark A/S
24,,Olde Richmond Batch No. 4 Brown Ale,-, ? ,3.69,Olde Richmond Beer Company
24,,Bufflehead Brown Ale,-,6.20,3.53,Flathead Lake Brewing Company
