Ratings,Style,Name,Bros,ABV,Avg,Brewery
"1,187",,Double Dry Hopped Fort Point Pale Ale,-,6.60,4.55,Trillium Brewing Company
"1,130",,Tallgrass 8-Bit Pale Ale,-,5.20,3.82,Tallgrass Brewing Company
"1,116",,A Tiny Beautiful Something,-,5.50,4.04,Maine Beer Company
"1,106",,Goose Green Line Pale Ale,-,5.40,3.57,Goose Island Beer Co.
"1,097",,Equinox Ale,-,8.40,4.04,Lagunitas Brewing Company
"1,096",,Ten Hills Pale Ale,-,6.20,3.68,Goose Island Beer Co.
"1,080",,Dig,82,5.60,3.68,New Belgium Brewing
"1,073",,312 Urban Pale Ale,-,5.40,3.38,Goose Island Beer Co.
"1,071",,St. Lupulin,92,6.50,4.08,Odell Brewing Company
"1,069",,Lizard King,-,6.50,4.31,Pipeworks Brewing Company
"1,063",,Pale Ale,-,5.40,3.61,Boulevard Brewing Co.
"1,037",,One Claw Rye Pale Ale,-,6.00,4.03,Westbrook Brewing Co.
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
"1,016",,Hopalicious,-,5.70,3.92,Ale Asylum
990,,Philadelphia Pale Ale,-,4.60,3.68,Yards Brewing Co.
986,,Citra Pale Ale,-,5.40,4.38,Hill Farmstead Brewery
970,,Mosaic Dry Hopped Fort Point,-,6.60,4.51,Trillium Brewing Company
966,,Schlafly Dry-Hopped American Pale Ale,80,5.90,3.8,The Schlafly Tap Room
962,,Drifter Pale Ale,89,5.70,3.78,Widmer Brothers Brewing Company
952,,AleSmith X,93,5.00,3.94,AleSmith Brewing Company
928,,Whirlpool,-,4.50,4.12,Night Shift Brewing
911,,Shiner Wild Hare Pale Ale,80,5.50,3.32,Spoetzl Brewery / Shiner
907,,Midwestern Pale Ale,86,5.20,3.43,"Bell's Brewery, Inc."
899,,What Is Enlightenment?,-,5.40,4.39,Hill Farmstead Brewery
895,,Even Keel Session IPA,-,3.80,3.86,Ballast Point Brewing Company
875,,Porkslap Pale Ale,-,4.30,3.24,Butternuts Beer & Ale
870,,Lord Chesterfield Ale,58,5.40,2.95,Yuengling Brewery
868,,Alchemy Ale,85,5.80,3.6,Widmer Brothers Brewing Company
857,,Osiris Pale Ale,96,5.60,3.96,Sun King Brewing Company
855,,The Public Ale,91,6.00,3.89,DC Brau Brewing Co.
852,,SideKick Extra Pale Ale,-,5.10,3.88,Two Brothers Brewing Company
842,,Lights On,-,5.60,4.35,Tree House Brewing Company
817,,Third Coast Beer,-,4.80,3.49,"Bell's Brewery, Inc."
807,,Light Speed,-,5.80,4.21,Toppling Goliath Brewing Company
789,,CPA: Citra Pale Ale,-,5.75,4.05,Odd Side Ales
777,,Shelter Pale Ale,-,5.00,3.38,Dogfish Head Craft Brewery
774,,HopHands,64,4.80,4.08,Tired Hands Brewing Company
760,,Restoration Pale Ale,-,5.00,3.42,Abita Brewing Co.
747,,Superfuzz Blood Orange Pale Ale,81,6.40,3.68,Elysian Brewing Company
747,,The Bitter End Pale Ale,-,5.20,3.74,Two Brothers Brewing Company
746,,Wyld Extra Pale Ale,-,4.00,3.52,Uinta Brewing Company
731,,30th Street Pale Ale,-,6.00,3.88,Green Flash Brewing Co.
724,,Redhook Audible Ale,-,4.70,3.35,Redhook Ale Brewery
720,,Sweetgrass American Pale Ale (APA),-,6.00,3.7,Grand Teton Brewing Co.
693,,Tour De Fall,-,6.00,3.67,New Belgium Brewing
689,,Otter Creek Overgrown,-,5.50,3.95,Otter Creek Brewing
685,,Evil Twin Hipster Ale,-,5.50,3.67,Evil Twin Brewing
670,,Pine Belt Pale Ale,-,6.30,3.83,Southern Star Brewing Company
670,,Hop Savant,-,6.70,4.11,Crooked Stave Artisan Beer Project
668,,Stoudts American Pale Ale,-,5.00,3.72,Stoudts Brewing Co.
668,,Stone Pale Ale 2.0,-,6.00,3.67,Stone Brewing
666,,Citra Extra Pale Ale,-,7.00,3.87,Knee Deep Brewing Company
663,,Steel Rail Extra Pale Ale,81,5.30,3.58,Berkshire Brewing Company Inc.
661,,Anchor Humming Ale,-,5.90,3.76,Anchor Brewing Company
660,,Terrapin RecreationAle,-,4.70,3.71,Terrapin Beer Company
660,,Mighty Arrow Pale Ale,-,6.00,3.81,New Belgium Brewing
643,,Armory XPA,-,5.90,3.83,Deschutes Brewery
643,,Day Tripper,-,5.40,4.05,Indeed Brewing Company
642,,Full Sail Pale Ale,96,5.40,3.7,Full Sail Brewery & Tasting Room & Pub
638,,Fist City,-,5.50,4.11,Revolution Brewing
637,,Ruth,66,5.00,3.55,Hair of the Dog Brewing Company / Brewery and Tasting Room
625,,Samuel Adams New Albion Ale,-,6.00,3.4,Boston Beer Company (Samuel Adams)
613,,XP Pale Ale,87,5.40,3.87,Bear Republic Brewing Co.
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
606,,Alaskan Freeride APA,-,5.30,3.77,Alaskan Brewing Co.
598,,Freshchester Pale Ale,-,5.60,3.88,Captain Lawrence Brewing Co.
593,,Full Nelson Virginia Pale Ale,-,5.90,3.83,Blue Mountain Brewery
587,,River Horse Hop Hazard Pale Ale,84,6.50,3.52,River Horse Brewing Co.
587,,Omission Pale Ale (Gluten-Free),-,5.80,3.38,Widmer Brothers Brewing Company
570,,Loser Pale Ale,85,7.00,3.72,Elysian Brewing Company
565,,Rogue Farms OREgasmic Ale,-,6.00,3.77,Rogue Ales
560,,He'Brew Genesis Dry Hopped Session Ale,-,5.50,3.65,Shmaltz Brewing Company
552,,Poleeko Pale Ale,90,5.00,3.81,Anderson Valley Brewing Company
551,,ACME California Pale Ale,84,5.00,3.45,North Coast Brewing Co.
551,,12th Of Never Ale,86,5.50,4.02,Lagunitas Brewing Company
547,,Pale Ale,79,5.80,3.5,Yazoo Brewing Company
547,,Highland St. Terese's Pale Ale,-,5.20,3.66,Highland Brewing
542,,Short's Pandemonium Pale Ale,-,5.40,3.63,Short's Brewing Company
532,,Pennsylvania Tuxedo,90,8.50,3.94,Dogfish Head Craft Brewery
519,,Oatsmobile Ale,88,4.30,3.77,"Bell's Brewery, Inc."
518,,Phoenix Pale Ale,-,5.10,3.75,Sly Fox Brewing Company
515,,Rio Blanco Pale Ale,-,5.20,3.45,Real Ale Brewing Company
503,,Blue Heron Pale Ale,88,6.10,3.4,Mendocino Brewing Company
502,,Loose Leaf,-,4.50,3.67,Odell Brewing Company
483,,Alpine Ale,-,5.50,3.67,Alpine Beer Company
482,,Trail Head Pale Ale,-,6.30,4.1,Fat Head's Brewery & Saloon
467,,Dundee Pale Ale,70,5.30,3.26,Genesee Brewing Co. / Dundee Brewing Co.
466,,New Holland Hopivore,-,5.50,3.4,New Holland Brewing Company
465,,Drake's 1500 Pale Ale,-,5.50,3.9,Drake's Brewing Co.
462,,Jam Session,-,5.10,3.86,NoDa Brewing Company
460,,Saranac Big Moose Ale,82,5.30,3.5,Matt Brewing Company / Saranac Brewery
453,,Nelson Single Hop,-,5.20,4.41,Hill Farmstead Brewery
452,,Conduct Of Life,-,5.00,4.2,Hill Farmstead Brewery
450,,XHOPS (Gold Label),-,5.30,4.46,Toppling Goliath Brewing Company
444,,Extra Pale Ale,-,4.70,3.32,Flying Fish Brewing Company
438,,Caldera Pale Ale,90,5.50,3.8,Caldera Brewing Company
423,,Mill Street Tankhouse Ale,-,5.20,3.76,Mill Street Brew Pub
419,,Grateful Pale Ale,89,4.70,3.64,Starr Hill Brewery
418,,Steelhead Extra Pale Ale,89,5.60,3.58,Mad River Brewing Company
418,,American Pale Ale,87,6.30,3.68,The Bronx Brewery
412,,Over Easy,88,4.60,3.88,Otter Creek Brewing
411,,Euphoria Pale Ale,-,6.10,3.83,Ska Brewing Co.
411,,St-Ambroise Pale Ale,99,5.00,3.92,McAuslan Brewing
409,,Tuckerman's Pale Ale,70,5.30,3.51,Tuckerman Brewing Co.
403,,Harpoon Ale,87,4.90,3.52,Harpoon Brewery & Beer Hall
396,,Duckpin Pale Ale,-,5.50,3.86,Union Craft Brewing Company
394,,Collaboration No. 5 - Tropical Pale Ale,-,7.20,3.99,Boulevard Brewing Co.
391,,San Diego Pale Ale .394,-,6.00,4.21,AleSmith Brewing Company
384,,Xtra-Citra Pale Ale,90,4.50,3.9,Surly Brewing Company
380,,Hop Odyssey: Cedar Plank Pale Ale,-,6.00,3.72,Green Flash Brewing Co.
376,,Double Dry Hopped PseudoSue (Citra),-,5.80,4.65,Toppling Goliath Brewing Company
373,,The Carhartt Woodsman,85,4.40,3.64,New Holland Brewing Company
372,,Dead Pony,-,3.80,3.75,BrewDog
372,,Pamola Xtra Pale Ale,84,4.90,3.53,Baxter Brewing Co.
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
370,,New Holland Paleooza,-,4.40,3.71,New Holland Brewing Company
366,,Manny's Pale Ale,-,5.40,3.94,Georgetown Brewing Company
361,,Four C's American Pale Ale,-,6.00,3.76,The Brew Kettle Taproom & Smokehouse / Production Works
359,,J.A.W.N. Juicy Ale With Nugget,-,5.20,3.93,Neshaminy Creek Brewing Company
354,,Maine Island Trail Ale,-,4.30,4,Rising Tide Brewing Company
350,,Dominion Hop Mountain Pale Ale,-,6.30,3.69,Old Dominion Brewing Company
347,,Amarillo Pale Ale,-,5.20,4.2,Hill Farmstead Brewery
344,,Southern Pale Ale,-,5.30,3.66,Natty Greene's Pub & Brewing Co.
342,,Oneida,-,5.80,3.94,Modern Times Beer
339,,Amish Four Grain Pale Ale,90,5.60,3.6,Lancaster Brewing Company
339,,Mad Anthony's American Pale Ale,84,5.50,3.44,Erie Brewing Co.
338,,Deal With The Devil,-,8.50,4.32,18th Street Brewery
335,,4² (Four Squared),-,5.60,3.98,Real Ale Brewing Company
334,,Flying Jenny Extra Pale Ale,-,5.30,3.89,Grey Sail Brewing of Rhode Island
331,,Brickstone APA,-,6.25,4.17,BrickStone Restaurant & Brewery
330,,Weekend Warrior Pale Ale,-,5.50,3.9,Karbach Brewing Co.
330,,Hoopla Pale Ale,-,5.70,3.41,Boulder Beer / Wilderness Pub
329,,Hop Kitchen - APA (FOCOllaboration W/ Odell Brewing),-,6.70,3.92,New Belgium Brewing
329,,Tornado,-,5.60,4.25,Tree House Brewing Company
328,,Cardinal Pale Ale,-,5.75,3.78,Nebraska Brewing Company
326,,Stone Ripper,84,5.70,3.83,Stone Brewing
323,,Closure,-,5.80,3.64,Greenbush Brewing Company
323,,Happy Hops,-,5.50,4.13,Russian River Brewing Company
319,,Devil's Ale,83,5.50,3.76,SanTan Brewing Co.
319,,Tsunami Pale Ale,-,5.00,3.76,Toppling Goliath Brewing Company
317,,Prairie Tulsa Rugby Ale,-,5.40,3.93,Prairie Artisan Ales
317,,Singletrack Copper Ale,-,4.90,3.41,Boulder Beer / Wilderness Pub
316,,LA-31 Bière Pâle,-,5.70,3.56,Bayou Teche Brewery
315,,Summer Ale,-,5.20,4.06,Fremont Brewing Company
314,,Blue Point Spring Fling,-,6.00,3.61,Blue Point Brewing Company
313,,Pale Joe,-,5.40,3.97,Founders Brewing Company
312,,Short's Space Rock,-,5.00,3.78,Short's Brewing Company
312,,Galaxy Pale Ale,-,4.80,4.26,New England Brewing Co.
309,,Fresh Hop Mirror Pond,-,5.00,3.85,Deschutes Brewery
305,,Little Creatures Pale Ale,90,5.20,4.05,Little Creatures Brewing Company
301,,Hopdinger,-,6.00,3.5,O'so Brewing Company & Tap House
300,,Spring Reign,-,6.00,3.58,Ninkasi Brewing Company
296,,Launch Beer,84,5.70,4.17,Trillium Brewing Company
294,,Rain In Blood Orange Pale Ale,-,5.00,3.5,Dark Horse Brewing Company
293,,BBC American Pale Ale,-,5.79,3.71,Bluegrass Brewing Co. - East St. Matthew's
291,,Mountain Livin' Pale Ale,-,6.00,3.36,Crazy Mountain Brewing Company
289,,Grand Am,-,6.00,3.79,Bear Republic Brewing Co.
288,,Palmetto Pale Ale,-,5.20,3.53,Palmetto Brewing Company
286,,Mission St. Pale Ale,-,4.60,3.57,Steinhaus Brewing Co.
285,,Crystal Pale Ale,83,5.30,3.57,Boston Beer Company (Samuel Adams)
280,,Redhook Gamechanger Ale,-,4.60,3.2,Redhook Ale Brewery
278,,Hop Bomber Pale Ale,-,5.50,3.45,Rivertown Brewing Co.
275,,Naked Pig Pale Ale,-,6.00,3.52,Back Forty Beer Co.
274,,Flying Monkeys Hoptical Illusion Almost Pale Ale,-,5.00,3.78,Flying Monkeys Craft Brewery
274,,Citra Pale Ale,-,5.50,3.82,El Segundo Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
274,,Sidecar Orange Pale Ale,-,5.30,3.77,Sierra Nevada Brewing Co.
272,,Highland Little Hump Spring Ale,-,4.50,3.81,Highland Brewing
270,,Sumner,-,5.20,4.24,Hill Farmstead Brewery
270,,Icelandic Pale Ale,-,5.60,3.43,Einstök Ölgerð (Einstök Beer Company)
265,,Mosaic Pale Ale,-,5.00,4.46,Hill Farmstead Brewery
264,,The Light That Spills Out Of The Hole In Your Head,-,6.00,4.33,Tired Hands Brewing Company
264,,Cream City Pale Ale,92,5.68,3.66,"Lakefront Brewery, Inc."
262,,Cowiche Canyon Organic Fresh Hop Ale,-,6.00,4.4,Fremont Brewing Company
259,,Pale Ale,-,5.40,3.48,Santa Fe Brewing Company
259,,Pale Ale,77,5.80,3.56,Ithaca Beer Company
255,,Peacemaker Pale Ale,82,5.70,3.69,Lonerider Brewing Company
253,,Berkshire Ale Traditional Pale Ale,93,6.30,3.92,Berkshire Brewing Company Inc.
252,,Peak Organic Simcoe Spring Ale,-,5.40,3.73,Peak Organic Brewing Company
250,,Goose Summer Ale,-,5.00,3.76,Goose Island Beer Co.
249,,Hop Oddysey: Citra Session Ale,-,5.00,3.94,Green Flash Brewing Co.
249,,Knot Stock,84,5.50,3.53,Furthermore Beer
249,,Columbus Pale Ale,-,5.50,3.63,Columbus Brewing Company
249,,Tröegs Solid Sender Ale,-,5.20,3.84,Tröegs Brewing Company
248,,Pisgah Pale Ale,-,5.50,3.78,Pisgah Brewing Co.
248,,HHG APA,-,5.30,4.07,Central Waters Brewing Co.
247,,Moat Iron Mike Pale Ale,88,5.60,3.71,Moat Mountain Smoke House & Brewing Co.
243,,Derivative: Galaxy,-,6.00,4.32,Proclamation Ale Company
243,,Stoneface Pale Ale,-,5.60,4.02,Stoneface Brewing Co.
241,,16-Bit DPA,87,6.20,3.86,Tallgrass Brewing Company
241,,Helios Pale Ale,86,4.90,3.5,Upland Brewing Company
241,,Seven Gates Pale Ale,-,5.60,3.61,Spring House Brewing Company
238,,Squatters Full Suspension Pale Ale,80,4.00,3.64,Utah Brewers Cooperative
237,,Blood Orange Pale Ale,-,5.00,3.72,Great South Bay Brewery
236,,Primal Pale Ale,80,5.00,3.45,Evolution Craft Brewing Company
235,,Patriot Pale Ale,-,6.00,3.45,RJ Rockers Brewing Company
234,,Copperhead Pale Ale,-,6.00,3.83,Free State Brewing Co.
231,,Snake River Pale Ale,94,5.20,3.72,Snake River Brewing Company & Brewpub
231,,Pale Ale,-,4.00,3.57,Uinta Brewing Company
230,,Skimpy Sparrow,-,5.40,4.3,Trillium Brewing Company
230,,Walkabout Pale Ale,-,5.30,3.94,Flat 12 Bierwerks
229,,Pale Ale,90,5.80,3.55,Upslope Brewing Company - Lee Hill
227,,Pacific Gem Single Hop,-,5.50,3.72,Green Flash Brewing Co.
225,,Peak Organic Pale Ale,78,5.10,3.48,Peak Organic Brewing Company
224,,Scary Jesus Rock Star,-,6.50,3.7,Dark Horse Brewing Company
223,,Short's Kind Ale,-,6.00,3.66,Short's Brewing Company
223,,Reef Donkey,-,5.50,4,Tampa Bay Brewing Co.
223,,Field 41,-,4.50,4,Bale Breaker Brewing Company
221,,The Vaporizer,-,6.00,3.6,Double Mountain Brewery & Taproom
220,,It Takes A Lot Of Great Beer To Make Great Wine,-,4.75,3.9,Russian River Brewing Company
220,,Napoleon Complex Hoppy Pale Ale,-,5.20,3.94,Wicked Weed Brewing
219,,Zen,-,4.80,3.79,Rhinegeist Brewery
219,,HopPun,91,5.30,4.03,Carton Brewing Company
217,,The Publican,-,5.50,4.05,Societe Brewing Co.
216,,Camp Wannamango,-,5.00,3.66,Harpoon Brewery & Beer Hall
215,,Da Fuzz,-,8.00,4.18,Pipeworks Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
214,,Red Racer Classic Pale Ale,-,5.00,3.8,Central City Brewers + Distillers
214,,Guayabera,-,5.50,4.21,Cigar City Brewing
214,,Sol Hunter,-,5.20,4.13,Toppling Goliath Brewing Company
212,,Tropical Pale Ale,-,5.90,3.78,Boulevard Brewing Co.
211,,Stump Knocker Pale Ale,-,5.50,3.98,Swamp Head Brewery
210,,Simcoe Sensation,-,4.50,3.93,Odd Side Ales
209,,Syracuse Pale Ale,82,5.00,3.45,"Middle Ages Brewing Co., Ltd."
209,,Gritty McDuff's Original Pub Style,77,4.50,3.36,Gritty McDuff's Brewing Company
207,,Great Lakes Canuck Pale Ale,-,5.20,3.83,Great Lakes Brewery
207,,Tallulah Extra Pale Ale,-,5.60,3.69,Speakeasy Ales & Lagers
206,,Pemi Pale Ale,80,5.70,3.25,Woodstock Inn Brewery
205,,Cack-a-lacky Ginger Pale Ale,-,5.00,3.54,Fullsteam Brewery
204,,Founders Nitro Pale Ale,-,5.40,3.92,Founders Brewing Company
204,,Stand Out,79,5.20,3.5,Long Trail Brewing Co.
203,,Chesapeake Pale Ale,-,5.30,3.6,AleWerks Brewing Company
201,,Striped Bass Pale Ale,-,5.00,3.35,Devils Backbone Brewing Company
201,,Amazeballs,-,4.70,4.34,Peekskill Brewery
200,,American Pale Ale,-,5.60,3.71,Good People Brewing Company
200,,Tony Jannus Pale Ale,-,5.50,3.83,Cigar City Brewing
200,,Jalapeño Pale Ale,-,5.50,3.76,Birdsong Brewing
197,,Essential Pale Ale,87,5.50,3.56,Port City Brewing
197,,Blue Point Pale Ale,-,5.00,3.74,Blue Point Brewing Company
196,,Enigma Dry Hopped Fort Point,-,6.60,4.42,Trillium Brewing Company
195,,OPA - Oatmeal Pale Ale,-,5.80,3.79,Ranger Creek Brewing & Distilling
195,,Bourbon Barrel Aged Citra Pale Ale,-,5.70,3.94,Odd Side Ales
193,,Trademark Pale Ale,-,5.70,3.46,Breckenridge Brewery
191,,Dribble Belt,-,4.20,4.11,Russian River Brewing Company
190,,Prolonged Enjoyment,-,3.70,3.78,Short's Brewing Company
189,,Little Rooster,-,5.80,4.31,Trillium Brewing Company
189,,Alpha Session,-,3.80,3.98,Drake's Brewing Co.
188,,Superfun!,-,4.20,4.13,Other Half Brewing Co.
187,,Kirkland Signature Pale Ale,-,5.40,3.15,Kirkland Signature / Costco Wholesale Corporation
187,,El Conquistador Extra Pale Ale,-,4.80,3.64,Mission Brewery
186,,UniversAle Pale,-,5.60,3.7,Fremont Brewing Company
186,,Tipperary Pale Ale,-,5.00,3.74,Moylan's Brewery
183,,Old Slugger,74,5.50,3.49,Cooperstown Brewing Company
183,,Pale Ale,-,5.00,3.27,Okanagan Spring Brewery
182,,Capital Trail Pale Ale,-,5.60,3.89,Hardywood Park Craft Brewery
179,,Pintail Pale Ale,93,5.30,3.76,Karl Strauss Brewing Company
177,,Double Day Tripper,88,8.00,3.89,Indeed Brewing Company
177,,483 Pale Ale,-,5.30,3.67,Great River Brewery
177,,Rhyme & Reason,-,5.70,3.98,Collective Arts Brewing
176,,The Down Low,-,3.90,3.83,Lagunitas Brewing Company
176,,Yosemite Scooter,-,5.50,3.57,Short's Brewing Company
176,,Pale Ale,-,5.50,3.75,Saint Archer Brewing Co.
175,,Hubert,-,6.00,4.2,Melvin Brewing / Thai Me Up
175,,Nelson Dry Hopped Fort Point,85,6.60,4.29,Trillium Brewing Company
175,,Citra,-,4.60,3.94,Oakham Ales / The Brewery Tap
173,,Pure Fury,-,5.70,3.75,Rhinegeist Brewery
172,,Pipe Organ Pale Ale,-,4.30,3.17,Church Brew Works
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
172,,Cutthroat Pale Ale,-,5.00,3.68,Tree Brewing
171,,Pilot Mountain Pale Ale,-,4.80,3.71,Foothills Brewing Company - Downtown Brewpub
170,,Alley Time,86,6.00,4.01,Spiteful Brewing
170,,Greenville Pale Ale,-,5.50,3.76,Twin Lakes Brewing Co.
169,,Pale Dog,81,6.00,3.88,Hops and Grain Brewery
166,,Riwaka Pale Ale,-,5.20,4.39,Hill Farmstead Brewery
165,,Rogue Farms Wet Hop Ale,-,6.40,3.59,Rogue Ales
165,,Motueka Pale Ale,-,5.20,4.13,Hill Farmstead Brewery
164,,Muskoka Harvest Ale,-,7.00,3.93,Muskoka Brewery
164,,Rebirth Pale Ale,84,5.00,3.74,New Orleans Lager & Ale Brewing Company (NOLA)
162,,Pale Ale,-,6.00,3.76,Nøgne Ø - Det Kompromissløse Bryggeri A/S
162,,Chatterbox,-,6.00,3.75,Short's Brewing Company
162,,Sweet As! Pacific Ale,87,6.00,3.79,GoodLife Brewing Company & Bier Hall
160,,Alaskan Big Mountain,78,5.70,3.9,Alaskan Brewing Co.
160,,Newburyport Pale Ale,-,5.50,3.75,Newburyport Brewing Company
160,,Table Dorothy,-,4.50,4.23,Hill Farmstead Brewery
159,,Pocket Pigeon,-,5.40,4.25,Trillium Brewing Company
159,,Thunder Ann,-,5.50,3.73,Jackalope Brewing Company
159,,Galaxy Dry Hopped PseudoSue,-,5.80,4.39,Toppling Goliath Brewing Company
158,,The Ringer,-,5.00,3.77,Fulton Beer
157,,Rising Sun Pale Ale,-,5.10,3.76,Baird Brewing Company / Fishmarket Taproom
156,,Kuhnhenn Loonie Kuhnie Pale Ale,-,5.60,3.86,Kuhnhenn Brewing Company
155,,24th Street Pale Ale,-,6.10,3.95,Strand Brewing Co.
154,,Angry Planet Organic Pale Ale,-,6.00,3.59,Flat Earth Brewing Company
154,,Pike Pale Ale,73,5.30,3.61,The Pike Brewing Company
153,,Humulus Nimbus Super Pale Ale,-,6.00,3.91,Seventh Son Brewing Co.
153,,Robot Surf Factory Pineapple Pale Ale,-,5.80,3.68,Spring House Brewing Company
153,,U.S. Pale Ale,-,5.00,3.38,Capital Brewery
152,,Drumroll APA,87,5.30,3.88,Odell Brewing Company
151,,Bonafide Legit,-,6.00,3.75,Short's Brewing Company
151,,Carolina Pale Ale,-,5.60,3.39,Carolina Brewing Company
151,,Demento Session Pale,-,4.70,3.73,Ale Asylum
151,,Pennsylvania Pale Ale,-,5.00,3.68,Philadelphia Brewing Company
150,,Mazarin,-,5.60,3.96,Omnipollo
150,,Yona Yona Ale,-,5.50,3.84,Yo-Ho Brewing Company
149,,Gamma Ray APA,-,5.40,3.91,Beavertown Brewery
148,,Schlafly Expedition Reserve,-,5.90,3.76,The Schlafly Tap Room
147,,Hopvale Organic Ale,91,4.70,3.89,Summit Brewing Company
147,,Commotion,-,5.20,3.84,Great Raft Brewing
146,,Spanish Peaks Black Dog Ale,90,5.20,3.49,Spanish Peaks Brewing Co.
145,,PMX,-,5.70,3.55,Southern Tier Brewing Company
145,,Mt. Tam Pale Ale,-,5.40,3.71,Marin Brewing Company
144,,Monkey Knife Fight,-,5.40,3.46,Rubicon Brewing Company
144,,Pale Ale,-,7.20,4.07,Black Husky Brewing
144,,Ripple,-,4.60,4.25,Kane Brewing Company
144,,Nickel Brook Naughty Neighbour Pale Ale,-,4.90,3.95,Nickel Brook Brewing Co.
144,,Ace Hole Pale Ale,-,6.10,3.87,Marshall Wharf Brewing Company / Three Tides Restaurant
144,,Galaxy Pale Ale,-,5.50,4.42,Hill Farmstead Brewery
143,,Alpha Ale,-,4.69,3.55,Wild Wolf Brewing Company
143,,Upland Harvest Ale,87,5.50,3.91,Upland Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
142,,Bottle Rocket Pale Ale,-,5.50,3.92,Wormtown Brewery
142,,Karma  Emulsion,-,5.20,4.28,Hill Farmstead Brewery
142,,Itty Bitty Goose,-,5.00,4.03,Trillium Brewing Company
142,,Dead Arm Pale Ale,-,6.00,4.16,COAST Brewing Company
141,,Citra Pale Ale,-,5.50,3.5,Free Will Brewing Co.
141,,Nimbus Pale Ale,-,5.50,3.37,Nimbus Brewing Company
141,,Brass Knuckle,-,5.75,3.23,Four String Brewing Company
141,,Pale Ale,-,5.50,3.61,Flying Dog Brewery
141,,Fish Tale Wild Salmon Pale Ale,84,5.50,3.31,Fish Brewing Company / Fishbowl Brewpub
140,,American Ale,-,5.00,3.6,Cricket Hill Brewing Co.
139,,American Pale Ale,-,5.30,3.72,Blackstone Restaurant & Brewery
