Ratings,Style,Name,Bros,ABV,Avg,Brewery
612,,Fistmas,-,6.10,3.82,Revolution Brewing
598,,Toaster Pastry,-,7.60,3.98,21st Amendment Brewery
587,,Red Nectar,-,5.40,3.65,Humboldt Brewing Co.
585,,Ambergeddon,-,6.80,3.99,Ale Asylum
563,,Terrapin Oaked Big Hoppy Monster,88,10.30,3.88,Terrapin Beer Company
561,,AutumnFest,86,5.40,3.56,Weyerbacher Brewing Co.
556,,Kingpin Double Red Ale,80,7.50,3.5,BridgePort Brewing Co. / Brewpub
545,,Mermaid's Red Ale,-,5.70,3.62,Coronado Brewing Company
543,,AleSmith Evil Dead Red,-,6.66,4.1,AleSmith Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
542,,Loakal Red,-,6.90,3.97,The Bruery
520,,Duck-Rabbit Amber Ale,-,5.50,3.4,The Duck-Rabbit Craft Brewery
505,,Redhook Copperhook,78,5.80,3.28,Redhook Ale Brewery
504,,Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),-,8.00,3.78,Sierra Nevada Brewing Co.
503,,Saint Arnold Amber Ale,-,5.50,3.57,Saint Arnold Brewing Company
501,,Samuel Adams Mighty Oak Ale,80,5.70,3.43,Boston Beer Company (Samuel Adams)
498,,Mourning Wood,-,7.30,3.82,Local Option
497,,Pursuit Of Hoppiness,91,8.50,3.97,Grand Teton Brewing Co.
496,,Believer,-,6.90,3.81,Ninkasi Brewing Company
496,,Jamaica Red Ale,97,6.50,3.85,Mad River Brewing Company
489,,Roundhouse IRA,-,7.50,4.02,"Bell's Brewery, Inc."
472,,Blue Moon Valencia Amber Ale,-,5.90,3.03,Coors Brewing Company
466,,Cinder Cone Red,91,5.50,3.93,Deschutes Brewery
465,,Sundog Amber Ale,-,5.25,3.54,New Holland Brewing Company
459,,Snowshoe Red Ale,-,5.70,3.67,New Glarus Brewing Company
443,,Laughing Skull Amber Ale,80,5.70,3.41,Red Brick Brewing Company
438,,Dark Horse Amber Ale,-,5.50,3.5,Dark Horse Brewing Company
429,,Fascist Pig Ale,85,8.00,3.69,Finch's Beer Co.
428,,Big Red Coq,-,6.50,3.92,Brewery Vivant
423,,Drop Top Amber,84,5.00,3.36,Widmer Brothers Brewing Company
421,,Hoppus Maximus,79,5.90,3.66,Thirsty Dog Brewing Company
420,,Red Fish India Red Ale,-,7.00,3.71,Flying Fish Brewing Company
418,,Key West Sunset Ale,67,4.80,3.04,Florida Beer Company
417,,Evil Twin Hop Flood,-,7.00,3.81,Evil Twin Brewing
413,,Dawn Of The Red I.R.A. Ale,-,7.00,3.9,Ninkasi Brewing Company
411,,African Amber,-,5.20,3.85,Mac and Jack's Brewery
410,,Evil Twin,-,6.80,3.95,Heretic Brewing Company
402,,Red Banshee Red Alt Ale,70,5.30,3.41,The Fort Collins Brewery
400,,Blue Point Winter Ale,81,7.00,3.5,Blue Point Brewing Company
396,,Alleycat Amber,-,5.50,3.63,Lost Coast Brewery and Cafe
390,,Blood Shot - Beer Camp #95,-,8.50,3.86,Sierra Nevada Brewing Co.
385,,Odell Levity Amber Ale,96,5.00,3.7,Odell Brewing Company
380,,Hoppy Red,86,5.70,3.67,Boston Beer Company (Samuel Adams)
371,,Buckshot Amber Ale,-,4.90,3.44,Natty Greene's Pub & Brewing Co.
366,,Revelry,-,9.50,4.07,Two Brothers Brewing Company
353,,Fat Tire And Friends Fat Hoppy Ale,-,6.00,4,New Belgium Brewing
351,,Green Lakes Organic Ale,-,5.20,3.78,Deschutes Brewery
349,,Blue Moon Rising Moon Spring Ale,70,5.40,2.97,Coors Brewing Company
330,,Pinstripe Red Ale,89,5.15,3.52,Ska Brewing Co.
330,,Newport Storm Hurricane Amber Ale,64,5.20,3.2,Coastal Extreme Brewing Co.
327,,Hemp Hop Rye,90,5.50,3.54,O'Fallon Brewery
307,,Lobster Ale,-,5.00,3.51,Belfast Bay Brewing Co.
294,,Redhook Late Harvest Autumn Ale,84,5.90,3.44,Redhook Ale Brewery
294,,The Men's Room Ale,-,5.60,3.61,Elysian Brewing Company
291,,XS Imperial Red,87,9.00,3.8,Rogue Ales
279,,Firefly Amber Ale,88,4.50,3.49,Jackie O's Pub & Brewery
278,,Mayflower Spring Hop,94,5.30,4.06,Mayflower Brewing Company
274,,Ashland Amber,93,5.40,3.73,Caldera Brewing Company
273,,Ouisconsing Red Ale,-,4.80,3.56,Central Waters Brewing Co.
271,,Revel Red,-,6.20,3.51,Stoudts Brewing Co.
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
271,,Old Yankee Ale,100,5.00,3.81,Cottrell Brewing Co.
269,,Giddy Up!,-,6.00,3.66,New Belgium Brewing
261,,Reprise Centennial Red,-,6.00,3.69,4 Hands Brewing Co.
260,,Alaskan Imperial Red Ale (Pilot Series),87,8.50,3.86,Alaskan Brewing Co.
252,,Chronic Ale,-,4.95,3.39,Pizza Port Solana Beach
248,,MacTarnahan's Amber Ale,81,5.10,3.48,Portland Brewing Company
244,,Palmetto Amber,-,5.50,3.52,Palmetto Brewing Company
242,,ESB Amber Ale,83,5.50,3.51,Flying Fish Brewing Company
241,,Ma,-,7.30,4.1,Tree House Brewing Company
239,,Rainmaker,-,6.50,3.97,Steel Toe Brewing
234,,Marble Red Ale,90,6.50,4.08,Marble Brewery
233,,Red Skull,-,8.80,4.07,Revolution Brewing
227,,Bone Head Imperial Red,-,9.40,4.22,Fat Head's Brewery & Saloon
227,,Ginger Twin,-,6.50,3.95,Half Acre Beer Company
223,,Bucolia,-,5.60,3.87,Bissell Brothers Brewing Co.
216,,Retro Red,-,5.20,3.6,The Fort Collins Brewery
215,,Lost Dog,-,7.20,3.4,Napa Smith Brewery
214,,River Horse Special Ale,-,4.50,3.58,River Horse Brewing Co.
214,,Alexander Keith's Red Amber Ale,-,5.00,2.87,Alexander Keith's
213,,Blue Moon Spiced Amber Ale,-,5.60,3.5,Coors Brewing Company
212,,Peak Organic Espresso Amber Ale,-,7.00,3.8,Peak Organic Brewing Company
212,,Samuel Adams Maple Ale,-,6.40,3.72,Boston Beer Company (Samuel Adams)
212,,Loopy Oatmeal Red Ale,88,6.60,3.76,Three Heads Brewing
208,,Goose Autumn Ale,-,6.70,3.69,Goose Island Beer Co.
208,,Crazy Mountain Amber Ale,-,5.25,3.54,Crazy Mountain Brewing Company
205,,Gypsy Tears Ruby Ale,-,6.00,3.75,Parallel 49 Brewing Company
205,,Monk In The Trunk,-,5.50,3.29,Inlet Brewing Co.
204,,Evil Crawfish,-,9.00,3.97,Clown Shoes
204,,Austin Amber Ale,-,4.80,3.32,Independence Brewing Co.
200,,Shine On Ale,-,4.60,3.37,Central Waters Brewing Co.
200,,Counter Culture,86,6.00,3.77,Flying Dog Brewery
198,,Tap Room No. 21 Amber Ale,-,4.80,2.71,World Brews
195,,Bear Naked Ale,-,5.20,3.55,Adirondack Pub & Brewery
192,,Grail Ale,94,5.00,3.63,"Middle Ages Brewing Co., Ltd."
192,,American Red Ale,-,4.80,3.48,Rock Art Brewery
190,,Kirkland Signature Amber Ale,-,5.70,3.2,Kirkland Signature / Costco Wholesale Corporation
187,,Native Amber,-,6.10,3.96,Coop Ale Works
185,,Rusty Chain,-,5.00,3.37,Flying Bison Brewing Company
184,,Jumping Cow Amber Ale,79,5.50,3.2,Steinhaus Brewing Co.
182,,Exit 9,-,9.00,4.04,Flying Fish Brewing Company
182,,Shark Bite Red Ale,-,6.00,3.79,Port Brewing
180,,Happy Amber,-,6.00,3.94,MadTree Brewing
180,,Train Wreck Ale,-,8.20,3.47,Mountain Town Brewing Co.
179,,The Libertine,-,8.50,3.89,Fulton Beer
179,,Black Dog Ale,-,5.20,3.5,Spanish Peaks Brewing Co.
177,,Red God,-,9.00,4.08,Cambridge Brewing Company
175,,The Unforgiven Amber Ale,-,5.80,3.75,Rush River Brewing Company
175,,Valor Ale,-,5.40,3.72,14th Star Brewing Co.
173,,North Peak Siren Amber,-,5.00,3.29,North Peak Brewing Company
173,,Amber Ale,-,5.30,3.47,Grand Teton Brewing Co.
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
172,,Henry Weinhard's Redwood Flats Amber Ale,-,5.20,3.09,Blitz-Weinhard Brewing Co.
172,,Rustic Ale,-,5.40,3.75,Lost Nation Brewing
170,,Finnegans Irish Amber,-,4.75,3.22,Finnegans Inc.
169,,Aorta Ale (Double Red Ale),-,9.60,3.99,Short's Brewing Company
167,,Tyranny Hoppy Red Ale,-,7.20,4.05,Wicked Weed Brewing
166,,Runabout Red Ale,-,4.40,3.6,Sebago Brewing Company
164,,New Holland Red Tulip Ale,-, ? ,3.63,New Holland Brewing Company
162,,Louie's Demise,-,4.80,3.6,Milwaukee Ale House
161,,Thirsty Goat Amber,-,6.80,3.6,Thirsty Planet Brewing Company
160,,West Sixth Amber,-,5.50,3.6,West Sixth Brewing Company
159,,Wachusett Octoberfest Ale,74,5.20,3.45,Wachusett Brewing Company
159,,Cape Cod Red,-,5.50,3.74,Cape Cod Beer
158,,Sam Vs. Unicorn,-,9.00,3.92,Pipeworks Brewing Company
158,,Thomas Creek Appalachian Amber Ale,-,6.80,3.39,Thomas Creek Brewery
158,,Free Range Red,-,6.10,3.88,Laurelwood Public House & Brewery
157,,Double Dread Imperial Red Ale,-,8.60,3.7,Mad River Brewing Company
157,,Ridgeback Ale,-,6.10,3.58,No Label Brewing Company
154,,Peak Organic Fall Summit Ale,-,5.70,3.66,Peak Organic Brewing Company
154,,Peak Organic King Crimson,-,9.50,3.87,Peak Organic Brewing Company
153,,Rowhouse Red,-,5.00,3.59,Philadelphia Brewing Company
152,,Buffalo Bayou 1836,-,5.90,3.46,Buffalo Bayou Brewing Co
151,,Sierra Blanca Roswell Alien Amber,70,5.20,3.1,Sierra Blanca Brewing Company (Rio Grande)
150,,Rise Up Red,86,5.80,3.92,Hopworks Urban Brewery
149,,Bromigo Smoked Maple Amber,85,6.50,3.61,Three Heads Brewing
149,,Smuttynose Kindest Find Imperial Red Ale (Big Beer Series),-,8.50,4.04,Smuttynose Brewing Company
148,,The Imperial Texan,-,8.00,3.82,Martin House Brewing Company
146,,Great Lakes Rally Drum Red Ale,-,5.80,3.87,Great Lakes Brewing Co.
145,,Red Marker Ale,-,5.00,3.24,AleWerks Brewing Company
144,,Perfect Tin Amber,-,4.50,3.59,Tin Roof Brewing Company
143,,All-In Amber,-,5.80,3.66,Full Pint Brewing Company
142,,Carrack,-,10.20,3.78,Mission Brewery
142,,Ard Ri,80,9.50,3.72,Upland Brewing Company
141,,Rail Yard Ale,73,5.20,3.36,Wynkoop Brewing Company
141,,Amber Ale,78,4.75,3.21,Eel River Brewing Co.
139,,El Rojo Red Ale,87,6.50,3.75,Griffin Claw Brewing Company
139,,Dean Pacific Northwest Mahogany Ale,-,6.00,3.87,SingleCut Beersmiths
138,,Sabre-Toothed Squirrel,-,7.00,3.8,Smog City Brewing
137,,Bitto Honey,-,6.50,3.53,Prism Brewing Company
137,,Red Rambler Ale,-,5.80,3.4,Peace Tree Brewing Co.
137,,Betrayal Imperial Red,-,8.20,3.85,Speakeasy Ales & Lagers
136,,6th Anniversary Ale (Dirty Hippie Imperial Red Ale),-,8.00,4.18,Kern River Brewing Company
135,,Deveiled,76,5.20,3.3,Magic Hat Brewing Company
135,,Red Rock Amber Ale,82,6.00,3.64,OPA-OPA Steakhouse & Brewery
135,,Imperial Red Ale,87,7.70,3.79,Epic Brewing Company
134,,Diablo Rojo,-,7.00,3.66,Boneyard Beer Company
133,,Tyrant Double Red,-,8.50,4.12,Wicked Weed Brewing
133,,Red Jacket Amber Ale,-,5.10,3.45,Keweenaw Brewing Company
131,,Louie's Resurrection,88,10.20,3.92,Milwaukee Brewing Company
130,,Buffalo Butt,-,4.50,3.22,Rahr & Sons Brewing Company
130,,Red Giant,94,8.25,3.96,Element Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
130,,Peak Organic Amber Ale,80,4.90,3.5,Peak Organic Brewing Company
130,,Peak Organic The Maple Collaboration,-,7.00,3.59,Peak Organic Brewing Company
128,,Ambear Red Ale,-,5.00,3.64,Cameron's Brewing Co.
127,,Deciduous Imperial Red Ale,-,8.00,4.08,Trillium Brewing Company
127,,Dad,-,6.00,3.7,Rhinegeist Brewery
125,,Mississippi Fire Ant,83,8.00,3.87,Southern Prohibition Brewing
125,,Elector Imperial Red Ale,81,7.00,3.66,New Albanian Brewing Company - Pizzeria and Public House
124,,Hello My Name Is Amber,-,5.80,3.67,Flat 12 Bierwerks
124,,Red Mo Ale,-,5.00,3.73,Otto's Pub and Brewery
124,,Fish Tale Amber Ale,85,5.50,3.58,Fish Brewing Company / Fishbowl Brewpub
123,,Northern Hawk Owl,-,5.80,3.5,Right Brain Brewery
123,,Boont Barl Bourbon Barrel Amber Ale,-,6.00,3.66,Anderson Valley Brewing Company
122,,Pig In The Wood,-,8.00,3.72,Finch's Beer Co.
122,,Simcoe SamuRYE,-,6.00,4.08,Al's of Hampden / Pizza Boy Brewing
122,,Lavaman Red Ale,-,5.60,3.49,Kona Brewing Co.
121,,Sundance Amber Ale,-,4.85,3.39,Boulder Beer / Wilderness Pub
121,,Rollin' Dirty Red Ale,-, ? ,3.53,Cigar City Brewing
121,,Amber Ale,-,6.00,3.74,Mt. Carmel Brewing Company
121,,Heavy Seas / Maine Beer Co. The Partner Ships Red IPA,-,7.50,3.84,Heavy Seas Beer
120,,Flannel Friday,-,5.70,3.84,Harpoon Brewery & Beer Hall
120,,Switchback Roasted Red Ale,-,5.60,3.86,Switchback Brewing Company
118,,Indiana Amber,-,5.50,3.53,Oaken Barrel Brewing Company
118,,Hop Buggy,-,5.60,3.48,Lancaster Brewing Company
117,,Amsterdam Big Wheel Deluxe Amber,-,5.00,3.22,Amsterdam Brewing Company
117,,Rusty Red,-,6.00,3.17,O'so Brewing Company & Tap House
117,,Griffon Red Ale,-,4.50,3.52,McAuslan Brewing
116,,Steve's Back Yard Red Ale,-,5.50,3.76,Lawson's Finest Liquids
116,,Epicenter Amber,81,5.50,3.51,SanTan Brewing Co.
116,,Thirsty Beaver Amber Ale,-,5.00,3.54,Tree Brewing
116,,Rock Bottom Red Ale,-,5.60,3.34,Rock Bottom Restaurant & Brewery
114,,Wasatch Evolution Amber Ale,-,4.00,3.3,Utah Brewers Cooperative
114,,Red Hoppocalypse Imperial Ale,-,8.00,3.87,Apocalypse Ale Works
114,,Odin's Gift,87,5.40,3.64,Odin Brewing Company
114,,Bell's Deb's Red Ale,-,6.30,3.77,"Bell's Brewery, Inc."
112,,Scuttlebutt Amber,-,5.10,3.36,Scuttlebutt Brewing Company
110,,War Of 1812 Ale,-,5.20,3.39,Sackets Harbor Brewing Co.
108,,Misfit Red,-,5.10,3.63,DuClaw Brewing Company
108,,Wavemaker Amber Ale,-,6.00,3.62,Big Storm Brewing Company
108,,Exile Red,-,5.90,3.54,Evolution Craft Brewing Company
107,,Windvane,-,6.00,3.88,Bad Weather Brewing Company
107,,Rebel Kent The First,-,5.00,3.54,3 Sheeps Brewing
107,,Boréale Rousse,-,5.00,3.49,Brasseurs Du Nord Inc.
105,,McNeill's Firehouse Amber Ale,86,5.60,3.64,McNeill's Brewery
104,,Spark House Red Ale,-,5.00,3.6,Lake of Bays Brewing Company
103,,Kona Brown,-,5.50,4,Perrin Brewery
103,,Shakparo (Fire-Brewed African Style-Ale),77,5.70,3.09,Sprecher Brewing Company
102,,Sleeman Original Dark (50*),63,5.50,2.94,Sleeman Breweries Ltd.
102,,Offshore Amber Ale,82,5.30,3.66,Offshore Ale Company
102,,Saluki Dunkeldog,-,5.40,3.4,Big Muddy Brewing
101,,Vamplifier,-,5.20,3.63,Magic Hat Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
101,,Red Cockaded Ale,-,8.50,3.63,Southern Star Brewing Company
100,,Scarlet Fire,-,5.60,3.67,Tighthead Brewing Company
100,,Fireman's Brew Redhead Ale,64,5.50,3.09,"Fireman's Brew, Inc."
99,,Reclaimed Rye,-,5.50,4.21,Creature Comforts
99,,American Ale,-,5.00,3.54,Thimble Island Brewing Company
99,,Ultra High Frequency,-,7.70,4.04,Solemn Oath Brewery
97,,Rad Red Amber Ale,-,5.60,3.54,Upland Brewing Company
97,,Ridgetop Red,-,6.00,3.71,Silver City Brewing Co.
97,,Block Party,-,5.60,3.94,Karben4 Brewing
97,,Holy Crap! Imperial Red Ale,-,9.00,3.97,Mispillion River Brewing
96,,Cambridge Amber,91,4.90,3.74,Cambridge Brewing Company
96,,Common Sense,85,5.30,3.48,Upstate Brewing Company
95,,Ramble On Red,-,5.00,4.02,NoDa Brewing Company
95,,Rapscallion Blessing,85,8.00,3.92,Rapscallion
95,,Ipswich Harvest Ale,89,6.90,3.81,Ipswich Ale Brewery
94,,Ruby Red American Ale,-,6.10,3.77,Fat Bottom Brewing
93,,Mass Transit Ale,77,5.00,3.19,Bristol Brewing Company
93,,Remnant Of Dragon,-,9.00,4.04,Greenbush Brewing Company
93,,Nimbus Rillito Red Ale,-,5.00,3.28,Nimbus Brewing Company
92,,Hale's Red Menace Big Amber,-,4.60,3.42,Hale's Ales Brewery & Pub
91,,Plowman's Ale,-,4.70,3.73,Grand River Brewing
91,,Lighthouse Ale,-,5.20,3.44,Fire Island Beer Company
90,,Expedition Ale,-,7.00,3.96,Drake's Brewing Co.
90,,Back East Ale,-,5.00,3.73,Back East Brewing Company
89,,Kroovy,-,9.00,4.21,Rushing Duck Brewing Company
89,,Sunset Amber Ale,-,5.40,3.45,Grand Canyon Brewing Company
88,,Rye'd Piper,-,5.80,3.74,Ale Industries
88,,Imperial Red Ale,-,9.00,4.01,Marble Brewery
86,,India Red Ale,-,6.40,3.9,Deschutes Brewery
86,,Carlsbad Chronic,-,5.80,3.51,Pizza Port Solana Beach
86,,1881 Sacramento,-,5.60,3.7,Ruhstaller
86,,McCarthy's Bane,-,8.00,3.96,Knee Deep Brewing Company
85,,Frankenmuth Christmas Town Ale,-,6.70,3.71,Frankenmuth Brewery
84,,Red Rose Amber Ale,-,5.40,3.83,Baird Brewing Company / Fishmarket Taproom
84,,Man Vs. Internet,-,9.50,3.97,Solemn Oath Brewery
84,,Rogue Farms Chipotle Ale,-,5.40,3.65,Rogue Ales
82,,Red Nun Red Ale,-,5.50,3.52,O'Connor Brewing Co.
82,,Duce,-,7.50,3.8,North Loop Brew Co
81,,Panama Limited Red Ale,-, ? ,3.75,Flossmoor Station Restaurant & Brewery
81,,Louie's Demise Immort-Ale,-,4.80,3.52,Milwaukee Brewing Company
81,,Amber Ale,80,5.75,3.41,Napa Smith Brewery
80,,Real McCoy Amber Ale,92,4.50,3.58,Mammoth Brewing Company
80,,Autumn Ale,-,6.70,3.79,Goose Island Beer Co.
80,,El Toro Poppy Jasper,-,5.30,3.51,El Toro Brewing Co.
80,,Satan's Pony Amber Ale,-,5.00,3.47,South Street Brewery
79,,Carnie Fire,-,5.00,4.25,COAST Brewing Company
79,,Red Fox Amber Ale,-, ? ,3.65,Rogue Ales
79,,Bone Warmer Imperial Amber Ale,89,8.20,3.72,Grand Teton Brewing Co.
79,,Empire East Coast Amber,-,5.60,3.51,Empire Brewing Company - Brewpub
79,,Ghost River Riverbank Red,-, ? ,3.66,Ghost River Brewing
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
78,,Almost Heaven Amber Ale,-,5.20,3.73,Mountain State Brewing Co.
77,,Sequoia Red,-,5.20,3.66,Kern River Brewing Company
77,,Oak Creek Amber Ale,-,5.00,3.31,Oak Creek Brewery and Grill
76,,Homework Series # 1 - Hoppy Red Ale,-,7.00,3.83,Ballast Point Brewing Company
76,,Saranac Amber Ale,-,5.60,3.49,Matt Brewing Company / Saranac Brewery
76,,Men's Room Original Red,-,5.60,3.48,Elysian Brewing Company
76,,Boohai Red Ale,-,6.00,3.57,Crazy Mountain Brewing Company
75,,Bell's Big Porch Ale,-,6.00,3.63,"Bell's Brewery, Inc."
74,,Liquid Mistress,-,5.80,3.84,Siren Craft Brew
74,,Revival Red Ale,-,6.50,3.69,Marshall Brewing Company
74,,Squatters Big Cottonwood,85,5.75,3.69,Utah Brewers Cooperative
74,,Drop Kick Ale,-, ? ,3.18,Weston Brewing Company & O'Malley's Pub
74,,Double Rainbow Ale,-,7.00,3.58,Iron Horse Brewery
74,,Keybilly,-,5.40,3.36,Brew Hub
72,,Lavery Imperial Red Ale,-,8.20,3.7,Lavery Brewing Company
72,,Oakshire Amber,-,5.40,3.59,Oakshire Brewing
72,,Bulldog Amber Ale,-,5.40,3.62,Half Pints Brewing Company
72,,Yakima Red,-,4.00,3.42,Meantime Brewing Company Limited
71,,Struise Rosse,-,6.00,3.7,De Struise Brouwers
71,,Tall Poppy,-,7.00,3.91,8 Wired Brewing Co.
71,,Boston Red,72,5.20,3.31,Boston Beer Works - Canal Street
71,,McNeill's Ruby Ale,69,5.70,3.55,McNeill's Brewery
70,,Great Lakes Independence Ale,-,6.00,4.02,Great Lakes Brewing Co.
70,,Ro Shampo Imperial Red Ale,94,7.50,3.8,Figure 8 Brewing
70,,Sciaenhops,-,8.30,3.89,Swamp Head Brewery
70,,Dark Horse Rod,-, ? ,3.87,Dark Horse Brewing Company
70,,Killians Irish Red,-,4.90,3.06,Coors Brewing Company
69,,Hygge,-,6.70,3.9,Grassroots Brewing
68,,Tornado Alley Amber Ale,81,5.60,3.48,Charleville Vineyard Microbrewery
68,,Tall Ship Amber Ale,-,4.60,3.19,Garrison Brewing Company
68,,Rocco Red Ale,-,7.10,3.71,Bootlegger's Brewery
68,,The Defender,-,7.20,3.86,Brooklyn Brewery
68,,American Hero,80,5.60,3.48,Liquid Hero Brewery
68,,Death Becomes You,-,5.50,3.24,Los Muertos Brewing
68,,Flying Monkey Amber Ale,-,4.60,3.25,Flying Monkey Brewing Company
67,,Axe Scar Pig,-,6.00,3.7,Solemn Oath Brewery
67,,Yukon Red Amber Ale (Arctic Red),-,5.50,3.88,Yukon Brewing Company
67,,Misdemeanor,-,5.50,3.74,Jailhouse Brewing Company
67,,Bombay Rouge,-,7.60,3.98,Third Street Aleworks
67,,Moosehead Boundary Ale,-,5.30,3.32,Moosehead Breweries Ltd.
67,,Freetail Ale,-,6.00,3.79,Freetail Brewing Company
67,,Red Racer Copper Ale,-,5.00,3.5,Central City Brewers + Distillers
67,,South Coast,-,5.40,3.71,Parish Brewing Company
67,,Fall Festivus,-,4.80,3.43,Cricket Hill Brewing Co.
67,,Dock Street Philadelphia Amber,-,6.00,3.56,Dock Street Brewery & Restaurant
67,,Fred Red Ale,-,6.80,3.51,Blue & Gray Brewing Co.
66,,Arbor Brewing Red Snapper Special Bitter,-,4.90,3.47,Arbor Brewing Company
66,,'Merican Amber,-,5.80,3.65,Jekyll Brewing
66,,Bed And Breakfast,-,4.40,3.3,Brouwerij De Molen
66,,Winni Ale,-,6.60,3.67,603 Brewery
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
66,,R.J. King Wingwalker Amber Ale,59,4.50,2.84,World Brews
65,,Race Rocks Ale,-,5.20,3.78,Lighthouse Brewing Company
65,,Queen Bee,-,8.00,4.02,Short's Brewing Company
64,,BJ's Jeremiah Red,-,7.30,3.73,BJ's Restaurant & Brewhouse
64,,Hoppy Face Amber Ale,-,6.10,3.53,Hoppy Brewing Co.
64,,Amber Ale,-,5.50,3.02,Roscoe's Hop House
64,,Pike Pale Heirloom Amber Ale,-,5.30,3.47,The Pike Brewing Company
64,,Red King,-,8.60,3.86,Real Ale Brewing Company
64,,Men's Room Black Imperial Ale,-,8.00,3.91,Elysian Brewing Company
63,,Twisted Pine Amber Ale,88,5.30,3.47,Twisted Pine Brewing Company
63,,Infinite Amber Ale,-,5.00,3.28,Jailbreak Brewing Company
63,,Looping Owl,-,8.00,3.78,Right Brain Brewery
63,,1901 Red Ale,-,7.50,3.92,Bold City Brewery
63,,Proletariat Red,-,6.20,3.67,The New Old Lompoc
63,,Cable Car Small Batch Amber Ale,-,4.50,2.76,World Brews
63,,Stinky Hippie,-,6.00,3.61,North Country Brewing
61,,Amber,-, ? ,3.65,Dead Armadillo Craft Brewing
61,,Murphy's Law Amber Ale,-,5.80,3.46,Smartmouth Brewing Company
61,,Fire Chief's Red Ale,-,5.50,3.49,Pump House Brewery
61,,Premium Red Ale,-,6.00,3.2,Uehara Shuzou Co. Ltd. / Echigo Beer Pub
60,,Red Beard Ale,-,6.50,3.36,Latitude 42 Brewing Company
59,,Amber Ale,-,5.00,3.64,Triumph Brewing Company
59,,Atomic Raygun,-,8.30,3.62,Spring House Brewing Company
