Ratings,Style,Name,Bros,ABV,Avg,Brewery
"2,005",,Drew Curtis / Wil Wheaton / Greg Koch Stone Farking Wheaton W00tstout,90,13.00,4.08,Stone Brewing
"1,971",,Old Viscosity,93,10.00,4.14,Port Brewing
"1,941",,Pirate Bomb!,-,14.00,4.49,Prairie Artisan Ales
"1,872",,Imperial Eclipse Stout - Elijah Craig (12 Year),-,11.90,4.43,FiftyFifty Brewing Co.
"1,861",,Sunday Morning Stout,-,12.70,4.33,Weyerbacher Brewing Co.
"1,841",,Sea Monster Imperial Stout,-,10.00,3.99,Ballast Point Brewing Company
"1,807",,Prairie Artisan Ales / Evil Twin Bible Belt,-,13.00,4.29,Prairie Artisan Ales
"1,805",,Evil Twin Even More Jesus,-,12.00,4.26,Evil Twin Brewing
"1,797",,Chocolate Sombrero,-,9.00,3.9,Clown Shoes
"1,758",,Serpent's Stout,95,11.00,4.2,The Lost Abbey
"1,745",,The Event Horizon,94,8.50,4.36,Olde Hickory Brewery
"1,731",,Double Chocolate Stout,-,9.00,4.19,Rogue Ales
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
"1,715",,AleSmith Speedway Stout - Vietnamese Coffee,-,12.00,4.44,AleSmith Brewing Company
"1,684",,Grey Monday,-,19.50,4.41,The Bruery
"1,677",,High West-ified Imperial Coffee Stout,91,12.20,4.38,Lagunitas Brewing Company
"1,564",,Big John,-,11.50,4.02,Goose Island Beer Co.
"1,553",,Imperial Biscotti Break Bourbon Barrel Aged,-,11.50,4.48,Evil Twin Brewing
"1,547",,Christmas BOMB!,82,11.00,4.12,Prairie Artisan Ales
"1,446",,Peruvian Morning,-,8.50,4.11,Central Waters Brewing Co.
"1,444",,Prairie Apple Brandy Noir,-,12.00,4.46,Prairie Artisan Ales
"1,378",,Hunahpu's Imperial Stout - Double Barrel Aged,-,11.00,4.72,Cigar City Brewing
"1,354",,Black Xantus,-,11.00,4.13,Humboldt Brewing Co.
"1,334",,Sump Coffee Stout,-,10.50,4.36,Perennial Artisan Ales
"1,322",,Evil Twin I Love You With My Stout,-,12.00,4.13,Evil Twin Brewing
"1,314",,Imperial Stout,94,11.00,4.16,Boulevard Brewing Co.
"1,271",,Mocha Wednesday,-,19.20,4.4,The Bruery
"1,268",,Barrel-Aged Abraxas,-,11.00,4.68,Perennial Artisan Ales
"1,251",,Oatmeal Yeti,-,9.50,4.2,Great Divide Brewing Company
"1,189",,Buried Hatchet Stout,-,8.25,3.95,Southern Star Brewing Company
"1,168",,Berserker Imperial Stout,-,12.70,4.32,Midnight Sun Brewing Co.
"1,156",,TINY,-,11.80,3.92,Weyerbacher Brewing Co.
"1,135",,The Muddy Imperial Stout,-,9.00,3.7,Goose Island Beer Co.
"1,119",,Sweetwater Happy Ending Imperial Stout,94,9.00,3.88,SweetWater Brewing Company
"1,116",,Dinosmores,-,10.50,4.1,Off Color Brewing
"1,098",,Assassin Imperial Stout,-,12.00,4.58,Toppling Goliath Brewing Company
"1,078",,Kentucky Bourbon Barrel Stout,-,8.00,3.56,Alltech's Lexington Brewing and Distilling Co.
"1,076",,Big Black Voodoo Daddy,-,12.50,4.19,Voodoo Brewing Company
"1,069",,Mornin' Delight,-,12.00,4.7,Toppling Goliath Brewing Company
"1,056",,Labyrinth Black Ale,-,13.20,4.19,Uinta Brewing Company
"1,025",,Barrel Aged Bomb!,-,11.20,4.47,Prairie Artisan Ales
"1,019",,Evil Twin Yin,-,10.00,3.97,Evil Twin Brewing
"1,010",,"Madrugada Obscura, Dark Dawn Stout",-,8.10,3.81,Jolly Pumpkin Artisan Ales
"1,010",,Good Morning,99,8.40,4.77,Tree House Brewing Company
"1,008",,Lindley Park,-,10.00,4.28,Olde Hickory Brewery
"1,001",,Box Set Track #10 - Bat Out Of Hell,-,13.50,4.41,The Lost Abbey
993,,Satin Solitude Imperial Stout,-,7.50,3.86,Central Waters Brewing Co.
990,,Imperial Java Stout,-,8.00,4,Santa Fe Brewing Company
977,,Caffè Americano,-,11.00,4.51,Cigar City Brewing
976,,Hitachino Nest Espresso Stout,-,7.00,3.96,Kiuchi Brewery
961,,Beer Geek Vanilla Shake,-,13.00,4.32,Mikkeller ApS
948,,New Holland Night Tripper,-,10.80,4.05,New Holland Brewing Company
941,,Brewhouse Coffee Stout,-,8.20,4.22,Central Waters Brewing Co.
934,,Heavy Seas - Siren Noire Imperial Chocolate Stout,-,9.50,3.86,Heavy Seas Beer
919,,Kujo Imperial Coffee Stout,-,8.90,3.97,Flying Dog Brewery
915,,Luchador En Fuego,-,11.90,4.12,Clown Shoes
889,,Coffee Break Abduction,-,10.50,4.13,Pipeworks Brewing Company
851,,Vanilla Noir,-,11.50,4.15,Prairie Artisan Ales
842,,Birthday Bomb!,-,13.00,4.37,Prairie Artisan Ales
832,,Stone Americano Stout,-,8.70,4.13,Stone Brewing
794,,Prairie Noir,-,11.00,4.19,Prairie Artisan Ales
790,,Evil Twin Christmas Eve At A New York City Hotel Room,-,10.00,3.95,Evil Twin Brewing
786,,Brewer's Reserve Bourbon Barrel Cherry Stout,-,10.00,3.76,Central Waters Brewing Co.
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
776,,Evil Twin Aún Más Café Jesús,-,12.00,4.25,Evil Twin Brewing
767,,Tokyo*,-,18.20,3.87,BrewDog
756,,Dark Hollow Artisanal Ale,-,10.00,3.95,Blue Mountain Brewery
750,,Big Gruesome Peanut Butter Chocolate Stout,-,8.00,4.08,Spring House Brewing Company
738,,Peg's G.O.O.D. RareR D.O.S.,-,10.00,4.47,Peg's Cantina & Brew Pub
732,,Fundamental Observation,-,14.30,4.67,Bottle Logic Brewing
722,,Hipster Brunch Stout,-,10.00,4.35,Odd Side Ales
719,,17 Mint Chocolate Stout,92,10.00,4.02,Perennial Artisan Ales
718,,Oil Of Aphrodite,-,10.00,4.15,Jackie O's Pub & Brewery
718,,Evil Twin Soft Dookie,-,10.40,4.01,Evil Twin Brewing
709,,Choklat Oranj (Blackwater Series),-,10.00,4.21,Southern Tier Brewing Company
705,,Vanilla Bean Stout,-,10.80,4.1,Avery Brewing Company
678,,Oro Negro,-,10.50,4.47,Jackie O's Pub & Brewery
675,,Prairie Wine Barrel Noir,-,11.00,3.88,Prairie Artisan Ales
654,,AleSmith Speedway Stout - Vietnamese Coffee (Bourbon Barrel Aged),-,12.00,4.68,AleSmith Brewing Company
629,,Santa's Little Helper - Bourbon Barrel Aged,-,12.00,3.85,Port Brewing
627,,Raspberry Truffle Abduction,-,10.50,4.17,Pipeworks Brewing Company
605,,Evil Twin Double Barrel Jesus,-,12.00,4.56,Evil Twin Brewing
577,,Lizard Of Koz,-,10.50,3.88,Founders Brewing Company
572,,The Dogfather,90,11.00,3.86,Laughing Dog Brewing
564,,Imperial Eclipse Stout - Four Roses Bourbon,-,11.90,4.24,FiftyFifty Brewing Co.
564,,Blot Out The Sun,-,10.40,4.11,3 Floyds Brewing Co.
559,,Kentucky Brunch Brand Stout,-,12.00,4.82,Toppling Goliath Brewing Company
554,,Sunny Side Up (Little Amps! Double Coffee),-,9.50,4.35,Al's of Hampden / Pizza Boy Brewing
554,,Black (黑),-,17.50,3.72,Mikkeller ApS
541,,AleSmith Speedway Stout - Kopi Luwak,-,12.00,4.41,AleSmith Brewing Company
526,,Fayston Maple Imperial Stout,-,10.10,4.12,Lawson's Finest Liquids
519,,Genealogy Of Morals (Bourbon Barrel Aged),-,10.70,4.49,Hill Farmstead Brewery
506,,Prairie Pirate Noir,-,12.00,4.19,Prairie Artisan Ales
502,,Class V Stout,91,8.50,4.05,Kern River Brewing Company
502,,The Dogfather (Bourbon Barrel Aged),-,10.85,3.73,Laughing Dog Brewing
502,,Abita Bourbon Street Imperial Stout,-,10.00,3.87,Abita Brewing Co.
500,,Imperial Eclipse Stout - Heaven Hill Rittenhouse Rye,-,11.90,4.24,FiftyFifty Brewing Co.
497,,A Night To End All Dawns,-,12.20,4.43,Kane Brewing Company
488,,Imperial Stout,96,10.20,4.09,Olde Hickory Brewery
487,,Evil Twin Aún Más A Jesús,-,12.00,4.24,Evil Twin Brewing
480,,Oil Of Aphrodite - Rum Barrel Aged,98,11.50,4.12,Jackie O's Pub & Brewery
474,,Space Ghost Imperial Stout,-,12.00,4.11,Central Waters Brewing Co.
468,,S'more Money S'more Problems,-,10.00,4.06,Pipeworks Brewing Company
464,,Retribution,-,11.50,3.98,DuClaw Brewing Company
462,,Prairie Coffee Noir,-,11.50,4.02,Prairie Artisan Ales
462,,Kentucky Dark Star (KDS),-,11.00,4.34,Fremont Brewing Company
457,,Bourbon Barrel Champion Ground,-,11.00,4.53,Jackie O's Pub & Brewery
452,,Péché Mortel En Fût De Bourbon Américain,-,9.50,4.44,Brasserie Dieu du Ciel!
449,,So Happens It's Tuesday,-,14.70,4.2,The Bruery
449,,Beelzebub,-,8.00,4.22,The Alchemist
446,,Brewers Reserve Bourbon Barrel Cassian Sunset,-,10.00,4.37,Central Waters Brewing Co.
442,,Double Negative,-,10.00,4.25,Grimm Artisanal Ales
438,,Silent Night,97,9.00,4.03,Mother Earth Brewing
438,,Jefferson's Reserve Bourbon Barrel Stout,-,8.50,3.79,Bluegrass Brewing Co. - East St. Matthew's
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
437,,Rum King,-,10.00,4.39,Indeed Brewing Company
433,,Morning Glory Espresso Stout,-,8.00,3.86,Old Dominion Brewing Company
430,,Bourbon Barrel Aged Imperial Mayan Mocha,-,9.50,4.13,Odd Side Ales
422,,Bourbon Sidamo Coffee Stout,-,10.30,4,Hardywood Park Craft Brewery
422,,Prairie Artisan Ales / Brewfist Spaghetti Western,-,8.70,4,Prairie Artisan Ales
416,,Joe Mama's Milk Stout,-,8.00,4.03,Keegan Ales
415,,Imperial Eclipse Stout - Java Coffee,-,11.90,4.28,FiftyFifty Brewing Co.
414,,Double Chocolate Stout,60,8.50,3.66,The Fort Collins Brewery
405,,Barrel-Aged Sump Coffee Stout,-,10.50,4.38,Perennial Artisan Ales
404,,Frost Monster Imperial Stout,-,12.00,3.96,Captain Lawrence Brewing Co.
399,,MILF,-,11.00,4.26,Mother's Brewing Company
396,,Cherry Truffle Abduction,-,11.00,3.84,Pipeworks Brewing Company
394,,Sunday Molé Stout,-,11.30,4.09,Weyerbacher Brewing Co.
393,,Coffee Abraxas,-,10.00,4.45,Perennial Artisan Ales
392,,Dragon's Milk Reserve With Coffee & Chocolate,-,11.00,4.12,New Holland Brewing Company
385,,Java Cask,-,14.30,4.35,Victory Brewing Company - Downingtown
385,,Buxton / Omnipollo Yellow Belly,-,11.00,4.43,Buxton Brewery
384,,Bell's Bourbon Barrel Aged Cherry Stout,90,8.50,4.03,"Bell's Brewery, Inc."
382,,Abduction,-,10.50,4,Pipeworks Brewing Company
380,,Rye Rebellion,-,11.00,3.95,Full Pint Brewing Company
380,,Total Eclipse Breakfast Stout,-,9.10,4.17,Maumee Bay Brewing Company
377,,Ground State - 2nd Anniversary Beer,-,12.50,4.5,Bottle Logic Brewing
374,,Short's Mystery Stout,83,8.40,3.92,Short's Brewing Company
372,,Black Damnation II - Mocha Bomb,-,12.00,4.2,De Struise Brouwers
372,,Peg's G.O.O.D. Rare D.O.S.,-, ? ,4.34,Peg's Cantina & Brew Pub
371,,Dusk Trill Dawn,-,11.50,4.49,Trillium Brewing Company
371,,Barrel Aged D.O.R.I.S. The Destroyer,-,10.50,4.3,Hoppin' Frog Brewery
369,,Orange Truffle Abduction,-,10.50,3.96,Pipeworks Brewing Company
364,,PM Dawn W/ Barrington Barreiro Coffee,-,9.00,4.39,Trillium Brewing Company
362,,AleSmith Speedway Stout - Hammerhead,-,12.00,4.41,AleSmith Brewing Company
358,,Dragon's Milk With Toasted Chilies,-,11.00,3.79,New Holland Brewing Company
356,,Evil Twin Liquid Double Fudge,-,12.00,4.02,Evil Twin Brewing
356,,Black Damnation V - Double Black,-,26.00,4.37,De Struise Brouwers
355,,Snowed In - Bourbon Barrel Aged,-,11.00,4.68,Funky Buddha Brewery
350,,Coconut Almond Abduction,-,10.50,4.15,Pipeworks Brewing Company
349,,Hazel's Nuts,-,10.00,4.34,Odd Side Ales
348,,Mocha Abduction,-,10.50,4.13,Pipeworks Brewing Company
347,,Velvet Glove,-,9.00,3.93,Iron Fist Brewing Company
346,,Raspberry Stout,-,9.20,4.11,Hardywood Park Craft Brewery
345,,Redhook Double Black Stout,91,7.00,3.86,Redhook Ale Brewery
344,,Stillwater / Casita Cerveceria - On Fleek,-,13.00,4.16,Stillwater Artisanal Ales
341,,Caffe Americano - Rum Barrel Aged,-,9.20,4.47,Cigar City Brewing
339,,Goliat,-,10.10,4.22,To Øl
339,,Rain Check,-,8.90,3.94,Sierra Nevada Brewing Co.
338,,Bourbon Barrel Wood Burner,-,11.00,4.38,Jackie O's Pub & Brewery
338,,Night & Day,-,11.50,4.36,Trillium Brewing Company
337,,Imperial Biscotti Break - DeCicco Version With Chili And Hazelnuts,-,11.50,4.3,Evil Twin Brewing
337,,Riptide,84,8.00,3.62,BrewDog
337,,Beer Geek Vanilla Shake (Bourbon Edition),-,13.00,4.62,Mikkeller ApS
335,,Share This: Coffee,-,11.00,4.21,The Bruery
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
330,,Tactical Nuclear Penguin,-,32.00,3.5,BrewDog
327,,Breakfast Exorcism,-,11.00,4.47,Clown Shoes
326,,Morningwood,-,9.50,4.09,Odd Side Ales
325,,Darkest Hour,-,13.00,4.25,Anchorage Brewing Company
325,,Fegley's Bourbon Barrel Aged Insidious,-,9.00,4.04,Allentown Brew Works
320,,Doubly Down 'N Even Dirtier,-,7.50,4.14,Tyranena Brewing Company
315,,Black's Dawn,-,8.50,3.96,Cismontane Brewing Company
314,,Black & Red,-,10.50,3.46,Dogfish Head Craft Brewery
312,,BDCS,-,10.20,4.6,Ozark Beer Co.
307,,Evil Twin Michigan Maple Jesus,-,12.00,4.37,Evil Twin Brewing
306,,Trademark Dispute: Pallet 1,-,10.40,4.52,Peg's Cantina & Brew Pub
306,,Monsters' Park,-,12.00,4.09,Modern Times Beer
302,,Last Buffalo In The Park,-,11.50,4.63,Funky Buddha Brewery
302,,Maple Barrel Aged Fayston Maple Imperial Stout,-,11.00,4.31,Lawson's Finest Liquids
301,,Mega Black House,-,10.00,4.23,Modern Times Beer
299,,Delusion,-,11.70,4.29,Greenbush Brewing Company
298,,Black Crack,-,8.25,4.1,Southern Star Brewing Company
297,,Rare DOS,-,10.00,4.47,Peg's Cantina & Brew Pub
296,,Nut Smasher,-,11.00,4.51,Willoughby Brewing
295,,Dark Apparition - Vanilla & Coffee Bean,-,10.50,4.2,Jackie O's Pub & Brewery
289,,Barrel-Aged Wake Up Dead,-,10.20,3.28,Left Hand Brewing Company
287,,Harpoon Imperial Pumpkin,-,10.50,3.76,Harpoon Brewery & Beer Hall
286,,Dragon's Milk Reserve Vanilla Chai,-,11.00,4.04,New Holland Brewing Company
285,,Dragon's Milk Reserve With Raspberries,-,11.00,3.89,New Holland Brewing Company
283,,Big Shanty Graham Cracker Stout,-,9.00,4.25,Burnt Hickory Brewery
277,,Bourbon Barrel Oro Negro,-,11.00,4.54,Jackie O's Pub & Brewery
277,,Monsters Park - Bourbon Barrel Aged With Coconut And Cacao Nibs,-,13.00,4.15,Modern Times Beer
275,,Mexican Cake (Tequila Barrel Aged),-,10.50,4.44,Westbrook Brewing Co.
274,,Bourbon Barrel Oil Of Aphrodite,-,10.00,4.28,Jackie O's Pub & Brewery
274,,Cavatica Stout,-,8.80,3.88,Fort George Brewery + Public House
273,,Leche Borracho,-,11.00,4.52,Bottle Logic Brewing
271,,Stupid Stout,-,10.00,3.91,Coronado Brewing Company
270,,Beer Geek Brunch Weasel - Cognac Edition,-,10.90,4.05,Mikkeller ApS
269,,Trademark Dispute: &+,-,10.50,4.54,Peg's Cantina & Brew Pub
260,,Black Damnation III - Black Mes,-,13.00,4.1,De Struise Brouwers
259,,Peak Organic Oak Aged Mocha Stout,-,8.40,3.82,Peak Organic Brewing Company
259,,Cuvée Alex Le Rouge (Jurassian Imperial Stout),-,10.28,3.64,BFM (Brasserie des Franches-Montagnes)
256,,Blue BBLs,-,15.90,4.26,The Bruery
255,,Coffee Dinosmores,-,10.50,4.23,Off Color Brewing
255,,Triple Shot,-,9.00,4.63,Tree House Brewing Company
255,,Trademark Dispute: Nooner 10,-,12.00,4.53,Peg's Cantina & Brew Pub
255,,La Vache Folle - Milk Stout,100,9.00,4.14,Microbrasserie Charlevoix
251,,Evil Twin Bozo Beer,-,17.20,4.22,Evil Twin Brewing
251,,Double Negative (Bourbon Barrel-Aged),-,10.20,4.28,Grimm Artisanal Ales
251,,Shakedown Stout,-,8.50,3.98,Fat Head's Brewery & Saloon
251,,Dark Hollow Chocolate & Coffee Aged,-,10.00,4.03,Blue Mountain Brewery
248,,Wrecking Ball Imperial Stout,-,9.50,3.79,No-Li Brewhouse
247,,Imperial Stout,87,9.10,3.9,Epic Brewing Company
241,,Bourbon Barrel Aged Dark Star: Spice Wars,-,14.50,4.4,Fremont Brewing Company
240,,Satan's Bake Sale Mint Chocolate Chip Stout,-,8.40,3.92,Spring House Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
240,,Heavy Boots Of Lead,-,11.20,4.31,SingleCut Beersmiths
239,,Imperial Eclipse Stout - Buffalo Trace Barrel Blend,-,9.50,4.04,FiftyFifty Brewing Co.
239,,Sin-Tax,-,8.10,3.91,Mother Earth Brew Co.
239,,Imperiale,-,9.10,3.7,Ninkasi Brewing Company
238,,Salted Caramel,-,10.00,4.12,Southern Tier Brewing Company
237,,Wreck Alley Imperial Stout,88,9.50,3.87,Karl Strauss Brewing Company
235,,Mint Truffle Abduction,-,10.50,3.93,Pipeworks Brewing Company
233,,Black Flag Imperial Stout,85,11.00,3.82,Beer Valley Brewing Co.
231,,Bourbon Barrel Aged Fayston Maple Imperial Stout,-,11.00,4.08,Lawson's Finest Liquids
229,,Mexican Coffee Cake,-,10.50,4.5,Westbrook Brewing Co.
225,,Contemporary Works - Surround,-,10.00,4.02,Stillwater Artisanal Ales
224,,French Toast Stout,-,8.40,4.12,Wicked Weed Brewing
222,,Big Bad Baptista,-,12.20,4.41,Epic Brewing Company
221,,Outside The Lines,-,12.70,4.35,Trillium Brewing Company
220,,Barrel-Aged 17 Mint Chocolate Stout,-,11.50,4.39,Perennial Artisan Ales
216,,Scarface Imperial Stout,-,9.50,3.9,Speakeasy Ales & Lagers
216,,Black Damnation IV - Coffee Club,-,13.00,4.13,De Struise Brouwers
215,,Genealogy,-,9.50,4.31,Hill Farmstead Brewery
214,,Imperial Stout X: Coconut,-,11.00,4.13,Boulevard Brewing Co.
209,,Trademark Dispute: Hazelnut,-, ? ,4.67,Peg's Cantina & Brew Pub
208,,Emelisse Espresso Stout,74,10.00,3.7,Bierbrouwerij Grand-Café  Emelisse
207,,Brewtus,-,8.60,4.23,Monocacy Brewing Co.
203,,Prairie Barrel Aged Bomb! (Fred's Blend),-,13.00,4.58,Prairie Artisan Ales
202,,3 Floyds / Mikkeller Black Flame,-,12.00,4.09,3 Floyds Brewing Co.
202,,Sarsaparilla 666 Bourbon Barrel Root Beer Stout,-,12.00,4,Dark Horse Brewing Company
202,,Amager / Mikkeller Hr. Frederiksens Væsel Brunch,-,10.70,4.09,Amager Bryghus
201,,Pumpkin Imperial Spruce Stout,-,8.00,3.63,Rock Art Brewery
200,,Horchata Imperial Stout,-,9.00,4,Belching Beaver Brewery
200,,Super Nebula,-,11.00,4.18,Block 15 Brewery & Restaurant
198,,Saranac Imperial Stout,94,9.00,3.9,Matt Brewing Company / Saranac Brewery
197,,ManBearPig,-,14.10,4.82,Voodoo Brewing Company
192,,21st Anniversary,-,11.90,3.93,Weyerbacher Brewing Co.
192,,Noa Pecan Mud Cake,-,11.00,4.4,Omnipollo
192,,Kuhnhenn Imperial Crème Brûlée Java Stout,-,8.00,4.03,Kuhnhenn Brewing Company
191,,Volume # 1,-,10.50,4.2,4 Hands Brewing Co.
188,,Clare's Thirsty Ale,-,12.50,4.57,Haymarket Pub & Brewery
188,,Bourbon Barrel-Aged Odin's Raven,-,11.00,4.06,Alpine Beer Company
188,,Garún Icelandic Stout NR.19,-,11.50,4.29,Borg Brugghús
185,,Paradise,-,13.00,4.29,Prairie Artisan Ales
185,,Imperial Eclipse Stout - Vanilla Bean,-,11.90,4.31,FiftyFifty Brewing Co.
184,,Imperial Eclipse Stout - High West Bourbon,-,11.90,4.17,FiftyFifty Brewing Co.
184,,Decoherence,-,12.90,4.67,Cigar City Brewing
184,,The Rusty Nail,-,13.20,4.66,Fremont Brewing Company
180,,Closer Encounter,-,11.00,4.1,Pipeworks Brewing Company
178,,Dragon's Milk Reserve Triple-Mashed,-,17.00,4.17,New Holland Brewing Company
177,,Stupid Stout - Bourbon Barrel Aged,-,9.50,4.03,Coronado Brewing Company
177,,Shackamaximum,-,8.00,3.82,Philadelphia Brewing Company
176,,Totality Imperial Stout,-,10.00,4.02,FiftyFifty Brewing Co.
176,,Evil Twin / Westbrook - Imperial Mexican Biscotti Cake Break,-,10.50,4.26,Evil Twin Brewing
172,,Fegley's Insidious Imperial Stout,84,9.00,3.74,Allentown Brew Works
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
171,,Imperial Eclipse Stout - High West Rye,-,11.90,4.24,FiftyFifty Brewing Co.
171,,Victory At Sea - Peanut Butter,-,10.50,3.88,Ballast Point Brewing Company
169,,Dragon's Milk Reserve - Coconut Rum Barrel,-,11.00,4.28,New Holland Brewing Company
169,,Symzonia,-,13.00,3.98,Omnipollo
168,,Bar Fly (Bourbon Barrel Aged),-,11.60,4.36,Midnight Sun Brewing Co.
167,,The Nothing,-,10.00,4.1,Smog City Brewing
165,,Double Barrel Big Bad Baptist,-,12.80,4.37,Epic Brewing Company
163,,Rum Barrel Aged Fayston Maple Imperial Stout,-,11.00,4.3,Lawson's Finest Liquids
162,,Agamemnon,-,12.50,4.23,Omnipollo
162,,Muskoka Winter Beard (Double Chocolate Cranberry Stout),-,8.00,3.83,Muskoka Brewery
162,,Barrel-Aged Maple Stout,-,13.40,4.13,Sierra Nevada Brewing Co.
161,,Buckley,-,14.00,4.31,Transient Artisan Ales
158,,Green Man The Dweller,91,9.50,4.04,Green Man Brewery
157,,Oil Man,91,11.00,4.05,Elevation Beer Co.
154,,Secessionist #1 (Gingerbread Stout),-,10.00,3.64,Buffalo Bayou Brewing Co
154,,Son Of A Baptist,-,8.00,4.12,Epic Brewing Company
154,,Gudeløs,-,8.90,4.17,Bryggeriet Djævlebryg ApS
153,,Suge Knite,-,14.00,4.25,Boneyard Beer Company
153,,Bourbon Barrel Dragontrax Night Fury,-,13.80,4.02,Witch's Hat Brewing Co.
152,,Tequila Barrel Noir,-,10.00,3.87,Almanac Beer Co.
151,,BQE - Barrel Aged,-,10.00,4.46,Finback Brewery
149,,Legend Of The Liquid Brain,-,12.00,4.34,Bull & Bush Brewery
149,,Quakertown Stout,-,9.20,4.02,Armadillo Ale Works
148,,Mokka Munt,-,10.00,4.23,Odd Side Ales
147,,Shipyard Mint Chocolate Stout (Pugsley's Signature Series),-,9.00,3.34,Shipyard Brewing Co.
143,,Dosvidanya,-,12.50,4.16,DESTIHL Brewery
142,,Passion Abduction,-,10.50,3.49,Pipeworks Brewing Company
141,,Liquid Spiritual Delight,93,11.50,4.11,2nd Shift Brewing
140,,Bell's Harry Magill's Spiced Stout,-,8.00,3.92,"Bell's Brewery, Inc."
139,,Megadestroyer Imperial Licorice Stout,-,10.00,3.99,Howe Sound Inn & Brewing Company
138,,Jolly Rodger With Blue Bottle Coffee,88,9.00,4.11,Drake's Brewing Co.
134,,Toaster - 4th/9th Anniversary Imperial Stout,-,11.00,4.18,East End Brewing Company
134,,Serrano Stout,-,8.80,4.05,Green Flash Brewing Co.
134,,Highland Imperial Black Mocha Stout,-,9.50,4.04,Highland Brewing
132,,Back Home Gingerbread Stout,-,8.50,3.71,Golden Road Brewing
132,,Barbary Coast,-,10.00,3.98,Almanac Beer Co.
130,,Dragon's Milk Reserve,-,11.00,4.28,New Holland Brewing Company
130,,Hypnopompa,-,11.00,3.93,Omnipollo
129,,Columbus Sohio Stout,-,8.50,4.25,Columbus Brewing Company
129,,Bourbon County Templeton Rye,-,13.00,4.53,Goose Island Beer Co.
128,,Only Void,-,11.00,3.88,Tired Hands Brewing Company
128,,Pistachio Abduction,-,10.50,4.18,Pipeworks Brewing Company
128,,Death,-,11.70,3.49,Rivertown Brewing Co.
128,,Double Stack,-,10.00,4.5,Great Notion Brewing
