DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.0,9.2,44.1,100%,45.3,-1.2
3 Pointers,1.0,2.7,36.0,29.6%,35.7,0.3
2 Pointers,3.1,6.5,47.5,70.4%,49.8,-2.3
Less Than 6 Ft,1.9,3.1,59.0,34.1%,61.4,-2.4
Less Than 10 Ft,2.3,4.3,53.3,47.2%,55.6,-2.4
Greater Than 15 Ft,1.5,4.3,35.5,46.7%,36.8,-1.3
