DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.0,4.1,48.8,100%,43.6,5.2
3 Pointers,0.7,1.6,42.9,38.6%,35.4,7.5
2 Pointers,1.3,2.5,52.6,61.4%,49.1,3.4
Less Than 6 Ft,0.8,1.2,64.9,29.1%,61.8,3.0
Less Than 10 Ft,0.9,1.6,54.9,40.2%,55.2,-0.3
Greater Than 15 Ft,0.9,2.1,43.9,52.0%,36.4,7.5
