BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,53,24.1,10.3,3.7,9.6,38.9,1.3,3.8,34.0,1.6,2.1,77.1,1.3,4.4,5.7,1.7,1.9,0.6,0.2,1.7,4,0,-3.5
Home,28,22.8,8.9,3.2,8.4,38.1,1.1,3.3,34.4,1.3,1.6,80.4,1.0,4.5,5.5,1.9,2.0,0.4,0.3,1.6,2,0,-0.2
Road,25,25.6,12.0,4.3,10.9,39.6,1.4,4.3,33.6,1.9,2.5,74.6,1.6,4.3,5.9,1.6,1.8,0.8,0.2,1.9,2,0,-7.2
Wins,19,24.5,11.4,4.0,9.8,40.9,1.3,3.9,33.3,2.1,2.5,83.3,1.6,4.8,6.5,2.0,1.8,0.6,0.4,1.4,2,0,3.2
Losses,34,23.9,9.7,3.6,9.5,37.8,1.3,3.7,34.4,1.3,1.8,72.1,1.1,4.1,5.3,1.6,1.9,0.6,0.2,1.9,2,0,-7.2
October,2,26.9,5.0,2.0,10.5,19.0,0.5,3.5,14.3,0.5,1.0,50.0,0.5,5.0,5.5,2.0,1.5,0.0,0.0,2.0,0,0,-10.5
November,16,24.9,9.6,3.6,9.1,39.7,1.3,3.2,41.2,1.1,1.5,70.8,0.9,5.1,6.0,2.1,2.1,0.5,0.3,2.1,2,0,-3.8
December,14,22.8,9.9,3.5,8.6,40.8,1.3,4.0,32.1,1.6,1.9,85.2,1.6,4.1,5.8,1.3,1.5,0.5,0.1,1.7,2,0,-2.5
January,15,22.9,10.7,3.7,9.8,38.1,1.1,3.8,29.8,2.1,2.5,81.6,1.3,4.1,5.4,1.7,1.9,0.7,0.4,1.1,0,0,-3.8
February,6,27.2,14.2,5.2,12.5,41.3,1.8,4.8,37.9,2.0,3.0,66.7,2.0,3.7,5.7,1.8,2.3,1.2,0.0,2.3,0,0,-1.8
Pre All-Star,53,24.1,10.3,3.7,9.6,38.9,1.3,3.8,34.0,1.6,2.1,77.1,1.3,4.4,5.7,1.7,1.9,0.6,0.2,1.7,4,0,-3.5
Starters,11,27.7,10.1,3.9,10.5,37.4,1.3,3.0,42.4,1.0,1.3,78.6,0.9,5.3,6.2,1.7,2.4,0.6,0.2,1.9,1,0,-6.2
Bench,42,23.2,10.4,3.7,9.4,39.3,1.3,4.0,32.3,1.7,2.3,76.8,1.4,4.2,5.6,1.7,1.8,0.6,0.3,1.7,3,0,-2.8
0 Days Rest,13,26.2,14.2,5.2,12.2,42.8,1.8,4.8,36.5,2.0,2.8,72.2,1.9,4.4,6.3,1.8,1.8,1.0,0.1,1.8,2,0,-7.1
1 Days Rest,26,23.6,9.7,3.4,9.0,38.2,1.3,3.8,35.7,1.5,2.0,76.5,1.2,4.6,5.8,2.0,2.2,0.5,0.3,1.7,2,0,-3.1
2 Days Rest,11,23.4,8.7,3.2,8.4,38.0,0.9,2.7,33.3,1.5,1.6,88.9,1.0,4.1,5.1,1.2,1.3,0.5,0.2,1.7,0,0,0.3
3 Days Rest,2,20.2,5.0,2.0,6.5,30.8,0.0,2.5,0.0,1.0,1.0,100,1.0,2.5,3.5,0.5,2.5,1.0,0.5,0.5,0,0,-5.5
4 Days Rest,1,27.5,5.0,2.0,12.0,16.7,0.0,4.0,0.0,1.0,2.0,50.0,1.0,6.0,7.0,2.0,2.0,0.0,0.0,3.0,0,0,-4.0
