DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.0,4.2,48.3,100%,44.3,4.0
3 Pointers,0.8,1.9,39.6,44.9%,35.6,4.0
2 Pointers,1.3,2.3,55.4,55.1%,49.7,5.7
Less Than 6 Ft,0.9,1.2,73.5,28.8%,59.8,13.7
Less Than 10 Ft,1.0,1.5,62.8,36.4%,55.3,7.5
Greater Than 15 Ft,1.0,2.4,40.3,56.8%,37.1,3.2
