DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.5,8.1,43.1,100%,45.0,-2.0
3 Pointers,1.2,3.6,33.1,44.1%,36.6,-3.4
2 Pointers,2.3,4.5,50.9,55.9%,49.8,1.1
Less Than 6 Ft,1.3,2.0,65.0,25.2%,60.0,5.0
Less Than 10 Ft,1.6,2.6,59.2,32.7%,55.5,3.7
Greater Than 15 Ft,1.7,4.8,35.5,58.9%,38.1,-2.7
