,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 11, 2017 - DAL vs. ORL",W,32,10,4,8,50.0,2,3,66.7,0,0,0.0,0,3,3,7,0,0,3,3,21,2017-02-11 00:00:00,ORL,HOME
1,"FEB 09, 2017 - DAL vs. UTA",W,26,9,3,8,37.5,1,4,25.0,2,2,100.0,0,4,4,5,4,0,2,1,-6,2017-02-09 00:00:00,UTA,HOME
2,"FEB 07, 2017 - DAL vs. POR",L,35,12,4,9,44.4,1,4,25.0,3,3,100.0,0,2,2,2,1,0,2,2,7,2017-02-07 00:00:00,POR,HOME
3,"FEB 06, 2017 - DAL @ DEN",L,35,15,4,11,36.4,2,5,40.0,5,5,100.0,0,2,2,5,2,1,2,0,-32,2017-02-06 00:00:00,DEN,AWAY
4,"FEB 03, 2017 - DAL @ POR",W,39,32,11,17,64.7,9,11,81.8,1,2,50.0,0,2,2,5,0,0,2,4,3,2017-02-03 00:00:00,POR,AWAY
5,"FEB 01, 2017 - DAL vs. PHI",W,38,11,3,13,23.1,0,4,0.0,5,5,100.0,1,2,3,5,1,1,2,2,2,2017-02-01 00:00:00,PHI,HOME
6,"JAN 30, 2017 - DAL vs. CLE",W,38,19,7,15,46.7,3,6,50.0,2,2,100.0,0,5,5,3,4,0,2,2,10,2017-01-30 00:00:00,CLE,HOME
7,"JAN 29, 2017 - DAL @ SAS",W,36,9,3,9,33.3,1,4,25.0,2,2,100.0,2,0,2,7,2,0,0,3,12,2017-01-29 00:00:00,SAS,AWAY
8,"DEC 01, 2016 - BKN vs. MIL",L,3,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,3,2016-12-01 00:00:00,MIL,HOME
9,"NOV 27, 2016 - BKN vs. SAC",L,17,5,2,6,33.3,1,4,25.0,0,0,0.0,1,0,1,1,0,1,2,1,-16,2016-11-27 00:00:00,SAC,HOME
10,"NOV 25, 2016 - BKN @ IND",L,21,10,3,9,33.3,2,6,33.3,2,4,50.0,0,2,2,0,1,0,3,2,-11,2016-11-25 00:00:00,IND,AWAY
11,"NOV 23, 2016 - BKN vs. BOS",L,8,0,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,-8,2016-11-23 00:00:00,BOS,HOME
12,"NOV 20, 2016 - BKN vs. POR",L,12,0,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,0,0,-9,2016-11-20 00:00:00,POR,HOME
13,"NOV 18, 2016 - BKN @ OKC",L,19,6,1,5,20.0,0,3,0.0,4,4,100.0,3,1,4,1,0,0,2,2,-7,2016-11-18 00:00:00,OKC,AWAY
14,"NOV 15, 2016 - BKN @ LAL",L,19,11,3,5,60.0,2,3,66.7,3,4,75.0,0,1,1,4,0,0,1,5,7,2016-11-15 00:00:00,LAL,AWAY
15,"NOV 14, 2016 - BKN @ LAC",L,26,13,5,11,45.5,2,5,40.0,1,4,25.0,0,1,1,5,0,0,3,0,2,2016-11-14 00:00:00,LAC,AWAY
16,"NOV 12, 2016 - BKN @ PHX",W,13,2,1,3,33.3,0,2,0.0,0,0,0.0,0,1,1,2,0,1,0,1,1,2016-11-12 00:00:00,PHX,AWAY
17,"NOV 09, 2016 - BKN @ NYK",L,14,5,2,3,66.7,1,1,100.0,0,0,0.0,0,1,1,3,1,0,3,0,-6,2016-11-09 00:00:00,NYK,AWAY
