DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.0,10.1,49.9,100%,48.1,1.8
3 Pointers,0.6,1.5,38.8,14.4%,36.0,2.8
2 Pointers,4.5,8.7,51.8,85.6%,51.8,0.0
Less Than 6 Ft,2.6,4.2,62.8,41.1%,61.8,1.1
Less Than 10 Ft,3.5,6.2,56.6,61.5%,57.0,-0.3
Greater Than 15 Ft,1.2,3.1,39.7,30.3%,37.7,2.0
