DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.9,6.4,45.5,100%,46.0,-0.5
3 Pointers,0.5,1.6,34.2,24.7%,33.5,0.7
2 Pointers,2.4,4.8,49.1,75.3%,50.4,-1.2
Less Than 6 Ft,1.6,2.8,55.1,44.2%,60.6,-5.4
Less Than 10 Ft,1.8,3.4,52.4,53.2%,55.8,-3.4
Greater Than 15 Ft,1.0,2.5,39.3,39.6%,35.7,3.6
