BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
Home,9,19.5,6.0,2.2,7.1,31.3,0.8,2.6,30.4,0.8,1.1,70.0,0.1,2.2,2.3,2.6,0.8,0.9,0.3,1.3,0,0,3.7
Road,16,18.9,6.9,2.4,6.6,36.8,0.8,2.9,26.1,1.3,1.4,91.3,0.1,2.1,2.3,1.1,0.5,0.4,0.1,1.3,0,0,-1.4
Wins,15,18.9,6.1,2.3,6.3,36.2,0.8,2.5,31.6,0.8,1.0,80.0,0.1,2.4,2.5,1.8,0.7,0.6,0.2,1.1,0,0,4.9
Losses,10,19.6,7.3,2.5,7.6,32.9,0.7,3.1,22.6,1.6,1.8,88.9,0.2,1.8,2.0,1.4,0.5,0.6,0.1,1.5,0,0,-6.3
November,6,21.1,7.7,3.0,7.7,39.1,0.8,3.5,23.8,0.8,1.0,83.3,0.3,2.7,3.0,0.8,1.3,0.3,0.3,0.8,0,0,3.5
December,5,14.8,3.0,1.4,5.2,26.9,0.2,1.8,11.1,0.0,0.0,0.0,0.0,1.4,1.4,1.8,0.0,0.8,0.0,0.6,0,0,-2.6
January,10,18.5,7.5,2.5,6.8,36.8,1.0,3.1,32.3,1.5,1.7,88.2,0.1,1.4,1.5,1.6,0.3,0.7,0.0,1.9,0,0,-3.0
February,4,23.3,7.3,2.3,7.5,30.0,0.8,2.0,37.5,2.0,2.5,80.0,0.0,4.3,4.3,2.8,1.0,0.5,0.5,1.3,0,0,8.0
Pre All-Star,25,19.1,6.6,2.4,6.8,34.7,0.8,2.8,27.5,1.1,1.3,84.8,0.1,2.2,2.3,1.6,0.6,0.6,0.2,1.3,0,0,0.4
Starters,25,19.1,6.6,2.4,6.8,34.7,0.8,2.8,27.5,1.1,1.3,84.8,0.1,2.2,2.3,1.6,0.6,0.6,0.2,1.3,0,0,0.4
1 Days Rest,12,19.7,7.7,2.7,6.5,41.0,0.8,2.8,29.4,1.5,1.8,85.7,0.1,2.5,2.6,2.1,0.7,0.5,0.3,1.4,0,0,4.8
2 Days Rest,9,17.9,5.7,2.1,6.9,30.6,0.6,2.3,23.8,0.9,1.1,80.0,0.1,1.6,1.7,1.2,0.4,0.9,0.0,1.4,0,0,-2.9
3 Days Rest,1,23.3,12.0,5.0,11.0,45.5,2.0,6.0,33.3,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0,0,-6.0
5 Days Rest,1,21.2,8.0,2.0,6.0,33.3,2.0,4.0,50.0,2.0,2.0,100,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0,0,-7.0
6+ Days Rest,2,18.3,1.0,0.5,6.5,7.7,0.0,2.0,0.0,0.0,0.0,0.0,0.5,2.0,2.5,1.0,1.0,0.0,0.5,0.5,0,0,-4.0
