,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
0,"FEB 08, 2017 - SAS @ PHI",W,240,111,39,74,52.7,11,22,50.0,22,25,88.0,6,41,47,24,3,5,15,22,2017-02-08 00:00:00,PHI,AWAY
1,"FEB 06, 2017 - SAS @ MEM",L,240,74,30,82,36.6,4,19,21.1,10,18,55.6,11,33,44,11,8,6,16,20,2017-02-06 00:00:00,MEM,AWAY
2,"FEB 04, 2017 - SAS vs. DEN",W,240,121,45,79,57.0,10,21,47.6,21,26,80.8,7,31,38,29,13,8,14,15,2017-02-04 00:00:00,DEN,HOME
3,"FEB 02, 2017 - SAS vs. PHI",W,240,102,38,89,42.7,6,21,28.6,20,27,74.1,14,45,59,26,13,9,19,20,2017-02-02 00:00:00,PHI,HOME
4,"JAN 31, 2017 - SAS vs. OKC",W,240,108,37,86,43.0,7,21,33.3,27,38,71.1,10,40,50,16,12,13,17,25,2017-01-31 00:00:00,OKC,HOME
5,"JAN 29, 2017 - SAS vs. DAL",L,240,101,39,83,47.0,8,22,36.4,15,23,65.2,5,40,45,26,2,4,11,20,2017-01-29 00:00:00,DAL,HOME
6,"JAN 27, 2017 - SAS @ NOP",L,240,103,33,85,38.8,12,28,42.9,25,29,86.2,12,32,44,20,10,4,12,13,2017-01-27 00:00:00,NOP,AWAY
7,"JAN 24, 2017 - SAS @ TOR",W,240,108,38,85,44.7,7,24,29.2,25,33,75.8,6,30,36,20,7,6,12,18,2017-01-24 00:00:00,TOR,AWAY
8,"JAN 23, 2017 - SAS @ BKN",W,240,112,45,95,47.4,9,22,40.9,13,16,81.3,13,37,50,22,7,5,8,17,2017-01-23 00:00:00,BKN,AWAY
9,"JAN 21, 2017 - SAS @ CLE",W,265,118,48,96,50.0,10,26,38.5,12,14,85.7,10,36,46,32,6,6,13,22,2017-01-21 00:00:00,CLE,AWAY
10,"JAN 19, 2017 - SAS vs. DEN",W,240,118,44,86,51.2,9,22,40.9,21,25,84.0,6,37,43,28,12,5,7,19,2017-01-19 00:00:00,DEN,HOME
11,"JAN 17, 2017 - SAS vs. MIN",W,240,122,43,84,51.2,8,18,44.4,28,35,80.0,6,28,34,27,9,3,7,29,2017-01-17 00:00:00,MIN,HOME
