,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
12,"JAN 14, 2017 - SAS @ PHX",L,240,105,36,71,50.7,9,20,45.0,24,34,70.6,6,27,33,15,8,1,16,18,2017-01-14 00:00:00,PHX,AWAY
13,"JAN 12, 2017 - SAS vs. LAL",W,240,134,49,81,60.5,10,21,47.6,26,29,89.7,7,39,46,32,5,5,12,20,2017-01-12 00:00:00,LAL,HOME
14,"JAN 10, 2017 - SAS vs. MIL",L,240,107,42,88,47.7,12,30,40.0,11,14,78.6,13,28,41,22,5,7,14,10,2017-01-10 00:00:00,MIL,HOME
15,"JAN 07, 2017 - SAS vs. CHA",W,240,102,36,89,40.4,13,34,38.2,17,20,85.0,9,34,43,29,9,8,7,21,2017-01-07 00:00:00,CHA,HOME
16,"JAN 05, 2017 - SAS @ DEN",W,240,127,51,90,56.7,12,24,50.0,13,17,76.5,7,34,41,34,5,8,7,15,2017-01-05 00:00:00,DEN,AWAY
17,"JAN 03, 2017 - SAS vs. TOR",W,240,110,43,78,55.1,13,24,54.2,11,15,73.3,6,37,43,32,7,15,15,18,2017-01-03 00:00:00,TOR,HOME
18,"JAN 01, 2017 - SAS @ ATL",L,265,112,42,90,46.7,9,27,33.3,19,22,86.4,9,38,47,27,5,6,12,21,2017-01-01 00:00:00,ATL,AWAY
19,"DEC 30, 2016 - SAS vs. POR",W,240,110,39,78,50.0,11,22,50.0,21,25,84.0,11,37,48,22,7,5,16,18,2016-12-30 00:00:00,POR,HOME
20,"DEC 28, 2016 - SAS vs. PHX",W,240,119,47,87,54.0,5,17,29.4,20,25,80.0,16,30,46,20,11,7,16,20,2016-12-28 00:00:00,PHX,HOME
21,"DEC 25, 2016 - SAS vs. CHI",W,240,119,48,85,56.5,9,18,50.0,14,19,73.7,11,32,43,30,7,3,13,19,2016-12-25 00:00:00,CHI,HOME
22,"DEC 23, 2016 - SAS @ POR",W,240,110,39,78,50.0,12,20,60.0,20,21,95.2,13,32,45,19,9,3,12,17,2016-12-23 00:00:00,POR,AWAY
23,"DEC 22, 2016 - SAS @ LAC",L,240,101,37,92,40.2,6,19,31.6,21,25,84.0,18,37,55,19,8,7,12,23,2016-12-22 00:00:00,LAC,AWAY
24,"DEC 20, 2016 - SAS @ HOU",W,240,102,36,77,46.8,12,23,52.2,18,25,72.0,10,33,43,21,13,5,19,17,2016-12-20 00:00:00,HOU,AWAY
25,"DEC 18, 2016 - SAS vs. NOP",W,240,113,42,86,48.8,11,22,50.0,18,22,81.8,12,37,49,31,6,6,13,15,2016-12-18 00:00:00,NOP,HOME
26,"DEC 15, 2016 - SAS @ PHX",W,240,107,39,74,52.7,5,16,31.3,24,26,92.3,9,41,50,19,6,2,20,20,2016-12-15 00:00:00,PHX,AWAY
27,"DEC 14, 2016 - SAS vs. BOS",W,240,108,44,80,55.0,8,22,36.4,12,14,85.7,5,33,38,33,9,3,16,17,2016-12-14 00:00:00,BOS,HOME
28,"DEC 10, 2016 - SAS vs. BKN",W,240,130,50,94,53.2,14,26,53.8,16,18,88.9,8,41,49,38,11,7,10,18,2016-12-10 00:00:00,BKN,HOME
29,"DEC 08, 2016 - SAS @ CHI",L,240,91,39,97,40.2,9,28,32.1,4,5,80.0,11,33,44,21,11,8,12,18,2016-12-08 00:00:00,CHI,AWAY
30,"DEC 06, 2016 - SAS @ MIN",W,240,105,39,74,52.7,11,24,45.8,16,19,84.2,3,32,35,21,8,3,11,20,2016-12-06 00:00:00,MIN,AWAY
31,"DEC 05, 2016 - SAS @ MIL",W,240,97,40,93,43.0,8,28,28.6,9,14,64.3,12,34,46,26,6,5,14,22,2016-12-05 00:00:00,MIL,AWAY
32,"DEC 02, 2016 - SAS vs. WAS",W,240,107,39,80,48.8,8,20,40.0,21,33,63.6,12,25,37,27,11,4,15,17,2016-12-02 00:00:00,WAS,HOME
33,"NOV 30, 2016 - SAS @ DAL",W,240,94,33,71,46.5,11,19,57.9,17,24,70.8,7,35,42,16,7,6,11,11,2016-11-30 00:00:00,DAL,AWAY
34,"NOV 29, 2016 - SAS vs. ORL",L,240,83,28,76,36.8,5,20,25.0,22,26,84.6,10,35,45,19,9,4,18,17,2016-11-29 00:00:00,ORL,HOME
35,"NOV 26, 2016 - SAS @ WAS",W,240,112,40,75,53.3,9,24,37.5,23,29,79.3,6,32,38,22,7,6,14,17,2016-11-26 00:00:00,WAS,AWAY
36,"NOV 25, 2016 - SAS @ BOS",W,240,109,38,81,46.9,11,24,45.8,22,25,88.0,13,32,45,24,4,8,16,12,2016-11-25 00:00:00,BOS,AWAY
37,"NOV 23, 2016 - SAS @ CHA",W,240,119,44,86,51.2,13,31,41.9,18,20,90.0,8,26,34,28,9,8,9,18,2016-11-23 00:00:00,CHA,AWAY
38,"NOV 21, 2016 - SAS vs. DAL",W,240,96,35,75,46.7,8,20,40.0,18,25,72.0,8,31,39,24,9,1,13,18,2016-11-21 00:00:00,DAL,HOME
39,"NOV 18, 2016 - SAS @ LAL",W,240,116,44,78,56.4,10,24,41.7,18,19,94.7,3,31,34,30,8,6,12,18,2016-11-18 00:00:00,LAL,AWAY
40,"NOV 16, 2016 - SAS @ SAC",W,240,110,43,88,48.9,11,30,36.7,13,17,76.5,9,28,37,29,11,7,11,21,2016-11-16 00:00:00,SAC,AWAY
41,"NOV 14, 2016 - SAS vs. MIA",W,240,94,33,82,40.2,8,15,53.3,20,27,74.1,14,38,52,24,4,7,17,15,2016-11-14 00:00:00,MIA,HOME
42,"NOV 12, 2016 - SAS @ HOU",W,240,106,41,76,53.9,5,18,27.8,19,24,79.2,2,33,35,21,6,11,10,19,2016-11-12 00:00:00,HOU,AWAY
43,"NOV 11, 2016 - SAS vs. DET",W,240,96,36,81,44.4,9,20,45.0,15,19,78.9,10,35,45,24,8,2,8,13,2016-11-11 00:00:00,DET,HOME
44,"NOV 09, 2016 - SAS vs. HOU",L,240,99,33,84,39.3,7,23,30.4,26,30,86.7,10,29,39,22,14,5,10,15,2016-11-09 00:00:00,HOU,HOME
45,"NOV 05, 2016 - SAS vs. LAC",L,240,92,30,74,40.5,10,25,40.0,22,25,88.0,7,33,40,19,5,5,15,18,2016-11-05 00:00:00,LAC,HOME
46,"NOV 04, 2016 - SAS @ UTA",W,240,100,37,83,44.6,6,20,30.0,20,22,90.9,9,40,49,17,9,8,11,25,2016-11-04 00:00:00,UTA,AWAY
47,"NOV 01, 2016 - SAS vs. UTA",L,240,91,33,76,43.4,6,20,30.0,19,21,90.5,4,30,34,19,6,5,9,15,2016-11-01 00:00:00,UTA,HOME
48,"OCT 30, 2016 - SAS @ MIA",W,240,106,37,82,45.1,10,18,55.6,22,26,84.6,14,30,44,20,4,5,15,26,2016-10-30 00:00:00,MIA,AWAY
49,"OCT 29, 2016 - SAS vs. NOP",W,240,98,35,83,42.2,10,24,41.7,18,23,78.3,6,44,50,21,6,7,9,15,2016-10-29 00:00:00,NOP,HOME
50,"OCT 27, 2016 - SAS @ SAC",W,240,102,36,79,45.6,6,18,33.3,24,27,88.9,9,31,40,23,10,8,9,26,2016-10-27 00:00:00,SAC,AWAY
51,"OCT 25, 2016 - SAS @ GSW",W,240,129,47,98,48.0,12,24,50.0,23,26,88.5,21,34,55,25,13,3,13,19,2016-10-25 00:00:00,GSW,AWAY
