DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.0,7.1,42.2,100%,44.0,-1.8
3 Pointers,1.0,2.8,35.5,39.6%,36.0,-0.5
2 Pointers,2.0,4.3,46.6,60.4%,48.4,-1.8
Less Than 6 Ft,0.9,1.4,61.8,20.4%,59.4,2.4
Less Than 10 Ft,1.1,2.1,50.6,29.3%,54.5,-3.9
Greater Than 15 Ft,1.6,4.2,39.0,58.9%,37.4,1.6
