DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,6.4,13.4,47.9,100%,45.5,2.4
3 Pointers,1.8,5.1,35.6,37.9%,35.5,0.1
2 Pointers,4.6,8.3,55.4,62.1%,50.8,4.6
Less Than 6 Ft,2.6,4.0,66.2,29.5%,61.8,4.4
Less Than 10 Ft,3.3,5.3,61.7,39.6%,56.6,5.1
Greater Than 15 Ft,2.7,7.2,37.2,53.2%,37.5,-0.3
