DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.4,11.7,46.0,100%,44.2,1.8
3 Pointers,1.7,4.2,40.7,36.3%,35.8,4.8
2 Pointers,3.7,7.5,49.1,63.7%,48.7,0.4
Less Than 6 Ft,1.4,1.9,73.2,16.5%,59.6,13.6
Less Than 10 Ft,2.1,3.4,61.2,28.9%,54.4,6.8
Greater Than 15 Ft,2.9,7.2,40.5,61.9%,38.0,2.5
