DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.4,5.8,42.3,100%,45.7,-3.4
3 Pointers,0.5,1.7,30.1,28.9%,36.0,-5.9
2 Pointers,1.9,4.1,47.2,71.1%,49.5,-2.3
Less Than 6 Ft,1.1,1.9,59.8,32.4%,60.5,-0.7
Less Than 10 Ft,1.5,2.9,52.4,49.8%,54.7,-2.3
Greater Than 15 Ft,0.7,2.3,29.4,40.3%,37.7,-8.3
