DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.5,9.6,46.9,100%,45.5,1.4
3 Pointers,1.1,3.4,32.7,35.5%,35.5,-2.9
2 Pointers,3.4,6.2,54.8,64.5%,49.9,4.9
Less Than 6 Ft,1.3,1.9,68.7,19.7%,62.4,6.2
Less Than 10 Ft,1.7,2.7,62.4,27.7%,57.3,5.1
Greater Than 15 Ft,2.3,5.8,39.4,60.2%,37.1,2.3
