,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 10, 2017 - LAL @ MIL",W,20,7,3,5,60.0,0,0,0.0,1,2,50.0,1,3,4,3,1,2,3,1,12,2017-02-10 00:00:00,MIL,AWAY
1,"FEB 08, 2017 - LAL @ DET",L,19,8,4,9,44.4,0,0,0.0,0,0,0.0,3,7,10,3,0,1,2,3,0,2017-02-08 00:00:00,DET,AWAY
2,"FEB 06, 2017 - LAL @ NYK",W,20,9,4,8,50.0,0,0,0.0,1,2,50.0,6,4,10,0,1,0,0,3,34,2017-02-06 00:00:00,NYK,AWAY
3,"FEB 03, 2017 - LAL @ BOS",L,18,4,2,6,33.3,0,0,0.0,0,2,0.0,4,2,6,1,0,0,1,4,2,2017-02-03 00:00:00,BOS,AWAY
4,"FEB 02, 2017 - LAL @ WAS",L,26,13,5,6,83.3,0,0,0.0,3,5,60.0,2,9,11,1,0,0,3,4,2,2017-02-02 00:00:00,WAS,AWAY
5,"JAN 31, 2017 - LAL vs. DEN",W,18,6,3,5,60.0,0,0,0.0,0,1,0.0,4,4,8,0,1,1,2,3,4,2017-01-31 00:00:00,DEN,HOME
6,"JAN 26, 2017 - LAL @ UTA",L,30,4,2,6,33.3,0,0,0.0,0,0,0.0,1,1,2,2,1,1,1,1,-7,2017-01-26 00:00:00,UTA,AWAY
7,"JAN 25, 2017 - LAL @ POR",L,8,4,2,3,66.7,0,0,0.0,0,0,0.0,2,4,6,0,0,0,0,4,-5,2017-01-25 00:00:00,POR,AWAY
8,"JAN 22, 2017 - LAL @ DAL",L,10,0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,-10,2017-01-22 00:00:00,DAL,AWAY
9,"JAN 20, 2017 - LAL vs. IND",W,28,8,4,6,66.7,0,0,0.0,0,1,0.0,6,7,13,3,2,0,1,2,17,2017-01-20 00:00:00,IND,HOME
10,"JAN 17, 2017 - LAL vs. DEN",L,20,14,7,13,53.8,0,0,0.0,0,0,0.0,6,2,8,0,0,1,1,3,-8,2017-01-17 00:00:00,DEN,HOME
11,"JAN 15, 2017 - LAL vs. DET",L,11,6,2,2,100.0,0,0,0.0,2,3,66.7,0,2,2,0,0,0,0,3,-8,2017-01-15 00:00:00,DET,HOME
12,"JAN 14, 2017 - LAL @ LAC",L,21,8,3,4,75.0,0,0,0.0,2,3,66.7,1,5,6,0,0,1,2,4,-9,2017-01-14 00:00:00,LAC,AWAY
13,"JAN 12, 2017 - LAL @ SAS",L,18,5,2,3,66.7,0,0,0.0,1,2,50.0,2,1,3,0,1,0,1,3,-6,2017-01-12 00:00:00,SAS,AWAY
14,"JAN 10, 2017 - LAL vs. POR",L,17,2,0,0,0.0,0,0,0.0,2,4,50.0,1,3,4,1,0,0,1,1,-5,2017-01-10 00:00:00,POR,HOME
15,"JAN 08, 2017 - LAL vs. ORL",W,12,7,3,5,60.0,0,0,0.0,1,1,100.0,0,3,3,0,1,0,1,4,1,2017-01-08 00:00:00,ORL,HOME
16,"JAN 06, 2017 - LAL vs. MIA",W,25,10,3,5,60.0,0,0,0.0,4,4,100.0,6,5,11,2,0,1,1,4,17,2017-01-06 00:00:00,MIA,HOME
17,"JAN 05, 2017 - LAL @ POR",L,15,2,1,2,50.0,0,0,0.0,0,0,0.0,1,4,5,1,0,2,1,4,9,2017-01-05 00:00:00,POR,AWAY
18,"JAN 03, 2017 - LAL vs. MEM",W,10,6,1,4,25.0,0,0,0.0,4,6,66.7,1,2,3,0,1,0,0,3,-7,2017-01-03 00:00:00,MEM,HOME
19,"JAN 01, 2017 - LAL vs. TOR",L,14,9,2,6,33.3,0,0,0.0,5,5,100.0,3,6,9,0,0,0,0,3,-7,2017-01-01 00:00:00,TOR,HOME
20,"DEC 16, 2016 - LAL @ PHI",W,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,3,-2,2016-12-16 00:00:00,PHI,AWAY
21,"DEC 05, 2016 - LAL vs. UTA",L,12,7,3,5,60.0,0,0,0.0,1,2,50.0,4,1,5,0,2,0,1,2,0,2016-12-05 00:00:00,UTA,HOME
22,"DEC 03, 2016 - LAL @ MEM",L,15,4,2,5,40.0,0,0,0.0,0,0,0.0,2,4,6,0,0,0,1,1,3,2016-12-03 00:00:00,MEM,AWAY
23,"DEC 02, 2016 - LAL @ TOR",L,20,6,2,8,25.0,0,0,0.0,2,3,66.7,6,0,6,2,0,0,1,3,-20,2016-12-02 00:00:00,TOR,AWAY
24,"NOV 30, 2016 - LAL @ CHI",W,12,6,2,2,100.0,0,0,0.0,2,4,50.0,1,0,1,0,0,1,1,5,-5,2016-11-30 00:00:00,CHI,AWAY
25,"NOV 29, 2016 - LAL @ NOP",L,24,9,4,6,66.7,0,0,0.0,1,2,50.0,2,3,5,1,0,1,0,2,-2,2016-11-29 00:00:00,NOP,AWAY
26,"NOV 27, 2016 - LAL vs. ATL",W,28,7,3,7,42.9,0,0,0.0,1,1,100.0,2,6,8,1,2,2,1,1,27,2016-11-27 00:00:00,ATL,HOME
27,"NOV 25, 2016 - LAL vs. GSW",L,17,8,2,4,50.0,0,0,0.0,4,4,100.0,4,1,5,1,1,0,0,1,-3,2016-11-25 00:00:00,GSW,HOME
28,"NOV 23, 2016 - LAL @ GSW",L,15,9,2,9,22.2,0,1,0.0,5,6,83.3,1,4,5,0,1,0,0,4,-27,2016-11-23 00:00:00,GSW,AWAY
29,"NOV 22, 2016 - LAL vs. OKC",W,16,5,2,3,66.7,0,0,0.0,1,1,100.0,2,4,6,0,0,2,1,2,9,2016-11-22 00:00:00,OKC,HOME
30,"NOV 20, 2016 - LAL vs. CHI",L,16,4,1,3,33.3,0,0,0.0,2,2,100.0,3,3,6,1,1,1,1,3,0,2016-11-20 00:00:00,CHI,HOME
31,"NOV 18, 2016 - LAL vs. SAS",L,12,5,2,4,50.0,0,0,0.0,1,2,50.0,3,3,6,0,0,0,0,4,-5,2016-11-18 00:00:00,SAS,HOME
