DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.2,8.6,49.1,100%,45.2,3.9
3 Pointers,1.0,3.0,33.0,34.1%,36.6,-3.5
2 Pointers,3.3,5.7,57.4,65.9%,49.4,8.0
Less Than 6 Ft,1.8,2.3,76.1,26.8%,61.5,14.7
Less Than 10 Ft,2.2,3.0,73.5,34.5%,55.8,17.7
Greater Than 15 Ft,1.7,4.6,36.2,53.0%,37.9,-1.7
