BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,37,23.3,9.4,3.9,8.2,46.9,0.1,0.2,25.0,1.6,2.4,64.4,1.7,4.5,6.2,1.1,1.2,0.9,0.8,2.2,4,0,1.8
Home,17,21.4,7.9,3.1,7.7,39.7,0.0,0.1,0.0,1.8,2.9,63.3,1.6,4.4,6.0,1.0,1.5,0.8,0.7,2.1,1,0,3.4
Road,20,25.0,10.6,4.6,8.7,52.3,0.1,0.4,28.6,1.4,2.1,65.9,1.8,4.6,6.3,1.2,1.1,1.0,1.0,2.3,3,0,0.5
Wins,25,22.5,9.8,4.0,7.7,51.3,0.1,0.2,40.0,1.8,2.9,60.3,1.6,4.2,5.8,1.1,1.4,0.8,1.0,2.0,2,0,3.8
Losses,12,25.1,8.5,3.7,9.3,39.3,0.0,0.3,0.0,1.2,1.4,82.4,2.0,4.9,6.9,1.0,1.0,1.1,0.5,2.4,2,0,-2.3
October,2,21.4,10.0,2.5,7.5,33.3,0.0,0.0,0.0,5.0,7.5,66.7,2.5,7.0,9.5,1.0,2.5,1.5,1.0,2.5,0,0,3.5
November,9,24.5,10.6,4.6,9.2,49.4,0.1,0.2,50.0,1.3,2.3,57.1,1.1,4.8,5.9,0.6,1.0,0.9,1.0,2.2,2,0,2.2
December,8,17.7,5.9,2.0,5.5,36.4,0.0,0.0,0.0,1.9,2.8,68.2,1.8,3.8,5.5,0.6,1.1,0.4,1.3,2.0,0,0,-0.1
January,14,26.0,10.3,4.5,9.5,47.4,0.1,0.3,25.0,1.2,1.9,63.0,1.7,4.1,5.9,1.6,1.4,0.9,0.6,2.1,1,0,0.6
February,4,23.6,10.0,4.5,7.5,60.0,0.0,0.5,0.0,1.0,1.3,80.0,2.5,5.0,7.5,1.5,0.8,1.5,0.5,2.3,1,0,8.3
Pre All-Star,37,23.3,9.4,3.9,8.2,46.9,0.1,0.2,25.0,1.6,2.4,64.4,1.7,4.5,6.2,1.1,1.2,0.9,0.8,2.2,4,0,1.8
Starters,29,25.5,10.3,4.4,9.1,48.5,0.1,0.3,25.0,1.4,2.2,61.5,1.9,4.6,6.4,1.3,1.3,0.9,0.7,2.2,4,0,2.0
Bench,8,15.5,6.0,1.9,5.1,36.6,0.0,0.0,0.0,2.3,3.1,72.0,1.1,4.0,5.1,0.4,1.0,0.6,1.3,1.9,0,0,1.0
0 Days Rest,9,25.0,10.6,4.3,8.7,50.0,0.0,0.1,0.0,1.9,2.9,65.4,1.9,4.0,5.9,1.8,1.3,0.7,0.6,2.1,1,0,-1.0
1 Days Rest,21,24.0,9.7,4.2,9.0,46.6,0.1,0.3,28.6,1.2,2.0,61.9,1.6,4.9,6.5,0.9,1.2,1.0,1.0,2.2,3,0,2.1
2 Days Rest,2,21.7,6.5,3.0,8.0,37.5,0.0,0.0,0.0,0.5,1.5,33.3,1.5,5.0,6.5,0.5,0.0,1.0,1.0,1.0,0,0,13.5
3 Days Rest,2,24.0,6.5,2.0,5.0,40.0,0.0,0.0,0.0,2.5,3.0,83.3,2.5,2.5,5.0,0.5,1.5,0.5,0.5,3.5,0,0,-3.5
6+ Days Rest,3,14.3,7.0,2.0,4.0,50.0,0.0,0.0,0.0,3.0,4.3,69.2,1.3,4.0,5.3,1.0,2.0,1.0,1.0,2.0,0,0,4.0
