BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,41,23.6,12.0,5.4,8.4,64.2,0.0,0.0,0.0,1.3,2.6,48.6,2.4,5.2,7.7,0.9,1.3,0.5,1.4,2.6,8,0,0.2
Home,18,24.2,12.7,5.7,8.8,65.2,0.0,0.0,0.0,1.3,2.8,45.1,2.6,5.9,8.6,1.2,1.1,0.6,1.6,2.6,4,0,3.6
Road,23,23.1,11.5,5.1,8.1,63.4,0.0,0.0,0.0,1.3,2.4,51.8,2.3,4.7,7.0,0.6,1.4,0.5,1.3,2.7,4,0,-2.5
Wins,28,23.7,11.8,5.3,8.3,63.9,0.0,0.0,0.0,1.2,2.8,42.3,2.3,5.4,7.6,1.0,1.4,0.5,1.4,2.8,4,0,3.1
Losses,13,23.3,12.5,5.5,8.5,64.9,0.0,0.0,0.0,1.5,2.2,65.5,2.7,5.0,7.7,0.7,0.9,0.5,1.4,2.3,4,0,-6.1
October,3,25.7,8.0,4.0,7.7,52.2,0.0,0.0,0.0,0.0,1.7,0.0,2.0,7.3,9.3,0.3,1.3,0.7,1.3,1.7,0,0,4.7
November,15,26.5,13.0,5.9,9.1,64.2,0.0,0.0,0.0,1.3,2.3,54.3,2.8,5.6,8.4,0.9,1.1,0.3,2.1,2.8,5,0,1.6
December,10,21.2,11.2,5.1,7.6,67.1,0.0,0.0,0.0,1.0,2.5,40.0,1.8,5.2,7.0,1.1,1.6,0.4,0.9,2.8,1,0,1.2
January,9,18.1,11.0,4.7,8.1,57.5,0.0,0.0,0.0,1.7,2.9,57.7,2.3,3.9,6.2,0.9,1.0,0.4,1.0,2.4,2,0,-5.8
February,4,29.3,16.0,7.0,8.8,80.0,0.0,0.0,0.0,2.0,4.0,50.0,3.0,5.5,8.5,0.5,1.5,1.5,1.0,2.8,0,0,2.5
Pre All-Star,41,23.6,12.0,5.4,8.4,64.2,0.0,0.0,0.0,1.3,2.6,48.6,2.4,5.2,7.7,0.9,1.3,0.5,1.4,2.6,8,0,0.2
Starters,36,24.3,12.1,5.4,8.4,64.5,0.0,0.0,0.0,1.2,2.7,44.8,2.4,5.5,7.9,0.9,1.3,0.5,1.4,2.7,7,0,1.2
Bench,5,18.3,11.8,5.0,8.0,62.5,0.0,0.0,0.0,1.8,2.2,81.8,2.4,3.4,5.8,0.8,1.2,0.8,1.2,2.4,1,0,-7.2
0 Days Rest,8,21.9,10.4,4.6,6.4,72.5,0.0,0.0,0.0,1.1,2.1,52.9,2.5,4.0,6.5,1.0,1.1,0.3,1.0,2.8,1,0,4.9
1 Days Rest,27,24.5,12.7,5.7,9.1,61.9,0.0,0.0,0.0,1.4,2.9,48.1,2.4,5.3,7.7,0.9,1.3,0.6,1.6,2.7,5,0,-1.0
2 Days Rest,3,22.5,11.7,5.3,7.7,69.6,0.0,0.0,0.0,1.0,1.3,75.0,2.3,7.3,9.7,1.0,2.0,0.7,0.7,3.3,2,0,-4.3
3 Days Rest,1,28.3,17.0,7.0,9.0,77.8,0.0,0.0,0.0,3.0,8.0,37.5,2.0,7.0,9.0,0.0,0.0,1.0,1.0,1.0,0,0,6.0
6+ Days Rest,2,17.2,8.0,4.0,7.0,57.1,0.0,0.0,0.0,0.0,0.5,0.0,2.5,5.0,7.5,0.5,0.5,0.0,1.0,1.0,0,0,1.5
