DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.3,9.9,43.8,100%,45.7,-2.0
3 Pointers,1.2,3.4,34.9,34.1%,35.8,-0.9
2 Pointers,3.2,6.5,48.3,65.9%,50.2,-1.8
Less Than 6 Ft,1.8,2.9,63.9,29.1%,61.5,2.4
Less Than 10 Ft,2.2,3.9,57.6,39.2%,56.6,1.0
Greater Than 15 Ft,1.8,4.9,36.1,49.3%,37.6,-1.4
