DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.9,4.8,40.5,100%,42.9,-2.4
3 Pointers,0.6,1.7,36.7,35.7%,35.0,1.7
2 Pointers,1.3,3.1,42.6,64.3%,47.4,-4.8
Less Than 6 Ft,0.8,1.4,56.3,28.6%,56.6,-0.4
Less Than 10 Ft,1.0,2.0,50.7,41.1%,52.1,-1.4
Greater Than 15 Ft,0.8,2.4,31.8,50.6%,35.6,-3.9
