DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.5,5.5,63.6,100%,44.3,19.3
3 Pointers,1.0,2.5,40.0,45.5%,37.4,2.6
2 Pointers,2.5,3.0,83.3,54.5%,50.5,32.8
Less Than 6 Ft,1.0,1.0,100,18.2%,60.3,39.7
Less Than 10 Ft,2.0,2.0,100,36.4%,57.2,42.8
Greater Than 15 Ft,1.5,3.5,42.9,63.6%,37.8,5.0
