DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.4,9.3,46.8,100%,45.0,1.7
3 Pointers,1.1,3.2,33.5,34.4%,36.0,-2.5
2 Pointers,3.3,6.1,53.7,65.6%,49.3,4.4
Less Than 6 Ft,1.5,2.3,66.1,24.1%,60.4,5.7
Less Than 10 Ft,1.8,3.3,55.0,35.4%,55.0,0.0
Greater Than 15 Ft,2.1,5.2,39.9,55.1%,37.5,2.5
