BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,12,25.0,13.9,5.1,10.8,46.9,1.3,4.0,33.3,2.4,3.4,70.7,0.2,3.1,3.3,5.8,2.7,1.4,0.6,1.0,2,0,-4.3
Home,5,25.6,14.4,5.2,10.2,51.0,1.4,3.6,38.9,2.6,3.2,81.3,0.0,4.2,4.2,6.4,2.8,1.6,0.6,0.8,1,0,-5.0
Road,7,24.6,13.6,5.0,11.3,44.3,1.3,4.3,30.0,2.3,3.6,64.0,0.3,2.3,2.6,5.4,2.6,1.3,0.6,1.1,1,0,-3.7
Wins,3,24.2,16.0,5.3,9.7,55.2,1.3,3.0,44.4,4.0,4.7,85.7,0.0,3.7,3.7,5.7,2.0,0.7,0.3,1.0,0,0,1.0
Losses,9,25.3,13.2,5.0,11.2,44.6,1.3,4.3,30.8,1.9,3.0,63.0,0.2,2.9,3.1,5.9,2.9,1.7,0.7,1.0,2,0,-6.0
October,4,29.7,16.3,5.5,13.0,42.3,1.5,4.5,33.3,3.8,5.0,75.0,0.5,3.8,4.3,6.8,2.8,1.8,0.8,0.5,1,0,-1.5
November,1,15.7,10.0,4.0,6.0,66.7,0.0,1.0,0.0,2.0,2.0,100,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0,0,8.0
December,7,23.7,13.1,5.0,10.3,48.6,1.4,4.1,34.5,1.7,2.7,63.2,0.0,2.9,2.9,5.6,2.9,1.4,0.6,1.4,1,0,-7.6
Pre All-Star,12,25.0,13.9,5.1,10.8,46.9,1.3,4.0,33.3,2.4,3.4,70.7,0.2,3.1,3.3,5.8,2.7,1.4,0.6,1.0,2,0,-4.3
Starters,9,26.5,13.8,5.0,11.0,45.5,1.3,4.0,33.3,2.4,3.3,73.3,0.2,3.2,3.4,6.2,3.0,1.6,0.7,0.8,2,0,-7.2
Bench,3,20.6,14.3,5.3,10.3,51.6,1.3,4.0,33.3,2.3,3.7,63.6,0.0,2.7,2.7,4.7,1.7,1.0,0.3,1.7,0,0,4.7
0 Days Rest,2,28.8,11.0,4.5,13.0,34.6,0.5,4.5,11.1,1.5,2.5,60.0,0.5,2.0,2.5,8.5,4.5,2.5,0.5,0.5,1,0,-11.0
1 Days Rest,6,25.5,13.8,4.8,9.7,50.0,1.5,4.2,36.0,2.7,3.5,76.2,0.0,4.2,4.2,6.0,2.7,1.5,0.7,0.7,1,0,-4.8
2 Days Rest,1,22.3,17.0,6.0,11.0,54.5,2.0,4.0,50.0,3.0,4.0,75.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,2.0,0,0,-5.0
3 Days Rest,1,19.6,17.0,7.0,13.0,53.8,1.0,2.0,50.0,2.0,2.0,100,0.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0,0,-9.0
5 Days Rest,1,27.6,18.0,6.0,14.0,42.9,2.0,5.0,40.0,4.0,5.0,80.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,0,0,-3.0
6+ Days Rest,1,20.1,10.0,4.0,8.0,50.0,1.0,3.0,33.3,1.0,4.0,25.0,0.0,3.0,3.0,7.0,1.0,1.0,1.0,3.0,0,0,17.0
