DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.3,11.6,45.3,100%,44.9,0.4
3 Pointers,1.7,4.7,36.1,40.5%,36.3,-0.2
2 Pointers,3.6,6.9,51.5,59.5%,49.6,2.0
Less Than 6 Ft,1.9,2.6,71.7,22.6%,60.6,11.1
Less Than 10 Ft,2.4,3.7,65.4,31.9%,56.3,9.1
Greater Than 15 Ft,2.5,7.0,36.2,60.3%,37.6,-1.4
