DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.5,7.2,49.3,100%,44.6,4.7
3 Pointers,0.8,2.3,33.3,31.3%,34.9,-1.5
2 Pointers,2.8,5.0,56.6,68.8%,50.0,6.6
Less Than 6 Ft,1.4,2.3,60.0,31.3%,58.7,1.3
Less Than 10 Ft,1.8,3.1,58.1,43.1%,55.3,2.8
Greater Than 15 Ft,1.6,3.7,44.6,51.4%,37.1,7.5
