DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.3,6.3,36.4,100%,44.6,-8.2
3 Pointers,1.0,3.9,25.9,61.4%,36.4,-10.5
2 Pointers,1.3,2.4,52.9,38.6%,52.4,0.5
Less Than 6 Ft,1.0,1.7,58.3,27.3%,61.6,-3.2
Less Than 10 Ft,1.0,1.7,58.3,27.3%,56.9,1.5
Greater Than 15 Ft,1.3,4.3,30.0,68.2%,37.1,-7.1
