BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,54,34.7,30.9,10.1,24.0,41.9,2.2,6.4,33.9,8.6,10.4,82.7,1.8,8.7,10.5,10.2,5.4,1.6,0.4,2.4,41,26,3.5
Home,26,35.4,31.7,10.8,24.5,44.0,2.0,6.2,32.7,8.2,9.8,82.8,2.0,8.6,10.6,11.2,5.1,1.7,0.3,2.2,20,15,8.9
Road,28,34.1,30.1,9.4,23.5,39.9,2.3,6.6,34.9,9.0,10.9,82.7,1.7,8.8,10.5,9.4,5.8,1.5,0.4,2.6,21,11,-1.4
Wins,31,35.3,31.8,10.6,23.6,44.7,2.2,5.7,38.4,8.5,10.3,82.7,1.7,9.5,11.1,11.3,5.4,1.7,0.3,2.1,26,20,10.9
Losses,23,34.0,29.7,9.3,24.4,38.3,2.2,7.4,29.2,8.8,10.6,82.8,2.0,7.7,9.7,8.9,5.5,1.5,0.5,2.9,15,6,-6.4
October,3,38.4,38.7,13.0,28.7,45.3,2.7,6.0,44.4,10.0,12.3,81.1,2.7,9.3,12.0,11.7,4.7,1.0,0.3,2.7,3,2,9.0
November,17,35.2,29.8,9.9,23.5,42.0,1.6,5.2,31.5,8.4,10.1,83.1,2.3,7.9,10.2,11.2,5.6,1.4,0.4,2.5,13,7,5.6
December,14,32.9,30.6,10.0,22.7,44.0,1.8,5.5,32.5,8.8,10.9,80.4,1.3,9.3,10.6,9.9,5.3,1.3,0.2,1.9,11,7,4.2
January,15,35.1,30.3,9.4,24.0,39.2,2.9,8.5,33.6,8.6,10.3,83.2,1.7,8.9,10.7,9.5,5.9,2.1,0.5,2.8,11,8,0.3
February,5,34.9,32.8,11.0,26.2,42.0,2.8,7.2,38.9,8.0,9.0,88.9,1.4,9.0,10.4,9.6,4.6,2.0,0.6,2.6,3,2,1.0
Pre All-Star,54,34.7,30.9,10.1,24.0,41.9,2.2,6.4,33.9,8.6,10.4,82.7,1.8,8.7,10.5,10.2,5.4,1.6,0.4,2.4,41,26,3.5
Starters,54,34.7,30.9,10.1,24.0,41.9,2.2,6.4,33.9,8.6,10.4,82.7,1.8,8.7,10.5,10.2,5.4,1.6,0.4,2.4,41,26,3.5
0 Days Rest,11,33.4,30.3,9.6,23.2,41.6,2.5,6.9,36.8,8.5,10.6,79.5,1.4,8.5,9.8,8.0,4.5,1.4,0.6,2.3,6,2,-3.6
1 Days Rest,35,34.9,31.5,10.2,24.1,42.3,2.3,6.5,35.2,8.8,10.5,84.2,2.1,8.5,10.6,10.7,5.5,1.5,0.3,2.4,28,18,5.5
2 Days Rest,4,34.6,27.5,10.3,25.0,41.0,1.0,5.3,19.0,6.0,7.3,82.8,1.8,8.5,10.3,12.0,6.5,2.5,0.5,3.5,3,3,3.0
3 Days Rest,2,36.6,27.5,9.0,24.0,37.5,1.0,7.5,13.3,8.5,10.5,81.0,1.0,12.5,13.5,11.0,9.0,2.0,0.0,2.0,2,2,5.5
4 Days Rest,1,36.2,38.0,11.0,29.0,37.9,3.0,7.0,42.9,13.0,17.0,76.5,1.0,10.0,11.0,10.0,6.0,4.0,1.0,3.0,1,1,4.0
6+ Days Rest,1,36.4,32.0,11.0,21.0,52.4,1.0,2.0,50.0,9.0,11.0,81.8,1.0,11.0,12.0,9.0,2.0,0.0,0.0,2.0,1,0,10.0
