DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.9,6.8,43.5,100%,43.9,-0.5
3 Pointers,0.7,2.2,33.0,32.5%,36.4,-3.3
2 Pointers,2.2,4.6,48.5,67.5%,48.4,0.1
Less Than 6 Ft,1.0,1.4,74.6,20.6%,60.1,14.5
Less Than 10 Ft,1.4,2.2,61.1,32.8%,54.4,6.6
Greater Than 15 Ft,1.2,3.7,32.8,54.8%,37.7,-4.9
