BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,42,16.0,5.7,1.9,4.7,41.3,0.6,1.9,34.6,1.2,1.4,91.2,0.3,1.3,1.6,1.6,0.8,0.7,0.1,1.5,0,0,0.5
Home,21,13.8,4.3,1.6,4.3,37.8,0.5,1.7,28.6,0.6,0.7,92.9,0.3,1.0,1.3,1.3,0.5,0.5,0.1,1.7,0,0,-2.1
Road,21,18.3,7.1,2.2,5.0,44.3,0.8,2.0,39.5,1.9,2.0,90.7,0.2,1.6,1.8,2.0,1.1,0.9,0.1,1.3,0,0,3.2
Wins,18,17.4,5.8,2.0,4.8,41.9,0.7,1.7,38.7,1.1,1.3,87.0,0.3,1.7,2.0,1.6,0.7,0.8,0.1,1.7,0,0,1.7
Losses,24,15.1,5.7,1.9,4.6,40.9,0.6,2.0,31.9,1.3,1.4,94.1,0.2,1.0,1.3,1.6,0.9,0.7,0.1,1.4,0,0,-0.3
November,11,12.7,4.2,1.5,4.8,30.2,0.4,1.5,23.5,0.9,0.9,100,0.2,1.4,1.5,1.3,0.3,1.0,0.1,1.2,0,0,1.6
December,15,13.8,4.0,1.5,3.7,41.1,0.5,1.4,33.3,0.5,0.5,100,0.3,0.9,1.1,1.0,0.5,0.7,0.1,1.8,0,0,-2.3
January,12,18.7,7.6,2.3,5.4,43.1,0.8,2.4,34.5,2.1,2.3,89.3,0.3,1.5,1.8,2.3,1.6,0.7,0.1,1.8,0,0,-0.2
February,4,25.8,11.0,3.5,5.5,63.6,1.5,2.8,54.5,2.5,3.0,83.3,0.5,2.3,2.8,2.8,1.3,0.3,0.0,0.8,0,0,10.5
Pre All-Star,42,16.0,5.7,1.9,4.7,41.3,0.6,1.9,34.6,1.2,1.4,91.2,0.3,1.3,1.6,1.6,0.8,0.7,0.1,1.5,0,0,0.5
Starters,13,23.2,8.7,2.7,6.3,42.7,1.2,2.8,41.7,2.2,2.5,87.5,0.2,2.3,2.5,2.1,1.5,0.8,0.1,1.6,0,0,1.6
Bench,29,12.9,4.4,1.6,3.9,40.4,0.4,1.4,28.6,0.8,0.9,96.0,0.3,0.9,1.1,1.4,0.6,0.7,0.1,1.5,0,0,0.1
0 Days Rest,9,15.9,4.9,1.6,4.2,36.8,0.7,1.8,37.5,1.1,1.1,100,0.1,1.1,1.2,1.7,0.9,0.6,0.2,1.4,0,0,-5.0
1 Days Rest,19,16.3,5.4,1.8,5.2,35.7,0.6,2.2,26.8,1.2,1.3,91.7,0.4,1.3,1.6,1.8,0.7,0.8,0.1,1.6,0,0,-0.1
2 Days Rest,8,20.4,9.9,3.4,5.8,58.7,1.1,1.9,60.0,2.0,2.3,88.9,0.4,1.9,2.3,2.0,1.0,1.1,0.1,1.4,0,0,11.0
3 Days Rest,2,13.4,4.5,1.0,3.5,28.6,0.5,2.5,20.0,2.0,2.5,80.0,0.0,1.5,1.5,0.0,1.5,0.0,0.0,2.0,0,0,-9.5
4 Days Rest,3,5.7,0.0,0.0,1.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,1.3,0,0,-3.0
6+ Days Rest,1,13.2,6.0,3.0,3.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0,0,10.0
