BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,51,22.7,7.8,3.2,7.3,43.7,0.8,2.1,37.6,0.6,0.8,78.0,0.5,2.4,2.9,2.6,1.1,0.8,0.4,1.8,0,0,-2.1
Home,23,23.9,8.3,3.5,7.5,46.5,0.5,1.9,27.9,0.8,1.2,70.4,0.3,2.5,2.8,2.7,1.3,1.0,0.5,1.9,0,0,-1.0
Road,28,21.7,7.4,3.0,7.2,41.3,1.0,2.4,43.9,0.5,0.5,92.9,0.7,2.3,3.0,2.6,1.0,0.6,0.2,1.8,0,0,-2.9
Wins,31,21.5,7.8,3.1,6.5,47.8,0.8,1.8,42.9,0.7,1.0,76.7,0.4,2.1,2.5,2.3,1.1,0.8,0.4,1.8,0,0,1.8
Losses,20,24.5,7.9,3.3,8.5,38.8,0.9,2.7,32.1,0.5,0.6,81.8,0.7,2.8,3.5,3.3,1.2,0.8,0.3,1.9,0,0,-8.1
October,3,17.8,4.0,1.7,4.0,41.7,0.3,1.0,33.3,0.3,0.7,50.0,0.0,1.3,1.3,1.0,1.0,0.3,0.3,1.0,0,0,4.3
November,16,16.4,4.8,1.9,4.3,44.9,0.8,1.7,44.4,0.2,0.3,75.0,0.3,1.4,1.7,1.4,0.8,0.8,0.3,1.5,0,0,-2.8
December,15,23.8,8.7,3.6,8.5,42.5,0.8,2.3,35.3,0.7,0.7,90.9,0.7,2.4,3.1,2.7,1.3,0.9,0.3,1.8,0,0,-2.6
January,12,28.2,10.6,4.4,10.0,44.2,0.8,2.7,28.1,1.0,1.3,75.0,0.5,3.3,3.8,4.2,1.3,0.9,0.6,2.3,0,0,-1.3
February,5,29.1,10.6,4.0,9.0,44.4,1.4,2.6,53.8,1.2,1.6,75.0,1.2,3.8,5.0,3.8,1.4,0.4,0.2,2.4,0,0,-3.8
Pre All-Star,51,22.7,7.8,3.2,7.3,43.7,0.8,2.1,37.6,0.6,0.8,78.0,0.5,2.4,2.9,2.6,1.1,0.8,0.4,1.8,0,0,-2.1
Starters,11,33.8,10.9,4.4,10.7,40.7,0.8,2.6,31.0,1.4,1.7,78.9,0.9,4.1,5.0,4.5,1.9,1.4,0.5,2.8,0,0,0.6
Bench,40,19.6,7.0,2.9,6.4,45.1,0.8,2.0,40.0,0.4,0.6,77.3,0.4,1.9,2.3,2.1,0.9,0.6,0.3,1.6,0,0,-2.8
0 Days Rest,11,24.5,6.8,2.8,6.8,41.3,0.7,1.9,38.1,0.5,0.6,71.4,0.2,2.5,2.6,2.8,1.3,0.7,0.3,1.3,0,0,-6.7
1 Days Rest,31,21.6,7.4,3.0,7.0,42.6,0.7,2.1,35.9,0.7,0.9,78.6,0.6,2.3,2.9,2.5,1.0,0.9,0.4,1.9,0,0,-1.2
2 Days Rest,5,24.0,10.6,4.8,9.0,53.3,0.8,2.6,30.8,0.2,0.4,50.0,0.4,2.8,3.2,3.6,1.0,0.4,0.4,2.2,0,0,0.8
3 Days Rest,2,29.0,14.0,5.0,13.0,38.5,2.0,4.0,50.0,2.0,2.0,100,1.5,4.5,6.0,3.0,2.5,0.0,0.5,2.5,0,0,-8.0
6+ Days Rest,2,20.0,7.0,3.0,5.5,54.5,1.0,1.5,66.7,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.5,0.5,2.5,0,0,9.0
