DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.4,4.9,49.5,100%,43.1,6.4
3 Pointers,0.8,1.8,46.2,36.4%,34.3,11.8
2 Pointers,1.6,3.1,51.5,63.6%,47.0,4.5
Less Than 6 Ft,0.9,1.4,66.7,28.0%,59.9,6.7
Less Than 10 Ft,1.1,1.9,61.0,38.3%,54.1,6.9
Greater Than 15 Ft,1.2,2.6,45.6,53.3%,36.9,8.7
