DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.4,5.1,46.9,100%,47.0,-0.1
3 Pointers,0.8,1.8,44.4,35.2%,34.9,9.5
2 Pointers,1.6,3.3,48.2,64.8%,51.8,-3.7
Less Than 6 Ft,0.8,1.7,48.8,33.6%,63.4,-14.5
Less Than 10 Ft,1.1,2.3,47.4,44.5%,57.2,-9.8
Greater Than 15 Ft,1.2,2.5,46.8,48.4%,36.5,10.2
