BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,54,27.5,11.2,4.3,10.1,42.9,1.0,3.5,29.6,1.5,2.4,64.1,1.3,3.2,4.5,1.9,1.0,0.7,0.4,2.1,2,0,-2.6
Home,25,28.7,10.9,4.2,10.6,40.0,1.1,3.5,31.0,1.3,2.2,58.9,1.7,3.4,5.1,2.2,1.1,0.7,0.5,2.1,2,0,-3.0
Road,29,26.5,11.5,4.4,9.7,45.6,1.0,3.5,28.4,1.7,2.5,68.1,1.0,3.1,4.0,1.7,1.0,0.8,0.3,2.1,0,0,-2.3
Wins,20,27.1,11.6,4.5,9.9,45.2,1.1,3.1,36.1,1.6,2.5,65.3,1.1,3.2,4.3,1.8,0.8,0.6,0.6,2.1,1,0,4.7
Losses,34,27.8,11.0,4.3,10.3,41.5,1.0,3.8,26.6,1.5,2.3,63.3,1.4,3.2,4.7,2.0,1.2,0.8,0.3,2.1,1,0,-7.0
October,3,29.9,12.3,4.7,10.3,45.2,1.3,2.7,50.0,1.7,2.7,62.5,1.7,4.3,6.0,2.0,2.0,2.0,0.7,2.3,0,0,-14.0
November,15,25.6,8.8,3.5,9.5,37.1,0.7,2.9,25.0,1.0,1.7,57.7,1.2,3.3,4.5,1.7,1.0,0.7,0.5,2.0,1,0,-0.1
December,16,25.7,11.9,4.7,9.6,48.7,1.2,3.3,36.5,1.4,2.1,64.7,0.9,2.9,3.8,1.5,0.8,0.6,0.4,1.9,0,0,-1.7
January,16,31.0,13.4,5.1,11.8,43.1,1.3,4.7,26.7,2.1,3.1,67.3,1.9,3.8,5.7,2.4,1.1,0.8,0.2,2.4,1,0,-3.3
February,4,26.2,7.8,2.8,7.5,36.7,0.5,2.5,20.0,1.8,2.8,63.6,0.5,1.5,2.0,2.3,0.8,0.8,0.5,1.5,0,0,-5.0
Pre All-Star,54,27.5,11.2,4.3,10.1,42.9,1.0,3.5,29.6,1.5,2.4,64.1,1.3,3.2,4.5,1.9,1.0,0.7,0.4,2.1,2,0,-2.6
Starters,46,28.3,11.7,4.5,10.3,43.2,1.1,3.6,29.9,1.7,2.5,66.7,1.4,3.2,4.6,2.1,1.0,0.8,0.4,2.1,2,0,-3.4
Bench,8,23.2,8.8,3.6,8.9,40.8,0.8,2.8,27.3,0.8,1.8,42.9,0.6,3.4,4.0,1.0,1.3,0.5,0.5,2.0,0,0,1.6
0 Days Rest,11,28.1,15.3,5.8,12.1,48.1,1.7,4.5,38.0,1.9,2.8,67.7,1.2,3.4,4.5,2.2,1.0,1.0,0.3,2.5,0,0,-1.7
1 Days Rest,34,27.1,9.3,3.6,9.4,38.6,0.6,3.1,21.2,1.4,2.3,58.2,1.3,3.4,4.7,1.8,0.9,0.6,0.4,1.9,2,0,-3.1
2 Days Rest,7,27.2,13.9,5.3,10.0,52.9,1.7,3.9,44.4,1.6,2.0,78.6,1.3,1.9,3.1,2.1,1.4,0.7,0.3,2.4,0,0,-0.6
3 Days Rest,1,27.7,13.0,4.0,10.0,40.0,1.0,5.0,20.0,4.0,4.0,100,2.0,4.0,6.0,0.0,2.0,2.0,1.0,4.0,0,0,-4.0
5 Days Rest,1,35.1,12.0,5.0,12.0,41.7,2.0,3.0,66.7,0.0,0.0,0.0,2.0,6.0,8.0,4.0,3.0,1.0,1.0,1.0,0,0,-11.0
