,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
0,"FEB 09, 2017 - HOU @ CHA",W,240,107,39,86,45.3,13,40,32.5,16,20,80.0,8,33,41,22,13,5,17,19,2017-02-09 00:00:00,CHA,AWAY
1,"FEB 07, 2017 - HOU vs. ORL",W,240,128,44,89,49.4,16,38,42.1,24,36,66.7,10,32,42,31,9,2,10,15,2017-02-07 00:00:00,ORL,HOME
2,"FEB 03, 2017 - HOU vs. CHI",W,265,121,44,98,44.9,16,43,37.2,17,25,68.0,8,40,48,24,7,3,11,23,2017-02-03 00:00:00,CHI,HOME
3,"FEB 02, 2017 - HOU vs. ATL",L,240,108,35,93,37.6,13,51,25.5,25,33,75.8,7,30,37,19,11,4,9,20,2017-02-02 00:00:00,ATL,HOME
4,"JAN 31, 2017 - HOU vs. SAC",W,240,105,38,85,44.7,14,45,31.1,15,22,68.2,11,49,60,28,4,4,14,24,2017-01-31 00:00:00,SAC,HOME
5,"JAN 29, 2017 - HOU @ IND",L,240,101,34,83,41.0,11,39,28.2,22,25,88.0,11,30,41,21,7,6,15,24,2017-01-29 00:00:00,IND,AWAY
6,"JAN 27, 2017 - HOU @ PHI",W,240,123,42,81,51.9,12,31,38.7,27,28,96.4,6,35,41,25,10,4,23,29,2017-01-27 00:00:00,PHI,AWAY
7,"JAN 25, 2017 - HOU @ BOS",L,240,109,36,77,46.8,10,31,32.3,27,38,71.1,6,24,30,28,8,5,17,18,2017-01-25 00:00:00,BOS,AWAY
8,"JAN 23, 2017 - HOU @ MIL",L,240,114,39,77,50.6,14,35,40.0,22,28,78.6,5,23,28,26,11,4,21,22,2017-01-23 00:00:00,MIL,AWAY
9,"JAN 21, 2017 - HOU @ MEM",W,240,119,41,80,51.3,16,42,38.1,21,25,84.0,6,40,46,27,11,6,12,25,2017-01-21 00:00:00,MEM,AWAY
10,"JAN 20, 2017 - HOU vs. GSW",L,240,108,43,96,44.8,7,35,20.0,15,18,83.3,13,28,41,26,8,3,14,17,2017-01-20 00:00:00,GSW,HOME
11,"JAN 18, 2017 - HOU vs. MIL",W,240,111,43,95,45.3,14,44,31.8,11,15,73.3,13,33,46,25,9,12,10,17,2017-01-18 00:00:00,MIL,HOME
12,"JAN 17, 2017 - HOU @ MIA",L,240,103,36,90,40.0,9,39,23.1,22,28,78.6,11,38,49,21,8,3,17,16,2017-01-17 00:00:00,MIA,AWAY
