,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
13,"JAN 15, 2017 - HOU @ BKN",W,240,137,46,92,50.0,21,44,47.7,24,32,75.0,13,39,52,30,9,3,13,21,2017-01-15 00:00:00,BKN,AWAY
14,"JAN 13, 2017 - HOU vs. MEM",L,240,105,33,82,40.2,10,41,24.4,29,36,80.6,10,21,31,19,9,2,12,20,2017-01-13 00:00:00,MEM,HOME
15,"JAN 11, 2017 - HOU @ MIN",L,240,105,36,87,41.4,15,42,35.7,18,22,81.8,7,25,32,23,7,4,15,23,2017-01-11 00:00:00,MIN,AWAY
16,"JAN 10, 2017 - HOU vs. CHA",W,240,121,40,82,48.8,17,39,43.6,24,33,72.7,6,38,44,25,8,5,10,17,2017-01-10 00:00:00,CHA,HOME
17,"JAN 08, 2017 - HOU @ TOR",W,240,129,46,89,51.7,11,38,28.9,26,31,83.9,10,29,39,27,9,6,15,22,2017-01-08 00:00:00,TOR,AWAY
18,"JAN 06, 2017 - HOU @ ORL",W,240,100,39,86,45.3,15,49,30.6,7,12,58.3,12,33,45,26,12,1,15,15,2017-01-06 00:00:00,ORL,AWAY
19,"JAN 05, 2017 - HOU vs. OKC",W,240,118,41,86,47.7,15,39,38.5,21,30,70.0,9,34,43,27,6,3,9,20,2017-01-05 00:00:00,OKC,HOME
20,"JAN 02, 2017 - HOU vs. WAS",W,240,101,37,86,43.0,12,39,30.8,15,21,71.4,7,34,41,25,9,9,13,12,2017-01-02 00:00:00,WAS,HOME
21,"DEC 31, 2016 - HOU vs. NYK",W,240,129,42,92,45.7,21,55,38.2,24,29,82.8,10,36,46,30,3,2,13,20,2016-12-31 00:00:00,NYK,HOME
22,"DEC 30, 2016 - HOU vs. LAC",W,240,140,45,81,55.6,14,40,35.0,36,43,83.7,9,36,45,29,12,5,13,17,2016-12-30 00:00:00,LAC,HOME
23,"DEC 27, 2016 - HOU @ DAL",W,240,123,41,78,52.6,17,32,53.1,24,28,85.7,10,37,47,23,7,5,16,22,2016-12-27 00:00:00,DAL,AWAY
24,"DEC 26, 2016 - HOU vs. PHX",W,240,131,46,92,50.0,15,43,34.9,24,30,80.0,10,37,47,28,11,4,20,22,2016-12-26 00:00:00,PHX,HOME
25,"DEC 23, 2016 - HOU @ MEM",L,240,109,38,89,42.7,20,52,38.5,13,15,86.7,10,30,40,27,5,3,13,22,2016-12-23 00:00:00,MEM,AWAY
26,"DEC 21, 2016 - HOU @ PHX",W,240,125,46,86,53.5,18,38,47.4,15,26,57.7,9,28,37,30,4,8,11,22,2016-12-21 00:00:00,PHX,AWAY
27,"DEC 20, 2016 - HOU vs. SAS",L,240,100,35,92,38.0,6,38,15.8,24,27,88.9,20,31,51,22,10,5,16,17,2016-12-20 00:00:00,SAS,HOME
28,"DEC 17, 2016 - HOU @ MIN",W,265,111,39,96,40.6,17,51,33.3,16,20,80.0,10,37,47,25,14,4,16,22,2016-12-17 00:00:00,MIN,AWAY
29,"DEC 16, 2016 - HOU vs. NOP",W,240,122,42,94,44.7,24,61,39.3,14,19,73.7,13,44,57,27,7,4,14,18,2016-12-16 00:00:00,NOP,HOME
30,"DEC 14, 2016 - HOU vs. SAC",W,240,132,50,85,58.8,22,42,52.4,10,16,62.5,8,39,47,40,8,5,16,11,2016-12-14 00:00:00,SAC,HOME
31,"DEC 12, 2016 - HOU vs. BKN",W,240,122,42,91,46.2,17,43,39.5,21,36,58.3,11,28,39,23,10,5,14,25,2016-12-12 00:00:00,BKN,HOME
32,"DEC 10, 2016 - HOU vs. DAL",W,240,109,37,74,50.0,19,37,51.4,16,22,72.7,10,38,48,31,4,1,15,16,2016-12-10 00:00:00,DAL,HOME
33,"DEC 09, 2016 - HOU @ OKC",W,240,102,36,92,39.1,11,42,26.2,19,30,63.3,16,36,52,26,9,1,15,24,2016-12-09 00:00:00,OKC,AWAY
34,"DEC 07, 2016 - HOU vs. LAL",W,240,134,51,94,54.3,15,36,41.7,17,21,81.0,15,37,52,35,20,2,20,22,2016-12-07 00:00:00,LAL,HOME
35,"DEC 05, 2016 - HOU vs. BOS",W,240,107,34,76,44.7,12,38,31.6,27,31,87.1,7,39,46,20,8,7,16,14,2016-12-05 00:00:00,BOS,HOME
36,"DEC 02, 2016 - HOU @ DEN",W,240,128,45,88,51.1,17,37,45.9,21,25,84.0,10,31,41,25,11,7,11,14,2016-12-02 00:00:00,DEN,AWAY
37,"DEC 01, 2016 - HOU @ GSW",W,290,132,48,108,44.4,14,44,31.8,22,30,73.3,15,41,56,26,11,4,19,28,2016-12-01 00:00:00,GSW,AWAY
38,"NOV 29, 2016 - HOU @ UTA",L,240,101,37,91,40.7,11,30,36.7,16,22,72.7,15,23,38,14,5,6,7,20,2016-11-29 00:00:00,UTA,AWAY
39,"NOV 27, 2016 - HOU @ POR",W,240,130,46,82,56.1,17,36,47.2,21,28,75.0,7,29,36,26,7,8,11,23,2016-11-27 00:00:00,POR,AWAY
40,"NOV 25, 2016 - HOU @ SAC",W,240,117,40,85,47.1,21,50,42.0,16,20,80.0,8,34,42,27,8,2,14,19,2016-11-25 00:00:00,SAC,AWAY
41,"NOV 23, 2016 - HOU vs. TOR",L,240,102,38,78,48.7,14,42,33.3,12,12,100.0,11,28,39,29,6,7,26,22,2016-11-23 00:00:00,TOR,HOME
42,"NOV 21, 2016 - HOU @ DET",W,240,99,35,78,44.9,10,31,32.3,19,27,70.4,12,34,46,22,4,6,15,20,2016-11-21 00:00:00,DET,AWAY
43,"NOV 19, 2016 - HOU vs. UTA",W,240,111,42,94,44.7,12,32,37.5,15,20,75.0,10,29,39,28,8,3,4,16,2016-11-19 00:00:00,UTA,HOME
44,"NOV 17, 2016 - HOU vs. POR",W,240,126,46,95,48.4,14,32,43.8,20,25,80.0,17,37,54,26,6,6,13,17,2016-11-17 00:00:00,POR,HOME
45,"NOV 16, 2016 - HOU @ OKC",L,240,103,40,92,43.5,14,40,35.0,9,14,64.3,12,35,47,25,10,4,16,10,2016-11-16 00:00:00,OKC,AWAY
46,"NOV 14, 2016 - HOU vs. PHI",W,240,115,44,91,48.4,17,40,42.5,10,17,58.8,16,39,55,20,6,10,17,19,2016-11-14 00:00:00,PHI,HOME
47,"NOV 12, 2016 - HOU vs. SAS",L,240,100,34,89,38.2,15,47,31.9,17,21,81.0,16,30,46,22,6,4,14,19,2016-11-12 00:00:00,SAS,HOME
48,"NOV 09, 2016 - HOU @ SAS",W,240,101,37,78,47.4,10,30,33.3,17,22,77.3,8,37,45,25,7,4,19,24,2016-11-09 00:00:00,SAS,AWAY
49,"NOV 07, 2016 - HOU @ WAS",W,240,114,41,79,51.9,17,37,45.9,15,18,83.3,6,31,37,28,6,7,18,18,2016-11-07 00:00:00,WAS,AWAY
50,"NOV 05, 2016 - HOU @ ATL",L,240,97,37,85,43.5,12,36,33.3,11,13,84.6,12,31,43,22,9,7,26,26,2016-11-05 00:00:00,ATL,AWAY
51,"NOV 02, 2016 - HOU @ NYK",W,240,118,42,89,47.2,15,40,37.5,19,27,70.4,19,35,54,25,12,8,19,21,2016-11-02 00:00:00,NYK,AWAY
52,"NOV 01, 2016 - HOU @ CLE",L,240,120,43,90,47.8,17,44,38.6,17,25,68.0,11,21,32,30,5,2,7,25,2016-11-01 00:00:00,CLE,AWAY
53,"OCT 30, 2016 - HOU vs. DAL",W,240,93,34,80,42.5,11,31,35.5,14,21,66.7,9,37,46,16,5,4,17,21,2016-10-30 00:00:00,DAL,HOME
54,"OCT 28, 2016 - HOU @ DAL",W,240,106,33,70,47.1,15,32,46.9,25,31,80.6,5,36,41,21,6,1,18,22,2016-10-28 00:00:00,DAL,AWAY
55,"OCT 26, 2016 - HOU @ LAL",L,240,114,44,86,51.2,7,29,24.1,19,27,70.4,10,29,39,29,10,1,14,23,2016-10-26 00:00:00,LAL,AWAY
