DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.1,11.3,45.3,100%,46.7,-1.3
3 Pointers,1.4,3.3,43.5,29.2%,36.3,7.1
2 Pointers,3.7,8.0,46.1,70.8%,51.0,-4.9
Less Than 6 Ft,2.0,3.9,51.3,34.5%,61.6,-10.4
Less Than 10 Ft,2.5,5.3,47.1,47.2%,56.5,-9.4
Greater Than 15 Ft,2.2,5.3,42.2,46.5%,37.7,4.5
