DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.8,5.8,48.6,100%,44.2,4.5
3 Pointers,1.0,2.4,40.4,42.1%,36.0,4.4
2 Pointers,1.8,3.3,54.7,57.9%,48.9,5.7
Less Than 6 Ft,1.0,1.4,72.1,23.6%,60.8,11.3
Less Than 10 Ft,1.2,1.9,64.0,33.2%,54.6,9.4
Greater Than 15 Ft,1.3,3.3,40.5,57.1%,37.8,2.7
