DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.0,6.8,43.9,100%,46.3,-2.4
3 Pointers,0.3,0.9,32.4,12.9%,33.7,-1.3
2 Pointers,2.7,6.0,45.6,87.1%,49.9,-4.3
Less Than 6 Ft,1.5,3.1,47.3,45.6%,58.9,-11.6
Less Than 10 Ft,1.9,4.3,44.0,63.4%,54.1,-10.1
Greater Than 15 Ft,0.8,1.9,41.5,28.6%,37.4,4.0
