DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.3,11.0,38.7,100%,44.6,-5.8
3 Pointers,1.0,3.5,28.6,31.9%,35.2,-6.6
2 Pointers,3.3,7.5,43.5,68.1%,48.9,-5.3
Less Than 6 Ft,1.6,2.9,53.2,26.8%,60.2,-7.0
Less Than 10 Ft,2.1,4.4,47.9,39.9%,54.9,-7.0
Greater Than 15 Ft,1.7,5.6,30.6,51.3%,37.1,-6.6
