BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,49,13.1,5.6,2.4,5.2,45.1,0.5,1.2,42.4,0.3,0.4,85.0,0.2,1.2,1.4,1.2,0.5,0.4,0.1,1.1,0,0,-0.8
Home,24,12.0,4.4,2.0,4.6,43.2,0.3,0.9,28.6,0.2,0.3,57.1,0.3,1.3,1.6,1.0,0.6,0.2,0.2,1.0,0,0,-3.2
Road,25,14.2,6.7,2.7,5.8,46.6,0.8,1.5,50.0,0.5,0.5,100,0.2,1.2,1.3,1.4,0.4,0.7,0.0,1.2,0,0,1.4
Wins,14,13.9,5.6,2.3,5.2,43.8,0.9,1.4,60.0,0.1,0.1,100,0.2,1.1,1.3,1.1,0.4,0.4,0.1,1.0,0,0,0.4
Losses,35,12.8,5.6,2.4,5.3,45.7,0.4,1.1,33.3,0.4,0.5,83.3,0.2,1.3,1.5,1.2,0.6,0.5,0.1,1.2,0,0,-1.3
October,3,10.2,5.3,2.3,4.3,53.8,0.3,0.7,50.0,0.3,0.7,50.0,0.3,1.7,2.0,1.0,0.0,0.3,0.0,1.0,0,0,-5.3
November,15,13.0,5.1,2.2,4.9,44.6,0.4,1.1,35.3,0.3,0.3,100,0.2,1.1,1.3,1.3,0.2,0.3,0.0,0.9,0,0,0.4
December,15,14.8,7.3,3.1,6.4,49.0,0.8,1.7,48.0,0.2,0.3,75.0,0.3,1.4,1.7,1.0,0.7,0.7,0.2,1.1,0,0,-0.2
January,11,10.2,3.8,1.5,3.6,42.5,0.4,0.7,50.0,0.4,0.4,100,0.1,1.0,1.1,1.5,0.8,0.3,0.1,1.4,0,0,-1.9
February,5,16.4,6.2,2.4,6.8,35.3,0.4,1.4,28.6,1.0,1.2,83.3,0.4,1.4,1.8,1.0,0.6,0.4,0.2,1.6,0,0,-1.4
Pre All-Star,49,13.1,5.6,2.4,5.2,45.1,0.5,1.2,42.4,0.3,0.4,85.0,0.2,1.2,1.4,1.2,0.5,0.4,0.1,1.1,0,0,-0.8
Bench,49,13.1,5.6,2.4,5.2,45.1,0.5,1.2,42.4,0.3,0.4,85.0,0.2,1.2,1.4,1.2,0.5,0.4,0.1,1.1,0,0,-0.8
0 Days Rest,8,10.7,6.4,2.9,4.8,60.5,0.6,1.3,50.0,0.0,0.0,0.0,0.3,0.8,1.0,1.3,0.4,0.4,0.1,0.9,0,0,-3.8
1 Days Rest,28,14.7,5.9,2.4,5.8,41.7,0.6,1.6,40.9,0.4,0.5,92.3,0.3,1.4,1.7,1.2,0.6,0.6,0.1,1.1,0,0,0.4
2 Days Rest,8,10.5,4.6,2.1,4.0,53.1,0.3,0.5,50.0,0.1,0.1,100,0.0,0.8,0.8,1.1,0.6,0.4,0.0,1.3,0,0,-0.9
3 Days Rest,3,17.3,6.7,2.7,6.7,40.0,0.0,0.0,0.0,1.3,2.0,66.7,0.7,2.0,2.7,1.7,0.3,0.0,0.0,1.0,0,0,-1.3
4 Days Rest,2,3.9,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.5,0,0,-5.5
