DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.3,11.7,45.0,100%,45.7,-0.7
3 Pointers,1.3,3.3,40.1,28.4%,36.2,3.9
2 Pointers,3.9,8.4,46.9,71.6%,49.8,-2.9
Less Than 6 Ft,2.3,4.1,55.6,34.9%,61.0,-5.4
Less Than 10 Ft,2.8,5.5,51.3,47.2%,55.5,-4.3
Greater Than 15 Ft,2.1,5.2,39.7,44.6%,37.4,2.3
