DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.7,11.3,41.2,100%,44.8,-3.6
3 Pointers,1.3,4.0,32.6,35.4%,35.6,-3.0
2 Pointers,3.4,7.3,45.9,64.6%,49.0,-3.2
Less Than 6 Ft,1.7,2.6,66.4,23.3%,59.8,6.6
Less Than 10 Ft,2.1,3.7,57.9,32.7%,55.1,2.8
Greater Than 15 Ft,2.1,6.6,31.6,58.6%,36.7,-5.1
