BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,33,12.0,4.0,1.8,3.8,46.8,0.0,0.0,0.0,0.5,0.8,57.7,1.1,1.9,3.0,0.8,0.4,0.2,0.5,1.3,1,0,1.2
Home,15,12.6,4.5,1.9,4.3,45.3,0.0,0.0,0.0,0.6,1.0,60.0,1.2,1.8,3.0,0.7,0.5,0.3,0.4,1.6,0,0,0.8
Road,18,11.5,3.6,1.6,3.3,48.3,0.0,0.1,0.0,0.3,0.6,54.5,1.1,2.0,3.1,0.9,0.3,0.1,0.7,1.1,1,0,1.4
Wins,20,11.5,4.2,1.9,3.8,48.7,0.0,0.1,0.0,0.5,0.9,58.8,1.4,1.9,3.2,0.6,0.5,0.3,0.6,1.4,0,0,2.2
Losses,13,12.7,3.6,1.6,3.7,43.8,0.0,0.0,0.0,0.4,0.7,55.6,0.8,2.0,2.8,1.3,0.3,0.1,0.5,1.2,1,0,-0.4
October,3,16.3,7.0,3.3,5.7,58.8,0.0,0.0,0.0,0.3,1.0,33.3,1.0,3.3,4.3,1.7,0.7,0.0,1.7,2.7,0,0,-3.3
November,15,14.6,5.2,2.2,4.6,47.8,0.0,0.0,0.0,0.8,1.3,63.2,1.5,2.3,3.9,1.0,0.5,0.3,0.6,1.6,1,0,1.4
December,9,6.6,1.3,0.6,1.9,29.4,0.0,0.1,0.0,0.2,0.2,100,0.3,0.6,0.9,0.4,0.1,0.1,0.1,0.3,0,0,0.9
January,2,17.2,7.0,3.5,7.5,46.7,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,1.0,0.5,0.5,1.0,1.0,0,0,1.0
February,4,8.7,1.5,0.8,1.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,3.3,0.5,0.5,0.0,0.3,1.5,0,0,4.3
Pre All-Star,33,12.0,4.0,1.8,3.8,46.8,0.0,0.0,0.0,0.5,0.8,57.7,1.1,1.9,3.0,0.8,0.4,0.2,0.5,1.3,1,0,1.2
Starters,5,23.6,8.8,4.0,7.4,54.1,0.0,0.0,0.0,0.8,1.2,66.7,2.0,3.6,5.6,2.2,0.4,0.4,1.0,3.0,1,0,-2.0
Bench,28,9.9,3.1,1.4,3.1,43.7,0.0,0.0,0.0,0.4,0.7,55.0,1.0,1.6,2.6,0.6,0.4,0.1,0.5,1.0,0,0,1.7
0 Days Rest,7,13.3,4.6,2.1,4.7,45.5,0.0,0.0,0.0,0.3,1.0,28.6,2.0,2.3,4.3,1.0,0.6,0.0,0.9,1.4,1,0,1.6
1 Days Rest,13,9.0,2.7,1.0,2.6,38.2,0.0,0.0,0.0,0.7,1.0,69.2,0.8,1.8,2.6,0.5,0.5,0.2,0.3,1.0,0,0,1.8
2 Days Rest,3,21.8,7.3,3.3,6.0,55.6,0.0,0.0,0.0,0.7,0.7,100,1.3,3.3,4.7,1.7,0.7,0.3,1.0,3.0,0,0,-4.3
3 Days Rest,5,11.7,3.0,1.4,3.6,38.9,0.0,0.2,0.0,0.2,0.4,50.0,1.2,1.2,2.4,0.4,0.0,0.4,0.4,1.4,0,0,4.8
4 Days Rest,3,8.7,1.3,0.7,1.7,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0,0,-0.7
6+ Days Rest,2,18.0,11.5,5.5,8.0,68.8,0.0,0.0,0.0,0.5,1.0,50.0,1.5,2.0,3.5,2.5,0.5,0.5,1.5,1.5,0,0,-3.0
