BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,50,35.5,15.3,5.2,12.9,40.4,2.7,7.2,38.3,2.2,2.7,82.1,0.2,3.3,3.6,2.4,1.4,1.1,0.2,2.2,0,0,-2.9
Home,25,34.6,15.6,5.4,12.7,42.9,2.9,7.0,41.7,1.8,2.1,86.8,0.2,3.2,3.4,2.0,1.3,0.9,0.3,2.3,0,0,0.6
Road,25,36.5,15.0,5.0,13.0,38.0,2.6,7.3,35.0,2.6,3.2,79.0,0.3,3.5,3.8,2.9,1.4,1.3,0.1,2.1,0,0,-6.4
Wins,20,36.1,17.3,6.1,13.4,45.5,3.1,7.2,42.7,2.0,2.7,74.1,0.3,3.8,4.0,2.5,1.1,1.1,0.2,2.2,0,0,8.2
Losses,30,35.2,14.1,4.6,12.5,36.8,2.5,7.2,35.3,2.3,2.7,87.5,0.2,3.0,3.3,2.4,1.6,1.1,0.2,2.3,0,0,-10.3
October,3,39.3,17.0,5.3,18.3,29.1,2.0,11.0,18.2,4.3,4.7,92.9,0.7,4.0,4.7,2.3,1.0,2.0,0.0,4.3,0,0,-6.7
November,13,35.4,13.8,4.5,11.6,38.4,3.1,7.1,43.5,1.8,2.3,80.0,0.2,2.5,2.7,2.2,2.1,1.1,0.2,1.8,0,0,-5.5
December,17,35.2,17.2,5.8,13.9,41.9,3.1,7.9,39.3,2.4,3.2,75.9,0.2,2.9,3.1,2.1,1.1,1.6,0.1,2.1,0,0,-2.9
January,12,34.6,13.3,4.8,11.7,41.4,2.4,6.3,38.7,1.3,1.4,88.2,0.3,3.8,4.1,2.4,1.0,0.5,0.4,2.1,0,0,-1.0
February,5,37.1,16.8,5.8,12.2,47.5,1.8,4.6,39.1,3.4,3.8,89.5,0.2,5.2,5.4,4.4,1.4,0.2,0.0,3.0,0,0,1.2
Pre All-Star,50,35.5,15.3,5.2,12.9,40.4,2.7,7.2,38.3,2.2,2.7,82.1,0.2,3.3,3.6,2.4,1.4,1.1,0.2,2.2,0,0,-2.9
Starters,50,35.5,15.3,5.2,12.9,40.4,2.7,7.2,38.3,2.2,2.7,82.1,0.2,3.3,3.6,2.4,1.4,1.1,0.2,2.2,0,0,-2.9
0 Days Rest,9,35.6,16.7,5.6,14.3,38.8,2.4,7.4,32.8,3.1,3.3,93.3,0.6,2.4,3.0,2.6,0.9,0.9,0.0,2.0,0,0,-9.1
1 Days Rest,31,35.4,15.0,5.2,12.6,40.8,2.8,7.3,38.7,1.9,2.4,78.4,0.2,3.4,3.6,2.3,1.5,1.1,0.2,2.4,0,0,-0.5
2 Days Rest,6,36.0,17.0,5.5,12.7,43.4,3.3,7.0,47.6,2.7,3.3,80.0,0.0,3.2,3.2,3.2,1.5,0.8,0.5,1.8,0,0,-2.8
3 Days Rest,1,38.2,12.0,5.0,11.0,45.5,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0,0,-6.0
4 Days Rest,1,39.6,13.0,3.0,16.0,18.8,2.0,10.0,20.0,5.0,6.0,83.3,0.0,5.0,5.0,3.0,1.0,3.0,0.0,4.0,0,0,-17.0
5 Days Rest,1,34.0,8.0,3.0,9.0,33.3,2.0,5.0,40.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,0,0,-16.0
6+ Days Rest,1,30.9,17.0,6.0,10.0,60.0,2.0,5.0,40.0,3.0,4.0,75.0,0.0,7.0,7.0,3.0,1.0,2.0,0.0,2.0,0,0,6.0
