BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,51,24.4,12.6,4.7,10.5,44.4,1.7,5.0,34.8,1.5,2.2,69.6,0.3,2.1,2.4,2.1,1.1,0.6,0.2,1.2,0,0,3.3
Home,27,24.1,12.6,4.6,10.5,44.2,1.6,4.8,33.8,1.7,2.4,70.8,0.4,2.0,2.4,2.2,1.0,0.7,0.1,1.1,0,0,5.4
Road,24,24.8,12.6,4.7,10.5,44.7,1.8,5.1,35.8,1.3,2.0,68.1,0.3,2.1,2.3,2.0,1.2,0.6,0.3,1.3,0,0,0.9
Wins,30,25.8,13.0,4.9,11.2,43.8,1.8,5.2,35.0,1.4,2.0,67.2,0.4,2.2,2.7,2.5,1.2,0.7,0.1,1.2,0,0,8.6
Losses,21,22.5,12.0,4.3,9.5,45.5,1.6,4.6,34.4,1.8,2.4,72.5,0.2,1.8,2.0,1.6,1.0,0.5,0.3,1.2,0,0,-4.3
October,3,18.1,11.0,4.3,10.0,43.3,1.3,4.7,28.6,1.0,2.0,50.0,0.7,1.7,2.3,0.7,0.3,0.3,0.0,0.3,0,0,12.7
November,16,21.0,11.1,4.1,8.6,47.8,1.4,4.4,32.9,1.4,2.1,66.7,0.2,1.4,1.6,1.6,0.8,0.3,0.3,1.0,0,0,2.3
December,12,23.5,10.3,3.8,10.6,36.2,1.3,4.8,26.3,1.3,2.0,66.7,0.4,1.7,2.1,1.8,1.3,0.7,0.2,1.6,0,0,-0.8
January,15,28.1,14.5,5.4,11.7,46.0,2.3,5.5,41.0,1.4,2.0,70.0,0.4,2.5,2.9,2.9,1.3,1.0,0.2,1.4,0,0,5.3
February,5,30.5,18.4,6.4,13.0,49.2,2.4,5.8,41.4,3.2,3.8,84.2,0.2,3.8,4.0,3.2,1.4,0.8,0.2,0.8,0,0,4.6
Pre All-Star,51,24.4,12.6,4.7,10.5,44.4,1.7,5.0,34.8,1.5,2.2,69.6,0.3,2.1,2.4,2.1,1.1,0.6,0.2,1.2,0,0,3.3
Starters,12,33.1,16.9,5.9,14.3,41.3,2.0,6.4,31.2,3.1,4.0,77.1,0.4,2.9,3.3,3.6,1.4,0.9,0.2,1.5,0,0,3.1
Bench,39,21.8,11.3,4.3,9.3,45.9,1.6,4.5,36.4,1.1,1.6,64.1,0.3,1.8,2.1,1.7,1.0,0.6,0.2,1.1,0,0,3.3
0 Days Rest,11,24.8,13.8,5.2,11.1,46.7,2.0,5.6,35.5,1.5,2.5,59.3,0.3,2.5,2.7,2.5,1.0,0.5,0.4,1.1,0,0,3.2
1 Days Rest,29,24.2,11.9,4.4,9.9,44.8,1.6,4.6,34.6,1.4,2.0,71.2,0.3,2.0,2.3,2.1,1.3,0.6,0.1,1.4,0,0,2.7
2 Days Rest,8,25.7,13.9,5.0,11.8,42.6,2.0,5.6,35.6,1.9,2.6,71.4,0.4,1.9,2.3,2.1,1.0,1.1,0.4,0.6,0,0,3.8
3 Days Rest,1,30.3,12.0,4.0,12.0,33.3,1.0,6.0,16.7,3.0,3.0,100,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,0,0,2.0
6+ Days Rest,2,18.1,10.5,4.0,10.0,40.0,1.5,3.5,42.9,1.0,1.0,100,1.0,1.5,2.5,0.5,0.0,0.0,0.0,1.0,0,0,11.0
