DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.8,11.0,43.6,100%,45.7,-2.0
3 Pointers,1.4,4.0,35.8,36.4%,36.1,-0.3
2 Pointers,3.4,7.0,48.1,63.6%,50.4,-2.3
Less Than 6 Ft,1.6,3.2,48.5,29.4%,60.3,-11.8
Less Than 10 Ft,2.3,4.7,49.3,42.4%,55.3,-6.0
Greater Than 15 Ft,2.1,5.7,36.5,51.5%,38.1,-1.6
