DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.6,5.8,45.5,100%,47.6,-2.2
3 Pointers,0.2,0.8,23.5,14.0%,36.1,-12.5
2 Pointers,2.4,5.0,49.0,86.0%,50.7,-1.6
Less Than 6 Ft,1.6,2.6,63.0,44.6%,62.0,1.0
Less Than 10 Ft,1.9,3.5,56.2,60.3%,55.8,0.4
Greater Than 15 Ft,0.6,1.9,31.7,33.9%,40.0,-8.3
