BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,11,16.5,5.3,1.8,4.8,37.7,0.5,1.6,27.8,1.2,1.4,86.7,0.3,2.4,2.6,2.1,1.1,0.8,0.3,1.9,0,0,3.6
Home,6,21.0,7.5,2.5,6.3,39.5,0.8,2.2,38.5,1.7,1.8,90.9,0.5,2.3,2.8,2.8,1.0,1.0,0.3,1.7,0,0,5.0
Road,5,11.0,2.6,1.0,3.0,33.3,0.0,1.0,0.0,0.6,0.8,75.0,0.0,2.4,2.4,1.2,1.2,0.6,0.2,2.2,0,0,2.0
Wins,10,16.6,5.4,1.8,4.6,39.1,0.5,1.6,31.3,1.3,1.5,86.7,0.3,2.4,2.7,2.0,1.0,0.7,0.2,1.8,0,0,4.3
Losses,1,14.8,4.0,2.0,7.0,28.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,0,0,-3.0
December,6,17.8,5.8,2.3,6.0,38.9,0.5,1.8,27.3,0.7,0.8,80.0,0.3,2.3,2.7,2.7,0.8,1.0,0.2,1.5,0,0,2.2
January,1,5.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0,0,-6.0
February,4,17.2,5.8,1.5,4.0,37.5,0.5,1.8,28.6,2.3,2.5,90.0,0.3,2.8,3.0,1.5,1.3,0.8,0.5,2.8,0,0,8.3
Pre All-Star,11,16.5,5.3,1.8,4.8,37.7,0.5,1.6,27.8,1.2,1.4,86.7,0.3,2.4,2.6,2.1,1.1,0.8,0.3,1.9,0,0,3.6
Bench,11,16.5,5.3,1.8,4.8,37.7,0.5,1.6,27.8,1.2,1.4,86.7,0.3,2.4,2.6,2.1,1.1,0.8,0.3,1.9,0,0,3.6
0 Days Rest,2,17.1,8.0,3.5,6.5,53.8,1.0,2.0,50.0,0.0,0.5,0.0,0.5,3.5,4.0,3.0,0.5,1.0,0.0,1.5,0,0,6.0
1 Days Rest,5,19.4,6.2,1.8,5.4,33.3,0.6,2.0,30.0,2.0,2.0,100,0.4,1.4,1.8,2.4,1.2,1.0,0.4,1.8,0,0,3.2
2 Days Rest,2,18.3,5.5,2.0,5.5,36.4,0.0,1.5,0.0,1.5,2.0,75.0,0.0,4.5,4.5,2.0,1.0,1.0,0.5,3.5,0,0,10.5
6+ Days Rest,2,6.6,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,1.5,0.0,0.0,1.0,0,0,-4.5
