BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,53,30.7,17.4,6.7,14.6,46.1,1.2,3.5,34.4,2.8,3.3,83.4,0.5,2.4,2.9,6.3,3.1,0.8,0.2,1.7,9,0,-1.3
Home,27,31.1,16.4,6.5,14.6,44.3,1.1,3.3,34.4,2.3,2.9,77.2,0.5,2.4,2.9,7.3,2.9,0.8,0.1,1.6,7,0,-1.4
Road,26,30.2,18.5,7.0,14.5,48.0,1.3,3.7,34.4,3.3,3.7,88.5,0.5,2.3,2.8,5.3,3.2,0.8,0.2,1.8,2,0,-1.2
Wins,31,31.7,19.2,7.2,14.7,48.8,1.5,3.5,44.0,3.2,3.9,83.3,0.6,2.5,3.1,6.6,3.4,0.9,0.2,1.6,7,0,4.6
Losses,22,29.1,14.9,6.0,14.3,42.2,0.7,3.5,20.8,2.1,2.5,83.6,0.4,2.1,2.5,5.9,2.6,0.7,0.1,1.9,2,0,-9.5
October,3,28.2,14.0,5.0,11.0,45.5,1.3,3.3,40.0,2.7,3.3,80.0,0.3,2.3,2.7,6.0,2.3,0.7,0.0,1.0,1,0,7.3
November,16,30.1,15.8,6.1,14.4,42.2,1.3,4.1,31.8,2.3,3.0,77.1,0.5,2.7,3.2,5.6,3.4,0.8,0.3,1.4,1,0,-4.6
December,14,32.6,20.4,7.9,15.5,51.2,1.4,3.3,41.3,3.1,3.6,86.3,0.5,2.2,2.7,6.9,2.9,1.0,0.1,2.2,2,0,-1.4
January,15,30.9,17.6,6.8,14.9,45.5,1.2,3.2,37.5,2.8,3.3,84.0,0.7,2.1,2.7,6.9,2.9,0.6,0.1,1.8,3,0,0.9
February,5,27.5,15.8,6.2,13.6,45.6,0.4,3.2,12.5,3.0,3.2,93.8,0.2,2.6,2.8,5.4,3.2,1.2,0.0,1.6,2,0,-2.4
Pre All-Star,53,30.7,17.4,6.7,14.6,46.1,1.2,3.5,34.4,2.8,3.3,83.4,0.5,2.4,2.9,6.3,3.1,0.8,0.2,1.7,9,0,-1.3
Starters,53,30.7,17.4,6.7,14.6,46.1,1.2,3.5,34.4,2.8,3.3,83.4,0.5,2.4,2.9,6.3,3.1,0.8,0.2,1.7,9,0,-1.3
0 Days Rest,11,29.8,15.7,6.3,14.7,42.6,1.0,3.0,33.3,2.2,2.7,80.0,0.7,2.4,3.1,5.5,3.2,0.7,0.2,1.5,1,0,-5.4
1 Days Rest,31,31.8,18.4,7.0,15.2,46.2,1.2,3.8,31.4,3.2,3.7,85.2,0.5,2.5,3.0,6.8,2.9,0.8,0.2,1.7,6,0,0.6
2 Days Rest,9,28.0,16.3,6.3,12.4,50.9,1.2,2.9,42.3,2.4,3.1,78.6,0.6,2.0,2.6,5.6,3.1,0.9,0.1,2.0,1,0,-3.0
3 Days Rest,1,34.3,19.0,7.0,16.0,43.8,3.0,5.0,60.0,2.0,2.0,100,0.0,1.0,1.0,13.0,4.0,2.0,0.0,3.0,1,0,-1.0
6+ Days Rest,1,25.1,14.0,6.0,12.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,0.0,3.0,0,0,-1.0
